,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,520244939.95,269231247.17,68694413.56,759217083.41,274586862.35,191011608.22,90194767.95,1604715291.66,1226385469.39,622245600.19,276153219.97,1900601749.26,1699695874.37,1311947153.66,347079311.42,1741981178.14,1259924611.50,771055947.74,241162711.55,1142274889.10,619509008.97,397604137.07,198036703.38,823430809.29,592706592.69,399598431.79,174422793.02,817018531.24,631189303.16,440495942.62,197673231.70,785072411.27,544190300.94,330781587.68,140099249.13,544654521.16,357771185.17,224226106.73,113037097.93,441564256.48,312575201.54,196415820.16,85130473.99,295850772.32,186613632.35,109232956.84,41904782.42,201377433.56,121378953.84,70953506.19,20506954.29,153497514.05,98099384.02,57753545.06,19217689.55,140302347.59,136333366.46,115392256.08,0.0
2,营业收入,520244939.95,269231247.17,68694413.56,759217083.41,274586862.35,191011608.22,90194767.95,1604715291.66,1226385469.39,622245600.19,276153219.97,1900601749.26,1699695874.37,1311947153.66,347079311.42,1741981178.14,1259924611.50,771055947.74,241162711.55,1142274889.10,619509008.97,397604137.07,198036703.38,823430809.29,592706592.69,399598431.79,174422793.02,817018531.24,631189303.16,440495942.62,197673231.70,785072411.27,544190300.94,330781587.68,140099249.13,544654521.16,357771185.17,224226106.73,113037097.93,441564256.48,312575201.54,196415820.16,85130473.99,295850772.32,186613632.35,109232956.84,41904782.42,201377433.56,121378953.84,70953506.19,20506954.29,152049736.06,96976516.57,57039589.74,19217689.55,139024576.70,133713864.80,114733948.72,0.0
3,二、营业总成本,607109991.58,332622541.92,114258427.24,1438402529.63,416822950.95,264644991.64,121758435.63,1742497916.94,1250487330.55,620767168.80,273868502.41,1917894395.40,1637164321.86,1230201807.08,351140097.17,1609659995.98,1170073049.33,735263133.30,244344669.37,1071257851.99,610275036.51,383835420.28,203994207.32,823621066.99,590145986.98,385798275.12,179892412.89,733418228.80,554485805.65,381052240.17,176662218.96,651255255.43,443438673.37,284979150.93,122997309.34,430549310.96,275102693.25,171646844.59,86766330.70,350731174.24,250283867.82,157124700.70,66046295.54,257456526.46,159200784.42,94432260.14,37976934.38,171378838.50,100836532.52,61286791.18,18498771.31,123224505.09,80965236.45,50196298.47,17490782.82,110511040.26,109819963.30,93126928.27,0.0
4,营业成本,474135494.09,243689344.96,51078309.43,643712508.37,204368266.71,132165150.22,64402505.40,1402432466.39,1046274408.14,488580112.95,215251969.43,1653409835.63,1437022526.87,1091856046.48,292756378.78,1293825735.17,938836328.17,576793667.15,166846838.93,794000298.80,431065846.67,277554622.10,145879090.86,571231669.10,411420096.32,275036565.91,134264921.15,530458735.66,407121919.73,286619710.38,132239946.27,507756719.05,351438950.35,226894996.14,97980369.06,334911925.81,214493474.18,133888996.09,71143708.53,253557101.57,170801052.24,105953052.54,46990290.64,171845847.73,109947072.54,62529351.71,23171139.79,123033508.81,70132909.50,42448214.63,12378731.82,96647865.77,62384031.21,37496163.63,11763532.87,82736994.83,85554638.77,68279213.49,0.0
5,营业税金及附加,5861214.34,3913329.05,1792206.57,8833596.24,5113083.58,3288713.65,1674576.70,8326911.01,6511275.31,5755725.39,3450442.37,12668606.84,5240037.19,3961501.80,1382992.51,5753164.98,4555659.35,3267648.48,1703795.25,6424176.18,3369051.16,2170965.67,1164456.34,5450643.29,3513168.03,2951597.60,1971699.16,3015708.51,2186242.68,1606281.31,776669.24,4284701.64,2363031.36,1430646.42,932714.88,3447531.01,2024867.17,1385485.41,673536.71,2253051.31,1384281.26,591327.77,206410.14,1729611.87,872210.84,320319.74,101281.91,990564.06,1425947.30,850068.55,19222.31,944583.33,448916.38,152123.43,908.41,832098.57,933072.83,1015894.13,0.0
6,销售费用,4116316.58,2569782.93,1749764.13,7332025.09,5140929.14,3738512.84,1630347.88,10071209.86,7716374.54,5626217.18,3102614.00,18037861.68,15243764.71,11578345.77,4871504.84,29447176.27,24153104.81,18699461.99,9692424.84,40079036.25,25652781.44,17736126.97,9578245.71,44708314.86,33095774.29,21622309.33,12344867.21,43752622.89,35370773.36,24152517.18,11750311.84,37916716.32,26138888.83,15558063.33,8514425.96,28852820.40,16650390.49,10253704.81,5278920.12,31110256.53,26077211.56,16626324.72,5629529.90,19259376.30,9235376.26,6178487.81,3439815.95,10103863.25,7538555.89,4857370.11,2319897.30,8081661.24,5308595.75,4078918.45,1809203.87,8443102.46,5136352.14,5370679.25,0.0
7,管理费用,52317305.41,20513382.14,11892236.45,80581114.60,51637571.55,42945545.86,19917455.78,130723392.18,92452060.81,63969808.32,30054780.35,114843406.36,96740594.10,66048180.59,34811840.46,159138568.74,136656844.00,96644502.26,48294981.82,162493044.17,109010631.86,68618433.61,37598620.27,160362449.48,116734365.22,70537595.07,29978016.11,121560805.35,91689665.10,57090424.76,28117957.65,83636694.43,50067022.74,31195813.94,15644755.54,54445120.62,38884777.58,25091412.49,10147104.19,56217909.71,40784532.33,25706715.62,10718614.16,49437321.24,33226861.28,21700839.58,9545408.63,30908041.26,20570819.78,12435820.73,3957183.90,12862169.40,9328676.42,6129417.46,3611220.35,14335785.14,13052304.46,14988527.51,0.0
8,财务费用,59602922.75,45741643.28,30051243.32,114444205.32,99272954.56,69744289.42,26909539.07,122972568.63,87662885.11,55502055.60,24914137.51,82727903.21,66072117.84,39699547.79,17402472.72,93497656.99,66627791.82,40250385.86,17806628.53,48632261.96,33847046.62,20732506.04,10193879.01,30967755.27,26527416.73,17129343.29,7176438.04,24811554.30,17197387.39,9552173.25,4325583.01,13211174.86,9084901.94,4925768.27,-264247.67,6114679.04,4567588.92,2840479.99,1647291.47,6204083.43,4943421.75,3345895.16,1942207.81,5572236.72,3879594.31,1943644.56,841698.65,466099.79,-66695.83,-240972.38,-166351.88,4688225.35,3495016.69,2339675.50,305917.32,4163059.26,5143595.10,3472613.89,0.0
