,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4996968243.04,3255756846.91,1563183434.00,7454105562.46,5364906855.44,3634510274.09,1704064325.81,5851032309.31,3816709719.46,2410014101.36,1169430670.26,4583529186.58,3180595721.86,1989294263.42,892902016.46,3037786771.55,2457550801.40,1651649112.87,750212726.17,2634867552.08,1892601977.77,1201643929.42,497541631.16,2070039314.32,1387945050.01,862167168.65,354612549.67,1553934695.39,1078575463.81,668505739.33,297787134.20,1509846148.37,1104359366.31,694845123.58,309225607.81,973218557.26,649898804.21,413836414.56,193539630.41,653774294.34,435734518.23,252400673.40,97879648.91,724982813.75,567396159.15,391828964.52,161892032.84,723645130.05,518703389.24,362675877.33,152517768.28,674126698.73,489677767.68,324853272.49,148295948.96,559506096.27,385226790.28,249142183.94,392742882.21,281606738.36,0.0
2,营业收入,4996968243.04,3255756846.91,1563183434.00,7454105562.46,5364906855.44,3634510274.09,1704064325.81,5851032309.31,3816709719.46,2410014101.36,1169430670.26,4583529186.58,3180595721.86,1989294263.42,892902016.46,3037786771.55,2457550801.40,1651649112.87,750212726.17,2634867552.08,1892601977.77,1201643929.42,497541631.16,2070039314.32,1387945050.01,862167168.65,354612549.67,1553934695.39,1078575463.81,668505739.33,297787134.20,1509846148.37,1104359366.31,694845123.58,309225607.81,973218557.26,649898804.21,413836414.56,193539630.41,653774294.34,435734518.23,252400673.40,97879648.91,724982813.75,567396159.15,391828964.52,161892032.84,723645130.05,518703389.24,362675877.33,152517768.28,673955943.95,489290635.87,324567359.61,148295948.96,559312741.16,384999076.44,249068742.35,392621066.31,281506984.82,0.0
3,二、营业总成本,5036609009.38,3276186599.41,1577277573.24,7571158124.66,5358908158.43,3628882519.71,1684077569.39,5839832564.98,3794044198.84,2411679664.82,1166762483.74,4648945587.54,3161044177.32,1972776616.01,878034014.67,2976743560.40,2361301726.38,1595734471.54,728943340.34,2538993064.81,1781723951.46,1139607838.73,475357863.91,1940104552.09,1289953933.50,811444301.88,334349037.10,1443158999.93,989555277.07,624010409.26,274452190.27,1369264446.25,1004989378.88,645015275.22,285102273.78,895400812.34,607804854.01,398190476.81,185482041.67,614624942.84,409077523.53,240433671.56,96116118.22,691961132.55,541141757.74,370523611.87,154231321.78,672139208.14,479928199.88,341051552.04,145408055.84,645993063.64,467414118.42,311504492.49,143775283.74,532702874.79,369775886.52,237472969.53,366231663.31,262676340.63,0.0
4,营业成本,4239331431.16,2742176611.23,1332890770.61,6408746749.80,4621678159.43,3131938338.32,1466438935.76,4987875026.07,3256684553.45,2060406367.53,991671146.24,3874901211.98,2625389456.83,1635755917.26,722298587.75,2491200322.95,2060712855.35,1399082133.74,638825499.08,2134893270.69,1526457591.50,975521152.52,402517339.37,1653722150.73,1111309028.06,697355930.49,276778116.61,1268518011.92,874825296.32,547008886.44,237473049.25,1220315056.84,899631890.51,575541930.78,255260257.33,790062904.55,538636003.03,352904006.24,165727128.31,531908878.37,355687195.44,206039532.06,80798413.40,617394720.46,486395835.14,334276114.79,137050413.11,617376877.00,445532956.23,318652297.03,134898278.12,603822195.19,436301138.84,291977453.49,133643638.66,491895937.50,341915799.91,219615659.24,336997008.29,236917423.73,0.0
5,营业税金及附加,24456114.16,17333560.14,8243715.98,40573284.79,26820525.00,18486188.61,6619380.66,32731627.72,17491622.63,11004274.21,5046857.81,24591134.28,11722827.52,6769033.84,2769922.81,14681358.53,9043994.70,4782113.35,2164723.70,11760320.96,8140148.89,5139678.80,1602061.52,9744434.20,7116920.03,4728713.93,1104383.10,7951666.81,4862676.83,3052878.22,1289718.98,5791386.66,3569011.28,1682404.83,667747.44,1603174.52,1188181.77,879011.10,537572.95,1905329.57,1413622.19,797539.48,110306.99,1610148.18,1146928.24,809136.40,308925.02,853053.96,601862.26,497848.16,138710.72,751860.63,607946.81,327195.36,157982.69,594624.62,307090.20,76261.81,169461.60,138660.74,0.0
6,销售费用,133553660.50,87131787.25,41563851.02,185746623.43,122295647.63,84956480.94,41014369.52,147194211.77,104325266.63,68193591.12,31319219.89,176078827.00,116191536.58,63829438.62,37622946.81,114739851.45,69777160.33,43253687.14,23474552.09,101094856.40,64408080.55,42708770.31,20428285.39,82519695.00,42262311.38,26040595.47,17824658.27,34086897.17,24531864.13,15668931.79,8768538.28,28955696.11,21044307.14,13450795.99,5926448.28,18445670.78,12496079.20,8405889.67,3873340.22,13432300.80,9162135.37,5718992.10,2759216.25,13827185.66,9527559.61,6452941.10,3064893.98,12891558.18,8934106.54,6017376.39,2845083.30,10486746.50,7654989.53,5041326.59,2293044.34,9847636.18,7015693.51,4600975.56,7223002.03,6275220.74,0.0
7,管理费用,354781876.57,244664874.39,121222603.39,475382967.94,342603597.96,295232958.35,129269062.69,532723868.03,339707524.35,230578875.68,109592473.27,441687750.16,327027999.45,225212474.08,99978029.29,268407214.61,165927980.43,115242808.38,52224913.79,214483829.96,141677858.09,91491763.51,41791240.92,150538274.94,101954390.84,64951197.69,32081815.99,108802467.10,72875984.74,49617055.02,24472660.49,88186244.95,61411086.14,41037778.28,16814366.73,58814085.69,40529247.70,26756026.77,11401679.87,54400580.80,34520562.55,22162524.03,9803192.15,42750037.70,31084179.83,20221734.85,10450064.81,33735231.02,23436075.90,15404757.38,7318015.86,25463504.65,19664783.29,11747202.24,6573828.13,26160805.37,17511004.01,11221245.31,17441907.12,16034741.57,0.0
8,财务费用,140883598.07,89956243.54,49039461.83,173740498.94,124160253.22,91788936.03,38446954.24,118721535.46,70555393.32,34206132.74,24292759.10,104291311.41,68997596.57,40555457.76,17993628.07,73262412.08,46127253.08,28389053.04,12976781.31,71096250.11,40179860.17,23776622.21,10949878.16,39637878.89,26335116.40,18121980.87,8414478.49,19388007.68,12015394.34,8133444.11,3404601.34,22969737.65,17139512.15,11195910.85,5936983.19,22351980.49,14076680.61,8596912.85,4281327.76,10652214.88,8104364.81,5887354.08,3008654.52,14731039.04,12798529.96,7739856.87,3827158.69,5533560.56,2416996.29,874146.93,154253.96,5468756.67,3185259.95,2411314.81,1094967.97,4203871.12,3026298.89,1958827.61,4400284.27,3310293.85,0.0
9,研发费用,143602328.92,94923522.86,27985787.04,186766469.04,110203296.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,711198.81,100201530.72,11146678.60,6479617.46,2288866.52,20586295.93,5279838.46,7290423.54,4840027.43,27395352.71,11714760.37,654294.45,-2629100.06,14452400.78,9712482.49,4984675.89,-723129.63,5664536.69,860412.26,969851.38,-1930941.45,3942118.33,976166.79,245883.43,-1854415.36,4411949.25,444060.71,529213.68,-656378.07,3046324.04,2193571.66,2106454.49,496470.81,4122996.31,878661.70,648630.18,-339007.44,2325638.42,189643.17,-172270.19,-363665.09,1648001.51,188724.96,1023827.86,-470133.83,1748927.42,-993797.34,-394873.85,53713.88,0,0,0,11821.95,0,0,0,0,0,0.0
11,公允价值变动收益,0,-19450.75,-846554.58,1018126.24,4525670.46,4617769.86,-2937086.29,-8233670.18,-6837554.47,-12268327.05,-1966540.62,3570261.51,-619446.72,-3323.91,-5026442.74,1990104.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,61918991.92,30118782.41,13388798.01,314665522.36,58677134.08,33375969.91,12427786.62,82975093.06,50449264.41,53109471.64,25199727.05,921115.18,-1856311.43,14850.16,-1113515.26,-4711890.33,-335281.94,1090868.49,1736390.29,-3256146.82,-267824.07,-728657.39,0,-1278674.81,0,0,0,0,0,0,0,0,0,0,0,218284.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317311.17,3304416.57,123658.79,0,184268.79,279715.08,92205.58,150479.73,-397903.60,0.0
13,其中:对联营企业和合营企业的投资收益,61940947.83,29955796.25,11830092.30,76631511.24,51935260.81,30852357.31,12423376.04,30086020.46,36475195.88,30603422.11,0,908678.11,0,0,-1113515.26,-4711890.33,0,0,0,-3256146.82,0,0,0,-1278674.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,38961287.73,27716857.10,11593664.42,252268845.30,86168830.88,52223577.51,31449321.76,148331065.28,71409971.95,40425651.39,25901372.95,-60925024.27,17075786.39,16529173.66,8728043.79,58321425.09,95913793.08,57005509.82,23005776.12,92618340.45,110610202.24,61307433.30,22183767.25,128656087.42,97991116.51,50722866.77,20263512.57,110775695.46,89020186.74,44495330.07,23334943.93,140581702.12,99369987.43,49829848.36,24123334.03,78036029.17,42093950.20,15645937.75,8057588.74,39149351.50,26656994.70,11967001.84,1763530.69,33021681.20,26254401.41,21305352.65,7660711.06,51505921.91,38775189.36,21624325.29,7109712.44,35435583.26,25909393.83,13801766.79,4520665.22,28373460.27,16585388.84,12032089.99,27017698.63,19830993.16,0.0
16,加:营业外收入,3504191.35,1758959.25,4768714.36,10013912.81,6567685.05,4189332.57,4292212.39,13238297.73,54505684.53,46843504.89,7354289.44,57338769.95,32455091.17,20282762.27,3154618.61,11664904.72,9026625.98,4021095.04,2239441.49,11777870.35,7891456.16,3673294.52,651499.79,18566201.32,12856334.14,11064056.15,4795847.39,13900987.52,3799824.52,3078871.60,1215453.94,5317583.78,3393387.75,3308085.48,1899918.08,2670050.78,1241184.18,1094630.31,705199.19,4873545.01,2705008.17,1182267.23,462458.73,5949265.50,4096474.55,2140137.49,965832.31,4465945.45,2015355.18,893724.35,346893.24,536193.06,161719.94,75074.99,162318.46,370855.71,309709.03,167465.49,416670.72,120900.64,0.0
17,减：营业外支出,6975971.49,3138690.36,1084676.73,15501552.05,5011403.73,2140036.46,562509.61,10577051.77,7512331.45,4270837.73,1530301.66,7077717.31,2516317.93,1764065.97,1917016.21,4387494.93,2276734.88,1585282.99,908233.31,11028083.83,3795858.61,2508398.97,481643.11,4124174.91,2351788.84,867192.15,401230.58,1952244.88,1211574.21,757793.07,209670.64,1615247.98,646106.29,356928.59,184274.79,2912748.65,1474596.94,984332.17,404437.90,1443761.25,1194096.04,949305.62,762181.15,1764117.29,1975702.20,1159947.20,471549.18,648446.86,408083.48,274807.17,109197.04,541877.17,601436.39,301739.62,150833.68,519170.32,422731.01,359934.33,62330.85,297413.32,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,913012.29,0,0,0,0,0,0,0,1788327.01,67294.67,772671.91,-41112.92,0,0,0,-214223.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,35489507.59,26337125.99,15277702.05,246781206.06,87725112.20,54272873.62,35179024.54,150992311.24,118403325.03,82998318.55,31725360.73,-10663971.63,47014559.63,35047869.96,9965646.19,65598834.88,102663684.18,59441321.87,24336984.30,93368126.97,114705799.79,62472328.85,22353623.93,143098113.83,108495661.81,60919730.77,24658129.38,122724438.10,91608437.05,46816408.60,24340727.23,144284037.92,102117268.89,52781005.25,25838977.32,77793331.30,41860537.44,15756235.89,8358350.03,42579135.26,28167906.83,12199963.45,1463808.27,37206829.41,28375173.76,22285542.94,8154994.19,55323420.50,40382461.06,22243242.47,7347408.64,35429899.15,25469677.38,13575102.16,4532150.00,28225145.66,16472366.86,11839621.15,27372038.50,19654480.48,0.0
20,减：所得税费用,2550100.99,-6245471.86,-2941705.10,807926.33,-2884426.85,421299.75,8129054.79,3036952.47,23681660.20,13725515.14,8223730.10,2783310.62,-3648232.82,-4586124.20,672416.34,4794843.98,7706817.34,5719879.92,1712203.49,5571670.25,14494779.34,8281493.28,2220793.77,20297177.57,12766714.84,7980434.41,4642295.35,17226753.55,9240535.12,2214047.57,3570402.44,23688632.37,19326286.72,10588087.51,5270399.28,18642447.92,11385815.55,5147377.06,2442011.11,11970749.53,9024014.30,4705220.69,1372257.29,5696250.97,5350932.34,4245345.04,1599916.62,7474034.62,5759486.11,3304196.49,1285515.22,2955199.11,2021923.19,1371732.95,377139.32,604018.24,-70079.49,-599979.85,2863998.77,3538848.37,0.0
21,五、净利润,32939406.60,32582597.85,18219407.15,245973279.73,90609539.05,53851573.87,27049969.75,147955358.77,94721664.83,69272803.41,23501630.63,-13447282.25,50662792.45,39633994.16,9293229.85,60803990.90,94956866.84,53721441.95,22624780.81,87796456.72,100211020.45,54190835.57,20132830.16,122800936.26,95728946.97,52939296.36,20015834.03,105497684.55,82367901.93,44602361.03,20770324.79,120595405.55,82790982.17,42192917.74,20568578.04,59150883.38,30474721.89,10608858.83,5916338.92,30608385.73,19143892.53,7494742.76,91550.98,31510578.44,23024241.42,18040197.90,6555077.57,47849385.88,34622974.95,18939045.98,6061893.42,32474700.04,23447754.19,12203369.21,4155010.68,27621127.42,16542446.35,12439601.00,24508039.73,16115632.11,0.0
