,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8666217795.61,5943054054.32,2878890466.10,11512673966.97,8988903522.90,6007759133.56,2850905504.53,13306047613.81,8990838024.43,5991760305.75,2921133051.10,12775837643.36,9220358164.60,6098863000.29,3179205261.49,11601620037.60,7987847632.69,5269582191.08,2795110801.02,10503139591.75,8302939958.85,6145725363.41,2949201758.48,11386776458.38,7655706679.08,4449088948.59,2064777404.50,10003371536.93,8032887308.02,4909936204.42,2401087589.62,6981359397.40,3451114563.86,1683472911.22,904131033.65,3131375103.05,803773672.78,564823223.26,277098602.81,1045059302.65,495604345.87,218010419.36,59992951.81,667890664.45,604901970.74,519420105.77,335620282.27,774349485.16,441767607.49,270211768.82,105683756.26,717028197.87,503080546.12,342069590.79,138555249.94,532790732.61,402523613.17,244728183.97,111554965.04,514650833.66,365985768.56,219133467.66,108402286.47,391551283.61,259644831.87,160741383.02,67490472.36,324277886.86,227792292.55,143898654.05,64225010.09,338264208.68,166696044.57,365966210.51,356191213.62,0.0
2,营业收入,8666217795.61,5943054054.32,2878890466.10,11512673966.97,8988903522.90,6007759133.56,2850905504.53,13306047613.81,8990838024.43,5991760305.75,2921133051.10,12775837643.36,9220358164.60,6098863000.29,3179205261.49,11601620037.60,7987847632.69,5269582191.08,2795110801.02,10503139591.75,8302939958.85,6145725363.41,2949201758.48,11386776458.38,7655706679.08,4449088948.59,2064777404.50,10003371536.93,8032887308.02,4909936204.42,2401087589.62,6981359397.40,3451114563.86,1683472911.22,904131033.65,3131375103.05,803773672.78,564823223.26,277098602.81,1045059302.65,495604345.87,218010419.36,59992951.81,667890664.45,604901970.74,519420105.77,335620282.27,774349485.16,441767607.49,270211768.82,105683756.26,717028197.87,503080546.12,342069590.79,138555249.94,532626860.09,402364108.30,244488270.70,111411258.88,514611118.81,365111198.41,218410262.41,108055640.52,390654776.60,258984774.24,160099561.56,67116294.61,323943709.32,227493083.71,143679970.84,64088234.85,337834833.25,166558126.92,365509926.00,355531610.83,0.0
3,二、营业总成本,7438262249.38,5082088894.24,2432302863.99,10021679196.50,7803090566.74,5208733065.65,2389783048.89,11925041194.19,7925796367.66,5233066996.93,2456170884.01,11519797582.49,8245177226.96,5472958869.49,2817499695.45,10510413272.01,7216326643.73,4808174078.74,2503836564.92,9670411783.22,7666929884.04,5728789892.18,2702547950.91,10720698214.83,7153635670.83,4174173241.57,1900101532.26,9540194812.57,7614878991.98,4687497293.06,2287018472.11,6720292836.28,3149584541.19,1519611816.65,767575413.05,2854223761.97,802981146.44,575756059.40,284564173.06,1107784952.13,556163774.90,258743671.35,74818985.30,824768065.63,598787039.71,516180411.96,333994352.11,793163684.90,446684648.88,270174531.24,108771981.24,711563390.36,495668054.80,337850221.04,136529217.32,522307014.39,394072289.97,239923881.48,109367177.89,504650432.60,352732562.04,212995155.43,106034955.12,385591875.56,257761677.99,158896002.20,66721265.57,317135382.84,225408541.24,142424864.47,63703258.72,326855526.04,159799180.24,351168848.10,343999756.65,0.0
4,营业成本,5805634360.42,3910333574.37,1811975407.04,7176512904.13,5726254512.71,3789163347.75,1659721239.82,8495796629.86,5565758132.75,3621546408.24,1696387323.22,7740467354.32,5544447226.83,3611910475.89,1822229325.76,7458807099.14,5270620325.66,3647493183.05,1998210526.42,8405033089.48,6787072010.86,5102960513.05,2435322194.77,9626913773.49,6383139831.09,3674546608.69,1660370877.72,8488830515.12,6845898241.33,4186803041.63,2013736596.77,5699179147.36,2460793582.82,1104947749.29,549526422.71,2003384281.29,754519927.36,541579341.07,264403003.37,1029027502.09,514073121.63,263532663.39,71250714.47,658564941.84,551342909.66,472319232.59,312942506.92,729405956.18,402655039.98,242551403.87,97102421.45,649512289.20,453563228.15,307945836.78,125002654.74,474860230.61,360104247.48,216056165.68,98100525.42,453415910.66,319078455.85,189696805.06,92727627.57,334463343.90,224564156.16,138045047.94,57838436.68,276583052.52,195717538.36,123221356.50,55306260.56,290547489.42,141840279.38,316899458.38,308206871.41,0.0
5,营业税金及附加,27043678.34,16345226.95,8267682.87,48089551.19,29155192.57,20493802.16,15356381.00,44697517.43,22972369.12,14880492.51,7747503.94,41245898.83,14615169.53,11082504.50,5971206.99,24750879.53,17865828.90,13217305.53,6503928.85,26790801.90,21893340.06,14799264.69,7179822.78,32959852.86,22147204.47,14465911.42,6288570.42,27956387.08,21321953.39,14840019.48,7045690.95,33869673.76,27843280.60,14566467.53,7403402.07,23445430.62,40732.79,40807.79,40732.79,191871.39,132038.64,70422.06,0,847953.41,910261.64,649286.01,396720.20,545254.14,390237.03,275392.43,188778.35,578351.72,355791.70,205967.20,0,325800.10,179785.16,126212.45,87512.34,950026.84,617018.40,220505.54,107437.52,453577.91,361467.48,127534.10,8632.48,870350.11,443853.15,195973.73,100175.73,619282.87,208114.96,0,0,0.0
6,销售费用,447763998.94,298903076.42,150874953.30,678292720.93,529940371.61,333993071.68,158916773.05,1085064842.15,877695617.55,597910437.16,246019529.47,1910926928.11,1760540076.93,1282609883.49,746258507.00,1707428207.29,1047354528.21,610664693.70,246494902.23,311631712.60,204459215.69,141546375.01,64664959.57,251833462.53,164863479.12,104078875.15,47733258.85,269321773.76,185265875.87,108017305.95,51945298.15,255601941.47,164659264.64,101933920.59,37320053.52,202789077.57,9190789.91,3292197.54,1541848.21,9020112.77,5676411.38,3621945.09,1707240.77,13905931.94,5739713.43,7285641.71,3900049.05,9409003.67,5192126.95,3189353.39,1036887.72,11231111.79,9273120.76,6628334.96,2761577.87,11261682.41,8001845.25,5848502.84,2894861.79,9358123.89,6922990.51,4499702.26,3085741.15,12526027.70,8766352.16,4283634.23,2173463.91,8930170.73,6029263.69,3531010.85,1707888.59,8386737.21,4018835.27,8606995.37,8205674.21,0.0
7,管理费用,808615888.04,542343387.13,252154900.67,1177571798.87,836306003.92,1026105319.56,518596541.84,2022598061.18,1384056625.17,939899100.56,485583897.93,1652980309.81,849901629.62,505688808.70,217353452.18,1155368981.53,702671601.65,443578492.02,194198001.27,799557411.31,540514451.91,365036429.82,155845590.10,741618480.68,499205931.15,316122810.30,153494535.65,668912332.31,465006507.45,308538934.94,168281542.18,629860036.37,388730731.71,244219647.69,146914489.53,553873943.19,13158908.64,7926368.90,4104654.71,18866173.08,11766557.38,8308673.83,4451538.66,25051193.77,11013722.57,9634861.62,4376646.26,19766325.25,14828762.47,8938394.76,3381347.47,18643465.68,15919390.00,9938417.94,2471461.51,14577888.12,9719036.21,7483881.07,3297108.85,19544089.21,11267386.63,7970839.33,4657309.00,22180360.38,12876113.95,9033110.01,3528169.73,17045210.63,10784547.28,6617937.50,2199650.17,11882131.71,5839166.70,10727846.17,17106817.87,0.0
8,财务费用,-40269156.77,20471555.42,27631766.99,-60531261.27,-76183580.22,-30649922.06,33233441.50,17535699.69,21828413.13,7143010.71,-7103445.96,-67772246.89,-7759806.05,-4142504.94,6019766.81,-49930231.30,1793273.51,6307247.38,7849970.86,-31069406.73,23112235.72,16500343.32,17975564.40,-4722716.85,21834380.15,12009406.28,10387302.49,24123142.51,26238554.36,21559089.86,17588025.72,22383102.72,16138766.79,5334498.12,4029163.37,5680824.37,26074205.64,18098631.56,10545809.47,34975784.07,30459021.66,22719074.59,9787800.12,52524159.95,31340866.00,25487321.83,12378429.68,33445432.40,23618482.45,15219986.79,7062546.25,26827059.99,19520060.24,13131664.16,6293523.20,21281413.15,16067375.87,10409119.44,4987169.49,21382282.00,14846710.65,10607303.24,5456839.88,15968565.67,11193588.24,7406675.92,3172562.77,13706598.85,12433338.76,8858585.89,4389283.67,15419884.83,7892783.93,14934548.18,10480393.16,0.0
