,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19910630,19900630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3442465862.32,2165786580.42,1068175289.85,4465559975.17,3116167134.54,2042570172.34,909382603.78,4209918397.33,2663575280.32,1627727969.39,756868677.51,4093837224.22,2825683155.20,1572648288.10,779699499.34,2997386015.42,775874082.61,490565973.21,257406959.26,1256315180.37,860681932.20,479616670.78,216753600.33,1138382053.72,840730677.40,519580055.68,259753707.25,1205727449.54,884141814.44,590911108.64,214772367.59,936742814.01,376326563.23,269228242.21,123541410.57,524827695.76,350701478.60,229577648.82,113577528.33,567417208.14,504264039.39,315790199.29,166586556.97,816953892.17,798995303.82,549409007.55,296451825.38,1682715823.88,1626517636.43,1022817193.54,541457260.55,1090969858.69,762056858.11,486030711.62,194810557.62,3267698640.48,2219186735.50,1343083366.52,746761308.05,5108433140.17,3704190931.93,2411005798.75,1112682208.58,5236893132.74,3737292937.30,2551961764.88,1220035822.06,4708678286.05,3199117770.60,2146487154.57,955573558.58,4208060751.77,1421502500.91,5044325666.34,2633325170.60,4417177684.99,1935416664.67,3442027842.65,1159274979.52,3139422234.81,1508191237.14,2715351111.62,1087512718.75,2700224441.50,387111200.00,2262755130.00,346420513.26,1682563403.54,230240097.88,1027991007.44,264842000.00,241354000.00,263491000.00,0.0
2,营业收入,3442465862.32,2165786580.42,1068175289.85,4465559975.17,3116167134.54,2042570172.34,909382603.78,4209918397.33,2663575280.32,1627727969.39,756868677.51,4093837224.22,2825683155.20,1572648288.10,779699499.34,2997386015.42,775874082.61,490565973.21,257406959.26,1256315180.37,860681932.20,479616670.78,216753600.33,1138382053.72,840730677.40,519580055.68,259753707.25,1205727449.54,884141814.44,590911108.64,214772367.59,936742814.01,376326563.23,269228242.21,123541410.57,524827695.76,350701478.60,229577648.82,113577528.33,567417208.14,477030539.39,315790199.29,166586556.97,816953892.17,798995303.82,549409007.55,296451825.38,1682715823.88,1626517636.43,1022817193.54,541457260.55,1048424484.71,720208142.64,445226079.17,185422538.79,3188250258.86,2160801573.02,1307135050.60,728305741.31,5054298680.61,3659264499.78,2382743080.22,1103472366.09,5173255678.52,3654264507.14,2522399847.32,1205663718.96,4656299472.16,3163575693.80,2118469388.91,944672011.14,4058711570.29,1380191277.82,5055646755.07,2631652732.99,4374000131.03,1896881498.86,3359112117.79,1125880302.55,3114273433.52,1448186557.59,2703474842.16,1077339646.75,2688207378.53,383203000.00,2261225210.00,345112287.01,1583530380.92,229349865.35,1024038462.92,263965000.00,241661000.00,263100000.00,0.0
3,二、营业总成本,3311036111.27,2092644601.22,1042653751.17,4322388567.66,2999213631.58,1958461552.66,881844417.66,4083034372.78,2583799532.88,1585191735.98,743979217.17,3853125572.50,2577747400.33,1533025982.46,763115305.37,2928107096.52,809866870.82,520164104.26,278133105.26,1303802921.80,901249222.91,515689647.19,245312091.28,1188893271.52,882077473.59,541535706.74,275677102.76,1264357598.57,908356094.38,601954593.13,220429192.02,1007679279.42,381370023.01,263491393.00,128128311.42,576948544.91,377336391.52,256031755.64,118051555.33,759638626.14,619640153.30,401466711.36,207470529.40,1636192389.64,919178608.02,620821207.19,322832235.35,2462154621.58,1911829041.22,1232844580.92,605190235.41,1179246548.76,792643892.98,491512665.92,220791746.57,3926063041.13,2620598577.11,1468571716.78,760781809.05,4946641219.28,3597625587.26,2337399864.60,1085851555.98,5035164641.27,3592204526.44,2447102111.67,1173099736.32,4589114621.86,3128607388.80,2087958084.71,927646157.74,4135968085.53,1400699379.66,4595705128.98,2359249541.14,4096568049.73,1810792150.39,3323759205.71,1176667016.13,2968328368.60,0,2628497133.02,0,2363110076.47,0,0,0,1556446998.68,218661313.29,1019126716.88,261821000.00,224675000.00,198197000.00,0.0
4,营业成本,2828834784.92,1785697738.72,893149546.63,3637704751.18,2567726404.16,1681085644.39,749718697.08,3435530338.46,2189829181.23,1334296399.94,631095354.96,3164033590.82,2162892611.42,1288364902.55,640147213.49,2398163508.02,648630779.05,415245354.43,223764054.42,1051392276.92,725942014.17,396106883.28,179836418.60,967348582.29,740151914.64,449214019.16,226795847.59,1024102395.76,766211517.99,489353876.36,175761079.30,774925141.76,313411339.47,225882548.25,103724871.49,453306789.31,290527135.84,188931350.93,92400998.57,481903179.44,458625430.59,295136224.53,150711601.47,751807697.64,725558669.46,495968552.99,266718724.38,1782922103.02,1722688940.19,1043162616.64,530821546.28,994005157.95,685691363.57,422641321.28,177460048.70,3341973722.99,2258079848.93,1225383963.18,654122101.81,4367462679.58,3184468571.36,2047487727.48,947217659.15,4462225948.44,3168078664.45,2159925637.69,1026404710.15,4059680863.03,2761650827.71,1832840840.76,802023130.75,3677184107.75,1228614242.53,4168936062.20,2144394248.99,3655628315.60,1575165313.38,2921447303.15,1004072719.28,2575650680.46,0,2221172463.89,0,2037400605.52,0,0,0,1304701025.05,200948398.08,839780123.92,209931000.00,205925000.00,181157000.00,0.0
5,营业税金及附加,7575906.37,5267882.42,3030724.97,15505584.40,8082044.56,4572219.36,2117251.21,16348961.61,8418732.66,5613970.57,2440822.52,23052477.03,11993914.61,6407969.55,3647226.55,13378273.08,2640132.22,1666443.45,799634.52,5616319.12,4234823.24,3100501.65,1382789.39,5327635.84,3212173.87,2557093.74,1379041.45,5610171.87,4863402.25,3251549.63,1590732.18,5420217.37,2244733.08,1527589.73,643031.32,3614514.71,2404555.63,1817683.44,756424.82,4920554.29,2633594.60,1801631.49,1043242.49,4247189.01,2271870.12,1479522.52,861812.31,2816240.26,432401.02,282948.42,45838.23,488513.22,327225.13,183847.98,92316.27,858464.58,606329.50,470018.05,261398.05,1527627.73,1086088.46,690399.05,313044.36,1964112.69,1252814.96,860172.19,385229.23,5333804.27,4718781.50,3932138.94,1821450.07,15642952.34,745104.62,1975178.52,883716.12,939759.77,438902.55,536304.54,36574.51,634105.41,0,153870.81,0,1001512.49,0,0,0,78997769.36,15088818.12,57913751.24,17720000.00,13386000.00,17040000.00,0.0
6,销售费用,98989751.32,66684101.35,36363018.78,133024499.49,95926347.68,65514692.32,29939315.78,136322819.32,97916871.94,64125866.76,31661018.11,129219934.76,92565581.47,60395201.63,30595816.30,128518231.47,41978989.53,27780543.36,13641237.99,41852010.48,27070891.68,12686881.46,4874761.36,24877833.18,13567776.75,8192692.96,4139254.73,22847226.41,13190828.11,9736675.70,1793178.20,10978858.92,2340029.46,1595802.12,570645.98,4644099.85,2636601.64,1973557.67,797782.04,9412710.20,7553947.22,5062397.92,2547238.27,15758526.97,11685740.34,7383272.75,3867941.88,52178540.06,47576311.95,31998298.94,18920558.36,17355142.64,12636902.65,8306696.93,3481137.24,111101677.66,79411265.74,46238894.05,11701847.23,112506642.58,79388756.34,55643598.13,23287135.41,109101314.90,70354443.73,47935477.28,22754054.16,98045847.72,71899175.73,51130386.43,23553887.89,111163833.16,40955810.04,68105909.83,34331875.32,54554216.11,26336168.99,64226538.91,25680509.17,52747197.88,0,29380816.84,0,7551795.31,0,0,0,6126159.95,1538473.78,8545790.25,34170000.00,5364000.00,0,0.0
7,管理费用,196486674.09,115527070.32,63885916.96,247475792.16,160702069.27,224136065.06,108256283.43,485849538.67,311124351.78,195494627.20,93414334.53,502448925.86,324901998.78,189698544.97,95004626.20,400927175.65,137363724.44,85527402.85,44162350.54,218795842.07,149038312.91,105972152.79,62068242.23,192035000.94,129834402.35,85402556.39,43236586.39,201176191.69,127850816.85,86414302.90,41102909.15,190610667.13,77399033.87,48239874.16,23859814.04,118485053.00,73211472.31,52157204.25,25082096.40,218579992.03,128072737.47,87906556.80,39747406.04,319141658.56,140023249.95,89586267.01,39335779.98,373655041.77,104025177.30,59259017.67,30883490.92,124122452.64,68902566.42,44590332.82,28867087.46,355574854.50,211258753.82,142025089.35,73171252.06,355938434.39,250337838.20,177021071.36,86193875.58,339163712.03,244413239.97,156672807.14,71829011.33,319049104.18,185026798.95,118853217.76,59644339.42,227556082.44,80377518.62,259456956.11,120022402.75,170103122.62,82107751.77,128718764.05,61652725.86,160619984.62,0,116148591.67,0,106803690.08,0,0,0,45481926.74,5313986.23,41783106.97,0,0,0,0.0
8,财务费用,-47440023.95,-31729227.87,-16938959.14,-44369630.68,-22841101.79,-16355624.67,-6865291.91,-25759888.85,-18740100.48,-12311783.90,-10960771.03,-15459898.50,-12451506.49,-9008325.76,-7378585.52,-25681317.77,-19926224.06,-10161551.11,-4098532.66,-11558558.10,-5460440.08,-2625756.60,-1890120.30,-4650144.48,-5089644.02,-4231505.51,126372.60,-4528998.26,-6103091.96,-321103.81,181293.19,-1874256.01,-14025112.87,-13754421.26,-670051.41,-19510151.05,-6950178.79,-4354845.54,-985746.50,32575190.62,26789.26,32492363.92,13394791.13,69892656.34,47604777.38,26403591.92,12047976.80,80147605.92,71286210.76,42321699.25,24518801.62,43275282.31,25085835.21,15790466.91,10891156.90,116554321.40,71242379.12,54453752.15,21525209.90,109205835.00,82344332.90,56557068.58,28839841.48,122709553.21,108105363.33,81708017.37,51726731.45,107005002.66,105311804.91,81201500.82,40603349.61,104421109.84,50006703.85,115379701.82,59617297.96,208620914.47,126744013.70,200214460.95,80246700.97,178676400.23,0,261641389.81,0,210352473.07,0,0,0,121140117.58,-4228362.92,71103944.50,0,0,0,0.0
