,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2473398794.74,2140600709.48,1446701970.25,683286384.98,2652815540.42,2017139589.98,1391877230.12,708539274.08,3044152398.07,2321882003.98,1760103107.81,723012592.22,2911738612.49,1712002562.86,1079007118.63,274002102.69,1987905475.99,1746521703.47,939828608.85,219115502.02,1526046272.63,502389901.87,291293252.30,125826935.68,1021625828.26,749011965.28,574784054.83,240636811.71,1397188026.00,502879345.25,354059221.98,163534117.27,1331551441.13,613623747.79,490584583.74,332890160.23,1286895383.03,701783401.66,508454137.96,133319721.45,676648307.28,207083795.24,115090453.87,43512918.22,403490296.29,341499050.87,224600420.68,118778109.08,455181832.40,346976161.77,221408397.15,107584356.45,342641896.41,268827977.96,172692278.14,75352691.91,419031510.37,309778555.42,205613687.83,95542324.22,575136659.10,403829122.55,224268532.99,66175126.01,292442843.57,183618657.07,125656793.85,53373255.98,326374889.82,210713129.80,150557823.06,52172746.73,281859840.27,141050866.63,317056473.13,177222835.52,232489430.29,227830646.81,203239041.20,77461233.24,167073864.89,71775793.94,153831263.77,82463093.28,176803983.52,87234100.00,161362548.63,82178931.91,197502516.49,0.0
2,营业收入,2473398794.74,2140600709.48,1446701970.25,683286384.98,2652815540.42,2017139589.98,1391877230.12,708539274.08,3044152398.07,2321882003.98,1760103107.81,723012592.22,2911738612.49,1712002562.86,1079007118.63,274002102.69,1987905475.99,1746521703.47,939828608.85,219115502.02,1526046272.63,502389901.87,291293252.30,125826935.68,1021625828.26,749011965.28,574784054.83,240636811.71,1397188026.00,502879345.25,354059221.98,163534117.27,1331551441.13,613623747.79,490584583.74,332890160.23,1286895383.03,701783401.66,508454137.96,133319721.45,676648307.28,207083795.24,115090453.87,43512918.22,403490296.29,341499050.87,224600420.68,118778109.08,455181832.40,346976161.77,221408397.15,107584356.45,341913402.50,266223199.97,171074124.77,74985099.55,418575683.91,304584290.61,202376746.21,93536909.31,565280121.71,401167005.26,224198191.08,64226650.23,289287760.61,181979098.25,124673347.69,53065153.39,323455501.37,210196609.57,150263782.95,51936908.45,282386906.70,142449130.72,312335977.82,176815756.65,231058364.24,227199557.90,203545295.24,77694557.37,167638308.50,72249157.15,153529048.00,82280801.71,175410460.02,86604300.00,160312121.46,81892255.14,195760287.16,0.0
3,二、营业总成本,2112837263.88,1753855516.68,1149873437.24,535866773.41,2228114524.37,1729778585.30,1211842449.28,654389067.83,2963733404.27,2027015176.14,1498739555.12,641087963.83,2904760164.21,1619871493.34,1052443252.43,286502556.35,1815616214.04,1818110206.69,963120147.76,262609312.96,1718785307.68,660198346.81,386874529.36,155826445.89,1070716748.58,758494241.48,572794253.68,247157844.59,1311056529.58,527866256.98,362834108.38,169094833.12,1232378223.40,615296911.01,481290199.09,297348201.62,1236307518.57,666788593.10,480546282.72,136659609.77,688128328.52,229284334.58,130715079.72,51807051.43,466830971.55,348279728.07,216519129.43,114114678.24,388241793.66,293614541.57,174668876.36,104569941.63,472463662.56,299811382.92,193877520.63,79785239.85,457747385.61,306392738.07,203585307.70,91917462.88,552361373.31,384168434.89,218826223.00,71426200.08,416270234.56,236563019.52,161488994.82,69778450.30,654693519.98,285419933.01,198907574.50,78829601.51,573342062.89,181906092.89,273015787.95,147059505.27,201821305.81,163553022.34,186887509.56,80881041.85,176947755.09,0,181894005.47,0,178712183.40,0,0,0,169886746.91,0.0
4,营业成本,1662149309.80,1480004838.62,945730611.63,469569155.73,1704067911.33,1416780795.91,995856642.77,548365364.03,2270614243.59,1747128693.16,1305122851.97,529846908.63,2357194128.31,1341183361.11,857673639.41,217719380.83,1509159093.69,1502498978.21,745407928.79,188128702.28,1315304987.84,456367376.79,261811595.35,102323347.89,754199004.61,557670791.98,423291021.33,180919201.66,1015158043.35,399004606.37,278350580.32,123954105.34,952855824.28,491858424.10,389385765.65,255461208.24,983949021.20,559135487.40,406590023.62,110997531.79,555788056.89,184016320.83,99448718.33,38394370.16,340275720.82,283779833.29,181919871.02,96148567.83,359210069.01,277650235.85,177173599.95,85599614.61,272789845.03,209338335.59,132512340.86,57832393.84,339315167.72,230470462.45,156003184.00,70275751.89,468931140.99,336200842.59,195919754.14,55024901.94,261215874.11,162656035.97,111460068.43,47539951.24,294983291.04,192670509.41,141366344.87,49035784.68,349534465.78,142239394.08,203266822.27,125465773.19,164030310.82,137760208.90,144402073.32,60495742.01,142460673.95,0,136517894.19,0,131306388.63,0,0,0,148439339.65,0.0
5,营业税金及附加,16282570.38,4994208.52,26962901.43,21760634.42,93788530.54,75081601.41,62311116.00,31813398.64,92526681.84,64010808.57,59981696.91,32208084.21,111375056.18,62328048.62,37960550.94,2860168.61,46450271.45,117638701.79,69794928.16,15525461.68,105477191.70,27425102.17,15053574.96,5523802.35,79528887.27,60220249.34,46230616.99,11115272.52,100525156.24,22655370.69,18535169.84,11592354.96,97190029.10,17689570.51,17253746.47,13885127.57,73758076.54,19553591.58,15925050.33,1249889.53,27191917.42,564198.63,197055.94,38937.27,1641894.56,1428520.60,788500.12,449287.18,2208857.59,1768529.76,1241959.95,660738.95,2363002.66,1529686.27,1106849.67,611272.79,5005458.05,3772664.12,2480021.34,1035428.08,9595088.18,6211563.04,2820183.18,621318.26,2160742.80,1264353.02,625118.01,361677.22,747750.01,577437.35,54372.58,9029.96,1842209.82,1786219.49,4300055.87,1242754.87,1151303.27,719097.10,1349772.79,563435.43,1218908.23,0,1209297.70,0,822754.03,0,0,0,2189675.85,0.0
6,销售费用,58135638.06,37151077.26,24090688.78,10211680.15,63484118.40,34950754.14,24248760.32,10851021.62,48181454.91,28013917.83,24134904.32,12272008.37,50180997.25,36073950.37,22789003.14,9084214.66,34215906.27,31918518.64,25511852.83,8045477.65,49712199.86,30608113.36,21432950.05,12602736.21,66399703.48,40947811.81,28069746.72,11889208.48,58168350.30,27899533.48,15326219.10,5747458.53,76690643.84,38397585.64,26097332.21,8099251.37,79279455.13,25153430.96,16185010.36,6418868.26,38576754.54,13345478.45,8816402.46,3700427.05,46489157.80,23488972.22,11280323.04,4034255.75,36607878.82,16058056.77,10875163.25,3870256.09,29519086.46,11984089.35,7618570.14,3752300.52,22800885.07,10714498.43,7038002.23,3332480.72,12452871.30,9728622.45,5491569.52,2076599.65,19821439.74,12405969.10,8297454.27,3543517.20,23180831.10,14013618.20,8587976.05,3819918.62,14205893.92,8087991.03,9798067.15,5006939.62,7228135.46,5460977.53,4969088.90,1989779.94,3367049.01,0,2885232.05,0,3570844.11,0,0,0,2200183.86,0.0
7,管理费用,278384427.46,171610918.66,109910028.87,49585910.95,251595657.02,163474182.75,124094225.70,62884468.51,412101775.90,192788420.08,119496467.46,65385359.43,319119970.96,163493124.72,113458687.98,52356187.28,151696062.08,84760922.00,60544830.51,28154488.37,110760338.61,75000114.64,47352327.39,24627692.40,104145345.58,67467692.34,48443551.48,24743893.34,84004948.85,60246019.59,38930726.44,19139018.05,76980036.97,53985935.54,37336138.02,18096052.91,72633531.48,51347660.60,33064203.05,14673276.00,59661069.72,27625710.66,18606198.50,8899740.18,58443195.91,40652661.07,27125718.75,12352326.74,48403303.53,36345797.57,25894695.91,10736020.38,131843160.05,53900148.65,37936854.75,11995402.20,61671455.00,42106328.18,25513651.40,11492114.95,35914261.89,14068707.40,2666871.22,8420019.21,106152312.10,41561192.05,27667343.82,12109702.33,309073672.86,48011341.78,28292421.42,13913886.87,153305388.54,18182098.57,21519665.92,7557641.02,10220439.79,9465294.39,18874885.64,12230196.09,19829059.36,0,16555316.13,0,24300634.46,0,0,0,10369073.93,0.0
8,财务费用,219409.30,3945020.33,2420151.44,1857426.03,276952.99,-3803046.92,-2318113.50,473021.33,6805477.24,3863516.49,-1373708.63,1375603.19,2210831.78,-273165.65,3192667.02,4482604.97,10504404.94,68021583.78,48608059.37,22755182.98,89027889.71,67757113.92,37756479.53,10748867.04,45591466.29,32147821.57,26694726.39,18490268.59,33533189.91,18108510.83,11725446.10,8674838.02,10569296.36,5724499.02,827667.93,4106954.69,10300931.52,10039863.44,7223436.24,3320044.19,2623777.66,1776785.29,1690863.77,773576.77,3462272.89,2857142.06,2328908.54,1144797.14,2688379.17,8061346.89,5767882.57,3703311.60,35948568.36,23059123.06,14702905.21,5593870.50,28954419.77,19328784.89,12550448.73,5781687.24,25468010.95,17958699.41,11927844.94,5283361.02,26919865.81,18675469.38,13439010.29,6223602.31,26707974.97,30147026.27,20606459.58,12050981.38,54454104.83,11610389.72,34362859.93,7786396.57,18379812.99,10147444.42,17291688.91,5601888.38,10072064.54,0,24726265.40,0,18711562.17,0,0,0,6688473.62,0.0
