,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,269228900000.00,201008612000.00,135571179000.00,62241506000.00,244956573000.00,172969582000.00,110678355000.00,49620344000.00,187927764000.00,131882261000.00,83745871000.00,37377272000.00,148585331000.00,103862941000.00,68714759000.00,31843068000.00,135547633000.00,93569523000.00,63037413000.00,29447743000.00,108925296000.00,79674550000.00,51152074000.00,22869102000.00,105292229000.00,80142746000.00,55532583000.00,27200846000.00,98357161000.00,72431467000.00,47191067000.00,22641020000.00,93888580000.00,67625499000.00,44231159000.00,20583098000.00,75504739000.00,54301523000.00,36054685000.00,16711983000.00,58300149000.00,41573938000.00,27333858000.00,12658220000.00,49896709000.00,39101600000.00,25919299000.00,12638354000.00,40152371000.00,28043343588.03,18983091472.91,8949298959.02,26195490168.85,18435851257.07,11785203724.69,5260019424.51,16848425463.49,11913345972.66,7461930982.33,3248553841.05,9468981583.72,6810485743.60,4429685853.80,1891396717.86,6194006512.53,4450113962.49,2622130282.71,3561972619.56,1669650845.79,0.0
2,营业收入,269228900000.00,201008612000.00,135571179000.00,62241506000.00,244956573000.00,172969582000.00,110678355000.00,49620344000.00,187927764000.00,131882261000.00,83745871000.00,37377272000.00,148585331000.00,103862941000.00,68714759000.00,31843068000.00,135547633000.00,93569523000.00,63037413000.00,29447743000.00,108925296000.00,79658337000.00,51152074000.00,22869102000.00,105292229000.00,80140662000.00,55531269000.00,27200846000.00,98357161000.00,72431467000.00,47191067000.00,22641020000.00,93888580000.00,67625499000.00,44231159000.00,20583098000.00,75504739000.00,54301523000.00,36054685000.00,16711983000.00,58300149000.00,41573938000.00,27333858000.00,12658220000.00,49896709000.00,39101600000.00,25919299000.00,12638354000.00,40152371000.00,28043343588.03,18983091472.91,8949298959.02,24927394919.64,17545829548.43,11177678627.09,5029590373.55,15936391188.00,11345157679.70,7096516052.93,3126806656.61,9107246656.84,6603146536.01,4312418307.72,1856985424.16,6033716429.57,4359926900.19,2562631595.19,3525560320.99,1663863865.70,0.0
3,二、营业总成本,275160372000.00,205225445000.00,139639966000.00,63519702000.00,245934273000.00,173781863000.00,110905704000.00,49643524000.00,188480125000.00,132330913000.00,84163315000.00,37474258000.00,149995013000.00,105102380000.00,69592033000.00,32304101000.00,137805498000.00,95026310000.00,64097058000.00,30011209000.00,110345052000.00,81053786000.00,52179071000.00,23445306000.00,105225233000.00,79659676000.00,54734579000.00,26657217000.00,95352240000.00,69526229000.00,45013152000.00,21434154000.00,87596691000.00,63105122000.00,40804746000.00,19035980000.00,70083416000.00,50556477000.00,33420213000.00,15514826000.00,54421165000.00,38925285000.00,25631455000.00,12040890000.00,46932335000.00,36763076000.00,24411703000.00,12050130000.00,37902311000.00,26649096244.72,18120639418.67,8759003182.33,25072761881.59,17752032800.61,11381502265.18,5201627773.05,16293799363.16,11562382336.82,7244821125.83,3214259362.16,9176708758.59,6639881694.49,4332238099.38,1907022812.39,6019772018.30,4375753362.44,2581587247.96,3472728581.99,1624546175.10,0.0
4,营业成本,230117385000.00,171408525000.00,116532360000.00,52346411000.00,208216606000.00,147545866000.00,94707439000.00,41497471000.00,161431791000.00,113537719000.00,72055898000.00,31368603000.00,127247541000.00,88841107000.00,58755319000.00,26777004000.00,115981182000.00,78780890000.00,53398189000.00,24731797000.00,92284572000.00,67685568000.00,43566869000.00,19302670000.00,89279061000.00,68107299000.00,47065514000.00,22804949000.00,80884646000.00,59083326000.00,38365779000.00,18311921000.00,76104656000.00,54979944000.00,35984971000.00,16863750000.00,62040712000.00,44915913000.00,29905321000.00,13939273000.00,48185789000.00,34436111000.00,22693896000.00,10557719000.00,41334756000.00,32719350000.00,21819362000.00,10836083000.00,34346740000.00,24003526473.33,16408484442.82,7945723728.25,22329718637.97,15753126535.21,10120899138.14,4596721900.10,14393441387.82,10264804671.35,6466450520.66,2884185319.15,8218697799.03,5994727057.38,3957994958.75,1740658678.09,5516450155.30,4022144634.15,2382640103.94,3230682217.24,1516302758.01,0.0
5,营业税金及附加,1060907000.00,770893000.00,533288000.00,178976000.00,894337000.00,614939000.00,396436000.00,169012000.00,729294000.00,514222000.00,345109000.00,148534000.00,583455000.00,300604000.00,163547000.00,82836000.00,585796000.00,363084000.00,210938000.00,84780000.00,357160000.00,269016000.00,168650000.00,73657000.00,329942000.00,244636000.00,181757000.00,58530000.00,313081000.00,233456000.00,155197000.00,50601000.00,369751000.00,254179000.00,171355000.00,79559000.00,268129000.00,182852000.00,102408000.00,33652000.00,271516000.00,186473000.00,122810000.00,56279000.00,203491000.00,147257000.00,93250000.00,31186000.00,154455000.00,111697436.17,73300256.74,31604158.27,44923064.65,28251501.53,18709041.50,4515120.23,23389260.36,15771099.90,9656781.97,4970614.23,17261663.03,10091621.24,5473171.19,2198936.35,13594542.55,8841652.17,5688898.82,9581132.39,3794313.14,0.0
6,销售费用,33532018000.00,24653397000.00,16428813000.00,8223822000.00,26066677000.00,18587157000.00,11549329000.00,5908814000.00,20635780000.00,14265560000.00,9029103000.00,4493887000.00,17451416000.00,12481203000.00,8310840000.00,4098845000.00,16644676000.00,12532667000.00,8136420000.00,3893735000.00,14105025000.00,10355868000.00,6639070000.00,3191598000.00,12739711000.00,9173174000.00,6002836000.00,3032405000.00,11810941000.00,8566163000.00,5360224000.00,2500381000.00,9367346000.00,6681143000.00,3970584000.00,1850592000.00,6809109000.00,4852788000.00,3050503000.00,1371182000.00,5192356000.00,3716876000.00,2450843000.00,1225348000.00,4780468000.00,3431132000.00,2216172000.00,1007993000.00,2985538000.00,2151744812.12,1383922646.43,658880562.92,2252328162.56,1633837643.44,1021905618.50,495070100.12,1536435208.21,1038808058.01,626620658.13,257238564.10,764865428.56,516109012.97,298305184.17,126706992.94,368186632.47,258803459.25,143261427.50,164250241.14,51904958.57,0.0
7,管理费用,4945032000.00,3982587000.00,2696179000.00,1207846000.00,5200684000.00,3804718000.00,2430249000.00,1557219000.00,4864050000.00,3580420000.00,2370012000.00,1169466000.00,3946274000.00,3150548000.00,2104890000.00,1149471000.00,4291475000.00,3157614000.00,2139450000.00,1156088000.00,3356570000.00,2402946000.00,1580204000.00,756328000.00,2805667000.00,1984775000.00,1386199000.00,712007000.00,2350107000.00,1706113000.00,1133719000.00,655729000.00,2088637000.00,1385643000.00,855847000.00,319065000.00,1250311000.00,842556000.00,523697000.00,239979000.00,912093000.00,682127000.00,447533000.00,220715000.00,784521000.00,534355000.00,341838000.00,161782000.00,493581000.00,347172738.29,219562063.63,104894025.30,395044022.93,299559203.13,194793992.02,94653486.69,314071890.67,225050737.43,131509313.76,63778994.18,162546670.33,108218267.02,62909511.42,34030258.97,110365043.72,78368203.32,45350911.43,61711297.07,46612513.55,0.0
8,财务费用,2237420000.00,1998125000.00,1466528000.00,498460000.00,1234626000.00,681088000.00,276845000.00,193190000.00,306467000.00,211717000.00,202718000.00,120727000.00,415828000.00,168573000.00,141233000.00,71609000.00,104282000.00,45785000.00,77896000.00,18960000.00,66770000.00,115818000.00,38245000.00,-5678000.00,-149087000.00,-92574000.00,-71904000.00,-74140000.00,-186083000.00,-168557000.00,-69537000.00,-141429000.00,-403236000.00,-309052000.00,-236067000.00,-122130000.00,-360769000.00,-281232000.00,-195006000.00,-91954000.00,-172924000.00,-123956000.00,-107417000.00,-27425000.00,-223290000.00,-103289000.00,-91696000.00,2337000.00,-88162000.00,11523736.11,19109251.46,16941037.50,50747993.48,37257917.30,25194475.02,10667165.91,26461616.10,17947770.13,10583851.31,4085870.50,13337197.64,10735735.88,7555273.85,3427946.04,11175644.26,7595413.55,4645906.27,6503694.15,5931631.83,0.0
9,研发费用,3267610000.00,2411918000.00,1457640000.00,862687000.00,2261875000.00,1496789000.00,898749000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,194163000.00,201500000.00,2059468000.00,1051306000.00,646657000.00,317818000.00,512743000.00,221275000.00,160475000.00,173041000.00,350499000.00,160345000.00,116204000.00,124336000.00,198087000.00,146270000.00,134165000.00,125849000.00,174955000.00,224570000.00,186033000.00,126731000.00,219939000.00,242366000.00,170177000.00,123466000.00,179548000.00,105728000.00,67770000.00,56951000.00,69537000.00,113265000.00,58056000.00,45144000.00,75924000.00,43600000.00,33290000.00,22694000.00,32335000.00,27654000.00,23790000.00,8254000.00,52389000.00,34271000.00,32777000.00,10749000.00,10159000.00,23431048.70,16260757.59,959670.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
