,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4034398746.00,2698944804.00,1727614244.00,7677369050.00,5546879118.00,3938056300.00,2177946209.00,6472359205.00,4442592348.00,2896390173.00,1673842454.00,6519192145.00,4710519499.00,3074473224.00,1921547396.00,6294783764.00,4328375005.00,2777288031.00,1753874869.00,6620767477.00,4694483514.00,2994144866.00,1841419865.00,7889618084.00,5762692885.00,3738022446.00,2224050910.00,9509550614.00,7194407062.00,4600343850.00,2638877030.00,9945057797.00,6793038950.00,3795273566.00,2075002047.00,7500479103.00,4851752602.00,2541940199.00,1418722525.00,5217518137.00,3079783850.00,1822367127.00,1089625723.00,4473679912.00,2854732640.61,1637531186.00,956181013.00,3156516825.00,2016452295.00,1139078460.00,1983689134.00,916821961.00,0.0
2,营业收入,4034398746.00,2698944804.00,1727614244.00,7677369050.00,5546879118.00,3938056300.00,2177946209.00,6472359205.00,4442592348.00,2896390173.00,1673842454.00,6519192145.00,4710519499.00,3074473224.00,1921547396.00,6294783764.00,4328375005.00,2777288031.00,1753874869.00,6620767477.00,4694483514.00,2994144866.00,1841419865.00,7889618084.00,5762692885.00,3738022446.00,2224050910.00,9509550614.00,7194407062.00,4600343850.00,2638877030.00,9945057797.00,6793038950.00,3795273566.00,2075002047.00,7500479103.00,4851752602.00,2541940199.00,1418722525.00,5217518137.00,3079783850.00,1822367127.00,1089625723.00,4473679912.00,2854732640.61,1637531186.00,956181013.00,3156516825.00,2016452295.00,1139078460.00,1983689134.00,916821961.00,0.0
3,二、营业总成本,4145566455.00,2746236797.00,1695687519.00,7703287632.00,5590579935.00,3924492136.00,2148877037.00,6821453559.00,4618893559.00,2975842059.00,1654474072.00,6933805877.00,4868721775.00,3143206177.00,1870876532.00,6444721415.00,4461015326.00,2868538070.00,1706513485.00,6466482144.00,4480293116.00,2836427637.00,1729428085.00,7367763433.00,5255712566.00,3454404727.00,2046707259.00,8604376165.00,3976385092.00,4068808656.00,2323350069.00,8491073291.00,5760944442.00,3343223917.00,1799858958.00,6537639429.00,4365870018.00,2479409211.00,1379252851.00,4655860200.00,2858614207.00,1673974597.00,923658017.00,3640389645.00,2363732274.26,1377817796.00,764607938.00,2727921963.00,1870314439.00,1096983254.00,1892758383.00,908059789.00,0.0
4,营业成本,2363485108.00,1502312914.00,987874575.00,4248566805.00,3009169460.00,2095480304.00,1214884571.00,3401184231.00,2306182256.00,1430974795.00,838043982.00,3667918379.00,2671965154.00,1700396877.00,1077441383.00,3524126145.00,2421939205.00,1507944594.00,1005265293.00,3629859517.00,2475365979.00,1526116025.00,1021776982.00,4368315248.00,3107475796.00,1986093892.00,1237609623.00,5272796271.00,3976385092.00,2484298224.00,1506902943.00,5552258986.00,3719637509.00,2011560598.00,1123491584.00,4094535807.00,2693578830.00,1455130074.00,879795477.00,2894596877.00,1742185417.00,992760966.00,601067818.00,2434058560.00,1603147229.32,925177893.00,549954060.00,1930475321.00,1316673346.00,744617140.00,1424266519.00,766119543.00,0.0
5,营业税金及附加,21799671.00,15178853.00,12858612.00,43373108.00,30271024.00,19697714.00,16813276.00,44383943.00,33918192.00,24882871.00,16223439.00,46642022.00,31970288.00,21371505.00,14843367.00,50603405.00,36584906.00,23744473.00,16270748.00,57957580.00,41833259.00,29836651.00,20171674.00,61867637.00,44222634.00,29049889.00,17852585.00,62377702.00,52121592.00,33490519.00,19379025.00,55069792.00,33397541.00,15283373.00,7461198.00,33792560.00,28578269.00,14407165.00,9780890.00,27649050.00,15800090.00,10125547.00,5537105.00,21468897.00,15879611.31,8486129.00,4833044.00,14393453.00,9142895.00,5073097.00,5524471.00,778673.00,0.0
6,销售费用,1506580772.00,1057533612.00,546698115.00,2710599737.00,2059228706.00,1474580009.00,738552501.00,2580646278.00,1849880711.00,1207009300.00,627105034.00,2445984633.00,1687062529.00,1095449654.00,577202396.00,2194489454.00,1573331537.00,1057915236.00,562427694.00,2166133578.00,1553002011.00,1026843263.00,575131929.00,2481228935.00,1809359167.00,1239486324.00,711961365.00,2772165147.00,1962659810.00,1313038296.00,666318126.00,2305129855.00,1638380118.00,1080629626.00,552594919.00,1988704377.00,1371923326.00,875042076.00,438831002.00,1450555987.00,927804381.00,570854716.00,269687790.00,943668057.00,597670541.35,353772251.00,166987759.00,602888915.00,408911814.00,268803092.00,304319840.00,70217748.00,0.0
7,管理费用,101083547.00,69050547.00,32691192.00,151673217.00,116253819.00,121020717.00,62629844.00,276841049.00,196603421.00,125698300.00,65437767.00,333044368.00,222226023.00,143746077.00,76493914.00,322352412.00,232633386.00,148365288.00,57776690.00,227151728.00,185007174.00,108859717.00,56290916.00,261087264.00,177874573.00,115449144.00,56715561.00,265102432.00,192882014.00,140531122.00,77456794.00,340910993.00,213806130.00,136901129.00,72300689.00,324720130.00,219276127.00,107493743.00,39934839.00,216662364.00,132755823.00,76587770.00,34798695.00,189349391.00,111297327.14,68456173.00,31863920.00,154974904.00,118645203.00,70587974.00,148260759.00,65638817.00,0.0
8,财务费用,64907355.00,42769888.00,27173062.00,80535072.00,64818363.00,36603948.00,18913873.00,64965436.00,49815028.00,30639505.00,15980471.00,114071120.00,90568038.00,64027636.00,33504656.00,116583880.00,88165369.00,60026830.00,33668200.00,129165859.00,103417649.00,66782388.00,30641332.00,112515949.00,84475033.00,52020115.00,22568125.00,167934014.00,139751395.00,97450495.00,53293181.00,206614065.00,154563144.00,98849191.00,44010568.00,88005053.00,52513466.00,27336153.00,10910643.00,52871860.00,40068496.00,23645598.00,12566609.00,47665503.00,33911845.14,21261234.00,10430509.00,22462980.00,13520281.00,7347754.00,10329794.00,5305008.00,0.0
