,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1255872743.51,978624205.29,471990660.29,1689675750.39,1387122485.61,1001751812.17,382158761.17,1404375133.81,1057397292.26,734221604.12,341036585.01,1098272533.42,794389512.87,564469834.54,218332847.97,749592373.26,589783988.64,408852891.02,167087716.47,763534570.46,646549238.75,507170859.72,229312363.43,2000188608.08,1788548473.54,1165866737.38,439265285.62,2118843884.83,1633936698.47,1301109084.27,763286403.68,3323133157.79,2820477258.26,1947005667.83,675419007.63,2279701087.17,846919097.21,301528958.65,0.0
2,营业收入,1255872743.51,978624205.29,471990660.29,1689675750.39,1387122485.61,1001751812.17,382158761.17,1404375133.81,1057397292.26,734221604.12,341036585.01,1098272533.42,794389512.87,564469834.54,218332847.97,749592373.26,589783988.64,408852891.02,167087716.47,763534570.46,646549238.75,507170859.72,229312363.43,2000188608.08,1788548473.54,1165866737.38,439265285.62,2118843884.83,1633936698.47,1301109084.27,763286403.68,3323133157.79,2820477258.26,1947005667.83,675419007.63,2279701087.17,846919097.21,301528958.65,0.0
3,二、营业总成本,1231949392.45,915434009.56,434498400.58,1668042971.52,1301282922.24,926948471.87,345843582.02,1284578199.72,929568057.83,632522721.20,270135401.68,1032004661.04,710050429.45,477496447.53,193528358.40,730930306.16,541856442.99,385908399.57,162231947.01,1168486697.44,829577062.81,611727860.39,222547561.65,1623356539.31,1340736115.14,891512663.23,321615843.20,1695661274.47,1268744590.17,999982457.71,553167037.65,2308739019.94,1908770119.99,1284631788.90,442138411.50,1645789177.18,702172559.22,269168566.44,0.0
4,营业成本,890837046.49,671947779.40,314140013.27,1055440981.84,936337024.45,681209599.17,253741530.44,841083565.72,634340883.11,442546940.58,198728230.81,630356330.69,485575982.25,341790369.63,128612298.38,449479234.23,360992692.40,247580144.71,106166501.31,486841349.57,395149523.35,319220599.08,133665611.72,1186397750.10,1024504220.13,702478911.95,264330362.54,1298886661.68,985054382.55,781389814.22,456539596.36,1863053844.80,1571321344.29,1059641766.21,358990732.62,1371032166.38,596805985.61,223117491.20,0.0
5,营业税金及附加,3174551.04,2794674.65,2271267.54,14599712.55,5938973.87,4485589.80,316213.49,18234560.53,7811310.50,6821894.53,1181532.37,9239846.78,3969961.71,2351598.25,945122.51,5111907.99,4341997.29,2651547.94,152686.38,6621999.26,4831510.62,3742885.88,1390142.66,13118005.93,12089610.16,7271265.88,4237961.34,16924076.76,14863905.08,12028340.37,5662245.15,24082037.72,19895590.92,12559759.65,4698632.08,3552480.48,1410084.51,509754.06,0.0
6,销售费用,121036476.74,90474742.99,46112212.03,209156064.70,143514227.46,99938922.33,38539365.77,139321002.78,100358346.17,68301116.37,31820931.92,135860423.70,92287542.69,64231933.75,30078776.94,101863396.87,81259000.75,46152941.46,20656692.90,101232444.30,82085127.81,63118528.78,26971481.60,176923108.24,138680288.84,87549603.22,33899736.77,198444204.74,133693046.62,108305071.13,33947613.75,183632372.21,148441965.03,103266416.13,40206207.11,116566281.52,37815882.84,9628921.38,0.0
7,管理费用,150505184.68,101262635.67,46974615.53,198168296.57,129886189.53,117917373.52,51070178.48,223308404.41,151444736.58,100165192.15,44206073.93,158615238.73,104792842.50,67323870.07,30978922.36,123022017.74,92417307.27,53114704.27,28616164.77,140677406.72,117025096.33,81346018.22,35842648.79,150350442.68,113447314.23,64058692.50,25424664.26,190724920.36,171333767.61,120034583.13,54574637.59,202671368.13,146513315.66,94414312.00,35523061.52,144300967.27,57734185.88,24966675.73,0.0
8,财务费用,-3818691.48,885865.64,3363815.41,4843585.19,1092311.27,1175354.41,3458995.80,14659544.76,10194851.63,4898886.29,1305461.35,-48826637.23,-37145568.29,-27664107.95,-653044.16,-57283375.15,-49829851.83,-29776363.98,-15244037.14,-42563946.77,-34676543.19,-24449731.54,-11500922.00,-63105145.58,-52871692.18,-31704991.81,-15500871.03,-63180125.66,-46436898.75,-26614088.67,3306031.56,25757171.05,14722474.85,6874105.67,1556231.28,3066617.30,-78960.06,3067447.63,0.0
