,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,584723847.72,453590141.72,296621912.76,122320453.00,528797169.52,404647302.97,242166407.84,109526015.74,604442010.06,476355397.81,311311081.00,120272875.73,681114358.07,495054459.62,298225200.24,134636989.86,656366249.08,474025354.53,289369093.30,138853536.28,662712151.58,500749640.30,326112978.23,145600520.60,660151463.83,469747880.42,291045654.26,137638921.71,535621500.99,439161164.05,296165505.83,131268553.50,675774737.04,533958571.24,342077400.23,153068155.05,632243602.98,495085196.36,307984960.02,157297312.52,610402424.33,499157869.94,316397906.28,164486682.49,714963726.19,592132185.44,360787988.31,186536157.64,1036344623.94,851821499.99,536608044.42,221779819.51,1051291301.75,801846809.12,516315532.90,246327774.11,1118613575.41,801772659.01,511120225.96,264891786.03,1111159649.72,753074687.73,449111853.48,218061707.83,878769817.82,590849267.07,337496349.26,154017320.59,609259152.56,452722118.77,282350092.53,148040184.77,423912544.20,287471644.10,199865240.19,303237644.03,133954511.59,365397896.05,190120854.56,499872727.13,227778882.22,729634524.32,360849564.39,910697858.35,483483900.00,829835321.79,410990000.00,857512000.00,384475190.33,0.0
2,营业收入,584723847.72,453590141.72,296621912.76,122320453.00,528797169.52,404647302.97,242166407.84,109526015.74,604442010.06,476355397.81,311311081.00,120272875.73,681114358.07,495054459.62,298225200.24,134636989.86,656366249.08,474025354.53,289369093.30,138853536.28,662712151.58,500749640.30,326112978.23,145600520.60,660151463.83,469747880.42,291045654.26,137638921.71,535621500.99,439161164.05,296165505.83,131268553.50,675774737.04,533958571.24,342077400.23,153068155.05,632243602.98,495085196.36,307984960.02,157297312.52,610402424.33,499157869.94,316397906.28,164486682.49,714963726.19,592132185.44,360787988.31,186536157.64,1036344623.94,851821499.99,536608044.42,221779819.51,1037355145.20,795511399.52,511225473.45,245823883.53,1104270956.58,795349372.30,508695924.28,263166846.79,1100134368.85,751534039.52,448645318.66,217590370.50,876112429.05,589494377.54,336007895.02,152626859.75,550605526.92,387913147.74,222139403.15,91927596.23,370076140.70,235570238.92,146587823.61,302143023.63,133382672.38,359179789.57,188987567.51,494493770.92,227363889.66,726798834.21,359222483.55,908003865.60,481645100.00,806377950.11,400472100.00,835290000.00,376497010.78,0.0
3,二、营业总成本,632034551.58,492284239.98,330608155.46,124756337.19,588283279.58,432994726.96,266746453.66,116497018.74,635619987.64,499713685.05,331039183.43,134253940.87,864093550.69,670367563.34,452405809.80,150144019.68,695341895.09,513427039.94,330139506.27,132545915.65,695586054.20,500929485.68,319425109.31,144460826.27,684688922.01,485461107.52,296570896.64,138708370.20,575136033.32,443763965.42,299874428.98,133917522.79,695458936.14,544422055.41,353388972.26,162141677.41,658180880.74,503780499.08,308745128.22,161584867.24,655102644.85,509874147.26,329060549.21,170676134.29,761864311.46,605623773.39,379230193.93,184414868.28,1030499727.06,826250606.49,518812393.23,213900345.37,1037967581.96,798141174.41,514393682.87,245928803.84,1093823671.29,766337065.87,492907643.20,254308812.34,1068443888.04,720108472.62,433765537.22,209735337.92,862363509.45,581178002.59,332348273.08,151885921.59,563862773.12,395545096.31,225496552.69,90034378.69,417116023.76,280420038.17,188597217.79,417144809.27,167188853.55,696696676.82,386859152.61,642031199.42,303117457.84,731414141.92,0,914736297.81,0,821071046.53,0,0,0,0.0
4,营业成本,508629589.36,395565141.94,260351378.90,98779399.13,459052592.13,351688106.14,210557449.91,91888394.11,536046523.41,419737780.99,274840926.13,108077683.46,601602276.60,443276999.62,259832642.42,109704698.35,543143036.74,399940652.53,249419499.39,111394646.18,580412043.10,432259189.84,272039720.46,122540653.28,579714820.37,410284860.03,245802401.50,116800464.23,469473585.33,375931732.42,252884055.83,111142225.47,588857036.90,464930995.92,300078908.57,136490552.86,551815460.65,428219111.73,260397917.46,137885700.86,549720151.69,444372565.42,282744871.85,147610295.62,647480977.49,525141144.75,324905033.09,162408775.91,894761568.55,712583187.33,443114139.05,179071926.26,909813557.62,700234050.56,446812538.28,210702570.44,941876529.33,671246361.75,429101357.65,217231779.51,931905867.07,625394260.17,374946982.85,180856748.53,731154736.29,499583196.22,285310163.87,128906327.71,474549493.80,336996315.05,190818502.37,76293046.76,324694756.68,219375645.75,139199719.67,283351711.83,128419818.87,471860479.11,252557759.68,490148426.69,217106386.68,613247189.38,0,774035772.78,0,692711591.25,0,0,0,0.0
5,营业税金及附加,1549550.30,973790.47,742449.95,262067.08,2562827.46,1665346.73,1352401.28,293984.18,2858362.78,1748484.73,1099830.64,321604.25,19471004.28,808227.29,534996.89,9884750.89,2424584.23,1708761.86,630974.47,163401.90,1362548.15,785421.22,465639.95,192187.85,1445196.98,864741.99,1015982.09,202743.34,2060499.05,1598588.08,1252867.53,255555.03,3296633.49,2312940.16,1355236.80,317743.53,2306970.48,1025034.37,472507.30,268521.30,478639.01,259655.82,79011.35,46550.18,201646.70,308506.79,210623.93,91765.70,1168042.68,980696.90,336410.43,99645.12,992482.75,643205.54,462221.84,287253.50,917464.34,629085.12,288086.47,174103.12,1057861.58,758101.69,427337.44,200545.53,762695.16,504314.97,278999.87,146335.47,697333.50,515786.92,375107.77,190774.96,818347.01,212584.50,81021.27,92497.44,115885.65,1193006.50,780003.20,1913971.17,-28962.65,2210218.65,0,2684920.78,0,1572935.85,0,0,0,0.0
6,销售费用,32484371.13,24926614.98,14536302.84,7485693.72,29521013.77,23282655.50,13872506.86,6694965.26,37153560.19,27362397.80,16585520.74,7782336.76,44251983.06,33985317.79,20192838.66,10364251.92,46046493.63,32081540.28,21316434.62,9039760.96,40669442.28,27952681.44,19401791.51,9894761.74,40970026.61,30743664.92,19011924.65,8413000.35,38824217.79,26473582.21,18272933.43,8863098.28,37753519.73,29365876.35,19310050.35,9132170.86,40688976.06,26550397.87,15825853.49,8899334.85,30653121.67,23316569.41,15509135.32,7172161.13,35025606.06,28243772.17,17037285.06,6495833.48,53716908.49,42084472.35,26431780.23,12870611.60,55322297.66,38447264.56,25904717.72,14363469.24,63141030.21,42056149.76,29481890.12,19063913.67,64518960.42,42056817.26,25324811.71,10578950.09,41260931.80,30580943.22,18880847.45,8482382.60,32205456.45,19994439.39,11496414.04,4393750.89,13422721.28,7432783.20,6429537.43,13070403.67,7055859.65,13463190.08,7039499.24,12265707.24,6766308.68,21799195.93,0,24903000.07,0,26180170.55,0,0,0,0.0
7,管理费用,47285449.80,39489619.18,33519793.22,7891457.71,44882930.11,28779277.38,34345052.97,14983338.05,46229259.25,44068919.39,34077467.80,16789355.38,198858603.00,185317966.47,167552184.52,18087488.35,91179634.56,64008834.66,42726718.37,16346648.59,44731465.67,33069425.14,21690828.75,11434780.92,47546922.10,36470219.49,24064941.20,12899111.19,49248389.57,35004507.84,23192859.16,13134682.50,52597106.71,36437138.67,25592923.55,13288449.46,50357435.39,34446362.22,21954630.17,11551335.26,44176058.24,29912258.07,23769542.77,12563726.50,56690805.96,34983938.35,25028435.33,11783011.52,65532934.65,56226766.15,39944440.80,18679298.85,60449976.95,50635292.51,36034078.63,17840737.00,77632942.48,44830247.95,29558312.65,15696887.83,62896045.68,45879836.21,29131311.38,16131920.62,80873915.46,44850872.45,24252937.60,12607025.53,48199839.03,33206833.56,20242519.01,8234502.48,65455156.49,43160673.67,33128919.00,89998815.81,22689469.64,180844148.71,103802933.43,98535409.69,29900902.50,68334861.13,0,84242583.61,0,81130769.55,0,0,0,0.0
8,财务费用,11040871.87,7617523.67,5938968.08,2885147.22,9403990.59,6829255.07,4328952.67,2290010.50,6630262.39,4623291.63,2578542.37,1157484.16,3571371.20,4005683.03,2852156.09,2183564.19,7800207.01,6022620.43,4667266.12,2603606.56,12282178.37,8719492.37,5414239.52,2024109.78,13958616.16,10422430.75,6948142.14,3127787.95,14926380.27,10000562.89,6712055.13,3356829.65,12534968.21,9488282.74,6335563.25,2912760.70,12842762.05,9808647.20,6342574.38,2979974.97,13164454.78,9925126.54,6632347.82,3283400.86,19663194.03,15404265.44,10135836.75,3635481.67,17884364.78,13486993.65,8000524.76,3178863.54,11389266.98,8181361.24,5180126.40,2734773.66,10255704.93,7575221.29,4477996.31,2142128.21,8065153.29,6019457.29,3935093.84,1967173.15,8311230.74,5658675.73,3625324.29,1743850.28,8210650.34,4831721.39,2564009.50,922303.60,12725042.30,10238351.05,9758020.42,22879451.29,8907819.74,23417168.12,10199448.81,22868441.25,8204418.65,25822676.83,0,28870020.57,0,19475579.33,0,0,0,0.0
