,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、营业总收入,1628646951.62,882026869.02,1346991934.97,1025032717.32,579438023.62,1218005829.15,831695176.18,575174154.29,0.0
2,营业收入,1628646951.62,882026869.02,1346991934.97,1025032717.32,579438023.62,1218005829.15,831695176.18,575174154.29,0.0
3,二、营业总成本,1497662763.52,838681629.00,1228067955.75,935939027.84,560420277.36,1156052646.15,801432584.66,570836061.53,0.0
4,营业成本,1372458850.85,747013710.33,1075660157.62,835499988.52,486408305.16,995241064.18,660077860.58,450252076.00,0.0
5,营业税金及附加,7880413.06,3952637.79,6841143.77,4959459.17,3162020.27,5809177.84,2618553.73,2210949.35,0.0
6,销售费用,16736377.10,10837568.06,22050505.41,15479385.43,10490673.39,23093347.03,22147545.30,17981056.18,0.0
7,管理费用,55407537.85,34638954.16,60357409.96,43847970.11,28200966.36,106931238.97,123746217.43,110001109.03,0.0
8,财务费用,-14252527.83,2064487.47,-819494.68,-4489354.47,3187116.56,20415824.66,-14087950.23,-12555880.11,0.0
9,研发费用,59432112.49,40174271.19,63978233.67,40641579.08,26020478.51,0,0,0,0.0
10,资产减值损失,0,0,0,0,2950717.11,4561993.47,6930357.85,2946751.08,0.0
11,公允价值变动收益,-5458300.00,343000.00,0,-415400.00,-3197030.00,0,0,0,0.0
12,投资收益,-2573000.00,178100.00,-5574800.94,-4894800.94,-462500.94,489170.20,1154792.71,969486.70,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,113476145.27,36257360.94,115903442.07,85121395.61,23155425.03,66694420.63,31120706.85,5268836.06,0.0
16,加:营业外收入,595853.04,591792.11,8947207.17,4899520.82,2153900.27,2685187.55,3865833.43,1321062.31,0.0
17,减：营业外支出,538290.04,537924.93,325098.63,167410.91,110300.65,38503.52,214061.66,937.09,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,113533708.27,36311228.12,124525550.61,89853505.52,25199024.65,69341104.66,34772478.62,6588961.28,0.0
20,减：所得税费用,15894138.52,-82225.61,14176466.06,11048809.98,777448.31,7270024.79,6181430.08,3105994.72,0.0
21,五、净利润,97639569.75,36393453.73,110349084.55,78804695.54,24421576.34,62071079.87,28591048.54,3482966.56,0.0
22,归属于母公司所有者的净利润,97645992.75,36399876.73,110385652.09,78805717.65,24426309.83,61965881.69,29977261.50,5184971.27,0.0
23,少数股东损益,-6423.00,-6423.00,-36567.54,-1022.11,-4733.49,105198.18,-1386212.96,-1702004.71,0.0
24,六、每股收益,,,,,,,,,
25,基本每股收益(元/股),0.781000,0.290000,0.880000,0.630000,0.200000,0.500000,0.240000,0.050000,0.0
26,稀释每股收益(元/股),0.781000,0.290000,0.880000,0.630000,0.200000,0.500000,0.240000,0.050000,0.0
27,七、其他综合收益,-1240569.58,-747383.55,1228333.19,1758112.49,1468913.76,238508.92,399353.88,-1225664.43,0.0
28,八、综合收益总额,96399000.17,35646070.18,111577417.74,80562808.03,25890490.10,62309588.79,28990402.42,2257302.13,0.0
29,归属于母公司所有者的综合收益总额,96405423.17,35652493.18,111613985.28,80563830.14,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-6423.00,-6423.00,-36567.54,-1022.11,0,0,0,0,0.0
