,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,678267198.79,479622558.48,261886376.38,135175048.18,595823441.12,374454382.97,232794746.94,85232828.19,611829992.26,403023839.81,212805995.96,91613310.94,669090113.76,421563091.80,228025852.68,100469541.94,726677296.42,433058553.83,154652442.15,61813154.34,377420944.27,258630854.04,154911980.89,64392922.61,421502953.54,276075642.08,172427068.51,71834643.86,300169635.24,211763106.51,124665255.01,51256462.90,253037051.22,173824442.41,105784902.63,44226629.17,352461184.79,226454016.17,144791467.81,61989541.62,171430186.80,116354995.45,68422870.49,26818701.94,167076251.82,129128716.39,89134416.94,40508279.94,260135129.82,177996878.04,106127335.42,42800765.02,287138304.40,188997456.47,113410948.91,49956173.61,302167154.83,215403273.63,147282343.57,70792300.57,293342674.84,189333973.74,114349554.95,50841503.80,190849163.39,134308997.42,36177008.27,146129712.13,80163918.09,0.0
2,营业收入,678267198.79,479622558.48,261886376.38,135175048.18,595823441.12,374454382.97,232794746.94,85232828.19,611829992.26,403023839.81,212805995.96,91613310.94,669090113.76,421563091.80,228025852.68,100469541.94,726677296.42,433058553.83,154652442.15,61813154.34,377420944.27,258630854.04,154911980.89,64392922.61,421502953.54,276075642.08,172427068.51,71834643.86,300169635.24,211763106.51,124665255.01,51256462.90,253037051.22,173824442.41,105784902.63,44226629.17,352461184.79,226454016.17,144791467.81,61989541.62,171430186.80,116354995.45,68422870.49,26818701.94,167076251.82,129128716.39,89134416.94,40508279.94,260135129.82,177996878.04,106127335.42,42800765.02,287138304.40,188997456.47,113410948.91,49956173.61,302057321.91,215322103.17,147109988.06,70691237.35,293093673.38,189147966.22,114295809.78,50829999.53,190745190.73,134288561.08,36157741.44,146253832.35,80163918.09,0.0
3,二、营业总成本,639797726.74,458267902.34,253066740.01,133628961.89,568718312.90,360633812.14,229867253.92,88278536.59,695018496.07,412037388.35,228843172.29,101413506.61,650248070.98,418333050.41,242302103.68,109745835.32,696288363.14,418206209.09,164017183.98,66240808.48,411074882.53,286371466.00,175757837.41,80447888.72,443769132.98,292255709.56,184745156.69,79310962.59,352593421.88,232451822.25,145403812.08,62628288.70,329160810.17,208432678.48,126520620.65,48300874.24,348283219.17,230817123.21,152326792.41,67310506.33,240614999.36,162272659.83,100638668.69,43501718.78,331477580.15,206183024.67,142860735.20,75137824.24,260951170.86,170997616.51,102238197.78,41071117.00,271839584.48,174757062.18,103743661.72,46456666.55,277160230.56,197861175.29,135745900.17,65682324.84,265360648.38,172310227.75,105212793.35,48334547.44,169249291.81,117365323.96,31879159.15,124477043.84,67734458.33,0.0
4,营业成本,552328763.33,401815678.94,219626718.73,117846937.66,484824282.58,308258746.40,194175944.54,70662435.31,487834171.42,320526076.59,175171510.56,77888631.10,532908412.71,347118820.77,196518749.22,86367637.52,569623035.60,331277608.29,134066916.53,53137258.39,333854912.18,228912447.67,140221526.59,59400297.56,379093871.57,251798090.76,159035394.72,66237347.36,279985789.18,195742705.14,120418281.07,50270846.79,246244664.97,171326128.37,102125105.31,37493582.46,292433541.59,191486000.61,128250179.65,56117326.38,172076917.24,117670246.17,70389689.27,29109456.70,179786035.50,138410044.27,94057327.24,43740338.18,200574305.60,133524186.03,78527544.86,30448676.88,208585646.75,133773663.48,78330804.64,35315172.80,212776353.04,151331198.12,102926290.81,49835946.12,199244412.90,129739638.12,78630016.95,35452043.13,119447351.11,83562245.49,22722319.39,87166872.78,43920180.62,0.0
5,营业税金及附加,4158456.40,3060725.13,2403556.90,1080132.21,3221693.35,2035684.38,1366499.40,146624.68,6614282.63,4612644.58,2590762.52,877112.87,7016583.23,1734770.52,905567.63,199582.34,6291585.82,2712071.73,676641.52,249225.38,956175.39,668862.81,504969.95,321799.14,1575026.65,808131.68,245389.22,130891.81,2208746.81,882654.46,556760.65,207972.28,2032310.86,916224.72,472713.70,193699.11,1595685.96,867805.60,465460.35,190137.98,470725.37,301782.85,189170.69,79902.93,334912.96,229244.00,156389.92,60012.36,867112.25,397205.81,280322.56,34559.54,681913.41,390173.40,323059.80,209054.36,2034717.71,1543074.27,1016714.19,564345.68,1525908.49,939783.05,341152.81,255865.18,991042.83,835992.04,358756.78,1277541.85,591904.24,0.0
6,销售费用,20927671.63,11893979.92,6121136.58,3656442.54,15777421.85,10061610.95,5584194.65,2712521.35,20000632.36,14658389.74,8139011.49,3771450.82,23719366.68,13965597.89,8915479.63,4278028.79,27065425.39,18217017.96,9987971.29,4178265.07,22050629.53,16436910.67,10656104.64,5769710.16,23302728.34,14771595.24,9878253.86,4283631.41,19434892.76,13876436.30,9683302.69,4511281.90,17006894.64,11830848.28,7681258.32,2699428.08,15797659.69,11152574.16,6670942.63,2533025.71,13178029.64,7947984.99,4549702.04,2682467.71,16122927.76,17748922.05,10813181.61,6929895.78,13394706.59,6985386.63,4355152.03,1908597.61,19660107.15,11945997.06,7522084.26,3760112.35,25227803.53,17835358.98,11477415.90,5682171.64,28130351.70,19103930.33,12850004.12,7047388.82,25583613.11,17408060.84,4822643.50,20117027.22,14058774.26,0.0
7,管理费用,32471902.83,22311786.11,15231327.29,8210000.84,39356932.57,26958166.25,35625161.38,18034425.84,69629103.08,53879460.89,35344594.53,16503673.26,72502396.92,49189599.31,32664635.17,18003307.42,74756865.04,61550454.80,12319631.38,6286598.91,28805447.69,21114747.69,14073849.49,7766609.06,27780255.99,19426824.00,12023082.09,6893626.47,24842788.05,18168692.40,12052093.23,6374944.49,25175802.34,20138472.05,13297466.87,6095587.41,21625628.35,15433061.70,8965920.63,4735502.76,26142163.68,17599791.80,11884082.72,5644594.69,28821476.89,20016325.52,13891145.90,7306705.87,21580474.64,13667456.24,8865200.28,3941196.96,22587341.81,13497175.40,8914774.89,3824626.35,24701909.17,16551336.93,10755817.78,4944209.22,22787464.90,14129671.56,8934686.19,3612959.90,19532009.31,13464020.98,2753787.73,12436349.52,7634787.72,0.0
8,财务费用,-5565212.57,-4232691.37,-2482209.22,-885452.94,-1971739.20,-1436308.73,-973528.94,-712278.85,6546874.99,5703042.65,3664489.86,1894483.10,7960271.38,6046436.38,2979720.96,1496689.88,3718527.81,5959939.11,5975696.91,3084509.71,9002823.14,6593185.39,4218726.71,2193146.54,8289425.45,5451067.88,3563036.80,1765465.54,6163953.79,3781333.95,2693374.44,1263243.24,26807250.07,4221005.06,2944076.45,1818577.18,15345204.44,11877681.14,7974289.15,3734513.50,24975394.13,18207636.58,13080806.53,5985296.75,25880454.70,18368049.18,12532250.88,5690432.40,23679939.14,16423381.80,10209978.05,4738086.01,19599654.68,15150052.84,8652938.13,3347700.69,12419447.11,10600206.99,9569661.49,4655652.18,13672510.39,8397204.69,4456933.28,1966290.41,3695275.45,2095004.61,1221651.75,3479252.47,1528811.49,0.0
