,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4214952620.73,2896051715.46,1416433091.70,7136879227.90,5402111021.28,3536361533.17,1576741630.65,7432956015.32,5314447906.65,3090607085.11,1168206532.07,5848963706.20,3950227930.15,2424436179.21,1116780912.96,4161853092.43,2813637455.36,1574848454.44,724251923.41,3348640251.11,2320407500.23,1385098883.11,578097616.92,2821511168.89,1926501610.25,1162267785.15,485410362.37,2413223469.52,1690025912.40,937843832.24,433006182.41,1940693566.50,1280244994.28,783040434.72,348570092.79,1574435852.94,1024752639.56,561290007.85,242665074.57,969608419.45,640772774.53,367264129.42,147134886.69,856812763.72,668310099.71,436300091.03,198768319.28,838625115.85,560199113.69,339954650.91,148939113.35,481430633.73,343678791.87,210019743.16,91362933.37,369756841.26,269284411.69,166677941.68,76707640.12,322737924.69,236845459.66,147806754.33,69151796.45,260248583.55,188175391.40,114476582.65,50527824.16,198377888.43,147548688.91,87221225.30,144836839.37,105390263.27,63885776.42,0.0
2,营业收入,4214952620.73,2896051715.46,1416433091.70,7136879227.90,5402111021.28,3536361533.17,1576741630.65,7432956015.32,5314447906.65,3090607085.11,1168206532.07,5848963706.20,3950227930.15,2424436179.21,1116780912.96,4161853092.43,2813637455.36,1574848454.44,724251923.41,3348640251.11,2320407500.23,1385098883.11,578097616.92,2821511168.89,1926501610.25,1162267785.15,485410362.37,2413223469.52,1690025912.40,937843832.24,433006182.41,1940693566.50,1280244994.28,783040434.72,348570092.79,1574435852.94,1024752639.56,561290007.85,242665074.57,969608419.45,640772774.53,367264129.42,147134886.69,856812763.72,668310099.71,436300091.03,198768319.28,838625115.85,560199113.69,339954650.91,148939113.35,473818679.18,333415206.55,203289407.97,88030618.25,362882209.08,262093128.39,162578209.80,74944509.20,317634584.46,232191490.83,145053898.62,67980949.67,256702417.16,185424882.18,112625213.26,49680822.55,195725636.38,145819753.13,86404604.63,143687307.60,104803274.34,63437301.92,0.0
3,二、营业总成本,4320620271.76,2933584172.90,1455078498.81,8625278893.33,5364684657.41,3440957327.64,1570741948.28,6959457791.46,4851083341.89,2823267176.69,1137690947.53,5277313533.34,3546108805.78,2171778023.73,1018554691.93,3750109786.96,2512189884.98,1478390120.42,690274933.12,3074907812.93,2113144833.24,1275898923.72,546811767.46,2589058629.92,1748609658.59,1064415571.80,466863444.16,2226301658.83,1559276071.41,861622663.76,401648530.26,1736797762.95,1136133785.09,691493688.51,319217456.15,1335682634.21,863936511.33,463505274.75,199463295.00,836466708.80,553277971.34,314578719.39,142949180.34,765785296.49,596356586.66,394007969.55,182185175.80,704085052.26,486430444.32,300779023.81,135452671.75,395114390.85,282317207.36,169334937.82,74417595.60,305979396.77,216795607.44,130704703.37,62711513.09,260143130.57,189720259.73,116308956.41,55307616.61,207289955.53,148126968.50,88154858.99,38752258.11,162649351.24,115516851.68,67911995.44,111981149.09,79570444.40,52472032.76,0.0
4,营业成本,2469763335.33,1699149534.48,835226764.60,4202857902.72,3103367283.12,1972953969.87,844215160.42,4074635573.09,2968017657.86,1713234616.96,640210577.22,3240352208.68,2232964270.02,1414446730.52,681790330.59,2332773745.89,1587389201.95,894038848.14,413620710.68,1898999848.64,1305710850.84,787912787.97,334241760.69,1575164313.59,1070191817.78,645528760.78,273541437.06,1374831141.54,965632001.45,542258658.76,254805132.57,1083658255.16,723150048.66,448348632.37,217219169.16,909031046.56,594555002.99,330114233.34,145983921.55,564689753.08,377801602.20,225360514.62,95563953.06,541847401.92,430673478.05,280416977.12,127394146.79,511602458.99,354808032.31,221336617.80,97780279.11,286991238.34,202265717.70,120736401.18,51114915.60,220042570.45,159143056.62,96166760.09,44094586.50,165819969.78,125253992.40,74735577.40,33510057.29,127948343.33,93162432.25,55697991.54,24033356.38,92191678.52,69415571.44,38644248.44,56730809.24,44944356.04,26477420.82,0.0
5,营业税金及附加,36443673.57,27882615.53,19004603.66,70555796.20,46704700.67,33235049.71,13428047.61,77844237.50,45477144.89,27039873.61,9661809.00,61434024.70,30436117.23,18308150.94,8322612.95,40406391.46,24198070.58,13905916.01,5393849.59,31156641.14,17910434.77,10776667.95,4226604.55,28448715.90,17203311.79,9317399.10,3712836.63,23200708.36,13890460.40,7115438.00,3091565.51,18926626.48,9760706.83,4828754.42,1746752.07,6890121.06,3440244.80,2066939.77,961572.52,4571236.42,2354779.24,1487633.96,647330.18,3991288.92,2556240.56,1741831.63,840706.33,3721545.74,2186035.75,1376194.45,598013.90,2584108.93,1664626.77,1031371.16,492840.00,2027831.59,1346110.67,851035.58,383372.82,1509566.24,1034027.94,619922.91,316558.06,1426294.44,976920.44,631864.35,293604.87,942098.72,642881.47,408080.84,801551.96,385520.25,145863.48,0.0
6,销售费用,461658676.83,294168425.68,129447212.30,956578683.20,642275139.93,429653594.24,175483964.03,826053925.49,621794612.50,368413306.96,160398975.36,662003405.42,464907408.81,250455316.78,109658941.90,462845759.82,316973622.28,209422815.35,97240183.54,425051843.66,288849534.77,179431805.94,74912495.98,364358635.73,238349533.42,144090077.87,64105197.30,301724313.51,209182646.83,116360009.90,53354925.43,223229488.18,148407451.23,92977345.54,40112513.16,165316858.86,108190193.07,56429484.47,22554992.63,99723538.30,65241068.36,38550932.10,16223128.80,85502814.32,62738524.79,43281125.84,20918665.57,77507159.17,51717834.69,31700488.28,13760646.50,51808549.55,36669054.89,23565712.75,11305816.11,44760469.39,27542204.69,15057410.08,9000720.45,38226479.03,33404621.49,22704401.02,11551883.11,38870086.04,26050013.21,16168594.10,7510661.64,31644805.75,21676100.03,13524272.34,25640871.13,15800267.56,7985422.97,0.0
7,管理费用,646153488.84,416756740.64,223045185.47,979323106.69,886293725.53,788979697.97,390585333.78,1411933842.58,959950995.84,578560376.78,274623214.50,1148383511.99,729367666.70,433605133.49,195703245.70,766009124.77,487834999.20,295737211.60,142182138.15,599925300.38,424241728.02,251370858.63,112628111.76,519533971.43,364394589.81,227483259.92,107842531.58,392957681.86,298581851.05,160421807.90,76378212.97,328051980.93,206165689.74,127011397.02,49966558.87,197375881.93,126831012.82,60079645.65,24449916.52,122680062.55,80008957.65,49365529.28,21135391.15,86909116.69,67151861.95,47071501.48,23692488.24,91352811.92,66031746.18,39580034.83,18123283.65,47647444.80,35664757.22,21849836.56,10774887.97,36087463.57,26620518.18,17519493.28,8744849.25,52907531.47,28453673.06,17536201.56,9494474.30,37420426.71,26701425.75,14904332.62,6805286.10,31993832.75,19137478.92,12126339.71,24271124.41,16362376.99,14197657.92,0.0
8,财务费用,280192404.31,212806008.20,132746373.22,509449463.34,300036027.19,212988800.14,146350518.68,363491921.92,230129862.29,118211823.83,52906085.78,101958345.78,77601346.17,45639260.66,20901934.40,107380740.86,87486704.88,63143130.80,32151381.06,94682270.33,67046147.19,43483206.98,20638776.19,79187190.50,57632539.72,37487294.66,17396049.83,67503227.91,49100770.41,31065762.44,13274191.68,61752245.37,47390302.50,19242491.09,11663170.74,41650598.32,28522286.24,13545095.34,4648657.18,30103177.84,25736782.38,18131570.55,9362043.79,43703147.50,32679250.95,20983400.68,9097233.74,19210635.65,10712817.47,6095791.31,5190448.59,6083049.23,6053050.78,2151616.17,729135.92,3061061.77,2143717.28,1110004.34,487984.07,1679584.05,1573944.84,712853.52,434643.85,1624805.01,1236176.85,752076.38,109349.12,5876935.50,4644819.82,3209054.11,4536792.35,2077923.56,3665667.57,0.0
