,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
20,减：所得税费用,38449644.86,23797600.12,9485296.38,-408482.91,32110495.72,36498503.05,22051253.27,10922569.05,51576155.67,52180587.88,26634846.42,9815880.03,11068235.66,8599340.98,734245.49,4284336.97,25273959.55,20917561.92,9879039.64,14697377.84,7695944.21,14185668.44,6518964.62,0.0
21,五、净利润,605274383.25,448749462.39,187036115.06,39567218.60,403977634.18,366665504.70,234829546.16,89594951.14,397544186.51,339516870.58,180235839.17,69643603.83,174698264.33,145928383.34,91368721.42,36672895.58,155970869.45,119983636.90,62269505.70,98252462.53,67350441.92,63332961.31,17875280.40,0.0
22,归属于母公司所有者的净利润,606922090.23,449688469.34,187486979.70,39675056.35,405006415.38,367339610.33,235056281.84,89326565.92,397416022.51,339456419.23,179444393.73,69488966.78,176427587.06,144609406.30,89905822.62,35782053.07,157782607.18,120979339.06,62367185.26,98122522.62,67350441.92,63332961.31,17875280.40,0.0
23,少数股东损益,-1647706.98,-939006.95,-450864.64,-107837.75,-1028781.20,-674105.63,-226735.68,268385.22,128164.00,60451.35,791445.44,154637.05,-1729322.73,1318977.04,1462898.80,890842.51,-1811737.73,-995702.16,-97679.56,129939.91,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),2.020000,1.530000,0.660000,0.141100,1.440000,1.310200,0.840000,0.446600,1.990000,1.697300,0.897200,0.694900,2.117100,1.860000,1.200000,0.477100,2.100000,1.610000,0.830000,1.310000,0.900000,0.860000,0.290000,0.0
26,稀释每股收益(元/股),2.010000,1.520000,0.650000,0.136500,1.430000,1.301700,0.830000,0.442200,1.980000,1.690900,0.897200,0.694900,2.117100,1.860000,1.200000,0.477100,2.100000,1.610000,0.830000,1.310000,0.900000,0.860000,0.290000,0.0
27,七、其他综合收益,244867314.31,144386803.04,82754976.67,42806041.19,-273661183.17,-202909725.90,-133654129.84,-147148045.23,101220628.68,18278705.94,30908559.23,-2082840.56,10766701.36,4080189.24,2960244.26,-677666.38,8121885.29,5573629.08,-157576.20,275264.40,-2696952.41,144831.67,-1765098.37,0.0
28,八、综合收益总额,850141697.56,593136265.43,269791091.73,82373259.79,130316451.01,163755778.80,101175416.32,-57553094.09,498764815.19,357795576.52,211144398.40,67560763.27,185464965.69,150008572.58,94328965.68,35995229.20,164092754.74,125557265.98,62111929.50,98527726.93,64653489.51,63477792.98,16110182.03,0.0
29,归属于母公司所有者的综合收益总额,851789404.54,594075272.38,270241956.37,82481097.54,131345232.21,164434700.15,101397367.26,-57843105.62,498603115.45,357709366.99,210338273.30,67400709.44,187311395.15,148689595.54,92866066.88,35104386.69,165904492.47,126552968.14,62209609.06,98397787.02,64653489.51,0,0,0.0
30,归属于少数股东的综合收益总额,-1647706.98,-939006.95,-450864.64,-107837.75,-1028781.20,-678921.35,-221950.94,290011.53,161699.74,86209.53,806125.10,160053.83,-1846429.46,1318977.04,1462898.80,890842.51,-1811737.73,-995702.16,-97679.56,129939.91,0,0,0,0.0
