,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060331,20051231,20050930,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,36101631985.21,26610004575.57,17198832228.65,8158765321.87,38042544621.37,26083892275.18,17509798030.81,8643783336.98,37423946226.91,25215351178.91,16718310109.76,7992518197.87,31359178524.08,22812670905.54,15416006152.46,7105464146.94,29510831899.38,22317679704.55,14773290544.17,7423828401.70,28778703525.76,21411774430.74,13795856316.23,6819435292.23,28162298532.54,21127133592.93,13733985896.76,6490675692.54,28381021292.78,21438429924.75,13646115290.75,5976282242.20,21778857219.12,16140750026.96,10551339224.71,5122648606.54,19105452614.83,14068461682.02,9055221227.63,4349405256.69,16545344663.77,12059328104.11,7903665127.08,3679115699.64,18140479643.52,13814344162.11,9145805115.42,4233556224.00,16328397797.76,11583719607.58,7612428938.46,3435317792.02,12589806219.13,9077002993.16,2682808618.75,4992185568.88,8044222342.35,4169028466.37,6967364827.47,2483474271.70,0.0
2,营业收入,36101631985.21,26610004575.57,17198832228.65,8158765321.87,38042544621.37,26083892275.18,17509798030.81,8643783336.98,37423946226.91,25215351178.91,16718310109.76,7992518197.87,31359178524.08,22812670905.54,15416006152.46,7105464146.94,29510831899.38,22317679704.55,14773290544.17,7423828401.70,28778703525.76,21411774430.74,13795856316.23,6819435292.23,28162298532.54,21127133592.93,13733985896.76,6490675692.54,28381021292.78,21438429924.75,13646115290.75,5976282242.20,21778857219.12,16140750026.96,10551339224.71,5122648606.54,19105452614.83,14068461682.02,9055221227.63,4349405256.69,16545344663.77,12059328104.11,7903665127.08,3679115699.64,18140479643.52,13814344162.11,9145805115.42,4233556224.00,16328397797.76,11583719607.58,7612428938.46,3435317792.02,12484371461.66,9003743820.87,2657760170.50,4776125937.80,7905738585.86,4043457072.21,6816129320.22,1960812186.36,0.0
3,二、营业总成本,29436371798.96,21683686099.80,14102291820.63,6815142561.97,30775072226.23,22149760617.70,14780632376.18,7432710073.81,29782284474.62,20429587289.79,13497741542.24,6620867738.22,25601426253.34,18555413708.12,12174787428.50,5630059628.41,23186279050.20,17315176976.00,11335686550.93,5624334352.68,21550354138.44,15964754613.32,10379685644.16,5092457956.94,21922753128.19,16313937685.50,10746858002.09,5092474554.67,22591477999.42,16644017461.89,10558608563.49,4589726392.39,15029003415.55,10697692371.30,6891701683.32,3254839090.80,12723029325.79,8896293344.43,5760323907.75,2864966414.25,12006497962.65,8591536887.85,5781811522.77,2675286097.87,12090404632.48,8874463198.96,5862099780.32,2709623734.78,11024305850.83,7506160027.17,4962727902.91,2125254825.15,8732158545.92,5934446796.37,836784569.18,3088853912.23,5418702166.65,2346553449.48,5166458987.41,2300397164.67,0.0
4,营业成本,25015768134.15,18452894460.25,11915235923.29,5733077346.36,25966578948.40,18686392737.64,12248997637.96,6091950568.68,24808729113.49,17595354329.25,11662737458.27,5734336046.90,21926328322.97,15926577745.06,10388555015.08,4940602349.40,19721226471.89,14746575700.16,9590434380.29,4870654756.54,18249650094.40,13435442665.76,8609579783.37,4266049239.87,18682884882.41,13854311693.34,9111382023.45,4303771897.75,19278986294.57,14277952941.47,8987254673.85,3844844707.40,11781160279.85,8526778763.72,5527192362.52,2639472598.97,10074312743.31,7006916912.48,4481980139.33,2285766153.43,9284346914.85,6696184816.99,4426135433.60,2025880956.09,9116512118.85,6806724234.62,4507832538.62,2065665239.30,8551078386.49,5700675968.65,3757950940.78,1584626098.49,6214279704.27,4379646000.56,584238224.73,2276763494.75,3898606812.87,1792963706.49,3462792326.41,1155138862.48,0.0
5,营业税金及附加,342887409.32,229390599.81,150183135.91,54545984.57,375111075.14,292019365.04,263734708.81,194112825.04,994922632.61,139022224.83,93631709.74,25293098.58,262830579.57,130270476.54,119835731.20,49276939.77,245863259.41,140552917.50,100874360.01,40496761.30,185332972.99,148756802.79,107165926.46,64038688.86,221058580.51,148101035.54,100514911.94,49102627.76,229741771.17,180500649.23,125802954.77,59231134.19,363918105.66,256770568.31,168446289.88,81060115.38,336508796.27,249251535.92,174372971.61,89894362.96,499326640.83,379773043.94,257561772.71,119850187.61,654135617.60,484693440.45,322202763.31,143371313.28,558099339.21,398866509.79,261439519.71,121262333.72,412725583.67,292403132.24,86273298.41,149454632.90,244055535.51,121439982.78,221050812.87,64606572.39,0.0
6,销售费用,79623718.49,56295456.91,35882398.01,10185482.90,93419895.84,53067096.68,34599894.26,12286024.41,89175138.20,59030550.85,32921826.60,15597913.40,40720689.03,18265234.91,12726475.56,4041880.18,11699610.52,2936241.39,1657391.75,191151.16,3516249.59,2630498.17,1145277.24,343726.20,5864868.96,1286381.30,869489.40,498944.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325815.13,0,0,0,723054.68,0,2006443.97,0,0.0
7,管理费用,3138260898.64,2237819518.36,1543911690.09,693624153.01,3050090720.18,2208012762.66,1575430952.31,803425537.09,2930623290.27,2104453275.53,1399566654.82,685454464.73,2560258339.90,1880572796.31,1273128706.60,458103217.34,2334059227.00,1718780430.41,1177728565.54,510725535.20,2131791823.17,1582466567.44,1094472166.79,526762208.92,2151430471.60,1601433944.52,1043745277.46,515584523.40,2206280299.82,1575484374.49,1048490626.51,507993083.07,1957152781.86,1382395663.06,902660529.22,411204658.75,1803851929.28,1229224184.44,819885429.79,397387189.13,1813308820.74,1285613505.79,848872932.96,416838301.15,1819174718.04,1255422158.08,839346792.39,410968159.67,1640750761.60,1173432648.74,769537157.00,368683338.74,1904936142.42,1128607639.61,104343624.66,425308688.71,1057848708.13,335947495.91,1369076472.79,953142955.18,0.0
8,财务费用,812624024.49,681314609.76,442132647.85,319273057.34,1209424228.25,867983814.18,639137929.84,330935118.59,1017733993.28,577088141.57,354003270.68,160186214.61,719482420.20,556008495.84,336817933.03,178135491.72,849235319.06,678357176.44,435850843.50,202266148.48,995705655.85,765378451.77,534364219.06,235264093.09,856984387.19,655130063.44,435889503.26,223516561.76,780181935.97,577584654.78,368328956.77,190950624.84,743326986.24,523180794.05,284922067.37,123296157.70,433812368.04,339361716.04,211846935.51,91918708.73,462233191.70,345201278.20,247207203.72,112716653.02,365004500.62,263771749.37,141541614.51,84825258.62,204879237.57,163342879.95,100091089.15,53065284.91,196891300.43,133790023.96,61929421.38,237327095.87,217468055.46,96202264.30,111532931.37,127508774.62,0.0
9,研发费用,47207613.87,25971454.71,14946025.48,5172803.75,51556872.04,21886315.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-736265.96,28890486.38,20398525.61,18731253.00,0,-58899693.23,-45361232.24,-45119377.87,0,91805901.67,43718959.46,43723567.03,-100250.00,24195162.32,27974510.10,29141009.84,0,-15642657.56,30079627.39,32958271.24,0,4529937.52,53674567.36,54456796.58,0,96287697.89,32494841.92,28731351.59,-13293157.11,183445261.94,8566582.16,8480434.33,-194440.00,74543488.89,71538995.55,72238431.51,0,-52717605.47,-115235757.07,2034179.78,0,135577677.37,63851616.44,51176071.49,4793763.91,69498125.96,69842020.04,73709196.27,-2382230.71,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-132226436.25,-17274074.35,-16459152.22,2355876.60,-38601637.89,-288047418.91,-282302706.34,0,95467448.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6048662.07,-10199846.07,-10199846.07,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,4907452292.92,3579782484.00,2411173834.20,1124747763.31,6225701538.83,3378128285.42,2276398315.92,1059380205.50,4654512150.78,2203906654.44,1850050778.97,329404021.30,3462466326.52,1415263331.50,820861745.65,323549684.15,2261195925.05,1287812897.45,900873824.80,374737429.81,1698119699.41,867347007.93,536015916.77,241500466.87,908796651.04,631193186.35,487266613.45,63094267.68,767108727.29,231482113.28,164302670.55,32112011.28,281649474.00,189195189.21,138670575.92,29184402.28,248241288.47,185003121.35,124331929.13,34047964.40,221566877.79,149272012.70,89435905.98,15704498.07,282547544.50,203623216.59,102432710.31,23120172.33,288091596.84,223386865.49,164845736.88,46298940.52,450748182.35,242486552.74,8552891.98,4561612.77,174852282.27,47542811.73,189929754.49,102170386.05,0.0
13,其中:对联营企业和合营企业的投资收益,4905711268.70,3570937145.72,2403924884.12,1121307359.07,3519615581.16,3019248924.17,1965680956.25,1018655972.97,1672351860.34,1058084798.94,701648462.31,329366813.80,2852021087.87,1179630722.29,820622594.65,323512476.65,1714922699.56,1192940256.12,888721913.11,374700222.31,1320184201.79,782314328.40,534679656.78,241392324.31,765531472.30,490156681.27,417111655.78,63057060.18,713030126.89,177834184.99,112088359.60,32074803.78,210901677.64,148386354.46,100079767.41,28848914.49,172966153.01,140351126.29,102936827.71,32647166.32,146103638.13,84319151.37,56858681.83,10985779.96,152800597.43,0,89290803.01,0,168306617.82,0,51159590.60,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,11869077426.37,8957532170.11,5790152285.62,2547097630.54,14261140583.93,7418854046.07,5005174255.99,2360963531.45,13207922451.72,7064743556.48,5120730149.41,1701054480.95,9220218597.26,5672520528.92,4062080469.61,1798954202.68,8585748774.23,6290315626.00,4338477818.04,2174231478.83,8926469086.73,6314366825.35,3952186588.84,1968477802.16,7148342055.39,5444389093.78,3474394508.12,1461295405.55,6556652020.65,5025894576.14,3251809397.81,1418667861.09,7031503277.57,5632252844.87,3798308117.31,1896993918.02,6630664577.51,5357171458.94,3419229249.01,1518486806.84,4760413578.91,3617063228.96,2211289510.29,1019534099.84,6332622555.54,5143504179.74,3386138045.41,1547052661.55,5586134881.70,4290746599.83,2804346926.36,1356361907.39,4309130865.56,3385655923.53,430076652.49,1908682269.42,2801861319.26,1870285828.62,1991135944.55,285309577.08,0.0
16,加:营业外收入,96079813.78,27342265.74,16044816.40,6539275.23,107246273.76,30099682.84,23731417.35,11242056.64,2674864557.21,548799832.08,255462760.50,191631613.35,787994233.64,417998497.44,339728979.21,86451826.60,1302721392.67,643891014.47,384128327.77,148015257.07,930470572.21,625339590.06,411234486.91,182276911.68,726116324.83,481368287.06,340338190.95,136157434.69,644482759.48,385072609.26,198734183.88,59350590.72,244536330.72,80034195.41,45201888.57,9620389.21,1284555711.17,469087805.80,452110241.32,13951357.81,687733307.25,227074817.01,175058731.28,149633641.48,800003105.46,723698860.35,358592285.73,18625669.29,56023217.26,45019690.28,34877070.29,10301802.76,72729543.78,43061520.54,4045671.73,27629313.39,80877944.54,23658033.04,207186282.51,48989924.00,0.0
