,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2851453000.00,1940690000.00,1224716000.00,592634000.00,2447515000.00,1730488000.00,1107798000.00,492941000.00,2148341000.00,1549816000.00,986635000.00,488071000.00,1958666000.00,1482397000.00,927561000.00,454839000.00,1934206000.00,1490359000.00,957979000.00,449157000.00,1828079000.00,1330502000.00,861769000.00,397171000.00,1749861000.00,1295748000.00,851355000.00,421586000.00,1637320000.00,1182464000.00,765100000.00,380210000.00,1562490000.00,1128916000.00,750479000.00,353872000.00,1467768000.00,1034546000.00,675524000.00,269602000.00,1256793000.00,922883000.00,587660000.00,264646000.00,1159307000.00,838905000.00,527559000.00,243734000.00,1004117000.00,724193000.00,474882000.00,231092000.00,810462000.00,580096000.00,366986000.00,123121639.58,619405000.00,474544285.89,284597000.00,214123000.00,758206000.00,585265913.69,335239812.00,151808000.00,636084350.00,424263728.00,280657000.00,135384000.00,671263574.00,410595000.00,258320000.00,133997000.00,596075000.00,220480000.00,3509427000.00,1772651492.00,2836585022.00,1341916972.00,2535905000.00,1274145919.00,2794959000.00,1491801000.00,2812419443.00,1420692000.00,3005674022.00,1441990000.00,2665684368.00,2311541000.00,1831221000.00,0.0
2,营业收入,2851453000.00,1940690000.00,1224716000.00,592634000.00,2447515000.00,1730488000.00,1107798000.00,492941000.00,2148341000.00,1549816000.00,986635000.00,488071000.00,1958666000.00,1482397000.00,927561000.00,454839000.00,1934206000.00,1490359000.00,957979000.00,449157000.00,1828079000.00,1330502000.00,861769000.00,397171000.00,1749861000.00,1295748000.00,851355000.00,421586000.00,1637320000.00,1182464000.00,765100000.00,380210000.00,1562490000.00,1128916000.00,750479000.00,353872000.00,1467768000.00,1034546000.00,675524000.00,269602000.00,1256793000.00,922883000.00,587660000.00,264646000.00,1159307000.00,838905000.00,527559000.00,243734000.00,1004117000.00,724193000.00,474882000.00,231092000.00,807381000.00,575327000.00,362818000.00,122626464.34,611835000.00,457271025.82,276457000.00,210643000.00,755148000.00,583182365.79,333837778.00,150788000.00,629696771.00,418019025.00,274846000.00,135149000.00,670749218.00,410107000.00,257968000.00,133895000.00,595986000.00,220480000.00,3500738000.00,1767595625.00,2844099374.00,1342246417.00,2541814000.00,1271681203.00,2798226000.00,1491728000.00,2818815218.00,1419084000.00,3009412431.00,1443250000.00,2665093306.00,2311541000.00,1831221000.00,0.0
3,二、营业总成本,2378577000.00,1582224000.00,999679000.00,480058000.00,1928155000.00,1271103000.00,807010000.00,373590000.00,1617118000.00,1096959000.00,705868000.00,354304000.00,1525850000.00,1103600000.00,693104000.00,359346000.00,1558209000.00,1032239000.00,699265000.00,350551000.00,1415945000.00,983005000.00,664164000.00,313388000.00,1378144000.00,1011399000.00,690610000.00,345548000.00,1280112000.00,913296000.00,606596000.00,309558000.00,1183588000.00,820270000.00,555390000.00,274015000.00,1062530000.00,734171000.00,487079000.00,201508000.00,914473000.00,654871000.00,443363000.00,213034000.00,856944000.00,627513000.00,401442000.00,182777000.00,730392000.00,484628000.00,321282000.00,154306000.00,565201000.00,351693000.00,220585000.00,97897490.08,353437000.00,259302225.23,142924000.00,73073000.00,270863000.00,185264251.44,117333325.00,60088000.00,222033389.00,165333184.00,106920000.00,50874000.00,241585795.00,146520000.00,101279000.00,32566000.00,196855000.00,79294000.00,3582883000.00,1836530213.00,3176480005.00,1539906614.00,3131195000.00,1282530080.00,2770968000.00,0,2805144349.00,0,2806344740.00,0,2499763364.00,0,0,0.0
4,营业成本,1939804000.00,1305997000.00,814360000.00,395951000.00,1558556000.00,1033052000.00,648857000.00,303894000.00,1291171000.00,883488000.00,570417000.00,283126000.00,1150012000.00,893584000.00,557216000.00,283875000.00,1201944000.00,801297000.00,536843000.00,262344000.00,1084775000.00,728259000.00,487245000.00,224787000.00,1057580000.00,743441000.00,509418000.00,252775000.00,951188000.00,652058000.00,434391000.00,220559000.00,874041000.00,611755000.00,425281000.00,207568000.00,793672000.00,533242000.00,357229000.00,139167000.00,578927000.00,399634000.00,270037000.00,135317000.00,510075000.00,373381000.00,238699000.00,109877000.00,432789000.00,296572000.00,198262000.00,94618000.00,330438000.00,210848000.00,130104000.00,56838382.22,186494000.00,124529391.03,78091000.00,35199000.00,148558000.00,100927546.96,64394225.00,31521000.00,128608274.00,92137068.00,65628000.00,29648000.00,146136167.00,97020000.00,67196000.00,33535000.00,131649000.00,54961000.00,2929959000.00,1510068540.00,2588875256.00,1231813011.00,2401083000.00,1049149459.00,2345573000.00,0,2295140906.00,0,2309457582.00,0,2080314766.00,0,0,0.0
5,营业税金及附加,45716000.00,27110000.00,18907000.00,6722000.00,49688000.00,33951000.00,26466000.00,9545000.00,57464000.00,36746000.00,24902000.00,10216000.00,45670000.00,25675000.00,18483000.00,10712000.00,33289000.00,16508000.00,8570000.00,4104000.00,16219000.00,11604000.00,8057000.00,4097000.00,15474000.00,11120000.00,7936000.00,4333000.00,11478000.00,7065000.00,4700000.00,2193000.00,8831000.00,5514000.00,3608000.00,1594000.00,43109000.00,30700000.00,20010000.00,8521000.00,42973000.00,31969000.00,21168000.00,8863000.00,42097000.00,31947000.00,20159000.00,9598000.00,43710000.00,30452000.00,20367000.00,10180000.00,37283000.00,28032000.00,17641000.00,5853651.45,31340000.00,24448867.73,14689000.00,11661000.00,41411000.00,31148019.03,17785292.00,8021000.00,35050450.00,22991046.00,15556000.00,7433000.00,36891207.00,22556000.00,14188000.00,7364000.00,32779000.00,12126000.00,23140000.00,12796030.00,16699859.00,10029807.00,13838000.00,7323158.00,18125000.00,0,20930281.00,0,21570272.00,0,16489020.00,0,0,0.0
6,销售费用,7075000.00,3464000.00,1987000.00,1012000.00,5417000.00,3771000.00,2730000.00,1552000.00,6467000.00,5245000.00,4197000.00,3009000.00,9964000.00,7656000.00,5123000.00,2571000.00,3166000.00,2480000.00,1779000.00,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.00,186000.00,0,0,88602.93,675000.00,458542.59,0,67000.00,0,39549.18,0,0,0,0,0,0,0,0,0,0,0,0,33720000.00,18105048.00,33943426.00,15801087.00,23731000.00,9778963.00,21164000.00,0,21167305.00,0,19114882.00,0,11634308.00,0,0,0.0
7,管理费用,168661000.00,104454000.00,68032000.00,33952000.00,129096000.00,84575000.00,55631000.00,25638000.00,139749000.00,92287000.00,52773000.00,32729000.00,116481000.00,77703000.00,54403000.00,28680000.00,105366000.00,77413000.00,54454000.00,30531000.00,103415000.00,78846000.00,56446000.00,31623000.00,108784000.00,81033000.00,56308000.00,31046000.00,105118000.00,77929000.00,55214000.00,32908000.00,104301000.00,71410000.00,50172000.00,27302000.00,89959000.00,70790000.00,46396000.00,23922000.00,99830000.00,67186000.00,40036000.00,21825000.00,90283000.00,65228000.00,46046000.00,23789000.00,102370000.00,59017000.00,41799000.00,23473000.00,89264000.00,58674000.00,37509000.00,18429836.80,55627000.00,42576913.50,28855000.00,15479000.00,53625000.00,39640081.30,27309473.00,16480000.00,39881392.00,35728181.00,16607000.00,9018000.00,46046735.00,28452000.00,20871000.00,-8790000.00,33623000.00,12449000.00,376427000.00,183442424.00,326379809.00,172702773.00,465812000.00,156622459.00,270858000.00,0,348006955.00,0,349731549.00,0,301450034.00,0,0,0.0
8,财务费用,199396000.00,135969000.00,93123000.00,40870000.00,161986000.00,118677000.00,76249000.00,32961000.00,100339000.00,78387000.00,52773000.00,25224000.00,151666000.00,94962000.00,57879000.00,33508000.00,182855000.00,134541000.00,97619000.00,52572000.00,187626000.00,157396000.00,105516000.00,52881000.00,177813000.00,175805000.00,116948000.00,57394000.00,212328000.00,176244000.00,112291000.00,53898000.00,196415000.00,131591000.00,76329000.00,37551000.00,135790000.00,99439000.00,63444000.00,29898000.00,186743000.00,156082000.00,112122000.00,47029000.00,214489000.00,156957000.00,96538000.00,39513000.00,146283000.00,98587000.00,60854000.00,26031000.00,108030000.00,54139000.00,35331000.00,16687016.68,79301000.00,67288510.38,21289000.00,10667000.00,27269000.00,13509054.97,7844335.00,4066000.00,18493273.00,14476889.00,9129000.00,4775000.00,12511686.00,-1511000.00,-976000.00,457000.00,-1196000.00,-242000.00,218407000.00,112118171.00,206357922.00,105832636.00,205681000.00,59656041.00,115248000.00,0,119898902.00,0,106470455.00,0,89875236.00,0,0,0.0
