,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19970331,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2943775954.40,2053247281.17,1092219960.53,4043730920.64,2949020057.73,2057475597.58,1120910509.59,3996625654.56,2880233344.50,2018016434.16,1074527151.54,4010812749.41,2893905916.32,2061884142.72,1125909848.22,4407585495.90,3229864729.88,2252990136.33,1212183496.75,4455830191.22,3182369270.19,2207762029.73,1218790130.55,4310086623.16,3140173661.43,2181006597.49,1199217469.10,4199667865.25,3113964763.37,2238464921.79,1283454510.54,4103661491.00,3012343011.56,2076557493.84,1196619706.64,3703798798.73,2664171756.55,1848652699.93,1073525541.86,3363387993.88,2408633814.12,1702284073.26,937871884.60,3161008481.85,2291675810.25,1607870328.76,934152027.11,2795791298.24,1970940665.82,1380630352.73,793860121.83,2472574798.92,1750710090.42,1238756258.71,714544319.76,2350959625.71,1630523348.23,1161440451.37,656746933.52,2233603816.60,1622286373.63,1182378283.48,664642770.55,1942465672.52,1396026869.29,973262924.95,559621291.73,1899247706.85,1358753284.00,962204875.03,535935551.32,1683842568.66,968895723.52,1885958313.41,964265683.26,1970953985.41,1032271492.55,1596007866.81,840760182.54,1380759790.44,763913321.01,399914628.20,995505789.32,1057780217.78,842139182.55,0.0
2,营业收入,2943775954.40,2053247281.17,1092219960.53,4043730920.64,2949020057.73,2057475597.58,1120910509.59,3996625654.56,2880233344.50,2018016434.16,1074527151.54,4010812749.41,2893905916.32,2061884142.72,1125909848.22,4407585495.90,3229864729.88,2252990136.33,1212183496.75,4455830191.22,3182369270.19,2207762029.73,1218790130.55,4310086623.16,3140173661.43,2181006597.49,1199217469.10,4199667865.25,3113964763.37,2238504921.79,1283454510.54,4103661491.00,3012343011.56,2076557493.84,1196619706.64,3703798798.73,2664171756.55,1848652699.93,1073525541.86,3363387993.88,2408633814.12,1702284073.26,937871884.60,3161008481.85,2291675810.25,1607870328.76,934152027.11,2795791298.24,1970940665.82,1380630352.73,793860121.83,2372995865.55,1685653121.07,1196941695.53,694960480.84,2265404495.96,1576956741.49,1127524154.54,641902845.44,2186238865.23,1599871545.46,1167194003.71,656154022.73,1913226218.88,1376426447.34,959912116.33,552659800.99,1875346304.93,1339783494.00,948090846.19,531010097.38,1657347756.90,955221167.06,1874885361.27,959974605.81,1964729501.91,1029355629.32,1592907461.89,832008046.37,1377459499.08,763663773.04,399802705.14,995433045.15,1057675537.78,841829953.52,0.0
3,二、营业总成本,2733913059.41,1891581013.76,1016774735.45,3932688815.46,2831587863.65,1950719926.67,1071261438.30,3914932129.83,2796112135.88,1935761975.20,1036055315.98,3940841879.14,2829691700.74,1997628914.36,1094851721.71,4400248636.78,3199603005.81,2208597333.85,1188278307.88,4377146568.83,3117281929.27,2149220851.59,1181528355.66,4239233321.00,3087274934.39,2132172121.15,1162575156.78,4108705402.72,3034890079.93,2161273459.19,1230441835.49,3993260070.12,2906703946.51,1986110784.06,1141368998.56,3617155360.86,2590337962.16,1779210130.77,1027786039.21,3303243458.07,2356445268.84,1658250396.29,900072988.61,3126948901.54,2254073388.28,1573612678.57,902752762.24,2771100750.18,1957359821.90,1364024091.27,772131777.58,2475475025.92,1761009138.34,1236445882.75,703146109.02,2450910346.25,1620057397.30,1152562420.83,645825418.81,2240901628.10,1644100150.06,1181532696.80,660191447.15,1928564237.65,1393292381.23,959909413.89,548136408.47,1878337364.56,1348067205.00,942079622.80,525007449.06,1666796428.84,937028085.36,1800187931.91,900194016.71,1867684994.12,972987499.27,1534078530.46,803099123.86,1284010863.66,0,382015409.38,917506697.92,989441904.02,773134123.41,0.0
4,营业成本,2196971928.72,1543078247.44,855417585.36,3149988153.69,2283957029.39,1595902799.06,891584203.81,3154953091.54,2260860114.77,1590006023.70,856978875.10,3168099144.01,2267076464.12,1615499632.59,898381009.39,3543384873.62,2590571002.75,1809050955.73,986975960.37,3554068148.40,2531423537.74,1760618432.40,984604301.71,3442384738.29,2509219637.39,1753212200.62,970215861.45,3350198968.76,2478228023.36,1798950602.16,1043611114.90,3283095197.71,2390078094.96,1652723382.10,968734365.18,2983650013.27,2148230887.11,1499181905.30,884065639.78,2760178290.34,1966880461.79,1401521447.66,767117079.15,2575905425.53,1866003766.41,1319508554.68,773792902.19,2297592293.50,1605773659.78,1133707166.09,657011535.30,2041151251.50,1440156603.16,1023581654.10,593248363.08,1987363442.21,1368027574.61,986318028.92,560501139.90,1912729793.34,1402801508.63,1025619592.91,577255484.73,1682947038.09,1218144631.53,849368560.24,488678032.86,1648484141.55,1176435496.00,830505652.17,465662473.00,1459375073.13,844747181.03,1643406648.53,828973999.51,1721808152.08,902354968.61,1409815222.62,737911205.64,1199683397.80,0,352609107.49,859608400.92,928621798.35,720392869.91,0.0
5,营业税金及附加,43876716.94,29892504.87,15524843.97,59946498.13,42454562.38,29011861.64,15764347.78,58715686.04,42501922.74,28791520.52,16035197.68,52529756.22,24503870.72,19644787.40,12025927.71,53352258.53,38963086.32,25841421.04,13101194.40,52202445.29,35117703.66,23870743.53,11816435.09,52340755.19,37291339.55,24996953.33,12349550.37,46707267.85,33812324.67,24147292.11,13466019.70,46103384.22,34296984.04,22499742.37,11699392.89,40311148.83,26805802.33,17068034.88,9967768.09,34059920.22,23473558.95,15697489.71,8710448.56,27093939.58,19133405.04,12019830.76,7649979.02,25134997.41,18572094.71,12496329.80,6799955.91,20015558.52,13167650.48,9018664.08,5506709.24,13937992.44,8068221.84,5519424.76,3253679.73,12073119.90,6320352.60,4741165.08,2740647.53,8506012.98,4058617.51,2433028.88,1193538.85,6009514.70,3758655.00,2699803.75,1780110.71,6136514.40,2996297.05,5628661.39,3619325.76,6094320.84,3316527.24,3785280.20,2373130.44,4866065.56,0,1353873.88,3885687.61,3940038.19,1598521.44,0.0
6,销售费用,34791023.78,22612391.03,11670892.77,44919649.92,28300459.88,18896780.50,10436946.14,43630540.62,28834755.50,18318691.52,9214030.71,50754213.75,32216899.26,21918971.94,12164819.06,67125470.35,40832396.54,28356535.82,17069443.05,65350307.31,40211542.52,28353698.34,15961917.49,65363323.49,40366248.69,27392379.55,15603916.57,60644028.21,39986678.97,25914180.73,13533299.09,52375972.98,32650621.85,22575792.63,11238153.21,43829959.05,25044728.12,16245033.73,9135974.37,31521146.68,21389266.13,14629988.49,6799387.67,32681059.10,21480594.46,15264404.45,8552225.19,30193807.38,21260562.26,14744017.31,7479609.52,27895278.57,18516430.97,12607042.21,7197617.21,38023066.29,19529832.56,13388217.50,7182488.97,24294470.09,16065377.69,10884292.89,6646123.25,21251112.27,14222783.06,10225132.92,5934548.36,18383986.40,14000646.00,9408285.70,4440466.18,15221284.90,5929405.86,11485399.83,3625237.13,11426570.84,5547126.85,7261753.60,3520690.13,9913350.71,0,6228288.85,2080050.05,2872132.50,2175512.42,0.0
7,管理费用,455037858.58,293741493.20,132260425.59,671498579.79,470764459.02,302537619.55,150769315.89,628091247.90,439894556.57,281140238.09,144822806.92,628442965.58,475263219.25,319701784.75,161397051.93,689971813.91,494338059.47,322290978.28,156900397.61,660815160.98,476695783.13,314785572.32,157107243.56,630463462.45,464410097.81,303163804.01,152247618.26,596616234.42,442864788.84,284079982.46,145446825.18,552962223.84,407182579.97,260450864.86,134625553.61,504541362.12,356549661.04,224396041.41,112871778.21,430195477.22,308414318.54,202230352.22,103995193.90,425175348.81,299469787.68,194593934.01,96661874.29,347083814.97,269150287.87,175672459.50,87567191.62,332540053.46,247886981.84,163869287.81,82790200.33,373767438.27,201193138.26,132728251.62,67707240.83,257523724.07,192440484.85,122031883.77,64303848.84,179702207.02,129667517.69,80056415.77,43373278.89,167654665.39,124584286.00,80021080.84,43607496.28,152113895.93,67006071.65,115610499.69,53433414.10,108446774.14,49756728.56,95289176.20,50861212.89,56943683.53,0,17854895.17,46064524.47,48803184.11,43780959.10,0.0
8,财务费用,3235531.39,2256377.22,1913110.68,6835928.75,6481852.24,4523885.62,2718406.14,29928360.86,24050658.24,17529986.37,9009405.57,40950308.65,30650308.57,20877487.68,10887913.62,46420290.53,35125087.89,23078420.14,14246839.61,43887349.87,33127972.21,20878314.99,12053611.71,49510647.56,36296173.40,23583621.39,12168210.13,52536869.71,39445005.34,28245096.25,14384576.62,56354703.27,42221930.34,27587266.75,15071533.67,44905235.09,32434071.84,21045303.73,11744878.76,48660748.29,37897129.76,25780584.54,13450879.33,64019349.21,47965441.06,32205561.04,16095781.55,60031036.16,42582005.28,27382906.57,13273485.23,53872883.87,41281471.89,27369234.55,14403219.16,37818407.04,23238630.03,14608498.03,7180869.38,34280520.70,26472426.29,18255762.15,9245342.80,36157867.29,27198831.44,17826276.08,8957009.51,37805056.52,29288122.00,19444800.34,9516902.89,33949660.48,16349129.77,22274154.99,10514181.16,20320256.22,12012148.01,17927097.84,8432884.76,12604366.06,0,3969243.99,5868034.87,5204750.87,5186260.54,0.0
