,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,546135155.66,357205207.48,169497615.50,717718176.42,545201192.03,364056053.94,167319331.31,677836191.00,504117288.25,333722415.86,153226394.57,222737743.00,135491614.13,92526097.30,40564862.82,158158007.00,113282298.37,76413852.27,36948216.90,150265673.00,107132330.55,71730605.91,38451204.49,169362454.00,126435681.16,86096369.14,42207266.78,170399125.00,129471287.95,87357249.81,43070175.73,163068503.00,121980601.26,85044452.77,42012241.85,149881037.00,108976248.28,73215889.46,35332181.68,137001008.00,101396328.74,67755162.49,31492335.16,133681299.00,101787562.66,69700010.19,34882975.92,147584315.00,107607643.75,71997639.08,36601185.58,163718373.00,124751107.81,92393973.53,50075652.00,206694924.00,147635509.25,103445101.00,53458841.00,195879298.00,143015739.14,94752778.00,50858854.00,170544604.00,157027206.00,0.0
2,营业收入,546135155.66,357205207.48,160789094.81,717718176.42,519051462.38,364056053.94,159281999.04,677836191.00,481829235.72,333722415.86,146862222.92,222737743.00,136496329.85,92526097.30,40564862.82,158158007.00,113282298.37,76413852.27,36948216.90,150265673.00,107132330.55,71730605.91,38451204.49,169362454.00,126435681.16,86096369.14,42207266.78,170399125.00,129471287.95,87357249.81,43070175.73,163068503.00,121980601.26,85044452.77,42012241.85,149881037.00,108976248.28,73215889.46,35332181.68,137001008.00,101396328.74,67755162.49,31492335.16,133681299.00,101787562.66,69700010.19,34882975.92,147584315.00,107607643.75,71997639.08,36601185.58,162370971.00,123783395.18,91600664.18,49533186.00,205365032.00,146803190.79,102749036.00,53399752.00,195244258.00,142555645.48,94484223.00,50749634.00,169947389.00,156614808.00,0.0
3,二、营业总成本,420333593.06,276120543.82,132571726.67,557026490.42,420909212.48,284244144.79,129606058.90,538498319.00,397866022.37,268221882.10,124512008.78,187925839.00,118164592.38,79473077.39,36677168.45,156889847.00,114298151.40,76613266.86,37898907.24,151872626.00,108003363.99,70458403.92,36315939.66,170802684.00,110368004.66,73770391.77,34400443.08,152399030.00,112624111.53,74172728.55,36709482.52,143493132.00,102832113.78,68382038.57,33661744.82,135889367.00,98561547.85,65375103.03,31101643.26,128772880.00,94192801.49,61221642.46,29058522.31,127543230.00,92428756.92,61060152.52,30688909.19,123261732.00,88916436.64,56789170.07,30223164.59,116649310.00,82864892.39,54977712.24,27420995.00,115253067.00,77366919.35,55785654.00,25745952.00,106545616.00,75254158.01,50715167.00,24067179.00,93389072.00,85944055.00,0.0
4,营业成本,273087421.51,179350928.98,85703847.29,370939617.67,269128352.24,180851797.89,84433761.12,341954849.00,251797646.97,168321986.25,78242018.19,114395021.00,68158550.90,48854513.41,22245496.94,99425635.00,70864431.03,47943106.88,23758584.53,97730766.00,65401453.41,41973589.17,22607138.69,111068828.00,65774715.57,43990985.34,21106378.69,92964088.00,67838414.84,45084510.49,20091505.69,87151762.00,63242329.03,42536837.79,20900296.64,82761066.00,60014309.89,40036534.58,18947828.79,83204396.00,62106878.82,41160926.00,18732138.18,78351195.00,56764001.59,37541031.07,19295381.95,76617225.00,56010790.38,35605134.51,17286787.92,71494163.00,51863268.79,36001826.94,16310760.00,64354321.00,43574442.18,30579936.00,14961819.00,61139279.00,44144803.16,29924531.00,13254488.00,53080360.00,49688678.00,0.0
5,营业税金及附加,10476723.54,6597160.73,3033308.99,14078914.53,10727270.95,7021137.76,2950401.30,15869060.00,2481224.97,1626833.85,760322.75,2636292.00,694057.43,460470.51,211253.75,874512.00,552251.95,401958.85,180269.73,710132.00,483557.01,307854.42,130239.04,936719.00,684454.17,475432.88,243689.09,5114785.00,4905198.49,3260798.13,1612034.65,6070326.00,4517525.77,3112117.20,1473927.98,5386063.00,3886992.76,2640448.02,1315529.44,4956269.00,3618016.55,2433577.66,1142826.00,4689586.00,3519529.84,2402456.03,1200454.00,5177686.00,3785514.13,2519114.73,1305900.78,5636035.00,4280663.00,3156362.01,1716419.00,7010319.00,4979826.86,3469391.00,1786679.00,6545008.00,4775796.51,3167415.00,1689963.00,5711050.00,5259521.00,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,91512961.18,59266945.60,27328258.59,110156258.08,91780489.13,62287198.39,29444822.77,114472091.00,101090510.59,69219630.75,30934461.90,53055049.00,38691004.16,23566574.63,11591126.53,40713903.00,30732784.08,20378537.40,9972597.84,37499778.00,29953210.25,20125889.82,9463066.78,39383685.00,30760957.60,20288108.99,9960127.33,40523709.00,30164350.59,19446898.61,12109780.13,40618473.00,28161428.64,18373527.23,9247515.49,40682050.00,30004546.01,19995892.01,9923603.46,37535637.00,26294737.17,16467041.07,8813253.51,42114496.00,30291501.91,20231301.65,9794934.09,42550234.00,30433482.37,20190952.74,11676188.41,45580683.00,31626091.15,20378253.05,9523413.00,44869301.00,29625202.98,22066828.00,8831069.00,38029337.00,25603728.80,17181464.00,8866172.00,33870439.00,29471039.00,0.0
8,财务费用,45256486.83,30905508.51,16506311.80,61404662.01,48344911.38,33155821.97,12777073.71,66262457.00,41895675.50,28408394.03,14575205.94,19616730.00,12270979.89,8241518.84,4279291.23,16106911.00,12298684.34,8039663.73,3987455.14,16004506.00,12165143.32,8051070.51,4115495.15,16650130.00,13147877.32,9015864.56,3090247.97,13755069.00,9716147.61,6380521.32,2896162.05,9652571.00,6910830.34,4359556.35,2040004.71,7060188.00,4655699.19,2702228.42,914681.57,3076578.00,2173168.95,1160097.73,370304.62,2387953.00,1853723.58,885363.77,398139.15,-1083413.00,-1313350.24,-1526031.91,-45712.52,-6061571.00,-4905130.55,-4558729.76,-129597.00,-980874.00,-812552.67,-330501.00,166385.00,831992.00,729829.54,441757.00,256556.00,727223.00,1524817.00,0.0
