,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4341597912.13,2894331846.59,1484289264.63,4766156893.31,3585877369.29,2403870112.11,1222189418.52,3713953975.95,2744696324.42,1752831341.08,860320288.37,2308954269.71,1625678146.13,960433098.24,468777681.49,1885674673.52,1331842875.51,813851546.51,379306437.27,1453869771.99,1087729785.79,764959797.59,377786459.99,1395868518.78,1074846989.20,714946817.57,338003774.17,1171153738.42,898302248.36,573095328.56,264011555.68,1021565728.37,748436762.19,487301008.33,263127621.53,867314583.15,647666919.37,413781199.85,192320985.15,694749846.04,536767433.97,340271350.74,151634180.44,649743490.70,502287481.12,338041514.07,171172481.58,593069218.79,466559159.67,308716137.85,146666054.88,522341316.18,397405471.37,264538814.63,116947659.04,419820237.85,297249168.70,162878642.23,47669167.96,254187882.30,179597514.80,116951717.16,29771300.62,214716423.30,146032977.27,101038204.10,47335431.89,212860544.71,145981678.17,94961225.01,195182217.94,184052108.07,0.0
2,营业收入,4341597912.13,2894331846.59,1484289264.63,4766156893.31,3585877369.29,2403870112.11,1222189418.52,3713953975.95,2744696324.42,1752831341.08,860320288.37,2308954269.71,1625678146.13,960433098.24,468777681.49,1885674673.52,1331842875.51,813851546.51,379306437.27,1453869771.99,1087729785.79,764959797.59,377786459.99,1395868518.78,1074846989.20,714946817.57,338003774.17,1171153738.42,898302248.36,573095328.56,264011555.68,1021565728.37,748436762.19,487301008.33,263127621.53,867314583.15,647666919.37,413781199.85,192320985.15,694749846.04,536767433.97,340271350.74,151634180.44,649743490.70,502287481.12,337234031.51,171172481.58,593069218.79,466559159.67,308716137.85,146666054.88,522205339.22,396996771.17,264460854.55,116890568.53,418820927.84,296717491.61,162521287.58,47614267.54,253486070.91,179119921.83,116907106.26,29764912.25,213593967.75,145214560.46,100213725.87,47176725.42,212033133.90,145217461.68,94458943.63,193893836.06,183921549.45,0.0
3,二、营业总成本,3046938195.38,2012775188.80,1008327760.44,3558565481.15,2546454989.49,1706600623.81,844273298.33,2831689912.78,2023010310.00,1276303767.89,610971032.58,1707149433.00,1072037586.46,605416350.21,293749335.16,1355590127.46,905442762.23,532184285.17,232376172.78,1008184051.16,753802995.58,522183944.70,249660129.01,920706226.48,673823157.75,457099243.57,209602066.15,786330068.12,591310604.55,375251038.57,156957357.45,724756287.56,522811518.23,348990460.73,185621937.35,642051148.33,478644700.03,304725124.17,153879179.89,547941753.81,421097743.10,264253119.54,120581787.92,531446041.75,406493247.72,280050801.32,132946036.56,465878230.89,366515430.84,237272496.69,108012315.71,406492053.69,304913977.51,205026149.14,91763049.60,297457824.61,206423518.46,110947395.61,26054112.00,178416574.51,105050916.06,70885264.64,18577411.07,131142793.29,87105730.44,61448549.07,27315902.00,124326831.81,82822306.22,54816820.07,114215640.56,99994444.88,0.0
4,营业成本,2398280313.69,1595962842.93,800825701.52,2744358014.44,2014639171.36,1331895277.26,654043954.02,2107192833.13,1558841168.26,979888982.95,475105171.46,1178821088.60,736754728.72,391940951.68,194491841.83,999306276.43,672197317.22,384660454.81,158726560.09,728158299.77,555637641.76,391267695.01,175050964.76,634150625.01,490423375.46,334545569.73,148046364.05,551327907.53,423611441.89,262579058.13,108168662.01,556389510.01,399500336.31,261321553.01,143381333.88,533075750.08,395336602.49,249896952.10,125521840.79,430401307.56,337270756.56,210160242.50,98181199.26,408221648.61,323161880.64,220669587.86,108621478.88,375030152.03,300801833.58,195251501.37,89835314.07,332337248.71,251433942.63,170331472.88,78468699.43,215123587.26,146392428.78,74396228.65,14157319.12,83026423.72,60847088.78,40764293.43,10345807.15,70423936.27,50506890.05,34325667.58,15828763.45,74491959.93,52353814.44,35848337.50,70884325.65,65557964.03,0.0
5,营业税金及附加,35862597.10,25490926.75,13990084.62,43218126.77,32648535.14,24525436.22,14406740.83,39632620.84,29992590.00,19417425.25,9973674.15,30564574.10,18550385.86,11924460.46,5979391.40,20475277.25,14509145.35,9496875.92,4979689.78,18174118.55,10467401.59,6769794.97,2891225.19,13340302.55,8396684.17,5002384.18,1897096.91,14381788.49,10418433.02,6823888.40,2840366.39,10912020.18,6975087.54,4214036.65,1864788.36,8198568.64,5313433.98,3210191.36,1769957.35,5465215.11,3757759.29,2621992.33,974761.01,3740230.57,2365778.07,2022359.95,1067170.19,4127401.07,2936432.68,1743895.88,1236465.65,3998446.75,2805023.82,1765103.38,607719.19,5157699.73,3792783.19,1892820.16,1001804.18,3669295.08,2714105.00,1636947.54,739017.19,1941670.08,1250166.04,536042.14,54507.25,1186424.45,960341.39,869495.63,3290366.60,2215432.63,0.0
6,销售费用,357832295.61,239070132.31,109255151.31,392069373.81,298668736.64,220837391.83,108359413.06,403530493.88,257393695.21,167540673.54,73847931.91,274834506.32,172255103.38,108520219.52,55147328.64,166435942.61,108516931.55,66101016.49,36059783.18,128832013.07,94487784.31,66258111.97,32537602.19,117810671.65,69890427.44,51802972.31,25770317.90,113001737.01,86225791.05,57858383.80,33978539.84,70260661.77,54506615.08,40398875.13,23817586.01,59503555.74,49897750.47,32733900.33,10205800.32,51026094.18,36958085.10,24699981.61,8499066.87,67106511.29,39663203.48,29212151.34,10643516.10,45100287.49,33094715.30,21186819.10,9067094.23,32286680.24,23746578.60,14591448.90,4182612.14,36156148.84,23639851.04,14121213.08,4979522.14,22421372.58,21653435.64,14087796.76,3523129.82,28332442.65,18459135.62,13183697.10,5739977.92,23348026.88,13602388.59,7860929.78,20460668.24,10935031.60,0.0
7,管理费用,182593588.46,110683555.01,62419343.05,240890009.61,163894858.65,132754411.06,64834147.82,271905463.63,172452260.18,106470859.46,51051037.34,217586098.86,141157181.42,87219851.59,38371025.14,177335014.03,117779200.38,75313989.20,33513935.14,139624442.06,94523285.39,55986342.74,30772250.84,130150274.60,85814782.88,52115740.91,26713820.28,93090134.26,68776156.58,49003083.67,16815011.54,77699060.87,57828952.19,40732129.82,15061507.30,64461647.45,47353335.51,31638705.29,13773523.27,54792376.68,38360517.83,23824557.99,9852118.48,44134838.66,34061389.12,22881754.16,10820233.05,39010032.77,27227537.93,17911076.77,8545218.60,37742604.14,27964065.37,18787506.56,8891548.20,42150388.53,32510640.39,21185862.65,6342540.55,71326249.63,21309003.80,15461842.67,4507174.17,31354185.16,16946786.33,12803511.93,5308145.59,23433274.71,14381359.88,8963313.34,18135465.65,20481171.26,0.0
8,财务费用,-13841869.10,-10545997.36,-946116.89,-10100493.96,-8261741.77,-4401825.26,2480323.94,-4176941.79,-3237430.16,-1745405.95,515192.77,-10830291.16,-9617559.92,-7323267.07,-3490160.62,-19568581.64,-14569109.41,-7689317.00,-3602390.49,-11356603.58,-6289515.30,-2772795.13,2417984.56,11668111.65,14092258.59,10163942.35,4945585.85,14440343.53,10753060.97,4298291.21,1038376.90,4506708.34,4783423.59,2632867.87,1431706.26,6325292.95,6072062.47,3592233.43,2011505.68,6100893.26,4384990.46,2328336.88,1968554.68,6149342.85,4598344.53,2854077.50,1793638.34,1783333.58,1301068.28,35401.05,-524855.04,127073.85,-1035632.91,-449382.58,-387529.36,-1129999.75,87815.06,-648728.93,-427073.99,-2026766.50,-1472717.16,-1065615.76,-537717.26,-909440.87,-57247.60,599630.32,384507.79,1867145.84,1524401.92,1274743.82,1444814.42,804845.36,0.0
