,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,598271606.33,394777096.19,223546155.81,742759556.02,556035020.47,355734512.49,162608711.77,631643717.04,476286847.98,307019278.62,136779629.29,486623598.67,348707112.29,217413363.82,94094951.42,303235247.51,234520601.22,132264735.25,52550759.06,259903576.98,192266790.98,131915224.86,56781085.05,226142926.36,160869822.72,98717395.92,47549570.05,227640452.63,155862623.46,101093728.94,47469301.73,205011900.57,155481965.20,106758089.03,49309730.95,208627046.07,154398987.23,100000358.35,49332440.31,186194620.53,139776381.04,90187139.72,46236405.06,182370207.94,156719416.15,120902740.51,53629486.70,172344259.63,165777555.41,120893640.04,47740052.15,163584790.46,164649332.63,126655091.80,41908180.63,180962942.88,160341703.17,124225217.93,41738444.86,185903715.70,166878844.79,124279167.82,41205786.52,227975931.20,181798351.75,112215406.62,43025018.30,150808499.48,134415110.13,67988094.09,33006423.99,160462089.13,87799022.25,133937846.08,64575251.65,199237112.03,79617388.38,122174306.46,121706320.42,85616151.71,0.0
2,营业收入,598271606.33,394777096.19,223546155.81,742759556.02,556035020.47,355734512.49,162608711.77,631643717.04,476286847.98,307019278.62,136779629.29,486623598.67,348707112.29,217413363.82,94094951.42,303235247.51,234520601.22,132264735.25,52550759.06,259903576.98,192266790.98,131915224.86,56781085.05,226142926.36,160869822.72,98717395.92,47549570.05,227640452.63,155862623.46,101093728.94,47469301.73,205011900.57,155481965.20,106758089.03,49309730.95,208627046.07,154398987.23,100000358.35,49332440.31,186194620.53,139776381.04,90187139.72,46236405.06,182370207.94,156719416.15,120902740.51,53629486.70,172344259.63,165777555.41,120893640.04,47740052.15,163531598.13,164620602.00,126619972.33,41901291.83,181010946.17,159218579.69,124225217.93,41724690.86,185883747.16,166916599.89,124311271.66,41230591.72,227967696.78,181902077.55,112211094.88,43025321.94,150811274.18,134418673.80,67988404.61,33006671.93,160457691.07,87798374.90,133893689.12,64434401.29,199237112.03,79617388.38,122174306.46,121706320.42,85616151.71,0.0
3,二、营业总成本,618395556.46,407957173.77,224300538.59,853815690.98,593251329.49,382191553.43,174324152.12,698439085.51,505027046.06,325233710.82,145009785.26,560049661.32,376281041.41,232141694.57,103201531.10,396064730.88,260979377.49,152317541.07,63861016.32,313714924.77,217632978.30,146388612.99,63303570.49,284181639.13,183794107.73,111668691.57,50675036.39,255119731.34,176101046.85,116183226.98,56901628.65,239016047.39,172162462.61,116271707.02,53577200.86,239103397.23,172804474.55,112395781.13,53964095.03,208760843.86,146148672.03,98012415.97,52103109.41,319022230.97,177061769.76,131138560.98,59367994.69,238943236.93,181894301.45,130034465.86,47715875.29,165566212.08,162452019.61,124242477.14,42018404.33,183671670.07,163750676.30,126638026.17,42480120.50,186901157.78,163937036.09,121197992.43,41837882.47,221455642.38,174633797.01,105494732.76,41770683.27,144937838.90,130834825.43,66175049.97,32956539.14,148281583.09,78376399.58,127603450.85,66867359.71,171669679.37,66739682.95,97769426.93,93965039.09,61378615.22,0.0
4,营业成本,522117616.71,344801109.77,194949204.22,654506616.92,489303402.36,314627017.01,142940995.91,554935271.21,418395715.39,271390601.42,122556096.99,432367480.16,307841911.24,192195966.71,85423938.84,270241620.26,208337141.29,115610571.23,44786371.41,231860148.26,173960596.05,117392907.41,49428511.36,201301654.29,138482052.03,83819816.76,38789448.89,189602475.59,129968551.88,85039624.80,39923776.96,184464086.13,136035234.65,92954150.76,43067998.39,176272139.74,136004648.09,85802637.49,41740200.26,148527905.82,116722945.82,78922525.65,43390964.39,174998417.45,142094045.53,110334809.25,47508492.86,157476151.13,147021915.34,109041719.64,38531409.69,126402579.79,133501460.59,105419158.53,33448231.96,147726094.05,135075123.63,107525625.43,30733314.16,151053061.02,133802858.23,102434395.15,33371081.32,180098565.75,148692342.71,88043403.31,33146888.92,111340491.23,106315433.01,51468958.05,25606391.90,111303884.86,61884025.36,100267674.61,47921019.84,126058400.61,51572642.35,66605674.25,66819406.37,40719256.53,0.0
5,营业税金及附加,6216392.98,4144000.83,2325834.03,8789848.01,6092889.32,4072564.83,1054641.92,7811636.65,5745680.09,3897615.62,2003952.69,6414078.43,142935.89,125724.86,51305.80,338165.03,308438.62,231671.53,95056.86,316892.90,183076.43,145190.22,65664.94,326614.42,191682.95,98325.70,80021.85,518512.92,188088.11,57438.61,11793.59,421217.76,52226.67,31034.76,15915.93,348435.14,308545.52,273092.24,34623.71,291424.09,108168.62,64816.99,33630.47,296237.35,189276.72,104607.68,28232.42,436807.23,219339.95,224281.87,96228.31,464970.03,322501.97,208720.54,112261.95,530849.17,270233.60,192801.93,93013.19,355717.16,162789.33,127959.26,99605.98,607653.50,75525.34,64823.83,4628.25,385073.84,71070.14,33245.91,6917.51,-61495.13,241222.12,243900.54,6843.46,142576.09,165884.85,239881.91,221959.41,179981.23,0.0
6,销售费用,23757268.10,15200318.35,6174481.71,42705149.88,24380958.87,14090018.56,6816911.62,32066223.02,21860525.56,12308148.73,4909480.02,23863674.45,14752254.82,8148077.43,2181009.60,16769800.61,11916490.37,7831915.37,3388765.25,14907654.82,11129105.13,7006515.18,2972465.76,16045040.12,10535915.00,6623787.37,3296281.56,10490603.70,7818839.55,5220564.94,2294387.04,9473733.54,6560361.90,4693647.89,1973381.71,11158684.64,7856178.31,5260364.96,3523867.20,11785308.97,8820683.49,5910803.55,2842230.72,16577107.73,10231599.92,6691908.23,3657952.70,14374242.80,9245519.57,5885751.76,2649691.12,17700747.10,11755142.55,8237880.94,3203327.24,15935626.16,12736005.48,9458788.96,4647095.31,15442383.77,12138217.22,7488671.72,3633849.10,14311496.02,9194845.93,6164832.96,2544751.02,11991307.91,8724975.17,5814119.75,2719457.52,11328451.18,5592049.64,8997839.10,7138483.73,7809598.09,2871580.20,3166768.77,3492291.02,2349071.06,0.0
7,管理费用,37790187.69,25210541.33,12023856.19,63348944.35,54127219.70,37228178.11,15158845.04,60163382.78,37857701.19,25264915.31,11663298.94,56661545.13,39917668.69,23444584.21,11518101.85,75698859.09,34850060.17,24084047.93,13099039.67,47791837.20,27686544.45,18650148.33,8484775.10,43897571.10,30902567.01,19633364.37,9791159.46,38398648.58,26302852.29,16373006.44,7854317.84,33849686.95,23828288.81,15565359.47,7079286.17,34429312.99,18539938.20,13838387.74,5724974.10,27643787.27,16934499.09,12041834.68,4528543.45,29736268.37,19249905.76,11950190.87,6112209.74,47246932.19,19464707.00,15577891.34,5332184.37,15526968.07,12658884.70,7607816.60,4813345.10,16493096.92,11807132.47,4696576.53,4087214.51,10729091.35,8577170.23,5162640.57,2342664.59,14056968.36,9499749.51,6484185.49,2973983.61,15172570.92,7608147.73,4061197.37,2308968.21,13181214.86,5322540.62,11845706.62,7792953.65,14597476.20,5900697.34,10409984.92,10218633.67,7870137.62,0.0
8,财务费用,19883030.57,13597774.19,6309768.19,21869381.81,14379229.99,11642537.13,7301929.03,28437424.54,20680008.83,10922112.74,3884139.20,15517472.46,12420447.61,7746559.89,4013092.09,8803540.69,5348784.92,4415781.23,2459263.90,16317896.94,5181976.88,3684790.73,2407051.21,14166433.82,4214608.67,1604487.46,-1303079.94,15820722.38,12043604.57,9749931.64,6817353.22,11148644.96,6347036.88,3688200.44,1440618.66,11927224.47,8921770.35,6123961.62,2940429.76,12221299.45,3948627.31,1495668.31,1312366.38,12398313.50,5377099.07,2137202.19,2061106.97,6504400.72,5556237.76,-695178.75,1106361.80,5470947.09,4214029.80,2768900.53,441238.08,2986003.77,3862181.12,4764233.32,2919483.33,9320904.48,9256001.08,5984325.73,2390681.48,12380958.75,7171333.52,4737487.17,3100431.47,6048395.00,8115199.38,4797528.89,2314804.00,12529527.32,5336561.84,6248329.98,4008059.03,23061628.38,6228878.21,17347117.08,13212748.62,10260168.78,0.0
