,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,161324702.56,108842977.14,50851181.21,588943532.83,526389918.68,122590609.03,19483184.15,417218216.27,220334759.82,97418224.85,18251993.81,429095341.64,256236745.67,202126176.45,33075265.12,372888466.21,125291707.12,91666972.98,28560496.00,991238489.95,244145951.31,101702386.04,29997691.52,663523668.93,259748392.79,251366986.93,7270897.05,301971223.26,81951372.48,59544413.25,4889237.09,270877426.54,19501951.65,13299118.72,5878361.72,347837608.81,145310788.75,112048236.89,78064673.30,499647455.23,131640139.45,105746313.14,71866969.64,211224927.52,111707767.15,97072050.89,67731217.11,193651238.77,157171117.30,131610457.98,73486383.15,182171658.34,110789484.24,82746457.59,50169985.59,358672233.56,166072586.82,162662375.48,93884050.20,434723664.83,290195633.85,269622616.89,91928245.75,750948918.15,519751101.67,381377169.07,128634226.58,1077293590.01,568852146.56,479756102.48,201056238.59,782353851.28,371580409.32,677688439.51,352892111.60,573587641.99,266682648.12,470718095.21,422566397.53,274100989.70,0.0
2,营业收入,161324702.56,108842977.14,50851181.21,588943532.83,526389918.68,122590609.03,19483184.15,417218216.27,220334759.82,97418224.85,18251993.81,429095341.64,256236745.67,202126176.45,33075265.12,372888466.21,125291707.12,91666972.98,28560496.00,991238489.95,244145951.31,101702386.04,29997691.52,663523668.93,259748392.79,251366986.93,7270897.05,301971223.26,81951372.48,59544413.25,4889237.09,270877426.54,19501951.65,13299118.72,5878361.72,347837608.81,145310788.75,112048236.89,78064673.30,499647455.23,131640139.45,94974314.47,71866969.64,211224927.52,111707767.15,97072050.89,67731217.11,193651238.77,157171117.30,131610457.98,73486383.15,180932461.17,109834834.32,82052454.27,49824247.90,356667170.60,165544439.18,162331731.37,93901020.48,434951698.64,289790176.49,269595684.49,91928245.75,718088376.93,496671826.42,365969656.24,120922034.96,1059472731.80,559096878.94,477811462.92,201049022.06,782679711.55,371392799.34,677105635.34,352780623.05,573552707.41,266653446.27,469879070.96,421939587.55,270067472.80,0.0
3,二、营业总成本,120744355.76,80396492.32,40010309.09,608748773.76,538980410.15,119668185.60,22065786.90,428476692.89,224797585.95,97628413.97,20964109.59,460739969.29,265259988.23,199959844.87,52794568.77,426258579.03,187605565.61,122654753.79,44234525.16,1034989037.39,315604123.74,150787959.39,57608200.39,730408725.56,314209762.63,272587654.72,39989632.96,389232173.51,170869430.55,110885021.93,23196413.58,289526042.94,56535577.93,36144921.34,16680741.98,429761050.81,230824623.45,178915764.61,125434532.96,430816709.12,96041523.10,50575848.54,70541115.12,366724299.25,190106413.40,133564869.93,84696782.83,375787517.23,246334379.76,176766129.25,114399846.64,427931648.94,235919286.66,180971187.62,103742414.73,481446377.28,296324652.97,239089470.43,139376790.58,474226227.01,278640462.02,241286017.32,92736800.04,630369442.44,477726065.83,336517249.35,132774159.78,893023892.74,496810136.73,401062197.66,187200970.51,606189934.20,291700994.59,486216346.49,267655675.14,416942261.57,193747032.60,331101691.90,292415032.68,196469080.69,0.0
4,营业成本,116461220.79,79537333.97,36811726.47,494744458.87,465931590.00,95934156.40,13502505.93,341972567.50,171034084.38,74921889.36,15054305.02,334172128.57,193932929.85,151416998.40,27075747.40,270739679.60,85009530.93,63254898.04,23589737.55,818246741.11,193446912.13,78085991.16,21629163.04,524377558.48,179729753.32,175944478.55,3091986.46,245539212.58,60277145.33,45475188.45,2365020.51,208516826.33,7932988.23,5000765.74,2035779.56,307152491.64,162546748.55,137466941.26,96430399.26,384879414.32,116065219.79,97698128.85,60007922.23,157264499.43,87246017.25,69531662.89,54295032.56,163412698.83,182115926.10,143778163.44,78822651.23,150517138.34,90861133.71,75847278.34,51920368.90,248370780.11,143521783.76,125538364.31,76442865.22,255285539.35,172389236.15,156685116.19,68913144.93,436328103.08,338042352.59,246178820.99,89698210.67,692427710.45,357171129.30,304495748.73,136795849.89,494641087.72,253878545.20,387919012.27,234663314.32,344265339.88,166250328.46,275521694.08,235189855.32,138309676.30,0.0
5,营业税金及附加,6764514.27,4557567.26,2241718.79,19641877.43,15754127.05,6316649.24,1670577.43,23237148.63,7587047.48,4325449.49,1639267.01,22878155.40,15313116.98,13267644.71,4137438.85,24775181.09,10620369.62,7922996.65,2197405.22,53437247.65,16002599.21,6908794.68,2186017.50,38061498.79,15691359.75,14881622.74,788960.55,13095847.52,4874023.00,3977060.48,415288.96,11051218.78,1288632.42,776594.85,336432.36,11515376.51,2512574.24,1356892.49,497477.40,18831381.15,2212301.30,1102942.70,331303.40,4115127.49,3013995.91,997875.06,1061962.81,4251297.71,3775861.20,1838686.43,825109.40,2782258.65,855832.43,419577.94,123697.84,10906236.23,3799573.26,3764547.47,1819366.94,14004894.58,8871965.96,7903031.76,2552975.21,23960501.18,15190949.76,11041494.20,3287242.25,61264537.82,42446434.28,30376890.55,8170971.03,49826144.38,23490728.22,45372977.06,13428868.24,26039083.02,10412879.94,20747832.95,17695869.86,13503592.34,0.0
6,销售费用,1496748.29,787575.26,355572.18,3524718.46,1368516.98,798199.54,247898.94,3269217.56,2085575.49,744769.07,135589.65,2885047.13,1745048.10,1011953.22,193626.57,2696766.94,1334139.64,450827.10,169338.00,10610920.29,3590642.35,2147996.06,972335.06,8432268.91,3385736.00,1872928.00,401773.00,6724183.40,5200762.48,3049628.23,227298.18,559809.80,150000.00,0,0,2521592.95,2552840.45,1542090.05,743013.20,2651017.17,1967727.75,1339885.41,533000.14,2214148.65,1819187.80,1152553.36,439694.53,2938739.25,2650091.75,1673074.06,745320.35,8381092.65,766891.22,1651240.62,515724.45,595199.80,321097.78,111808.64,12088.85,543961.87,411558.77,339502.10,144009.56,422256.35,289984.78,174483.14,17714.05,5912519.62,364378.32,5161308.91,2449442.05,9781536.54,1847805.11,4296832.81,1653193.13,1043618.32,613912.53,1138320.37,1112365.03,5844889.32,0.0
7,管理费用,12631977.27,6479097.98,2093591.78,70404677.62,59867656.13,22802348.08,12425604.00,66073245.98,52901248.66,34569534.85,11857931.70,65236251.63,39893134.82,27277273.07,10889281.24,61312797.00,45754221.86,26271104.92,10635019.52,53744181.42,40290293.61,23145474.13,10634146.20,61388989.86,44602108.31,31970290.51,17190912.11,57503506.56,44786645.65,30209418.27,15557057.30,47031585.24,32160753.08,22605294.93,11740008.31,82506365.74,47086553.12,31419431.81,24489217.92,93044542.52,67124828.13,41711659.51,19502178.05,73091598.56,65478023.79,41531407.59,16300180.85,81173416.92,41738912.26,25006410.12,16934702.02,143346987.57,50904492.23,41547779.51,21789918.10,111358858.69,74050729.55,56763700.04,36088584.88,126278562.16,47339244.91,42409389.83,4238124.40,96240977.07,70531463.53,42864759.62,22983178.53,81127515.57,60234736.65,39500214.15,30665080.16,27280474.54,2586549.16,36508788.69,13965244.34,36022821.63,10443294.53,21047920.26,23983694.12,21287280.36,0.0
8,财务费用,-16610104.86,-10965082.15,-1490213.81,-2507573.97,-1351402.19,-443866.51,-35137.40,342380.07,2316505.02,4115788.98,4156248.29,28269251.57,25380025.21,17190452.07,9819610.57,50631685.13,38413367.40,20634098.71,9887225.41,83302909.99,65029394.71,42338674.22,22684299.73,81622491.56,63977082.52,40615156.96,19916488.67,59474258.66,40125291.13,12790449.09,6937358.28,23191187.55,14504838.29,7240973.56,3481840.60,18299917.76,13913619.18,7705020.81,3473131.77,13521338.22,10488996.70,10647748.22,5352850.58,35157789.54,34819395.39,20151498.60,11556304.24,129035961.68,24853527.59,11671907.21,15207332.93,122904171.73,92530937.07,61505311.21,29392705.44,110215302.45,74631468.62,52911049.97,25013884.69,78113269.05,49628456.23,33948977.44,16888545.94,73417604.76,53671315.17,36257691.40,16787814.28,52291609.28,36593458.18,21528035.32,9119627.38,24660691.02,9897366.90,12118735.66,3945055.11,9571398.72,6026617.14,12645924.24,14433248.35,17523642.37,0.0
