,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1094988488.36,727140839.64,373454461.31,1661996645.79,1226618284.71,780825986.23,400052049.32,1469448740.92,1059395297.51,656834751.49,295906272.55,1180581447.47,818030804.44,491812994.74,190939364.12,828278321.38,587612107.72,399273185.07,157603542.97,806297911.96,604756333.08,374916403.76,161549188.75,718220284.14,521513449.35,329102727.46,136790043.91,644601998.91,482525368.86,306023995.66,132068177.85,639894400.88,480015371.63,302387018.44,131609267.13,481718258.60,346097608.29,208090379.32,82611788.56,385056817.00,291997049.81,167257427.73,78669512.01,384903504.66,295958183.86,181560629.83,72998657.48,363239717.96,246138697.51,153304111.74,60705247.38,288020503.09,211672753.23,127741531.81,55417487.76,280570782.39,198852297.18,109033115.70,53551592.48,294864281.85,200870376.22,115560824.00,47250233.27,290215360.55,192366128.71,114007682.48,209521908.38,126446208.53,0.0
2,营业收入,1094988488.36,727140839.64,373454461.31,1661996645.79,1226618284.71,780825986.23,400052049.32,1469448740.92,1059395297.51,656834751.49,295906272.55,1180581447.47,818030804.44,491812994.74,190939364.12,828278321.38,587612107.72,399273185.07,157603542.97,806297911.96,604756333.08,374916403.76,161549188.75,718220284.14,521513449.35,329102727.46,136790043.91,644601998.91,482525368.86,306023995.66,132068177.85,639894400.88,480015371.63,302387018.44,131609267.13,481718258.60,346097608.29,208090379.32,82611788.56,385056817.00,291997049.81,167257427.73,78669512.01,384903504.66,295958183.86,181560629.83,72998657.48,363239717.96,246138697.51,153304111.74,60705247.38,287882235.34,211693914.56,127756383.44,55372859.50,280536959.60,198545420.75,108994506.87,53529090.80,294452009.64,200414301.81,115230166.50,47223612.12,290684107.45,192122490.36,113521688.30,209553040.55,126446208.53,0.0
3,二、营业总成本,974177708.89,648055276.12,342737371.84,1494712041.85,1061557254.67,690080906.77,374375106.84,1358277534.14,953308636.26,584433326.64,261193810.55,1084734763.63,732259322.47,451784621.67,176523704.85,778193297.20,544998245.73,375630536.64,148572333.54,755346303.94,563430020.73,353032418.60,155327314.40,675203709.93,484920677.20,302498868.52,127364495.59,579226963.87,431927571.72,274727349.39,119032094.16,575163253.19,431107997.49,273984344.92,120594315.67,436615677.53,311630138.05,188188011.17,76129949.10,350494705.71,266937389.04,157544702.51,75248318.50,352780780.12,267800535.61,167534779.36,65847841.39,318063523.39,216583616.28,137281534.94,54813256.70,248799572.19,178981174.80,111871694.08,47804467.58,229884697.92,160798596.71,87817155.72,43224681.89,247401109.02,162542063.92,90252905.54,36655716.84,244340419.02,155002953.01,92609817.19,170609820.96,104767689.56,0.0
4,营业成本,815984762.98,547052352.47,277841705.89,1264194437.88,924420250.86,584326328.95,301151539.42,1094826104.23,769037278.52,466672613.15,203325084.63,877297057.83,592511247.75,366164990.47,139506782.58,637449621.80,451516531.30,310822632.19,120843105.54,624713082.61,469268938.68,290631112.73,128036007.38,562639699.19,407838462.86,256674255.94,107280978.10,498394612.75,375344423.08,237231977.95,101501544.78,497511776.74,376723177.18,239759987.48,105223252.98,377776693.59,270423169.33,162646627.57,63800565.59,305489138.22,234376768.15,137475717.46,66796621.08,308965703.33,236846872.15,145826349.98,55070743.56,284428692.24,192476796.50,117640766.48,48099536.70,222567805.92,162855767.86,97865515.90,41384196.81,204953029.43,143205898.02,76910650.52,37451720.82,209452296.56,138045378.96,75118109.27,29561230.48,205657929.76,130408887.92,75941718.11,140357243.39,88432213.50,0.0
5,营业税金及附加,12642082.12,8421359.55,4277870.68,23626146.04,18330782.42,11353924.36,5400517.53,23019873.79,16943586.32,10886604.22,5867664.23,17846363.37,7167632.50,4772658.28,2214363.36,6499702.36,5341450.90,3828754.75,2136991.32,4178273.69,3666701.75,2214210.24,808751.69,4960540.61,3534096.25,1733720.81,954677.26,2947713.25,1679843.31,1294407.29,274224.05,4583795.35,3163682.57,1596426.77,1130297.29,2570848.11,2093812.98,1000655.15,661193.39,2573931.57,1919147.27,895977.45,247677.54,2585736.95,1391325.92,320218.65,557909.78,1678569.40,1499449.04,1361463.85,171995.48,1763696.74,1245436.91,499542.93,176172.74,1680623.96,1341825.16,212628.05,0,1035321.03,424309.42,36647.16,0,2303143.69,590970.94,35909.41,1295784.99,770643.40,0.0
6,销售费用,24968573.84,15642493.58,7425233.34,34229524.71,24758177.42,15987757.67,7179509.34,35949998.41,27055487.73,17759443.39,8696171.00,29908996.08,21016861.25,12685952.62,5226116.40,22971096.29,16721073.54,10815702.49,4844828.74,25954591.47,19716418.54,12685631.95,5942542.20,22110160.24,15316359.28,9264137.21,4032604.34,19084355.63,12833108.03,8271937.07,3660985.73,17027162.58,12381344.73,8269147.94,3712242.74,13958809.85,9645343.43,6219719.82,2988837.22,10238250.57,6759310.74,4339829.63,1987961.86,11685260.02,8358951.79,5574880.97,2761816.23,10791187.52,8405952.79,5549988.14,2458426.30,10452868.56,7061898.81,4683767.90,2038395.41,9434152.46,7168728.13,4233884.27,2079549.07,10746366.78,7506929.25,4883985.17,2237190.37,13182301.31,10294227.15,8606395.18,16537805.93,9010751.32,0.0
7,管理费用,77848363.78,51575212.31,25806664.46,112295293.42,80791023.89,87154146.00,42329585.27,155289286.94,118970485.97,77722329.18,38820764.24,145803745.84,112799656.99,70240368.21,28960760.20,110416687.57,76797751.00,49144154.50,23061312.85,86814975.25,63647358.42,40928957.30,20029681.11,74100195.59,52223962.61,30930342.04,14952644.03,57986446.32,43753140.18,27556314.92,13957501.45,54302026.48,37996927.88,22943396.24,9840478.18,39878695.84,29715470.77,16935965.82,8537264.59,34809777.16,21113546.81,12187503.47,6214623.50,29136263.37,21073916.07,12964275.36,5922802.85,16479473.04,15173960.04,11342405.96,3901964.02,16656689.44,11741055.52,8759648.27,4060876.40,18080223.57,13739645.86,6638854.71,3798796.57,26142521.68,16311596.92,9856575.51,4980318.54,22287807.98,12998677.19,7572639.77,12645614.78,6647604.10,0.0
8,财务费用,-19780174.31,-13306749.59,-3922128.76,-37772180.39,-37519106.15,-12208925.36,19019199.52,23803359.04,15215685.55,6989318.80,1393201.53,-21840278.60,-8652574.12,-7849978.90,-348970.83,-16014325.11,-11411853.25,-3699145.06,-2764472.37,2111564.12,2446351.86,2792712.74,1092908.89,4043061.64,2871969.50,1404874.01,-224480.72,-4157868.50,-3767839.93,-1862678.82,-962181.30,-4545716.75,-2780892.14,-1250293.85,-1172899.60,-3511279.06,-2153812.98,-280439.14,-353042.01,-6004589.10,-4567974.65,45930.92,1434.52,-1560874.30,-1470530.32,2359369.34,1534568.97,336070.97,-972542.09,1386910.51,181334.20,-2641488.47,-3922984.30,63219.08,144826.22,-4263331.50,-4657500.46,-178861.83,-105384.57,24602.97,253849.37,357588.43,-123022.55,909236.28,710189.81,453154.72,-226628.13,-93522.76,0.0
