9,研发费用,15112172.69,8326404.56,3171888.91,33971324.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,24597519.31,-141261.75,-142651.49,-142651.49,9232261.83,0.00,0,0,1739625.21,-1146224.12,-64663.30,0,8580682.58,577757.98,0,0,1885871.00,0,0,0,2900747.30,0,0,0,5338669.20,0.00,0,0.00,1787936.51,0,0,0,1186531.17,14120.37,14120.37,0,39323.82,126648.00,126648.00,0,1255299.36,0,0,0,243475.93,0,1295644.81,1096897.83,448825.24,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,800000.00,800000.00,800000.00,0,0,0,0,0,0,0,0,0,0,0,0,-694360.52,37739.99,37739.99,0,-8054010.66,-1661500.30,-1661500.30,0.00,22010478.90,1646481.75,1646481.75,136162.73,2081135.75,2777216.83,2777216.83,2777216.83,961332.54,2464780.82,2590502.10,2590502.10,4362361.92,4050468.45,3943194.54,3342661.03,4047305.56,3606156.56,2671108.99,943592.92,2897254.23,1376917.61,1376917.61,0,613469.32,688089.43,468842.24,-1507686.75,1995057.06,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-694360.52,0,0,0,-8432740.83,0,0,0,-2111543.95,0,0,0,-696081.08,0.00,0,0.00,-1288667.46,214780.82,340502.10,340502.10,0,1800468.45,1693194.54,1092661.03,0,2271773.00,0,0,0,0,0,0,613469.32,0,0,-1507686.75,2217924.15,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-28942116.76,-9139569.36,-4614329.67,-76832783.24,-1639990.16,4272457.88,4253933.85,14036657.42,20169565.63,14737694.32,10692894.07,-333868.74,-2103046.26,-2168806.16,-2828739.59,-41470222.40,-22553993.67,-14900443.24,-8371847.34,2255488.39,-2721444.09,-1471427.46,-182734.06,-7438770.47,-16281202.48,-9608367.80,-9064234.92,-55289229.92,-34642304.08,-20630080.54,-6846514.34,-22492180.90,-19789019.05,-13929321.14,-4173064.66,-1998815.11,-4240172.16,-3589068.56,-1096149.77,2523415.96,4940503.87,7680032.75,1527469.55,13101218.46,7876994.53,5363759.17,1128880.83,25622169.96,14538173.03,14063191.16,29398771.22,17663516.01,0.0
16,加:营业外收入,6891979.45,3770314.12,50067.97,7632674.50,8195168.42,3947136.84,185641.80,8554548.15,7389400.17,6369346.17,682204.29,7510417.21,5986258.23,5596359.53,5251156.00,8070718.98,6350864.42,4007112.71,3702806.92,6286618.99,4331726.51,3272244.51,1146218.01,13519412.39,12078092.22,11519015.93,9958341.27,4230461.98,4589879.71,3883879.71,619617.05,7510182.27,3398125.41,3092979.91,2431211.95,16892816.41,8931295.43,4739590.50,1270000.00,17952458.83,8865042.32,4354473.99,4268939.86,23561510.84,18086001.37,17801001.37,6547772.04,6671968.28,3918039.39,48164.42,367807.52,2135963.50,0.0
17,减：营业外支出,207450.58,195690.58,81711.22,112015.67,1922741.55,46406.95,25097.21,265043.17,776352.55,39320.20,9956.89,202634.51,202463.57,161779.04,-27187.08,730489.65,10020.93,16019.42,16019.42,94877.42,31604.25,11468.53,0.00,256.91,256.75,256.75,200.00,125182.26,10370.13,10370.13,6014.80,109243.67,103930.25,53489.07,39993.69,204861.62,146478.33,47414.11,0,352772.88,351781.08,333453.20,15758.34,233194.09,232541.99,232541.99,90365.22,132925.07,93880.04,10544.84,237506.07,363348.31,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,736177.77,0,1145.42,0,0,0,-27187.08,0,10020.93,0,16019.42,0,0,0,0,0,0.00,0.00,0,117700.11,3575.78,0,0.00,0,0,0,39993.69,0,0,0,0,0,0,0,15758.34,0,0,0,87565.22,48028.59,0,0,78770.19,168711.00,0.0
19,四、利润总额,-22257587.89,-5564945.82,-4645972.92,-69312124.41,4632436.71,8173187.77,4414478.44,22326162.40,26782613.25,21067720.29,11365141.47,6973913.96,3680748.40,3265774.33,2449603.49,-34129993.07,-16213150.18,-10909349.95,-4685059.84,8447229.96,1578678.17,1789348.52,963483.95,6080385.01,-4203367.01,1910391.38,893906.35,-51183950.20,-30062794.50,-16756570.96,-6232912.09,-15091242.30,-16494823.89,-10889830.30,-1781846.40,14689139.68,4544644.94,1103107.83,173850.23,20123101.91,13453765.11,11701053.54,5780651.07,36429535.21,25730453.91,22932218.55,7586287.65,32161213.17,18362332.38,14100810.74,29529072.67,19436131.20,0.0
20,减：所得税费用,219582.65,207133.56,181276.38,-425146.82,3721241.19,2287889.57,1071238.79,3532911.66,8365372.59,6023279.32,3439633.76,-94320.45,197337.96,0,0,-1283967.09,0,0,0,192521.06,0.00,0,0,-105870.29,0.00,0,0,71197.73,0.00,0,0.00,-54497.77,6787.34,1213.98,0,2288507.71,344196.74,67153.47,0,1468182.41,1223929.34,1193272.36,0,4387740.70,0,0,0,1069550.08,0,2205680.54,2040781.76,2617014.10,0.0
21,五、净利润,-22477170.54,-5772079.38,-4827249.30,-68886977.59,911195.52,5885298.20,3343239.65,18793250.74,18417240.66,15044440.97,7925507.71,7068234.41,3483410.44,3265774.33,2449603.49,-32846025.98,-16213150.18,-10909349.95,-4685059.84,8254708.90,1578678.17,1789348.52,963483.95,6186255.30,-4203367.01,1910391.38,893906.35,-51255147.93,-30062794.50,-16756570.96,-6232912.09,-15036744.53,-16501611.23,-10891044.28,-1781846.40,12400631.97,4200448.20,1035954.36,173850.23,18654919.50,12229835.77,10507781.18,5780651.07,32041794.51,25730453.91,22932218.55,7586287.65,31091663.09,18362332.38,11895130.20,27488290.91,16819117.10,0.0
22,归属于母公司所有者的净利润,-22484639.99,-5705907.14,-4821170.41,-68387295.06,1142944.93,6067384.32,3497055.65,19679211.79,18431416.53,14916197.84,8011175.02,7012599.24,3431007.72,3275419.06,2450629.20,-31184835.04,-15592736.43,-10516708.39,-4256777.83,8271387.34,1276605.67,1403481.16,793239.53,5859892.42,-4746416.08,1300640.52,569239.47,-51530836.55,-30306145.73,-16929161.75,-6272325.89,-14306754.90,-15834623.82,-10552131.40,-1389138.08,11912346.13,4028342.40,772674.34,50441.70,18414068.39,12262020.23,10605564.40,6076221.78,32736342.53,26218698.28,23142200.28,7635387.65,31760672.46,19069741.16,12340394.26,27926984.61,17033244.30,0.0
23,少数股东损益,7469.45,-66172.24,-6078.89,-499682.53,-231749.41,-182086.12,-153816.00,-885961.05,-14175.87,128243.13,-85667.31,55635.17,52402.72,-9644.73,-1025.71,-1661190.94,-620413.75,-392641.56,-428282.01,-16678.44,302072.50,385867.36,170244.42,326362.88,543049.07,609750.86,324666.88,275688.62,243351.23,172590.79,39413.80,-729989.63,-666987.41,-338912.88,-392708.32,488285.84,172105.80,263280.02,123408.53,240851.11,-32184.46,-97783.22,-295570.71,-694548.02,-488244.37,-209981.73,-49100.00,-669009.37,-707408.78,-445264.06,-438693.70,-214127.20,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.070600,-0.018000,-0.015100,-0.210000,0.002900,0.019000,0.010900,0.060000,0.058400,0.048000,0.025900,0.020000,0.011800,0.011000,0.008400,-0.110000,-0.050000,-0.036000,-0.014600,0.030000,0.004000,0.005000,0.002700,0.020000,-0.016000,0.004000,0.002000,-0.180000,-0.104000,-0.058000,-0.020000,-0.050000,-0.054000,-0.036000,0,0.040000,0.020000,0.003000,0,0.060000,0.040000,0.040000,0.020000,0.140000,0.120000,0.110000,0.040000,0.150000,0.080000,0.060000,0.130000,0.080000,0.0
26,稀释每股收益(元/股),-0.070600,-0.018000,-0.015100,-0.210000,0.002900,0.019000,0.010900,0.060000,0.058400,0.048000,0.025900,0.020000,0.011800,0.011000,0.008400,-0.110000,-0.050000,-0.036000,-0.014600,0.030000,0.004000,0.005000,0.002700,0.020000,-0.016000,0.004000,0.002000,-0.180000,-0.104000,-0.058000,-0.020000,-0.050000,-0.054000,-0.036000,0,0.040000,0.020000,0.003000,0,0.060000,0.040000,0.040000,0.020000,0.140000,0.120000,0.110000,0.040000,0.150000,0.080000,0.060000,0.130000,0.080000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,-22477170.54,-5772079.38,-4827249.30,-68886977.59,911195.52,5885298.20,3343239.65,18793250.74,18417240.66,15044440.97,7925507.71,7068234.41,3483410.44,3265774.33,2449603.49,-32846025.98,-16213150.18,-10909349.95,-4685059.84,8254708.90,1578678.17,1789348.52,963483.95,6186255.30,-4203367.01,1910391.38,893906.35,-51255147.93,-30062794.50,-16756570.96,-6232912.09,-15036744.53,-16501611.23,-10891044.28,-1781846.40,12400631.97,4200448.20,1035954.36,173850.23,18654919.50,12229835.77,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,-22484639.99,-5705907.14,-4821170.41,-68387295.06,1142944.93,6067384.32,3497055.65,19679211.79,18431416.53,14916197.84,8011175.02,7012599.24,3431007.72,3275419.06,2450629.20,-31184835.04,-15592736.43,-10516708.39,-4256777.83,8271387.34,1276605.67,1403481.16,793239.53,5859892.42,-4746416.08,1300640.52,569239.47,-51530836.55,-30306145.73,-16929161.75,-6272325.89,-14306754.90,-15834623.82,-10552131.40,-1389138.08,11912346.13,4028342.40,1035954.36,50441.70,18414068.39,12262020.23,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,7469.45,-66172.24,-6078.89,-499682.53,-231749.41,-182086.12,-153816.00,-885961.05,-14175.87,128243.13,-85667.31,55635.17,52402.72,-9644.73,-1025.71,-1661190.94,-620413.75,-392641.56,-428282.01,-16678.44,302072.50,385867.36,170244.42,326362.88,543049.07,609750.86,324666.88,275688.62,243351.23,172590.79,39413.80,-729989.63,-666987.41,-338912.88,-392708.32,488285.84,172105.80,0,123408.53,240851.11,-32184.46,0,0,0,0,0,0,0,0,0,0,0,0.0
