,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20050331,20041231,20040930,20031231,20021231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,136606000000.00,89907000000.00,47619000000.00,158287000000.00,114619000000.00,73385000000.00,35332000000.00,139975000000.00,103040000000.00,68107000000.00,34546000000.00,157060000000.00,118658000000.00,80870000000.00,40917000000.00,154348000000.00,112354000000.00,72258000000.00,34207000000.00,124898000000.00,90850000000.00,59408000000.00,28602000000.00,109287000000.00,80304000000.00,53464000000.00,25096000000.00,87619000000.00,63522000000.00,41221000000.00,19232000000.00,59870000000.00,41087000000.00,26246000000.00,11653466928.60,43455912751.83,31793381205.48,20358461088.71,9625050550.57,31679045403.17,21956329664.98,13922581369.52,6723332888.67,29714980693.20,22268315169.06,15016752534.84,7338782784.97,22055410765.54,15982859651.14,10035951194.10,4646634261.40,13649582496.82,6053785300.53,9736591152.62,2175439460.40,7417954014.31,0,5655268489.11,3899582491.87,1315473578.94,878091963.84,0.0
2,利息净收入,76301000000.00,49895000000.00,24708000000.00,95657000000.00,70319000000.00,45599000000.00,21922000000.00,88451000000.00,67483000000.00,44003000000.00,21739000000.00,112319000000.00,84547000000.00,58878000000.00,29581000000.00,119834000000.00,88008000000.00,55120000000.00,26976000000.00,95560000000.00,69954000000.00,45036000000.00,21235000000.00,85845000000.00,63111000000.00,42261000000.00,19955000000.00,72193000000.00,52967000000.00,34608000000.00,16386000000.00,50734000000.00,35007000000.00,22161000000.00,9785037409.54,38031783254.81,27435331410.77,17592672658.50,8431981979.05,27201737211.91,19286350336.16,12080544919.17,5940381983.14,26192454976.60,19809228795.07,13147192587.05,6365022316.29,20845992027.40,14909730593.12,9352567402.83,4319177810.35,13250966375.17,5941879034.58,9305452820.87,1611837108.03,7296104530.27,0,5498726109.28,2739768795.57,1242070913.57,841503228.60,0.0
3,其中：利息收入,201032000000.00,132311000000.00,65394000000.00,270578000000.00,203618000000.00,135283000000.00,67113000000.00,252644000000.00,187858000000.00,121872000000.00,59463000000.00,236279000000.00,176666000000.00,120776000000.00,60371000000.00,255972000000.00,191503000000.00,123694000000.00,60840000000.00,219414000000.00,162949000000.00,108623000000.00,53620000000.00,189602000000.00,138133000000.00,89515000000.00,42819000000.00,155755000000.00,115008000000.00,76540000000.00,38017000000.00,108447000000.00,75180000000.00,46018000000.00,22821598672.98,70975614135.56,50411365687.66,31625545786.35,14586016851.47,50038804198.03,36443005427.00,23654306517.12,11717881764.86,52524862544.62,39759379768.45,25760624407.43,12213071213.17,40197647792.35,28454971999.07,17488650286.27,7997632254.86,24953866489.75,11018490841.24,17246346149.53,3310880316.05,12401668420.08,0,9510930275.80,5266858786.29,3725298226.06,2658511378.94,0.0
4,减：利息支出,124731000000.00,82416000000.00,40686000000.00,174921000000.00,133299000000.00,89684000000.00,45191000000.00,164193000000.00,120375000000.00,77869000000.00,37724000000.00,123960000000.00,92119000000.00,61898000000.00,30790000000.00,136138000000.00,103495000000.00,68574000000.00,33864000000.00,123854000000.00,92995000000.00,63587000000.00,32385000000.00,103757000000.00,75022000000.00,47254000000.00,22864000000.00,83562000000.00,62041000000.00,41932000000.00,21631000000.00,57713000000.00,40173000000.00,23857000000.00,13036561263.44,32943830880.75,22976034276.89,14032873127.85,6154034872.42,22837066986.12,17156655090.84,11573761597.95,5777499781.72,26332407568.02,19950150973.38,12613431820.38,5848048896.88,19351655764.95,13545241405.95,8136082883.44,3678454444.51,11702900114.58,5076611806.66,7940893328.66,1699043208.02,5105563889.81,0,4012204166.52,2527089990.72,2483227312.49,1817008150.34,0.0
5,手续费及佣金净收入,36142000000.00,23546000000.00,11301000000.00,42978000000.00,31175000000.00,20117000000.00,9141000000.00,38739000000.00,27503000000.00,18310000000.00,8890000000.00,36552000000.00,26104000000.00,17139000000.00,7673000000.00,32190000000.00,23479000000.00,14922000000.00,6583000000.00,27041000000.00,19665000000.00,12948000000.00,6312000000.00,23762000000.00,16862000000.00,10820000000.00,4731000000.00,14947000000.00,9916000000.00,6218000000.00,2623000000.00,8845000000.00,5907000000.00,3792000000.00,1616026231.37,4801161388.72,3425813637.59,2132756499.39,985257628.26,3115995197.24,1990559110.44,1293258406.08,497721956.24,2623844323.76,1945146205.92,1380480954.76,617899534.27,1517855186.35,890667358.11,491889983.39,211051204.11,432762982.47,180567561.64,237227548.31,-9225638.88,193066278.52,0,123477589.84,-15704188.82,51011688.47,14580421.09,0.0
6,其中:手续费及佣金收入,39074000000.00,25335000000.00,12123000000.00,47062000000.00,34051000000.00,22011000000.00,9908000000.00,42027000000.00,29756000000.00,19731000000.00,9599000000.00,38682000000.00,27380000000.00,17861000000.00,7955000000.00,33592000000.00,24516000000.00,15565000000.00,6878000000.00,28412000000.00,20593000000.00,13535000000.00,6603000000.00,24736000000.00,17550000000.00,11253000000.00,4923000000.00,15681000000.00,10428000000.00,6552000000.00,2782000000.00,9418000000.00,6291000000.00,4048000000.00,1727429259.21,5228947700.97,3708385846.71,2316301362.06,1071580887.67,3482170557.54,2294039465.76,1472910406.82,567458614.39,2924570896.97,2155029930.95,1524124455.03,682815656.96,1829159751.53,1065645406.90,600999420.17,253630894.36,607562423.87,219763780.36,316067256.46,0,234554007.35,0,149956196.97,0,58716301.83,21036321.08,0.0
7,减：手续费及佣金支出,2932000000.00,1789000000.00,822000000.00,4084000000.00,2876000000.00,1894000000.00,767000000.00,3288000000.00,2253000000.00,1421000000.00,709000000.00,2130000000.00,1276000000.00,722000000.00,282000000.00,1402000000.00,1037000000.00,643000000.00,295000000.00,1371000000.00,928000000.00,587000000.00,291000000.00,974000000.00,688000000.00,433000000.00,192000000.00,734000000.00,512000000.00,334000000.00,159000000.00,573000000.00,384000000.00,256000000.00,111403027.84,427786312.25,282572209.12,183544862.67,86323259.41,366175360.30,303480355.32,179652000.74,69736658.15,300726573.21,209883725.03,143643500.27,64916122.69,311304565.18,174978048.79,109109436.78,42579690.25,174799441.40,39196218.72,78839708.15,9225638.88,41487728.83,0,26478607.13,15704188.82,7704613.36,6455899.99,0.0
8,汇兑收益,861000000.00,516000000.00,299000000.00,-11298000000.00,-10783000000.00,-4578000000.00,2417000000.00,7386000000.00,5681000000.00,3252000000.00,-296000000.00,-105000000.00,746000000.00,134000000.00,111000000.00,-2850000000.00,-2374000000.00,-493000000.00,-523000000.00,692000000.00,226000000.00,-735000000.00,-558000000.00,744000000.00,325000000.00,-400000000.00,-29000000.00,439000000.00,701000000.00,99000000.00,-16000000.00,217000000.00,163000000.00,108000000.00,59545370.69,53465634.55,-1227535.11,58759838.28,-38285634.87,326920602.90,310018300.46,309584722.17,147011121.87,525621808.12,550378437.94,468406825.58,234968584.64,173892601.57,100247537.73,54288682.26,18169604.10,0,0,0,11311061.90,0,0,0,41650509.30,15268451.78,13005513.88,0.0
9,投资净收益,20175000000.00,15111000000.00,8215000000.00,26482000000.00,17951000000.00,7307000000.00,2624000000.00,4514000000.00,2439000000.00,3190000000.00,2400000000.00,11836000000.00,10259000000.00,8702000000.00,3903000000.00,3482000000.00,2103000000.00,3022000000.00,1060000000.00,-96000000.00,87000000.00,846000000.00,-70000000.00,22000000.00,405000000.00,803000000.00,78000000.00,-346000000.00,-362000000.00,21000000.00,-111000000.00,324000000.00,313000000.00,128000000.00,191956074.58,354388015.11,507728302.32,152809231.42,23089493.94,1007511995.77,389694604.87,231628849.62,238629750.65,450818005.04,113855788.34,196499777.84,242165450.11,-530921890.10,-127385753.29,-32196324.42,51214509.68,0,0,0,492590993.23,0,0,0,1029832869.08,448882619.03,473978986.56,0.0
10,其中:对联营公司的投资收益,160000000.00,86000000.00,67000000.00,265000000.00,259000000.00,207000000.00,89000000.00,292000000.00,248000000.00,153000000.00,80000000.00,246000000.00,213000000.00,119000000.00,65000000.00,275000000.00,230000000.00,125000000.00,77000000.00,264000000.00,187000000.00,125000000.00,63000000.00,248000000.00,183000000.00,137000000.00,66000000.00,221000000.00,169000000.00,103000000.00,59000000.00,197000000.00,140000000.00,90000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
