,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,45511323230.80,31819674551.64,18919889057.51,8347109923.68,36248213119.49,26825533298.22,17595062332.34,6078911989.62,22460534835.33,15826031497.47,9806435235.97,4781119285.41,14117933316.03,9704197084.48,6140522060.76,2717887507.58,12541945511.81,9612155746.68,6570490358.69,3401347440.56,18022318643.31,13317493018.36,9160354759.27,4466629899.52,19298525693.51,13995411616.22,9276370925.39,4826662548.21,18281606128.55,13207124391.18,8955583555.67,4121056131.69,19281868933.71,14487579208.73,9470715819.34,4467041749.23,15980005884.95,11620406670.14,7577163043.76,3414527374.40,13427813849.29,10035152393.54,6422036398.57,3251857411.76,17467970976.11,14594936697.92,9990116018.45,4544434246.68,11349781460.64,7647521919.97,4706143903.97,2189117579.30,8803451259.12,6547742499.68,4332277544.59,2017440356.59,8552888873.66,6524822208.66,7590168838.40,5102654810.73,0.0
2,营业收入,45511323230.80,31819674551.64,18919889057.51,8347109923.68,36248213119.49,26825533298.22,17595062332.34,6078911989.62,22460534835.33,15826031497.47,9806435235.97,4781119285.41,14117933316.03,9704197084.48,6140522060.76,2717887507.58,12541945511.81,9612155746.68,6570490358.69,3401347440.56,18022318643.31,13317493018.36,9160354759.27,4466629899.52,19298525693.51,13995411616.22,9276370925.39,4826662548.21,18281606128.55,13207124391.18,8955583555.67,4121056131.69,19281868933.71,14487579208.73,9470715819.34,4467041749.23,15980005884.95,11620406670.14,7577163043.76,3414527374.40,13427813849.29,10035152393.54,6422036398.57,3251857411.76,17467970976.11,14594936697.92,9990116018.45,4544434246.68,11349781460.64,7647521919.97,4706143903.97,2189117579.30,8803451259.12,6547742499.68,4332277544.59,2017440356.59,8543369865.95,6518644356.98,7551578124.74,5070903952.99,0.0
3,二、营业总成本,40614864658.08,28119381304.15,16108476255.87,7071896362.63,27536679783.69,20034992189.41,13364725790.36,4825203820.75,17128760703.89,12643187330.82,8409847767.98,4253040935.19,12860553058.05,9019749978.73,5650949369.34,2640712710.55,13808311121.16,10386653471.84,6893933337.29,3609368882.49,17993896697.54,13349727093.37,9223103207.61,4521612731.25,19271403362.61,14033662641.56,9338472166.03,4801305099.68,18569391060.06,13539041522.25,8957099160.52,4124724514.04,19013959304.54,14234128615.09,9308092972.49,4402144386.46,15804701572.86,11528011368.43,7485879706.84,3357596090.52,13369326772.98,10051734684.12,6809642142.71,3463597552.44,17463680521.61,13880851973.55,9312180778.50,4302665499.21,10633714766.94,7199554864.71,4395504698.20,2038106370.34,8284458619.01,6137637439.03,4080815247.78,1974017383.81,8393726573.79,6381052902.11,6960409611.20,4063447202.18,0.0
4,营业成本,38900711196.00,26923320570.04,15279138139.28,6666891978.53,25856954895.37,19378289642.17,12924497753.74,4691866939.15,16599340673.88,12261479912.64,8185559915.70,4141657311.89,12349669534.29,8650162205.32,5419712130.69,2530274946.41,13104292625.03,9936780501.03,6602590687.24,3479283402.32,17455207596.98,12951850206.56,8951151744.26,4382275296.38,18656307056.26,13583972634.05,9047707363.53,4633364807.26,17936971973.08,13094899442.10,8684056067.78,4009075504.35,18396163408.76,13827516286.78,9066663891.13,4262084023.15,15335138110.69,11212292440.61,7276670703.16,3251571954.86,12989652340.75,9775383965.87,6632338754.39,3310458188.55,16915799271.17,13411618679.13,8979693642.06,4141542665.27,10190646081.15,6892286077.37,4185576180.62,1950364365.87,7929722588.37,5849109670.05,3867066837.96,1892069018.83,8018170044.01,6161646804.09,6654841923.51,3828012534.86,0.0
5,营业税金及附加,194127354.33,155583965.16,112651175.64,59189379.99,299602866.34,228308702.05,150705190.36,57783508.44,187215483.09,126626908.34,67166865.85,31411228.66,82342326.55,46349022.97,23908093.76,4832724.16,28137303.40,27557116.46,19666557.64,8770641.97,60362204.26,40482858.90,35518877.08,12677097.56,39568575.47,29599202.64,16498231.81,9592160.68,49780588.60,27629843.16,23628326.10,13058458.25,58194338.74,40619823.56,29744827.23,25310086.12,36825483.89,28422147.46,20629495.77,15119271.40,32761785.45,31014488.98,24224580.22,14584553.86,67706439.07,64472590.05,57229981.30,33586963.87,56917451.67,42072869.21,29771618.38,15535397.70,48074506.20,39753767.90,31192720.98,13517464.45,33654549.43,27897006.56,38608516.31,42449051.36,0.0
6,销售费用,126347928.07,91365017.02,59971701.30,25636126.08,88220602.24,61302950.48,41453966.40,22387141.99,75585457.46,54832983.49,37693403.71,18701295.94,69844114.00,47870045.64,31335674.73,16447987.79,49089436.82,37469323.56,24224147.33,11492214.45,44069116.32,30154653.99,24067147.50,9186650.36,42586486.34,40513900.53,29025791.08,16260639.15,52005307.65,37058526.89,24222629.19,10147007.93,43068797.03,33593539.22,21477715.90,10807682.92,45726233.25,34579540.34,23485423.40,11372838.31,45886918.57,33248096.56,22373238.26,10834238.02,47479597.34,39036913.80,26314824.11,12247845.04,42965881.07,27819551.79,17795317.32,9647894.21,41111784.56,28329093.18,20352765.17,9474697.43,37928571.77,27868560.12,32959094.69,28027906.00,0.0
7,管理费用,417126696.91,321313274.32,189264764.15,81917063.15,411885091.54,308537228.30,194708933.36,37272651.00,197872834.99,137367262.11,81717871.52,38047671.28,208998652.46,152190496.20,90447451.28,43497131.93,187137269.73,110252925.06,70919529.95,32376019.70,175622387.16,109527342.86,81614629.84,35674327.63,180366894.30,128473772.84,79269125.08,38776149.67,164957590.83,117595063.89,78018524.70,36225738.90,167607895.22,114390949.62,73558253.49,35855016.72,159776096.87,106182264.16,70289197.56,34155541.38,142936317.49,106752840.31,67288749.38,30725089.56,114061523.70,117626671.31,85850340.15,34598319.16,135567734.53,114472064.04,90131545.10,30024337.82,133276148.16,127025254.35,97261955.21,27573566.36,170132235.57,70069253.29,145526727.12,121236688.36,0.0
8,财务费用,28980177.19,-13818737.17,-7050538.76,93413.23,59735598.36,47374420.85,48433987.98,15296781.10,70185401.24,60599555.46,36208530.49,22611975.27,145001131.74,117087099.61,83379864.22,44420848.53,210988466.07,152748431.92,106853161.45,61644899.09,246820420.15,191973157.30,125579569.72,78590024.55,345178815.26,245047924.19,156361034.28,94997671.69,361164031.31,235585716.87,140642821.53,63132774.44,337132520.88,211990509.64,119324866.21,64816510.38,215323335.80,147615821.82,95359941.18,46548724.63,173763209.81,123203704.20,76204568.47,38720670.90,300447152.52,247496730.47,162794494.95,80625128.20,210507178.61,122904302.30,72230036.78,32534374.73,133339401.48,93419653.55,64940968.46,31382636.74,133841173.01,93571278.05,88473349.57,43721021.60,0.0
