,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1767029595.40,1124397020.19,505579319.71,1990213558.08,1472119228.05,974394396.81,452220201.07,1594116212.29,1140582967.97,751034596.93,361540226.33,1396672088.94,1040229467.36,690129208.54,341645988.68,1155783343.37,871741060.54,579658465.55,299039668.30,1217885733.45,922115462.36,601771323.03,291686835.20,1114434631.94,822680179.61,531087889.49,267375909.89,1013681321.29,772917890.30,463201246.30,226574455.87,873890442.22,640434333.10,388676111.19,183280816.58,781315791.61,585067643.10,349482850.65,167859967.60,621196340.11,472899146.63,289647615.54,133226102.07,487116254.06,354132043.79,230873864.78,108403210.25,399096017.66,288917099.01,182428611.13,86839678.18,340114409.68,241085251.74,151761210.56,72069760.53,301212027.34,218540560.26,141094296.64,67358107.94,241249642.11,173580570.77,113993857.78,54463912.76,218214489.39,162963874.48,107829647.76,177102769.30,133131315.08,0.0
2,营业收入,1767029595.40,1124397020.19,505579319.71,1990213558.08,1472119228.05,974394396.81,452220201.07,1594116212.29,1140582967.97,751034596.93,361540226.33,1396672088.94,1040229467.36,690129208.54,341645988.68,1155783343.37,871741060.54,579658465.55,299039668.30,1217885733.45,922115462.36,601771323.03,291686835.20,1114434631.94,822680179.61,531087889.49,267375909.89,1013681321.29,772917890.30,463201246.30,226574455.87,873890442.22,640434333.10,388676111.19,183280816.58,781315791.61,585067643.10,349482850.65,167859967.60,621196340.11,472899146.63,289647615.54,133226102.07,487116254.06,354132043.79,230873864.78,108403210.25,399096017.66,288917099.01,182428611.13,86839678.18,339115594.86,240441823.40,151389114.77,71933323.67,300565543.51,218336930.65,141050623.79,67333951.85,239060843.83,173304712.31,113745885.01,54441517.35,217003855.82,162393152.70,107303215.08,172920777.95,131853492.57,0.0
3,二、营业总成本,1457056666.00,917054135.85,426326620.23,1735889146.58,1211958554.72,798656424.97,387461778.42,1344491580.73,927965345.18,608560794.08,312588284.15,1141895429.55,823028523.29,545800380.57,282144000.86,939692927.13,675845688.10,464022573.24,240890962.32,887283716.32,639195282.86,421494232.09,214575751.76,789609524.23,553712693.45,365630390.68,194867559.27,741110832.05,546475907.39,329354623.24,170668027.64,611893352.18,430676188.02,267073369.65,131053264.23,546329946.04,386286328.20,240074648.98,122404276.48,404894727.57,303175875.83,183894871.40,88027605.60,320711223.12,218620541.62,143140516.61,68872858.34,278926283.71,189871141.29,124706104.20,63096044.71,245651262.45,166987841.16,103640549.65,51474455.42,220288384.56,156428533.87,98732894.85,49093620.58,175602707.00,122760817.03,80187658.26,40102012.10,164692267.74,119684856.60,79395661.22,123881815.51,85164165.54,0.0
4,营业成本,970211025.90,593600929.13,258940393.27,1177016551.33,856232878.96,587157321.95,282503476.71,935607383.66,683334837.83,450463978.01,240349378.76,814164767.54,596121802.47,402036055.91,214442684.81,668590491.18,497178119.44,341841523.33,186189660.77,662703935.01,486067126.25,321164021.78,167309341.24,571199652.06,410177215.73,271664365.18,149734504.82,515261300.38,395203052.43,230037009.36,124377658.07,425179507.56,307712843.03,185698270.77,94633600.76,359992666.81,270221671.62,164459537.63,86472777.10,266134224.05,202023007.07,122962863.95,60040649.52,190224619.78,133801794.84,85347471.93,43924812.11,156281474.30,113684556.68,76541216.93,39529481.39,144942080.72,103277831.68,64398791.19,32304416.68,133365650.88,98650088.96,63135033.14,31154886.58,101480184.62,73501964.72,47776968.69,23677448.15,99102855.78,75459866.40,51951652.37,61210947.14,41114415.80,0.0
5,营业税金及附加,7919678.05,5396444.98,1767296.78,12277352.36,7937058.46,4629633.64,1316854.62,10380646.67,5919464.78,4535118.36,1252524.69,13625102.21,7501726.31,4624604.40,2190723.97,8967343.09,6146069.74,3819786.74,1369146.56,8281371.88,6417252.42,4259668.69,1729771.72,9942428.07,6925039.67,4796154.18,2483114.46,9173643.84,6627485.32,4182284.16,1878824.05,7707833.05,5498187.23,3759942.51,1960591.61,5874940.34,3804410.98,2420210.12,1359733.82,5659048.71,4293171.33,2830715.77,1403420.53,5098867.19,3666832.35,2456620.31,986733.15,4286937.79,2797070.34,1812986.82,813524.55,2807336.98,1764396.07,1005053.93,302705.85,1326232.46,926581.92,595143.08,345994.43,763703.75,575737.76,366960.14,172958.96,644997.44,453424.47,285788.31,536371.13,346156.81,0.0
6,销售费用,267889783.66,174880076.80,82588852.34,303143752.02,187053063.24,112148517.25,57964000.57,230315149.49,148699186.79,95990177.62,46341732.00,218356512.81,140143634.04,86693728.61,46312580.74,170227752.87,111302643.22,72852523.23,31629917.94,141395419.19,91339693.97,61543633.65,30395136.60,147323415.14,95269681.64,60844758.75,29524341.22,156573333.26,102299853.35,68436778.68,29467155.02,131009689.36,83318918.14,54220520.63,24878531.44,136462852.63,80473696.21,50960564.32,24275850.33,95520535.88,69529603.95,40408864.23,16710601.97,80279124.66,52552338.80,33563798.39,14419259.05,68179245.84,43400893.81,27078276.48,12704091.84,57253584.09,34446431.26,23221349.07,11593421.83,54881008.45,37577926.11,21874381.43,11087404.29,43989968.51,28001880.05,17874229.74,9757143.90,35892802.31,24443116.25,15414296.06,34855646.63,24902606.27,0.0
7,管理费用,162975788.04,111358339.49,63317924.91,186024782.51,130763438.21,89499851.77,43600386.73,161957448.89,92589807.50,57707927.04,28175711.77,111515307.11,87620661.17,57242696.48,23982770.45,104682139.54,68504929.90,46698964.62,22331563.93,80034620.69,58323192.37,37122895.04,17827059.55,66562267.94,45220378.36,30248870.41,14679656.48,67826271.29,45576906.33,30218351.70,15869084.61,51999594.88,36851550.82,24748991.93,10401698.16,46020859.02,33263196.82,22137313.47,11877122.19,38191170.97,25924803.58,17033663.10,9734615.45,45585976.21,27241399.48,20236255.18,8704575.20,49028184.69,28819084.77,18595235.63,9463271.19,41860679.96,28706218.35,16323067.48,7642862.77,34307605.44,22383038.76,13996788.25,7126140.62,30003988.47,21102566.42,14340284.45,6492040.89,28977902.26,19084871.75,11544461.86,26532474.70,18766453.02,0.0
8,财务费用,16293420.18,11699253.14,7591062.31,4746157.84,-1678365.06,-2804670.02,2523488.30,-5059854.86,-4693612.60,-3559629.98,-2259271.42,-16608035.88,-8925066.27,-6572758.08,-1484013.37,-13742151.78,-8821703.60,-3637826.00,-1637410.42,-7857590.17,-5421570.47,-5041367.05,-2817730.31,-8508365.23,-4726395.69,-3356906.17,-2193364.02,-7490407.60,-4722186.99,-4164478.15,-1239606.03,-5903462.52,-5018465.00,-2681008.28,-893872.04,-3446722.55,-2997644.49,-2372718.31,-2669944.87,-1355529.86,-843738.00,-788720.63,-786184.69,-1359231.85,-644499.06,30400.07,130909.30,-129633.16,378.19,-96787.42,300836.95,-1212419.30,-1207036.20,-1307712.02,-368951.71,-3592112.67,-3109101.88,-868451.05,-620805.34,-635138.35,-421331.92,-170784.76,2420.20,73709.95,243577.73,199462.62,746375.91,34533.64,0.0
