,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5147872784.55,3406628963.82,1624891318.81,6879774007.07,5053364826.97,3355275567.43,1595901229.86,6020204799.90,4510607098.05,3028318011.29,1345884532.49,5082758567.76,3708726257.34,2464896823.32,1138032804.34,4247837787.48,3211154259.29,2138398163.63,1023056374.27,4062830064.08,3129604098.11,1978152525.33,894697239.42,3425226338.40,2522533106.61,1674895399.27,773940736.25,3008258576.51,103467587.01,222668035.56,107195739.61,608605919.20,103037874.09,323667867.80,129743193.91,2341594107.62,489579690.97,330482754.47,158089899.61,744488777.55,457772324.56,320382218.68,138795313.18,631668743.03,481312984.02,313004329.10,120811349.81,556871892.56,382323013.33,251718625.48,83744640.44,451890735.99,326373223.06,179216580.78,67081794.22,319264930.48,206674713.44,135981466.64,72923643.12,318254509.77,237878819.13,160427692.56,64701992.57,236244563.49,162704017.49,111182518.88,56136576.12,205948057.11,142122179.14,103202028.86,54451475.78,104401741.84,52104496.00,75651746.13,45019517.97,123300348.27,72696515.55,155667635.02,78097697.26,178633906.46,84080126.45,181892733.92,86963920.04,212726595.44,200404219.54,227088330.00,0.0
2,营业收入,5147872784.55,3406628963.82,1624891318.81,6879774007.07,5053364826.97,3355275567.43,1595901229.86,6020204799.90,4510607098.05,3028318011.29,1345884532.49,5082758567.76,3708726257.34,2464896823.32,1138032804.34,4247837787.48,3211154259.29,2138398163.63,1023056374.27,4062830064.08,3129604098.11,1978152525.33,894697239.42,3425226338.40,2522533106.61,1674895399.27,773940736.25,3008258576.51,103467587.01,222668035.56,107195739.61,608605919.20,103037874.09,323667867.80,129743193.91,2341594107.62,489579690.97,330482754.47,158089899.61,744488777.55,457772324.56,320382218.68,138795313.18,631668743.03,481312984.02,313004329.10,120811349.81,556871892.56,382323013.33,251718625.48,83744640.44,451890735.99,326373223.06,179216580.78,67081794.22,318036065.50,205997016.97,135718598.43,72079805.31,316963830.77,237035559.41,159861088.79,64328554.78,234937456.51,161823434.65,110617390.61,55684877.74,203237133.14,139834067.02,101727289.72,53362757.23,102924668.18,51849196.80,75425015.32,44928418.41,123069063.03,72589411.51,155351017.38,77959702.63,177852570.97,83644398.73,181294006.17,86651040.62,211896845.11,197423611.98,223322870.00,0.0
3,二、营业总成本,4235549135.12,2846561328.02,1404446412.45,5819696581.07,4140539165.94,2787479190.04,1343767468.91,4941512094.08,3590696191.96,2382762584.52,1077451415.37,4119974751.47,2897887301.94,1909464472.62,908925449.85,3498027479.55,2601991452.85,1741099843.70,856442389.18,3414197018.95,2606098234.89,1665702588.12,778115708.92,2920951924.21,2139355854.08,1447111309.80,679632306.97,2578040782.93,115884909.53,253567253.98,127089513.82,742306620.07,152859530.07,352847651.63,144605089.73,2083871658.44,495916170.73,332085632.19,158640882.72,827583398.78,486148550.85,344198833.64,153482006.60,639131240.89,453381038.62,288656960.38,112982261.30,541267618.64,375316145.43,247368826.46,81436664.20,514990222.68,352559270.92,194468475.86,75762696.41,318371640.97,205356656.42,134506997.43,70913871.61,316339637.19,234562931.69,158048495.85,63588648.49,228795926.28,157041786.82,107438929.91,54113518.63,194410886.77,132187523.10,95922315.14,52252384.87,104409870.93,56517533.28,90720801.83,51559109.94,137027714.87,81227697.13,196278210.73,78616267.55,177512505.40,0,183390281.20,0,198470074.51,188825733.91,208065400.00,0.0
4,营业成本,3127547925.87,2099586345.38,1004665278.06,4345575960.41,3085481156.87,2073611424.57,963690845.19,3621103440.65,2653114652.12,1752608627.65,775891015.49,3074035556.78,2182857498.27,1417928048.94,673590306.64,2604099059.45,1966317256.23,1299639546.09,660006280.55,2592579904.12,2046672833.28,1314026228.92,615246625.77,2238321885.08,1699946500.45,1147734687.38,536315614.64,2031872894.33,102107230.51,212219887.66,108206325.06,540121372.70,98738818.44,290165198.43,116039605.52,1613567103.93,413393409.82,276542691.46,134658879.42,659693936.34,409714651.26,291475452.98,127880514.96,508073360.95,368700999.77,235961319.95,92867496.00,441683898.70,314050100.94,209146494.56,66970143.98,397991023.72,293266417.60,163767694.97,61943758.03,262134499.81,171945548.79,113219380.26,60534416.78,263984497.64,198476814.86,133230304.43,52671912.51,186335394.63,127964501.61,88624259.07,45298743.90,150888197.91,99596328.36,72799140.03,39963254.45,74301921.26,37720309.35,58835886.36,33107747.13,99017722.63,57661860.00,125409310.98,60305673.73,136825851.07,0,141839789.40,0,163450623.45,155299919.64,160312920.00,0.0
5,营业税金及附加,49960327.27,34293343.81,18070575.74,64353734.06,48293384.14,35073834.03,16070469.56,62449026.67,43843019.47,29648283.83,13409626.04,48278508.85,30101234.29,21650593.06,9742854.05,39153120.68,27885412.05,20829775.99,9760999.00,37256929.34,25725216.86,18848919.47,10669734.88,27627224.67,23296198.72,17622979.40,12319508.47,17740452.49,130675.85,674414.84,264210.73,3005640.10,473336.95,1461145.78,749490.00,12236564.06,1605049.50,1295023.70,571610.86,4116893.35,2339670.89,1794592.10,583714.40,3103765.23,2593560.41,1698266.59,718059.17,2951455.09,1611366.86,941694.91,183301.66,2051628.20,1287472.50,842535.30,224341.21,2157934.07,1241649.77,688915.73,275617.31,1012768.82,743241.92,661343.15,488972.43,1079316.67,782477.77,607865.64,308027.32,1493077.12,980224.36,728968.78,326256.34,866127.41,340383.45,356757.88,165655.89,682062.77,436444.82,665217.26,420586.38,864004.12,0,838874.48,0,1234184.94,1010564.99,23534980.00,0.0
6,销售费用,264937372.43,172915506.95,82727578.47,310383082.06,247449866.92,158409582.30,76640187.07,309132485.92,220390156.58,144370935.47,70046502.32,291753652.32,192917351.15,128290148.45,60950614.50,204691521.41,166021354.97,100583795.83,40033010.85,196942687.57,118109749.66,74021090.72,33986958.12,159028710.85,95686161.43,57750039.55,24965119.41,138777864.57,351895.31,6707497.09,3103514.57,21421956.55,2076729.92,12292369.67,5323841.66,102895135.88,16442752.94,10512294.12,5397553.66,33964878.61,19447300.33,14709742.10,7658126.40,29960440.89,21315681.53,12853977.25,5826207.61,20858457.95,17943638.25,10855323.25,4020696.74,19435356.19,14927944.99,5056580.46,2358917.22,7701895.93,4898873.60,2750006.33,387305.66,11195441.66,10167891.11,7180808.12,2485380.15,8507421.08,6077373.96,4029438.21,2289284.85,6723785.76,4717221.52,3589494.52,2610700.15,3663203.44,2241723.20,4006306.46,2860503.50,5046215.54,2601888.86,7267031.81,3473289.56,8818183.18,0,9193949.39,0,7258873.86,7878156.21,5669580.00,0.0
7,管理费用,530219753.79,351069711.18,179942147.04,736348953.84,497084719.29,488357549.44,233906872.87,868325003.79,606637142.82,418045913.59,202172412.27,705769818.71,479936472.43,339788464.72,161707507.86,623456518.84,429688699.06,290939001.11,122982034.62,535623472.36,382903316.12,241627528.78,111282671.70,435581738.90,278572505.93,191670067.45,90992588.43,339585746.40,7365171.78,19373963.54,9417298.66,44420125.86,11898400.98,23118140.13,10932131.25,290471570.44,30138180.03,19411264.67,8819980.65,53377369.51,26446950.92,16994847.89,8655742.56,41896481.04,29996561.64,20535845.72,6701787.90,39005525.12,23708801.05,15111796.07,5113368.41,39006550.00,22709757.02,13246856.93,5486444.84,23679099.13,10605305.53,6704323.56,4378264.30,19862484.86,9549763.08,6834081.62,2902411.85,13024987.96,9258174.84,6388838.73,2793153.12,16591230.65,11754339.18,7794705.36,4079370.14,12777073.00,7783215.06,14540472.41,7941925.46,18175741.13,10797792.55,52260740.97,9213368.43,22052913.75,0,24167149.47,0,18947973.10,16723195.79,12641560.00,0.0
8,财务费用,12309861.62,29536849.83,38498420.15,20240406.17,-1847506.20,15361633.56,38850884.82,60759891.10,46439029.64,21063990.53,5342670.02,-18731995.86,-9220117.65,-11735138.90,-1588437.96,-2094095.56,-4235837.26,19647111.42,16883239.19,43913975.35,24814112.27,11201342.67,2822780.06,54115908.11,24504090.10,25755732.31,15285761.00,42670203.61,3485265.02,11403313.38,6098164.80,67858709.95,31151084.22,26634919.92,11906164.86,44922571.53,33977132.91,23940068.95,9224082.41,43316514.86,24409403.29,15433624.41,7508466.35,34709371.36,25537560.76,14043344.22,6868710.62,27464698.15,18040163.11,11005350.35,5012736.94,28672747.63,19735050.67,10922180.06,5749235.11,22698212.03,16665278.73,11144371.55,5338267.56,20284444.21,15625220.72,10141958.53,5039971.55,19848805.94,12959258.64,7788528.26,3424309.44,18714595.33,15139409.68,11010006.45,5272803.79,12801545.82,8431902.22,14546568.43,7483277.96,14105972.80,9729710.90,10675909.71,5203349.45,8951553.28,0,7350518.46,0,7578419.16,7913897.28,5906360.00,0.0
9,研发费用,250573894.14,159159570.87,74329937.91,330737917.58,246384612.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,6212475.08,12056526.95,17692932.85,16665166.14,14608209.40,19742245.95,20272191.33,17024833.45,10589189.23,18869210.67,21294863.45,13542356.35,4522604.76,28721354.73,16314567.80,9460613.26,6776824.97,7880050.21,7873006.70,5977477.56,4106938.39,6276456.60,17350397.45,6577803.71,-246284.98,7393621.53,2444671.06,3188177.47,0,65478814.91,8521159.56,-824122.30,-346143.56,19778712.60,359645.53,384289.29,-31224.28,33113806.11,3790574.16,3790574.16,1195441.93,21387821.42,5236674.51,3564206.65,0,9303583.63,-37924.78,308167.32,136416.47,27832916.94,632628.14,632628.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1565189.71,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-53188653.85,1413683.30,29125636.15,-19143159.70,-33724179.41,-15349934.93,1555090.53,6118786.55,2068468.36,-2120310.36,2793309.16,2135860.64,984342.93,-2796673.61,2307061.20,-6384122.65,-2703776.40,259305.36,108874.19,6001188.00,0,0,0,7438089.00,0,0,0,2126611.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-2568340.08,1442710.00,-434540.00,-13671758.22,-3708673.00,8073627.00,4925139.00,1937943.59,762082.00,300524.00,-104012.00,-15610014.61,-10519975.33,-5233302.33,-1959931.33,17469757.97,12511152.57,10858379.00,3486871.00,931705.00,0,0,0,24500930.00,0,0,0,0,19692202.60,0,0,258480.00,258480.00,0,0,607357.48,193951.89,193951.89,0,1210061.24,-233606.05,-40262.28,0,-1737228.86,-1491842.97,-1084098.74,0,962194.44,11915.00,41000.57,0,626496.03,-10761.60,-20293.60,1186.88,3274812.46,1736963.93,849581.87,0,2564843.78,3025026.72,2516185.79,1592115.45,5822283.37,4667397.77,3315255.57,1166694.25,5779769.72,3789340.12,2385051.88,1005347.43,4576558.61,2352560.84,1412202.45,1270867.39,2570596.35,14600410.34,1966503.72,781333.17,2334553.00,1099360.25,1343941.83,2093249.76,1051900.27,555744.80,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607357.48,0,193951.89,0,1210061.24,-233606.05,-40262.28,0,-17096414.07,-1491842.97,-1084098.74,0,450279.44,0,41000.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,897371043.69,582714979.74,260360742.83,1112005792.33,931147743.39,596352812.77,268780973.20,1150404477.19,941516389.59,652960352.36,271122414.28,949309662.32,801303323.00,547402374.76,229454484.36,760895943.25,618970182.61,408416004.29,170209730.28,655565938.13,523505863.22,312449937.21,116581530.50,536213433.19,383177252.53,227784089.47,94308429.28,432344404.58,7274880.08,-30899218.42,-19893774.21,-133442220.87,-49563175.98,-29179783.83,-14861895.82,258329806.66,-6142527.87,-1408925.83,-550983.11,-81884559.99,-28609832.34,-23856877.24,-14686693.42,-9199726.72,26440102.43,23263269.98,7829088.51,16566468.36,7018782.90,4390799.59,2307976.24,-62472990.66,-26196809.46,-15272188.68,-8679715.31,4168101.97,3055020.95,2324051.08,2009771.51,4479716.36,6340914.16,4895382.50,2705459.53,13270920.58,10331994.44,7058844.54,3189751.74,17316940.06,13723996.16,9664765.60,3204438.34,4568429.52,-2060476.44,-15222042.96,-5268724.58,-11156770.25,6069228.76,-38644071.99,687704.41,3300015.25,-2854231.90,-853732.30,5086823.36,15308421.20,12266077.20,17196870.00,0.0
16,加:营业外收入,2499097.44,2059845.98,1586021.14,2555151.66,2633368.61,1777592.57,2966217.87,1359718.20,23923741.74,13397293.11,4644903.32,44942744.77,23848914.59,14614961.41,4448113.83,45391155.72,36701836.38,25603872.02,13634821.77,52778817.16,38984525.52,23896327.27,15920370.88,38626210.02,27541453.07,14762605.71,5580731.24,34382290.29,40430005.89,222744.66,196200.06,3167635.12,904418.99,1494857.65,658296.91,31396277.10,15692691.95,14846544.06,7135445.93,12228955.77,2670855.65,2336722.02,2278117.70,2675494.09,1540344.48,1528741.93,655383.59,942632.99,671729.25,349390.99,93931.74,305888.08,408191.06,251110.82,118442.37,164206.54,111377.48,58427.59,42211.85,149701.04,136748.03,16054.53,6727.70,202304.60,138989.44,36933.31,25419.77,123385.87,123625.08,54659.93,8516.50,63976.00,25170.00,115508.03,30805.50,13441844.57,53416.43,333311.67,1264139.95,1303758.70,0,3238555.81,0,265613.45,523788.07,0,0.0
17,减：营业外支出,1577616.33,916641.51,579177.35,1726561.49,1114671.06,613037.03,502716.37,1182068.99,1695166.65,1034706.39,830861.93,5592676.81,2583828.83,1306324.81,590162.92,5764114.44,4963393.57,690185.41,144396.70,7092041.98,1592084.87,590441.81,381716.86,950829.51,888814.62,349457.10,242888.05,1605770.12,1271924.46,374883.94,-39205.93,3519466.07,1610615.67,403322.82,109989.81,2642453.04,774244.32,478810.90,163342.98,36923093.86,909068.57,544365.99,85600.82,28968885.59,1973205.51,1794829.16,138813.37,540803.03,431665.60,191016.86,48095.37,3917024.65,290580.56,255336.17,237438.04,298195.65,100261.65,79211.58,2618.20,199984.79,147835.44,121903.10,32931.23,207495.03,107564.52,68961.64,29181.99,242262.30,277924.09,193922.24,138056.52,439816.15,256698.46,261126.09,110267.55,594913.31,142742.91,461665.23,151312.26,539875.31,0,353920.77,0,417866.08,947479.40,0,0.0
