,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,20122363737.00,10072096618.00,8549005767.00,5042944146.00,17864162781.00,10776097317.00,5470243566.00,1727735392.00,15456514443.00,10104873510.00,7852746675.00,3036147634.00,9829779247.00,7263391645.00,4396479132.00,2578538712.00,7185973192.00,4996088185.00,3249466815.00,1260951741.00,6233622611.00,3740485032.00,2589897772.00,907683527.00,5504990841.00,4233421509.00,2866754622.00,1296563706.00,5735903865.00,4134338176.00,2674901271.00,667089355.00,3968933244.00,3198729304.00,2470084492.00,1193271490.00,5564129051.00,4307635742.00,2039253863.00,1107480141.00,4900963040.00,4235087886.00,3116567944.00,1197415135.00,4181270618.00,2448184798.00,1673332829.00,994563043.00,4354105323.00,2685004873.00,1669195981.00,773672380.00,2843489611.00,2271618396.00,1515267112.00,831107335.00,2918040986.00,2036526033.00,2380323782.00,2341056021.00,0.0
2,营业收入,20122363737.00,10072096618.00,8549005767.00,5042944146.00,17864162781.00,10776097317.00,5470243566.00,1727735392.00,15456514443.00,10104873510.00,7852746675.00,3036147634.00,9829779247.00,7263391645.00,4396479132.00,2578538712.00,7185973192.00,4996088185.00,3249466815.00,1260951741.00,6233622611.00,3740485032.00,2589897772.00,907683527.00,5504990841.00,4233421509.00,2866754622.00,1296563706.00,5735903865.00,4134338176.00,2674901271.00,667089355.00,3968933244.00,3198729304.00,2470084492.00,1193271490.00,5564129051.00,4307635742.00,2039253863.00,1107480141.00,4900963040.00,4235087886.00,3116567944.00,1197415135.00,4181270618.00,2448184798.00,1673332829.00,994563043.00,4354105323.00,2685004873.00,1669195981.00,773672380.00,2828867478.00,2259382399.00,1506596509.00,831107335.00,2906519643.00,2027775927.00,2372204221.00,2334646581.00,0.0
3,二、营业总成本,16797390935.00,8078931837.00,6640285136.00,3828491217.00,15253470239.00,8714644141.00,4437717384.00,1479663769.00,13671186124.00,8875603202.00,6969019387.00,2636947468.00,9291015223.00,6682477930.00,3884073616.00,2330256226.00,6317084923.00,4228106373.00,2700375372.00,1115771955.00,5435818644.00,3237660764.00,2214343720.00,800681791.00,4584844470.00,3529049990.00,2372284773.00,1107932371.00,4908229280.00,3365121020.00,2277383342.00,625398224.00,3296502535.00,2604651262.00,2002110178.00,1042331182.00,5103829149.00,3888755592.00,1748685869.00,919101608.00,3924345206.00,3239024007.00,2368431325.00,911847358.00,3337148154.00,1941330360.00,1330306163.00,778355805.00,3654705280.00,2188415773.00,1348487392.00,644278354.00,2286267353.00,1853616521.00,1246311802.00,717317581.00,2588143183.00,1786207062.00,2084465761.00,2059745737.00,0.0
4,营业成本,12904431801.00,5737456434.00,4878781345.00,2927326089.00,11882236825.00,6764260949.00,3318605348.00,1053785015.00,10374482275.00,6857330911.00,5577688290.00,2065417682.00,6697125488.00,4743585248.00,2731589780.00,1624620586.00,4115090036.00,2624390266.00,1719621001.00,690721269.00,3260107084.00,1853467586.00,1387109428.00,434320515.00,2819563116.00,2297145438.00,1580855192.00,747447690.00,3150596045.00,2188669870.00,1578949598.00,326301313.00,1935864161.00,1650017537.00,1302529792.00,724221403.00,3654976186.00,2839831018.00,1140121134.00,601255622.00,2716530026.00,2283404384.00,1728717774.00,664375108.00,2353635367.00,1301975831.00,952598952.00,561244862.00,2712755028.00,1629883390.00,1026247002.00,486679886.00,1663245894.00,1461908260.00,1002592167.00,581160914.00,2045532031.00,1424362373.00,1599288043.00,1681527639.00,0.0
5,营业税金及附加,2004831062.00,1062530445.00,974074659.00,578945248.00,1171700408.00,688753998.00,339626100.00,120036414.00,1392268942.00,819375196.00,629601608.00,230925808.00,929511977.00,591020534.00,393632672.00,254389617.00,731964117.00,526617697.00,335035858.00,117805963.00,821888592.00,495234563.00,299461574.00,117227550.00,575644449.00,412682071.00,244068238.00,97635869.00,499102569.00,374474899.00,189748142.00,54854720.00,342753013.00,237048689.00,240115325.00,91095416.00,472310348.00,342814319.00,188343324.00,113369899.00,520690202.00,461775864.00,344660518.00,116666235.00,387378853.00,159062932.00,114631515.00,73155443.00,411107315.00,240305032.00,121469420.00,41876751.00,164161203.00,108644353.00,68262188.00,36734894.00,117452414.00,71546600.00,89479690.00,67880143.00,0.0
6,销售费用,555160972.00,322200878.00,193336929.00,82571859.00,507186414.00,349031321.00,216284819.00,98360332.00,505754217.00,315721680.00,195603164.00,112317378.00,540229545.00,417451094.00,233310589.00,106786991.00,411172727.00,234004451.00,149284423.00,66254359.00,317104370.00,215490031.00,96675405.00,45276378.00,252525236.00,175843800.00,120841011.00,52216053.00,272203029.00,143418817.00,93926767.00,48793568.00,180286762.00,133606696.00,83004243.00,51750039.00,162589758.00,100064691.00,62671135.00,39493582.00,128219555.00,147763015.00,72216138.00,36380796.00,141600130.00,172443977.00,82447047.00,34925669.00,164437983.00,110575442.00,69424295.00,40224869.00,146032568.00,100772126.00,65652236.00,30140443.00,131577589.00,92630266.00,136917403.00,113979177.00,0.0
7,管理费用,918201332.00,612273977.00,392424458.00,184459802.00,889736302.00,512280809.00,322784848.00,159901926.00,894118964.00,487748796.00,318699052.00,165614490.00,697384484.00,577309959.00,317104407.00,183417135.00,680808529.00,527017918.00,315767140.00,146861363.00,699398700.00,418441999.00,263535380.00,130805524.00,633213613.00,410348136.00,268016864.00,132297729.00,614000247.00,399835053.00,244350260.00,117176786.00,525480734.00,349218132.00,224117430.00,105233056.00,494306010.00,324647167.00,202983282.00,96158286.00,383872153.00,233158556.00,148621161.00,69135386.00,414017102.00,291698349.00,180722867.00,88159185.00,332910145.00,225753850.00,144705455.00,66856155.00,300361753.00,168611159.00,101053438.00,68865117.00,294871495.00,200193017.00,271457742.00,206842121.00,0.0
8,财务费用,414765768.00,344470103.00,201667745.00,55113780.00,546389414.00,400223542.00,240316328.00,51618692.00,492981430.00,395385348.00,247396855.00,62656826.00,426754443.00,353249501.00,208658280.00,161038202.00,377931995.00,315854742.00,180661560.00,94129001.00,334405453.00,255026585.00,167561933.00,73051824.00,303881137.00,233025744.00,158502416.00,78328124.00,372310669.00,258706465.00,170398684.00,78267288.00,311981814.00,234526067.00,152114532.00,69807318.00,323657200.00,283180190.00,154557859.00,68819603.00,178192658.00,115682431.00,76118591.00,26742223.00,39059477.00,15485542.00,-757947.00,20214597.00,34178668.00,-17261941.00,-12518780.00,8640693.00,12465935.00,13680623.00,8751773.00,416213.00,-1290346.00,-2525194.00,-12677117.00,-10483343.00,0.0
