,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,12262096164.28,9212125181.01,6402679991.52,3612638787.01,13240330628.21,9645858837.87,6759874355.07,3816196152.70,13005502735.26,9654162243.11,6683169682.59,3702389508.29,12845303492.62,9645719879.16,6716727738.58,3732400606.91,14591372833.35,11137775844.14,7966969889.76,4058353939.09,13818033783.55,10357860357.75,7183515123.73,4034764709.96,14217876170.75,10490302878.38,7266677225.91,3963389771.76,13536049892.09,9435762450.15,6479922274.01,3492901341.95,10907457130.55,7919153812.49,5359540097.42,3073227136.37,8794677128.18,6395455143.63,4315633675.30,2416436252.09,5242642839.06,3723116238.68,2516376545.10,1404865336.31,4194500224.52,3091619177.30,2031149270.81,1153052490.58,3074723162.04,1940508817.91,1371737292.95,777584174.83,2148825174.41,1505532908.63,1020773077.35,571901561.35,1616522272.66,1197533360.98,798892113.21,458018426.66,658259852.45,343757380.55,174755997.90,98136474.41,100464614.45,25479067.23,17509930.81,8951418.56,30085439.70,21982949.97,14475222.12,7089286.41,30548086.01,14073302.37,26845632.98,12975209.22,30252073.55,12593909.39,25035490.98,12725305.03,14552591.14,5375189.44,18040199.48,11684329.65,6192400.79,3369576.60,25969000.00,21044126.64,23730567.66,6322055.42,2200793.54,2684405.74,0.0
2,营业收入,12262096164.28,9212125181.01,6402679991.52,3612638787.01,13240330628.21,9645858837.87,6759874355.07,3816196152.70,13005502735.26,9654162243.11,6683169682.59,3702389508.29,12845303492.62,9645719879.16,6716727738.58,3732400606.91,14591372833.35,11137775844.14,7966969889.76,4058353939.09,13818033783.55,10357860357.75,7183515123.73,4034764709.96,14217876170.75,10490302878.38,7266677225.91,3963389771.76,13536049892.09,9435762450.15,6479922274.01,3492901341.95,10907457130.55,7919153812.49,5359540097.42,3073227136.37,8794677128.18,6395455143.63,4315633675.30,2416436252.09,5242642839.06,3723116238.68,2516376545.10,1404865336.31,4194500224.52,3091619177.30,2031149270.81,1153052490.58,3074723162.04,1940508817.91,1371737292.95,777584174.83,2096969823.72,1465376772.76,994803744.38,557752203.84,1582704985.88,1165899120.07,779706652.92,448929688.27,648848613.80,339522951.71,173188967.60,97406597.11,98261624.43,24029174.39,16517577.60,8485937.10,28089455.62,20803593.37,13540618.21,6541041.71,27752937.85,12764406.66,24036563.09,11530849.13,26958840.52,10746794.97,22470620.43,11591386.88,14153434.31,5265951.76,17582059.67,11268473.64,5955235.00,3356296.91,25556000.00,15949811.38,23686360.94,6308167.91,1680596.54,1923713.89,0.0
3,二、营业总成本,12119044456.81,9103520777.93,6293233175.47,3516931244.51,13080321509.39,9569158110.78,6648965359.77,3723115415.81,12903693812.15,9597500793.50,6605489616.31,3647802097.08,12759229530.16,9573250312.97,6619627476.72,3653015407.40,14315041250.98,10886447933.19,7757830685.03,3900250833.61,13469292012.75,10044220200.67,6932857147.64,3826477157.45,13800958852.14,10230651366.58,7043988635.99,3818610740.42,13088393692.26,9167791237.77,6246718864.79,3362141801.18,10766515050.11,7821695678.65,5244007840.12,2978754116.21,8616259271.69,6251752362.38,4199006676.46,2318795209.38,5080086585.64,3580938904.69,2405822841.31,1342348628.59,4022834560.65,2949725382.55,1930582390.84,1089413220.06,2872378272.36,1824471897.78,1279463967.61,727696522.59,2031156836.80,1430007285.23,963527485.74,534505893.19,1522622906.51,1128400691.51,749325065.95,434125847.60,628374611.67,338271378.37,172911779.02,95123410.60,106353899.40,28551963.72,15261437.37,12855574.42,66107949.05,32254963.71,21089770.51,9188723.55,60487300.29,18486914.43,43220049.42,16275995.86,35076862.94,14909873.45,35894585.92,16842607.76,21864823.36,0,29119314.27,0,5320105.58,0,0,0,17606434.22,5483581.62,1860319.16,2337812.72,0.0
4,营业成本,9736936615.04,7332658335.76,5128104081.94,2921649979.49,10675650989.77,7788050336.40,5478473643.93,3140458662.29,10548405744.42,7875714092.19,5472457086.69,3068412624.21,10394331159.10,7821423269.97,5459748109.67,3065574191.77,11859853992.82,9068566508.42,6540398079.10,3308176780.08,11168079985.63,8343168846.86,5793730205.34,3276121900.08,11558013631.70,8568547390.84,5961635788.01,3271737143.62,10976624557.41,7690082626.09,5271448915.00,2868529490.88,8984334693.09,6538488762.73,4424034803.62,2540788545.83,7195161416.64,5253034918.67,3545615667.47,1979932300.39,4263376177.81,3035002806.54,2054968785.28,1149446807.66,3418783548.27,2519966846.44,1657268620.05,945901082.83,2514639398.86,1592973033.04,1125879774.92,645316792.92,1763945899.50,1240118460.83,842861786.87,470394140.64,1324138771.12,985473428.41,657023535.79,380882920.23,545528470.25,295016276.02,151652286.91,84785553.08,88413163.90,24381172.45,16522675.99,8026653.11,27768924.43,19575807.02,13074268.10,5871487.85,22253068.71,9624536.45,16425345.51,7711086.83,14967683.54,7108145.51,15965007.93,8987581.16,8628705.60,0,14913381.88,0,3485911.12,0,0,0,12408137.45,3063806.55,732559.59,1379545.69,0.0
5,营业税金及附加,153936741.95,118324834.45,68978951.80,39657156.04,209217395.46,102888712.68,71138408.32,42248277.97,140813988.70,105507925.07,73007072.10,44750184.32,138839052.01,75176874.05,57854095.24,36092187.06,211667175.94,162656149.96,125108156.69,42225968.36,131046172.67,99824527.60,68302387.11,38459083.49,147522150.57,105299550.66,73626237.37,36748125.57,191109611.59,102768786.03,75372524.07,32229775.88,84667771.94,59361622.35,38414334.97,24502511.34,60958117.26,42797342.09,27944739.05,17104917.50,34032650.72,23684675.60,16174002.24,10286617.13,26986112.05,19813528.44,12068797.00,7269952.50,18790573.57,11314229.74,7897795.85,4811111.83,9707644.44,6146700.90,4187999.57,2669328.62,6307607.27,3981545.60,2667110.55,1902870.12,2615423.66,1348012.68,554899.96,351361.12,461617.29,189979.58,153165.08,92917.46,422161.00,324998.15,214705.88,99933.74,439830.37,224088.16,472710.72,201680.93,741446.43,213774.32,474382.93,247377.11,615292.01,0,260845.22,0,147127.58,0,0,0,1233762.15,275522.47,65135.34,40770.40,0.0
6,销售费用,1655572346.19,1216690671.11,798586738.72,409108372.26,1688218151.55,1308302189.25,848034893.20,416756117.70,1662507967.52,1222113904.40,789887067.69,401931810.76,1636947987.66,1228621192.45,797248805.87,399182189.63,1673386511.85,1242770284.49,822955648.18,408323347.37,1660104341.27,1222134216.54,809498400.63,384311066.21,1570495869.65,1158712163.63,743286266.18,370790291.15,1413981668.77,867944418.49,576526533.01,314457547.59,1182680723.18,771929093.90,501968329.83,282622427.05,970255505.09,592441707.83,405273263.82,217284190.50,526617365.59,340615228.36,226070746.84,127939267.43,420081164.01,274545195.57,184894480.71,104030064.92,255668319.81,139002578.79,88032163.17,45357269.35,200875151.76,103134659.10,65824198.87,31259594.99,144159273.54,78997809.99,50505852.22,28014100.30,55827699.23,28026923.09,12690480.42,6127089.45,4290341.78,2105193.87,1614463.97,895698.55,4223186.03,3024469.21,1904491.27,612958.06,4097784.26,1977558.84,4215081.48,1735185.28,4471636.33,2417464.74,6030326.99,2333276.96,3197730.16,0,3145277.88,0,884897.96,0,0,0,1120276.01,442421.84,357660.05,121785.36,0.0
7,管理费用,299490146.58,220860306.76,152197341.45,75360688.62,288861108.23,206635354.21,139864274.82,69056609.21,310394605.32,217971255.69,145792661.29,67997220.36,322390283.88,253606045.51,173126415.90,86798022.40,327115311.83,238682387.38,161256312.98,86929423.17,335567513.57,244007918.90,161751502.44,77835957.23,323315579.07,237003506.98,153338825.54,82055559.42,285321945.92,349769979.38,218539736.97,99514036.82,343026859.47,315011662.74,189552508.18,89176859.62,240854219.28,259896021.02,157131095.07,67932797.08,181636780.14,133059350.89,74456390.53,39822395.76,120855328.14,109425185.47,62022786.93,26261066.30,69355273.29,74409650.62,53653161.43,28719531.69,48610390.25,75609580.42,48170594.88,29058182.47,43228661.17,55838112.09,36789051.87,22100761.35,20771623.39,11715262.13,6682348.00,3249578.33,8608856.66,-1619529.69,-5451978.92,2603594.66,30222154.83,8032134.86,5115417.90,2196124.52,29584553.36,5922426.31,19687903.15,5917173.30,12775842.88,5135589.62,13253285.66,5159916.46,9681871.39,0,11122574.53,0,3431904.81,0,0,0,1066816.15,1620116.15,585068.16,655305.16,0.0
8,财务费用,273108607.05,214986629.85,145366061.56,71673760.67,219843388.57,163082401.11,108607451.17,53373693.52,240920142.06,181813563.49,126558300.94,64751722.23,267778594.50,199823855.16,135945341.67,70197293.02,243217866.87,178193966.30,113078154.62,54169653.37,172564429.57,138406216.73,98031342.88,48667339.05,198276837.61,157849128.73,110207095.86,56437285.65,214415049.26,154083350.11,101536413.65,45580381.73,167933821.22,135387307.94,89964195.92,41976543.26,142122121.79,100740742.62,60380084.56,36096714.33,74017879.50,48906648.33,33479569.87,14740605.54,35522075.27,26114486.84,14459033.33,5951053.51,12227478.53,6859805.83,4084623.36,3491816.80,8017750.85,4997883.98,2482905.55,1124646.47,4788593.41,4109795.42,2339515.52,1225195.60,3631395.14,2164904.45,1331763.73,609828.62,4579919.77,3495147.51,2423111.25,1236710.64,3471522.76,1297554.47,780887.36,408219.38,4112063.59,738304.67,2470021.58,710869.52,2067901.82,34899.26,-34304.65,114456.07,-258775.80,0,-322765.24,0,-2629735.89,0,0,0,1777442.46,81714.61,119896.02,140406.11,0.0
