,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1292408947.02,818208182.41,372731859.45,1784136697.78,1353421455.45,879384144.79,358325894.11,1904348967.99,1412725385.78,927793002.71,384306239.33,1816085979.48,1364446786.78,906885680.65,377406923.34,1805151541.76,1425705670.33,1042720359.57,465222475.41,2058002797.83,1580054629.86,1142765349.16,503092325.39,2010979459.54,1548573912.81,1057167068.76,484656993.80,1916951463.26,1432691964.83,972925429.02,450550485.20,1836698185.26,1325723270.14,876067960.91,403080377.89,1520145164.91,1043674259.54,677970741.45,311849209.48,1326065260.78,917816592.55,636153763.48,297232848.16,1395568848.20,1064614169.83,704303971.22,376425862.37,1422541157.00,1037358764.67,715667476.95,363739227.94,1350962176.67,954562528.46,671169572.66,298149525.74,1234297720.29,905893035.81,629888536.18,293108920.47,1053275144.21,732424959.87,479138295.73,222499767.66,900179775.47,645290281.87,417975101.72,174574845.81,781290145.17,556381798.58,374520488.20,185232631.91,697572337.15,311247173.96,693542455.45,293809510.73,710234623.32,298374229.63,621409009.18,581529373.55,527203656.00,490508124.00,0.0
2,营业收入,1292408947.02,818208182.41,372731859.45,1784136697.78,1353421455.45,879384144.79,358325894.11,1904348967.99,1412725385.78,927793002.71,384306239.33,1816085979.48,1364446786.78,906885680.65,377406923.34,1805151541.76,1425705670.33,1042720359.57,465222475.41,2058002797.83,1580054629.86,1142765349.16,503092325.39,2010979459.54,1548573912.81,1057167068.76,484656993.80,1916951463.26,1432691964.83,972925429.02,450550485.20,1836698185.26,1325723270.14,876067960.91,403080377.89,1520145164.91,1043674259.54,677970741.45,311849209.48,1326065260.78,917816592.55,636153763.48,297232848.16,1395568848.20,1064614169.83,704303971.22,376425862.37,1422541157.00,1037358764.67,715667476.95,363739227.94,1336273124.86,943561009.89,664807914.35,295471976.79,1224215578.92,897613859.48,625462186.99,291187476.39,1043394378.96,725961264.73,475087860.36,220488829.77,893786099.58,640003298.71,414634764.88,173199375.16,776811317.87,553652119.87,372281862.35,183923110.06,692372553.05,309521050.90,689537457.67,292569637.18,705386243.69,296314420.04,621107905.18,578145992.87,525807106.00,488504206.00,0.0
3,二、营业总成本,1283865287.66,810188040.51,373682610.60,1788739985.21,1337779363.22,866255538.24,356304462.41,1909463541.04,1408067433.41,924916212.63,381165249.59,1813545298.82,1352392636.58,898845261.11,373328276.82,1793113284.87,1398832585.36,1017387864.94,446692709.92,2030957513.84,1524110861.00,1095752708.91,480510248.01,1963713289.34,1494642962.45,1021205063.84,470393624.93,1880161789.36,1393183982.22,946762740.12,441243149.28,1806548719.41,1303661718.95,865306563.33,400616713.75,1492235246.09,1019715695.64,660168083.55,306611368.04,1324376008.64,908587826.78,627820123.70,296440997.82,1390893765.15,1030842024.81,671530635.68,359382796.17,1374810369.68,991367866.52,680346238.71,352256527.04,1311775380.27,933003062.97,653558733.02,291399342.59,1216313634.47,887135212.46,615353282.25,287252061.08,1026116917.98,712865851.56,463276299.10,216081649.29,876882962.88,624630232.15,402224255.66,168081208.76,756916992.26,535570048.40,360649815.58,180711553.50,677774189.97,299860952.22,645108163.11,245626838.93,603530342.13,231057143.87,518564647.21,504849650.18,452289533.00,429358247.00,0.0
4,营业成本,1013562157.09,645623623.78,281373390.45,1377732292.65,1051754943.54,691047583.17,275673571.82,1422929225.34,1099900453.04,716663936.03,288346529.66,1360698477.96,1044940377.78,693831664.45,276724382.63,1333826139.87,1066772410.62,795921256.92,343190024.75,1547935138.92,1183307061.20,862216780.75,377315666.74,1487763608.25,1181006734.22,804370129.06,376205660.55,1452597642.66,1102202622.27,745762298.55,350451101.56,1426702132.55,1044820772.96,695306778.49,322663694.77,1154210741.62,797610166.99,513312395.93,242832391.36,1015501289.18,726512234.82,509788162.80,244995672.92,1152684899.28,885505762.63,570491042.24,310132572.96,1157778472.45,849402033.85,577728592.05,311977814.93,1057546130.86,750303103.74,528375031.47,238854570.83,947409198.47,700952574.24,481568339.04,222039124.24,790394990.80,550923370.92,355732015.73,163165283.22,677328889.86,489434478.25,314243643.78,127672837.90,575657364.96,409507695.46,273571369.79,138021066.07,506063840.66,221532499.12,486470406.69,180983043.55,459179147.25,164833008.40,352777679.00,332500835.31,311496533.00,302716264.00,0.0
5,营业税金及附加,10415779.60,9113210.27,1432666.83,17933520.41,10258930.54,8322464.75,973314.69,21668927.35,12879720.91,10041065.60,1147262.44,19122350.47,5299378.70,3120388.23,1240365.63,10177644.93,7790108.87,5291906.74,2320218.70,12355469.15,9359539.23,7009917.11,3566374.29,14369885.81,9616862.55,6700372.21,2422416.35,12510992.36,9142154.77,6207233.58,2801963.56,9666281.26,6745853.18,4232440.39,1351829.29,6466207.42,4136207.67,2661360.77,738310.88,6121859.78,3699076.92,2712889.03,599523.28,7355413.56,3754589.53,2268790.81,808368.42,5477570.82,3962821.62,2924122.02,1640966.70,4886475.00,3888859.16,2707380.03,868500.95,2937712.02,2235296.91,1391509.66,577395.00,3635144.36,2070741.48,1301073.59,509815.78,3560964.67,2637033.01,1774452.52,607416.42,3704464.75,3005147.29,2426657.07,1360166.69,3459636.07,1550800.71,3906949.95,1804880.06,3725935.57,2005598.84,3002301.82,3768704.18,3504789.00,3354266.00,0.0
6,销售费用,87201080.44,56692566.51,27218145.55,127440067.48,98328614.65,58866144.53,25000202.10,161705461.11,105008723.22,69896791.64,33719686.29,158684515.96,98542341.30,64171809.71,32249127.84,162495763.74,118093183.32,79634874.12,38478005.46,177328283.94,122385602.88,75363266.15,40400950.13,186370409.38,126907239.69,80259552.33,37019818.53,166327378.91,114634513.09,79440102.35,34402732.65,144223606.87,91239589.71,58964895.73,25755440.18,131710004.86,72572561.12,47233401.80,22482513.57,105890638.18,53382203.32,32557782.03,14821191.52,64464137.17,38660544.18,26730881.96,15930257.56,66940934.48,43140001.95,34510443.03,14743253.93,65455909.66,48289872.52,38885096.64,13662558.16,75740188.81,56625701.61,46898294.81,19502006.07,56068806.88,40670008.01,26583942.83,12465941.42,44609791.24,31641317.42,19977640.84,9402047.78,46045490.81,33069131.15,22660349.58,10572184.03,40095829.02,17568100.79,36789881.56,14778091.57,32192146.96,13790733.39,30346548.66,28133666.13,0,0,0.0
7,管理费用,97177355.51,60610551.00,42091576.81,146565240.04,105284355.77,85609963.38,46680872.07,218845040.88,146933409.21,99899660.18,46331738.89,209932704.95,162255519.37,107756231.55,50794944.22,219608845.23,158634856.66,100423062.10,48265955.25,222262028.52,160210424.01,113686646.03,45544195.31,195348000.33,131021716.37,97167349.62,41830056.20,188549167.00,128373687.41,86436651.49,42456986.21,176872884.64,123746949.52,81394147.04,39610366.55,160120712.21,119349561.49,78887833.79,32718888.85,141384619.47,93540719.35,60691517.53,27957860.56,111899020.80,75898837.23,52362217.02,25739987.30,114238711.30,75476209.34,54757806.14,20517978.76,164933804.01,118629496.80,77831063.83,35797879.52,167741476.49,106296833.56,73051422.11,37833887.53,152213360.57,102992657.79,68805120.42,35564513.42,131040383.62,87658698.81,57664199.64,26528254.57,118265297.81,79233420.99,53437662.25,25467446.11,112978475.90,49296614.90,101623608.56,41994850.08,86543380.70,35091280.56,95821576.76,103518665.05,99530573.00,90056673.00,0.0
8,财务费用,27655646.82,17519476.83,8933024.15,37251545.95,27458947.25,16033788.68,7976501.73,54327021.37,41086854.33,26126977.23,11620032.31,47958239.50,36264054.94,24874247.68,12319456.50,54813101.87,42510377.94,31716281.73,14438505.76,50190059.42,39742924.26,28331697.05,13683061.54,54317267.04,40851450.88,27370245.23,12915673.30,47063759.88,32753106.08,22888711.99,11130365.30,47275209.33,32093044.79,20157791.11,11235382.96,28653174.05,21656361.03,14349589.82,7839263.38,34191906.20,27941087.99,18557267.93,8066749.54,39334351.77,24067098.54,16722510.95,6785749.93,29080633.41,17998765.82,9186350.31,3376512.72,18953060.74,11891730.75,5760161.05,2215833.13,22485058.68,21024806.14,12443716.63,7299648.24,23804615.37,16209073.36,10854146.53,4376095.45,20342933.49,13258704.66,8564318.88,3870652.09,13244373.93,10754653.51,8553776.89,5290690.60,15176408.32,9912936.70,16245578.73,6065973.67,21850165.32,15336522.68,36616540.97,36927779.51,37757638.00,33231044.00,0.0
