,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,63049738.40,43169217.28,14216316.06,159841987.18,56336363.82,25296785.61,13563200.41,150110956.21,75401860.86,41915039.43,8078619.57,153354882.46,49278017.79,25770319.22,16783409.81,109759987.46,32273673.23,18216795.21,10041740.01,202098628.85,128023644.93,67905522.36,12739578.66,203807025.11,80364664.58,67705384.22,45037640.37,333484296.02,164765060.37,118592583.78,64276089.46,243376764.43,146016959.86,87951590.58,44930085.18,196010102.78,72037201.65,54578418.60,15674366.14,177328505.14,74408288.17,42894602.73,11243663.96,236964874.02,75809497.91,57440024.66,32561632.99,413051125.11,140220993.63,109001731.93,42564782.77,256244644.77,126639008.55,65831381.59,26583454.11,120674495.94,77982153.99,50440827.50,26121976.71,271978080.19,179970477.00,118805495.02,61735558.42,396045866.55,246469966.41,181614150.31,101725831.75,380366355.88,281834108.50,197146151.39,85284273.79,533085511.78,333980400.34,343665907.52,118940286.45,189030946.00,80939274.25,153764471.81,125034279.93,50672907.87,0.0
2,营业收入,63049738.40,43169217.28,14216316.06,159841987.18,56336363.82,25296785.61,13563200.41,150110956.21,75401860.86,41915039.43,8078619.57,153354882.46,49278017.79,25770319.22,16783409.81,109759987.46,32273673.23,18216795.21,10041740.01,202098628.85,128023644.93,67905522.36,12739578.66,203807025.11,80364664.58,67705384.22,45037640.37,333484296.02,164765060.37,118592583.78,64276089.46,243376764.43,146016959.86,87951590.58,44930085.18,196010102.78,72037201.65,54578418.60,15674366.14,177328505.14,74408288.17,42894602.73,11243663.96,236964874.02,75809497.91,57440024.66,32561632.99,413051125.11,140220993.63,109001731.93,42564782.77,255975452.60,126636008.55,65828381.59,26580454.11,120988014.49,77949828.99,50419002.50,26257651.71,272269257.85,179935477.00,118770495.02,61735558.42,396045866.55,246469966.41,181614150.31,101725831.75,379596355.88,281865220.03,197171024.46,85284273.79,532752166.28,333980400.34,343665907.52,118940286.45,189030946.00,80939274.25,153764471.81,125034279.93,50672907.87,0.0
3,二、营业总成本,92018653.11,63914392.15,22502430.32,206027307.26,86362302.34,45209993.51,20030330.94,203030415.10,100938527.52,59653376.30,14092335.21,211879015.44,102455087.97,68130641.31,22763995.57,143874010.73,60938081.59,37479757.39,18240975.16,212623876.17,124403517.16,64046152.72,20280030.42,239955504.57,106073271.86,83378924.13,50587982.29,355079350.47,180874029.65,123562519.27,64564598.43,254136175.31,154478423.52,89574333.33,45873850.56,221488931.25,112997891.55,79560264.61,21536652.80,224327608.45,105643337.83,62985227.95,23664988.49,293211190.76,107410948.74,73061116.89,35921611.77,405333826.62,157062777.46,114044603.32,42804795.46,274527751.42,150519992.58,79783892.70,32258899.37,177090601.39,104221207.17,66586966.86,33174707.56,287383785.62,181590994.65,117755836.56,60387021.41,383591480.18,239483197.72,171853445.73,93041364.17,353901539.64,236980611.47,154360601.67,70011597.24,461228928.55,292377778.20,269700743.94,90374084.88,141099503.77,61674253.91,100715133.26,76161297.00,32432536.52,0.0
4,营业成本,58756242.22,40536895.56,12987128.61,148137187.53,54448921.68,22775297.48,11420890.77,139721651.75,72372530.50,41260699.25,5761239.40,129556420.62,43500739.21,20792784.88,12253590.41,90281475.60,27383331.12,15041046.81,7924019.92,150507454.87,88391870.94,41527844.75,9479814.65,175232666.83,67976766.11,57221110.72,37090016.33,281497241.42,137303409.77,96198159.93,52672730.43,191482763.32,111035247.17,62749566.11,31912535.15,156188869.26,66730898.99,52558969.83,9861659.49,147817879.52,55656814.72,33296149.35,8266316.61,216281549.32,58439720.40,45831634.41,22551854.46,326614604.85,109438509.91,85805036.42,29278240.53,201825319.83,108347450.26,59309245.65,20334121.70,99395676.71,57688387.79,39055569.79,20547780.96,218452952.10,139409936.37,91391675.50,47091340.23,301961683.48,184766819.63,136605182.21,74940650.14,278587559.54,184677029.95,119190594.10,47831488.45,404869105.97,266876459.28,232578686.72,78297056.81,112447966.27,37963991.91,70936191.54,47697274.37,28623947.38,0.0
5,营业税金及附加,1708194.38,1198737.27,564778.53,3397016.34,2227168.81,1196009.36,572828.94,2896880.35,2162691.64,1279488.79,496777.43,3041938.74,946205.83,776766.84,526919.02,4664162.63,1602822.51,1006457.85,453101.72,7235991.74,4681011.46,2483458.59,614096.88,7542685.07,3391906.48,2779825.35,2050771.72,12276457.46,6539534.52,4683034.77,2400631.09,9000663.78,5556014.34,3445327.60,1810484.94,7652343.22,3180422.77,2413157.60,833351.43,6833789.38,3087210.54,1871469.67,614165.33,8553128.96,3103496.81,2324969.78,1331102.94,14600282.38,5070716.04,3836280.79,1457592.17,10136672.71,5054631.56,2871256.47,1181029.22,4753686.61,2999421.95,1877511.67,965369.31,6429381.56,4082948.51,2541122.48,1308763.14,10217998.35,5561962.26,3869252.68,2152638.30,9180687.44,6909552.31,5278503.97,1952088.97,10349783.22,5157186.14,8764287.46,3099125.41,5774452.87,2740647.80,6625798.11,5335715.66,1748417.63,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15222.18,15222.18,15222.18,15055.93,141319.99,118653.71,79127.39,39601.25,159643.88,119893.31,80142.74,40270.45,172701.95,132007.11,90274.17,48040.70,302979.46,315926.94,241319.65,156123.42,410733.07,319697.15,224844.16,114939.93,572940.56,450893.24,327531.33,200863.29,1350513.63,1098122.59,885958.44,544327.36,3560335.49,2077697.47,1428076.46,899597.28,7262364.30,4687995.45,3011120.10,1772424.99,5858515.14,3890101.74,2296591.39,5716386.65,3677082.88,1375221.59,4224016.14,1135403.89,956523.38,9641532.39,0,0,0,0.0
7,管理费用,31805109.59,22359368.39,10335853.23,52875727.29,33845686.24,23001433.45,9449124.97,42243826.16,27937098.80,18107988.62,8641567.22,54201930.18,37159981.14,25780103.64,12871695.82,44529811.48,33435951.29,22855701.91,11327505.89,44384734.50,33212722.95,21971302.03,11232146.03,48937880.16,36006906.89,24590129.07,12225863.15,49696972.82,35570389.30,24001050.75,12230435.99,50198628.01,36321414.34,24330305.28,12189647.83,45100821.18,33901416.24,22587318.57,12114998.84,45825668.66,34178163.63,22863334.42,12388672.59,47613164.96,34563503.23,21759654.02,11794804.36,44149134.59,32733887.27,21279590.17,9227736.23,50748296.43,28310172.25,11659481.25,8029507.22,60302488.41,33938908.95,19048436.69,8528717.23,48509894.55,28650868.61,17685351.01,8570152.46,54987378.65,38186628.30,23888678.49,11825432.59,46967639.14,31159303.16,20082860.20,10956471.97,30163854.38,13335154.09,20938880.08,8086358.07,23432326.39,11323147.97,22821798.00,23228681.55,2078204.08,0.0
8,财务费用,-250893.08,-180609.07,-91131.03,135083.59,8585.45,7224.86,-17121.11,-59913.54,-62410.85,-41658.74,-17553.17,-236022.43,-201247.41,-173998.01,-56591.11,-312622.14,-232715.20,-120782.46,-15976.21,-21056.29,17184.93,-22424.14,-8113.09,412004.39,361599.08,321539.09,189259.26,7899226.44,7004448.12,4192150.67,1482974.90,8329354.67,6085606.83,3955567.74,1983058.24,10174570.34,7721527.78,5460721.42,2474894.66,13508175.68,10335194.22,7452754.30,3417087.28,14986527.98,10623036.95,6827869.27,3045377.38,13461181.61,9623098.21,6096906.23,2726286.60,11244521.89,8356845.27,5616378.00,2513377.94,11288236.03,8496365.89,5719490.27,2588512.70,10431221.92,7369543.69,4709611.11,2517168.30,9162055.40,6279792.08,4479212.25,2350218.15,13307138.38,10344624.31,7512052.01,3555161.20,12169102.10,5633757.10,3194873.54,-243859.30,-1511765.14,4933.84,331345.61,-100374.58,-18032.57,0.0
