,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11062043312.80,7275015272.89,1320852415.20,17227114696.42,7082217748.79,5591317674.88,2985640860.89,17499924005.52,9324876869.22,4090904564.38,1536487335.19,13626242154.83,8710147555.47,4140139473.40,1936438230.45,11636298826.34,6584312747.28,4979614361.48,1353786536.77,11038339077.92,4104638648.05,2865915569.97,1061071570.81,9209040364.56,4008298075.12,3152277345.82,1236050713.81,9908655442.57,3457727298.04,2254627190.67,964049103.43,6688298540.05,4020357021.45,2571761181.49,987044328.86,8140036586.15,4049411809.59,2325760494.60,1040960840.92,6379362378.87,3792828690.94,1828461469.53,574233573.51,3504859206.95,1540309365.96,855312451.20,268847043.06,2992408655.54,1105950333.65,837954006.73,400756192.41,2146237006.10,672921818.76,417068248.57,187242503.90,1114565728.16,661756853.30,416993061.18,112119291.04,897363387.27,695823557.00,472957345.75,178401359.30,558076591.91,393316662.05,263503144.18,106292194.12,408421033.18,247487288.86,185401833.40,85491429.31,863338022.79,536246999.28,1154726503.72,803582872.75,668867137.03,255932453.90,609461534.09,180364495.92,174815835.85,0.0
2,营业收入,11062043312.80,7275015272.89,1320852415.20,17227114696.42,7082217748.79,5591317674.88,2985640860.89,17499924005.52,9324876869.22,4090904564.38,1536487335.19,13626242154.83,8710147555.47,4140139473.40,1936438230.45,11636298826.34,6584312747.28,4979614361.48,1353786536.77,11038339077.92,4104638648.05,2865915569.97,1061071570.81,9209040364.56,4008298075.12,3152277345.82,1236050713.81,9908655442.57,3457727298.04,2254627190.67,964049103.43,6688298540.05,4020357021.45,2571761181.49,987044328.86,8140036586.15,4049411809.59,2325760494.60,1040960840.92,6379362378.87,3792828690.94,1828461469.53,574233573.51,3504859206.95,1540309365.96,855312451.20,268847043.06,2992408655.54,1105950333.65,837954006.73,400756192.41,2145524409.89,672384156.03,416616677.16,187159603.90,1113218867.25,661124913.61,416581045.86,112036223.04,853893989.37,658855220.02,434954941.55,175676529.85,551468527.97,388461059.84,260092475.85,104879001.98,403416254.06,244448877.98,182803368.32,84824278.40,852203451.91,531445901.01,1155888937.52,803028009.39,668382343.66,255410456.09,608689830.70,179913274.60,174600371.13,0.0
3,二、营业总成本,10469083936.87,6988938748.79,1942061210.61,16091517663.43,7125771090.74,5365009572.50,2687175343.95,16899934288.80,9755417912.07,4860703686.32,1883998469.16,13652820273.54,8742793408.99,4441448856.08,2095712171.87,11112858290.42,6299747095.13,4666812100.32,1455415178.60,10608961891.77,4372991084.59,3024558127.85,1123756322.47,8820544377.57,4001321737.19,3083198468.03,1192597165.15,7491197045.16,3503423073.12,2351036410.88,1040132389.08,6027826776.01,3962653793.33,2526598023.37,989832082.52,6663577111.30,3690031073.32,2102866213.20,932659912.06,5291649603.84,3285028531.93,1790911247.55,621362618.90,3025467077.66,1470995045.63,849026395.63,324529284.12,2608095137.75,1079013128.81,785203667.85,369898775.89,1978077044.73,679011144.87,406664855.20,182077804.29,1103824234.24,662724928.37,406010288.31,134858801.68,924472800.74,712635366.71,475917613.17,198718452.18,616067000.37,424546026.78,296031970.27,121560753.72,469617183.89,279313487.73,204297278.82,102489867.64,869539691.85,543168876.03,1207057108.35,804192797.68,668855065.54,253449148.47,597790191.03,176101534.27,178208109.12,0.0
4,营业成本,6655863259.68,4457240176.77,1122655092.50,12311671019.62,5088909417.50,3981185210.70,1937301192.86,12570080546.16,7608071354.74,3531168786.41,1281161721.23,10861162471.56,6929540961.21,3314240574.40,1483442993.38,8646113705.25,5112937825.55,3835955390.76,1112108129.57,8596467864.64,3255271053.03,2240587879.38,842901479.93,6974893614.85,2994142244.43,2360346185.53,907511556.05,6157528526.37,2889931082.60,1993425007.51,872594291.51,4864642221.01,3210302835.80,1996051589.71,778347783.03,5557516418.84,2948868070.98,1632120418.65,687168931.15,4412098897.57,2691386464.97,1479633782.38,471784218.27,2379074391.94,1103864995.58,654626015.05,231997367.50,2184309993.56,897815826.69,658372359.08,299208905.01,1668603992.15,563977738.83,329650386.96,136545636.72,925420267.43,532720526.47,313086825.94,91983825.49,739059247.65,566734405.63,365853837.75,147382122.40,463229169.73,312300149.49,221290449.86,88044178.92,293899521.41,165824335.80,125467206.59,63010817.14,720522664.81,477810877.11,1055410461.74,756455686.28,581390389.21,209627547.89,492552441.90,145444767.69,154707927.96,0.0
5,营业税金及附加,1415207386.14,1047535340.70,42259355.88,1074599719.43,262730704.99,216955236.36,119207011.70,1523142367.59,338752379.35,105976008.56,32104520.85,769440548.15,479288356.41,215175831.69,111993940.47,825615991.45,456051383.95,345668351.06,64852229.23,714869257.53,169771272.06,141453206.08,32209262.38,458999263.80,227285634.75,212858388.30,65873901.31,218358504.01,75362051.69,32546709.26,8957780.85,385541827.36,215912229.89,119429568.83,28583999.89,460416686.54,221131721.13,123331322.91,59396310.91,307065220.74,142092039.44,60050601.95,18144926.56,197869937.10,76874353.85,36560481.76,5203016.80,143747028.36,42239218.16,33124519.51,18494234.51,101070579.21,10954313.50,9406715.43,5377919.15,17657786.99,11692887.68,10463026.05,1272579.11,5487664.75,5101290.64,4026364.77,1659377.78,6044580.25,3756483.05,2546978.37,1376984.09,6650830.68,3482457.63,2266792.47,1561551.11,6136816.01,2470351.62,2754307.73,513304.80,4601773.49,676490.92,9818359.63,748187.57,276065.04,0.0
6,销售费用,268343595.67,178252021.63,85007045.57,315150134.41,197345012.64,127196654.05,60426253.73,516619119.51,239662948.06,173103752.72,51865645.31,419130643.57,178910185.43,122646937.24,66182837.78,420170490.50,163649236.73,114699379.82,61117783.53,346073064.65,121810421.79,84221994.42,41979424.34,321422557.34,107921512.27,62711688.62,33275205.14,255629529.54,92017641.36,60342653.08,26928434.30,248011529.02,85267333.18,58835722.79,29244621.03,190210776.96,72806144.03,49920337.99,23960255.91,150002690.41,116971954.30,32217072.68,18821065.03,102868210.62,78306400.06,34037547.32,17671647.77,52132174.75,40202839.04,28766082.75,15342122.59,58465076.13,29802814.90,17641236.45,7400593.10,29747683.54,22284713.55,16824547.19,6784100.67,49404710.00,38966682.04,33694853.40,11721344.68,33398150.81,22016505.77,12698858.81,6132992.78,35844456.16,28305499.78,21514406.24,9418918.93,44834239.26,20542862.42,40338767.23,12702276.41,25396311.55,13183413.56,20733565.60,5753537.26,4649408.45,0.0
7,管理费用,318349270.85,221097763.95,121447234.73,420224343.19,307698016.63,211214067.38,117205619.03,444280244.79,442411198.75,318227817.21,174784513.80,390172502.46,439130139.17,299621299.87,160862726.17,315784015.59,362074454.62,252323330.03,138717477.65,290143744.94,319950096.33,203788638.93,119702214.16,307799041.15,329459325.27,224112196.23,121204899.82,269999318.82,286296775.58,196320655.20,97662404.70,260571201.35,299344690.07,192599067.20,103624330.20,236238346.36,252974242.36,168369803.94,94657358.41,237998893.86,172833944.33,128105151.35,63191230.98,176439718.26,133211597.74,93204454.69,51806447.31,131613638.57,70724286.32,45744470.81,26068646.15,83244087.58,25204451.35,17972229.07,12701093.09,54387364.58,37137407.52,23262066.81,15210767.33,57109295.04,45373866.50,32990286.26,18608371.57,61741424.53,53515612.66,31478309.94,14234744.78,88866123.60,50016484.27,35638206.40,16054459.47,68716560.36,29167693.14,73904075.15,18781791.90,30047261.94,18189336.68,42246753.73,12782857.40,9114413.29,0.0
8,财务费用,1811320424.53,1084813445.74,549059911.23,1697997233.31,1212334129.68,812899807.03,454554215.87,1493290250.49,1151248543.21,756728524.64,358993357.54,1196099713.23,762185477.09,517681022.67,295441496.08,877996738.69,429676146.48,342897576.43,120475229.83,655590233.09,523044460.27,346072818.48,90386457.69,613629033.03,342924902.80,225983685.56,63166188.85,413093115.81,156975499.73,64979276.83,30443776.92,288151946.22,157218155.95,128326369.19,61837891.26,179228222.78,186753483.41,123158441.09,63059166.87,181348972.67,160018386.71,91643121.65,50332269.56,120402799.73,75776876.21,30163811.83,17777657.24,40372774.16,32080141.05,21522406.29,10784867.63,66693309.66,49071826.29,31994287.29,20052562.23,76611131.70,58889393.15,42373822.32,19607529.08,73411883.30,56459121.90,39352270.99,19347235.75,51653675.05,32957275.81,28017373.29,11771853.15,44356252.04,31684710.25,19410667.12,12444120.99,29329411.41,13177091.74,34331942.09,15739738.29,26369233.72,11772359.42,32439070.17,11372184.35,9460294.38,0.0
