,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1428817854.41,937387075.27,423395865.84,2430806758.81,1716487486.92,1143982510.72,518338863.02,1696866915.33,1084202695.61,628839700.74,238285832.63,2856923346.02,2478416436.26,1319904383.38,652685343.24,2761478183.49,2306576674.41,1496630574.38,702822747.43,3286700284.01,2299859443.57,1440598978.60,702977848.73,4149879864.04,3255433608.15,2434500585.17,1288578648.52,3504164632.30,1739171528.15,1125148548.41,537136542.98,1960950050.36,1355191286.02,917836932.36,441464760.71,1329324703.18,900531283.10,576475785.62,310160470.39,1112171875.77,871982782.52,611773308.87,289020957.46,1148163743.59,920513692.69,656224639.66,302965063.68,1113692840.50,728675569.49,526330424.12,240684236.73,853631938.93,690229781.53,445999730.74,229753354.86,876495415.75,736833410.96,639965837.83,192793714.88,732617654.78,472446492.26,311336865.07,158974230.36,590110461.11,421258908.12,303993846.42,153313946.23,659655898.51,432262994.49,319677205.95,164611701.65,630819300.38,502699860.16,353665899.80,602070762.63,289206722.14,598925234.60,621932414.69,582167803.93,563516550.57,0.0
2,营业收入,1428817854.41,937387075.27,423395865.84,2430806758.81,1716487486.92,1143982510.72,518338863.02,1696866915.33,1084202695.61,628839700.74,238285832.63,2856923346.02,2478416436.26,1319904383.38,652685343.24,2761478183.49,2306576674.41,1496630574.38,702822747.43,3286700284.01,2299859443.57,1440598978.60,702977848.73,4149879864.04,3255433608.15,2434500585.17,1288578648.52,3504164632.30,1739171528.15,1125148548.41,537136542.98,1960950050.36,1355191286.02,917836932.36,441464760.71,1329324703.18,900531283.10,576475785.62,310160470.39,1112171875.77,871982782.52,611773308.87,289020957.46,1148163743.59,920513692.69,656224639.66,302965063.68,1113692840.50,728675569.49,526330424.12,240684236.73,852923602.74,689616835.17,445643770.72,229427864.03,874234153.10,735197071.19,639278455.74,192675047.53,731494222.77,471628314.02,310755143.58,158673662.50,589468585.94,420889364.34,303646262.35,153285448.07,659393192.68,432134381.04,319601717.76,164569904.81,630644450.25,502560011.99,353567073.58,600867609.35,289146706.37,598795988.58,621798850.39,582059006.89,562595458.24,0.0
3,二、营业总成本,1452058033.74,955881159.06,452710099.47,2173078163.05,1497860140.65,993325898.26,464909463.41,1702919175.75,1143060385.30,665149972.16,286733368.81,3168689370.41,2545061301.02,1452172577.83,706822860.80,2965020864.40,2444860805.60,1633981270.56,797337378.45,3923757304.33,2632243284.27,1589436312.36,773383405.74,4294764443.34,3338417899.33,2392271475.97,1269677568.20,3684386077.29,1667189651.07,1058876186.00,519161570.28,1842877630.28,1258502016.94,861689336.99,430164913.22,1185024761.96,797298085.47,497862532.70,260035810.14,948677326.37,705442685.60,488082188.18,238536654.10,952407070.97,730761719.59,517267869.13,247797808.35,885778939.99,574063201.62,416296601.45,193628206.05,687315649.79,533002301.45,340982042.40,185469384.01,654926706.02,549767922.06,467869414.79,142825115.03,584891519.73,379494570.11,249461207.06,130433941.46,524247133.44,369265669.87,258635503.26,131408437.31,599166897.47,396167868.96,302293085.56,159941775.94,622980105.23,496046852.42,347412907.03,559778671.31,259554345.00,533290657.38,550113916.73,502119876.25,491342711.37,0.0
4,营业成本,1117183951.31,741268771.06,364542927.13,1584758880.23,1150274010.72,752768165.61,356323958.08,1215127005.45,797129579.09,414576789.56,133455464.25,2321971564.87,2068639863.30,1249933657.68,616631337.67,2516697644.26,2117954910.53,1404505961.48,685120856.56,3324984844.95,2237392049.10,1348959344.34,643869206.04,3628476261.19,2829123643.97,2036980130.22,1080784955.37,3113876788.42,1421786579.38,901401761.71,430632012.09,1537864092.36,1055483207.31,729979300.79,350361361.00,967316261.53,616970009.25,373411694.61,191137504.39,647211015.67,504783359.10,356840782.76,171359976.36,690060468.24,570797021.03,412573951.61,208195961.50,687526045.62,470173330.45,344780747.00,163092155.31,557854978.95,432423742.06,276803884.41,145640144.64,566092750.27,480194264.40,412755606.01,124945846.72,520883228.88,338247701.65,226373400.61,120013972.37,472060153.99,334624172.40,235121474.40,122603750.02,550716173.12,369196723.66,283013699.59,152327505.19,590238114.44,470326533.96,330185505.18,528466654.10,244102141.78,498918086.77,512315554.95,456621481.59,442290856.11,0.0
5,营业税金及附加,12243517.21,9370767.09,2377715.00,25510911.34,15743038.09,11702374.99,4034119.94,25411237.08,12946060.25,9433939.95,2601109.96,25071078.60,10246288.22,3081912.40,1017375.39,7731575.01,4160587.41,3392921.64,2596329.42,13926621.45,11700012.13,4528787.98,1264594.75,7682932.35,5666163.10,3948139.61,2996005.76,6261611.21,3397002.10,2200592.14,1051755.98,4032386.66,2754158.41,1821077.92,832954.24,2442752.56,1418167.85,852229.25,373378.81,1998601.99,1501356.09,1049612.84,559302.26,606318.75,415916.96,251337.69,120819.53,1107120.77,644885.54,496073.77,97353.21,394440.68,60349.56,28674.49,0,4679418.67,4679418.67,4658177.32,474542.86,2651458.79,1161989.86,438270.11,281131.67,633124.66,400703.99,364043.59,213675.63,1604089.93,660903.60,310635.26,130381.18,0,0,0,0,0,0,1409210.27,3226670.04,2827638.83,0.0
6,销售费用,144208960.08,85039004.85,41072223.13,253223036.16,182341198.86,124917176.48,55177775.57,196628188.32,145788254.45,97506860.92,41996663.13,227662265.06,184754422.18,45206339.64,21875529.55,77920147.88,80370687.85,56815935.42,23695050.98,165408600.28,121243039.65,73492236.17,28374075.88,206371104.90,170018222.87,105169243.84,51677193.12,130543308.30,77924188.08,48298487.72,22959951.48,84756714.81,54813871.36,30769256.99,15485861.10,70741781.42,49467647.81,29251598.99,10223442.76,69755540.52,45147004.88,25132635.60,13014815.64,84393892.84,65359894.23,41499994.27,5360636.55,57676464.51,14762400.09,10674497.41,4382570.94,6494714.79,5627745.40,3435425.90,1759539.81,12930292.70,9224914.90,5060734.11,2548842.38,8560962.69,5482496.58,3945764.89,2110782.95,9795786.83,6791262.09,4952713.34,2543738.45,8554606.80,6443690.93,4497685.44,2427887.91,8427505.67,6684196.86,4683163.34,5355574.61,2839662.84,6321032.48,4880925.41,10751302.36,15684150.69,0.0
7,管理费用,94309220.45,60046342.19,29718546.75,132672354.50,110839904.89,78149351.81,36325400.22,194317895.44,142974931.67,112415264.17,92325886.42,271541560.82,161580069.34,81228705.94,37445299.26,181649671.80,112897373.37,83027569.02,45957190.02,196477562.81,156624323.97,106469952.58,49402848.30,218555613.80,185988153.39,138300609.97,78583515.36,244741124.21,140013681.32,102830085.23,63150179.27,172547614.05,145260370.58,99500983.06,63643170.52,166923594.82,128312614.34,88286438.13,50585616.37,160232151.97,127460224.45,86020226.72,44521687.53,153275759.18,92054210.08,63272309.70,34743497.06,139225207.19,92904520.55,64106293.26,29221482.22,128374761.86,99684935.40,64364038.65,40486633.20,77426643.32,60470535.23,48769608.54,15978620.67,57193967.98,37750563.50,20661103.92,8908906.42,45887953.15,30525906.08,20175146.91,6871130.33,42247015.20,22783753.26,16320978.86,5929197.32,25938922.16,19961565.53,12854314.94,27168271.27,13376755.38,23742058.84,24584552.77,27113540.90,27351702.91,0.0
8,财务费用,38315216.76,27694253.10,8194326.77,61364729.79,38661988.09,25788829.37,13048209.60,47081977.86,44221559.84,31217117.56,16354245.05,138701812.43,119394944.41,72721962.17,29853318.93,149194947.61,129477246.44,86238883.00,39967951.47,182944852.82,146439894.67,97142701.29,51888200.87,201995275.08,150990282.33,111241918.66,55635898.59,161045563.36,24158420.50,4235479.51,1457891.77,123513.55,221580.28,-350110.77,-127262.64,895466.47,1247187.82,6178113.32,7833409.41,40396672.35,26560741.08,19048930.26,9090872.31,24235420.41,2177186.29,-287215.14,-580597.29,-2102907.27,-4421935.01,-3761009.99,-3165355.63,-5803246.49,-4794470.97,-3649981.05,-2416933.64,-6202398.94,-4801211.14,-3374711.19,-1122737.60,-4398098.61,-3148181.48,-1957332.47,-880851.95,-4129885.19,-3076374.69,-1977874.98,-823857.12,-3954987.58,-2917202.49,-1849913.59,-873195.66,-1624437.04,-925443.93,-310076.43,-1823669.67,-764215.00,4063479.29,6865673.33,4406881.36,3188362.83,0.0
