,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1623086752.58,1205261949.61,797401158.23,382712116.70,1654195827.05,1247929666.69,819392063.23,382958676.32,1243173666.89,869791866.11,524994194.23,209296353.02,905096099.33,664236102.92,425347310.86,205912445.84,997837380.09,790323485.96,532281878.83,253078134.32,1007882038.80,729307662.54,477256831.00,214129979.12,868284058.20,655504683.21,415639751.98,197745288.24,965169187.19,795153371.70,512057170.69,275145046.89,1461587597.56,1106489092.16,799824566.09,380505783.58,1380322316.02,1008322403.73,671640318.41,299330623.09,926829422.49,584065727.40,360594542.80,179015324.40,1802070609.61,1471997383.03,1033447182.00,503690404.39,2029975868.00,1540127046.51,1010809633.13,466690324.07,2300087859.36,1759308773.28,1118763445.28,488013481.69,2063320624.20,1516115298.75,1028766272.23,503896179.02,1881723475.94,1400401954.32,897895813.61,429517592.44,1701666267.73,1308829001.94,869594001.75,396416069.13,1334877728.37,907934697.25,527263356.12,0,1130535222.12,556342995.05,1121083700.44,553283355.41,807060919.54,451529421.79,496334108.86,0.0
2,营业收入,1623086752.58,1205261949.61,797401158.23,382712116.70,1654195827.05,1247929666.69,819392063.23,382958676.32,1243173666.89,869791866.11,524994194.23,209296353.02,905096099.33,664236102.92,425347310.86,205912445.84,997837380.09,790323485.96,532281878.83,253078134.32,1007882038.80,729307662.54,477256831.00,214129979.12,868284058.20,655504683.21,415639751.98,197745288.24,965169187.19,795153371.70,512057170.69,275145046.89,1461587597.56,1106489092.16,799824566.09,380505783.58,1380322316.02,1008322403.73,671640318.41,299330623.09,926829422.49,584065727.40,360594542.80,179015324.40,1802070609.61,1471997383.03,1033447182.00,503690404.39,2029975868.00,1536504681.53,1007970004.68,466690324.07,2297876931.39,1757713247.44,1117710534.61,487508517.71,2061243007.68,1514404570.74,1027484914.44,503353592.39,1878370804.52,1397983731.85,896227689.77,428763608.22,1698732170.47,1306655733.06,868408261.35,395847078.90,1330094824.39,906116906.97,526226309.50,0,1128159407.53,555039128.15,1118147108.44,551833604.93,802625000.67,447298076.50,491503718.62,0.0
3,二、营业总成本,1537870288.21,1141706548.65,755922112.68,370707990.87,1579187983.70,1187344060.36,777121922.01,365231226.07,1151365555.73,799774976.24,482029306.33,189056423.96,814807941.29,592489087.35,380572124.25,188698214.83,942477642.28,735074708.31,498777931.36,236203345.50,975192937.52,699994888.45,458985870.34,206584275.22,869638511.41,651916441.90,409030091.53,192718100.86,957942630.09,781820196.17,504518524.35,273675399.82,1519146301.63,1120944952.15,809015110.28,383874803.00,1367167962.56,997298138.91,654906743.19,298495349.46,915537412.91,568543194.88,351791387.16,173984734.31,1811899354.01,1468082733.65,1031662223.00,501777764.27,2054601821.00,1534174018.01,1006430055.72,463622847.30,2296850846.51,1754211057.74,1116076107.26,483791915.85,2061978148.75,1511020550.51,1025268312.62,502033584.20,1880218483.03,1393741570.66,890215432.82,407290586.93,1693777167.52,1300186154.26,857226922.69,393406515.63,1332528071.31,902279392.94,520871187.49,0,1137199132.85,549748847.88,1124329196.09,551870547.65,799218937.36,447969324.59,521767407.92,0.0
4,营业成本,1451651788.31,1073678479.79,712718766.85,346883785.56,1502498916.50,1130668786.07,740467333.78,347048970.87,1071242711.04,745266801.54,445942365.83,171157599.11,734986457.50,535308251.17,345946753.17,170857089.01,859379903.99,682952437.12,463957003.97,217497399.42,902068818.57,651768943.34,427982135.72,192388603.89,795716330.80,603663670.48,389257929.91,184641119.15,899153240.26,741303994.73,476642284.06,260218083.19,1365682469.71,1029197650.32,743780726.52,350129461.06,1262535413.42,921285813.51,609383319.29,268554367.60,822415470.94,505109328.40,306514821.48,150952287.54,1664600789.52,1368130757.30,962423694.00,462621170.01,1889735158.00,1430359544.21,935130618.35,427866632.54,2157527144.68,1651716332.74,1047400682.87,454682361.12,1938920332.11,1411486912.93,961369550.03,470060232.43,1755143022.97,1302126194.15,829486660.06,393764205.57,1561368364.70,1199624791.26,790872848.63,360378346.01,1200885582.38,802550571.11,455303571.65,0,1017337411.42,503179436.25,1006266240.84,493387082.34,689613414.15,351754314.10,437602728.98,0.0
5,营业税金及附加,3093206.65,2464976.71,1607671.79,757847.35,2583257.02,2814404.81,2074640.06,785723.17,5453695.74,4086047.97,2364484.11,1414377.06,4026008.86,2243447.56,1274549.43,634792.52,2711042.29,1888283.70,1105138.74,625031.10,1918888.25,1221576.44,804252.64,396621.26,1883158.89,1246512.95,695615.11,333602.02,2785667.13,2496536.67,1942667.91,598326.14,3674671.71,2961194.94,1914390.23,1177005.29,2544792.57,1758876.91,1259070.81,654878.41,1123213.50,683626.66,392921.78,203632.45,2552138.13,1390351.91,773578.00,347232.78,2411615.00,1549877.31,1006977.60,395494.27,2297256.68,1584270.38,1112997.56,348401.13,2123867.53,1418977.58,897745.84,409453.26,2070698.62,1489770.17,1045835.14,477298.06,2200881.53,1641567.34,1106466.58,391265.67,1659001.27,1033126.01,721532.02,0,1649003.29,738619.25,1003001.68,410863.44,732464.62,761503.89,894469.23,0.0
6,销售费用,62123006.68,49020265.78,32876229.40,18282353.81,52523394.49,41955543.06,29445690.28,17296966.66,56027633.60,41413454.82,28686017.02,15980402.80,53906204.60,40941252.06,26368760.02,14726310.21,50648009.71,38538399.79,24854114.92,12815789.26,41224386.37,30671015.07,19702567.40,9829971.13,35235187.67,21028394.89,12588969.06,5492153.76,32614216.28,23442963.52,15661102.07,7958500.80,75293294.53,57998207.41,39263415.94,20269307.87,64915146.87,47011246.46,29083232.31,18368138.93,65213498.46,46498239.31,32666705.76,16432090.53,92690214.72,65093302.94,45905913.00,24501923.57,100884013.00,79674560.96,54682408.46,29013521.69,106424158.29,80707331.60,49426729.31,22924038.39,91713415.89,75253738.67,46882387.56,21957719.32,91034816.60,67307312.77,42925977.18,0,97955188.44,70667842.19,46855189.47,20809431.36,82674035.96,63283293.81,43349133.14,22286236.92,74656925.70,31038316.00,69491255.81,36419699.49,65909839.88,53382853.57,46896373.96,0.0
7,管理费用,46486930.78,28806112.16,17768669.38,8129046.30,47030827.06,26889650.31,17381211.53,7678192.72,47379483.05,29812087.07,19249698.19,8372878.72,47156829.39,31879614.01,20447712.93,8513979.82,49806704.42,31787810.53,22638041.80,12529305.06,48749596.84,31446875.06,19346693.91,8324642.89,41047534.22,25592521.80,14588159.97,6034816.96,37106591.95,24936955.53,17997267.13,8431862.04,83914515.01,36557664.85,28185002.23,13481633.05,44000890.19,30455189.08,18127361.10,11825080.17,42828747.28,27905435.00,19142510.01,9516081.17,55307761.17,30243758.04,19042731.00,12656706.12,59350604.00,24640727.99,15576692.94,6604591.19,32603726.82,21268831.79,18306400.49,6280071.06,29140128.28,23301919.87,15842165.72,9268202.94,32883182.48,22929534.69,16757319.44,13049083.30,35668539.82,29524941.43,18910452.65,12100405.41,49598840.30,37650548.42,23333569.13,9636251.68,40944787.82,13905806.03,35229293.46,12867569.25,27872994.25,29113192.43,26840911.80,0.0
8,财务费用,-25484644.21,-12263285.79,-9049224.74,-3345042.15,-26063355.78,-15406010.20,-12672222.71,-7578627.35,-29231550.35,-21440947.26,-14850790.92,-7868833.73,-25392193.01,-18021274.61,-13603448.46,-6033956.73,-23631479.75,-20150329.63,-13834474.87,-7264179.34,-18832788.34,-15147289.69,-8883547.56,-4355563.95,-16641600.25,-12058834.11,-7385487.05,-3783591.03,-11920747.59,-8995178.32,-6359720.86,-3531372.35,-8845427.15,-5583764.41,-3942787.00,-1127655.80,-5230485.92,-2419993.54,-2183246.81,-675581.45,-14043159.99,-8631922.05,-5268150.82,-3119357.38,-7088598.65,3224563.46,3516307.00,1650731.79,-2743402.00,-3237174.40,-938686.16,-257392.39,-2001439.96,-1065708.77,-170702.97,-442955.85,80404.94,-440998.54,276463.47,337976.25,-913237.64,-111241.12,-359.00,0,-3415806.97,-1272987.96,-518034.64,-272932.82,-2289388.60,-2238146.41,-1836618.45,-662373.58,2611004.62,886670.35,12339404.30,8785333.13,15090224.46,12957460.60,9532923.95,0.0
