,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1305185595.44,970660402.95,672871956.74,4272043399.91,2900804801.56,2565148396.54,1418458281.64,6509123209.16,3985682857.90,2251067454.09,975858183.75,1812397931.85,839749876.54,214802430.39,82511495.29,319629405.93,245902957.01,149640432.29,68610060.75,842147080.43,794673096.69,669724316.81,261083322.89,1810919881.95,1261237615.72,743220566.39,231529177.40,2119820760.34,1356961233.12,714373679.73,242962662.15,1987018373.72,1656030454.73,1185833631.06,691737294.96,2005773814.80,1506193845.79,935046601.85,412196708.39,2251325304.60,1680418838.28,1139287802.70,654946031.34,2642146998.73,2017442802.61,1233398964.40,589907315.16,2034302690.33,1467067553.73,864483731.26,389400433.21,1520201410.59,1179040244.11,891292848.44,380394930.60,1638388848.49,1280708441.75,793645715.39,333111783.72,978264725.14,596853941.32,368368532.92,199557950.62,1105413065.51,866658643.49,536151854.64,253714050.71,1006299359.17,763166000.70,508706153.37,205692756.46,950329195.43,506514541.86,1041653692.92,546956754.25,1035400701.45,1086403409.96,989848263.16,0.0
2,营业收入,1305185595.44,970660402.95,672871956.74,4272043399.91,2900804801.56,2565148396.54,1418458281.64,6509123209.16,3985682857.90,2251067454.09,975858183.75,1812397931.85,839749876.54,214802430.39,82511495.29,319629405.93,245902957.01,149640432.29,68610060.75,842147080.43,794673096.69,669724316.81,261083322.89,1810919881.95,1261237615.72,743220566.39,231529177.40,2119820760.34,1356961233.12,714373679.73,242962662.15,1987018373.72,1656030454.73,1185833631.06,691737294.96,2005773814.80,1506193845.79,935046601.85,412196708.39,2251325304.60,1680418838.28,1139287802.70,654946031.34,2642146998.73,2017442802.61,1233398964.40,589907315.16,2034302690.33,1467067553.73,864483731.26,389400433.21,1512874137.36,1174619261.02,889039484.83,381467230.24,1627904477.60,1277396619.44,791958189.11,331555212.21,969669118.76,595875051.81,367164585.18,196635403.87,1099637514.69,862031445.35,532484261.76,251444385.48,1004155728.15,760953243.25,507479324.71,205558449.87,949947308.85,506408085.96,1042511038.28,548319045.27,1032797633.60,1084472152.76,988855472.71,0.0
3,二、营业总成本,1009476954.02,647732486.92,449507150.43,4194344048.43,2924953715.15,2476207731.24,1304854001.39,6238695864.90,3771194214.78,2168890236.37,950376138.97,1814903180.50,1002665485.07,389432090.35,127269956.66,1042967147.98,444584049.44,284740604.70,135956098.86,2431777457.32,1215012371.89,956005150.00,394975578.75,2476113875.38,1555397387.22,940149176.56,330484731.80,2230262690.41,1552899227.57,912226270.61,396212205.99,2259480614.51,1710879221.44,1222742179.82,669737890.77,2263359059.91,1573162230.76,968746368.46,442414327.48,2183036454.59,1607795770.96,1072156737.25,579893425.39,2490636386.29,1813948597.30,1090607119.88,518939091.58,1868149030.28,1368508801.80,846482675.47,398387606.52,1342259944.04,1057457415.47,787554898.90,352828826.03,1335979031.11,1018146091.99,673240515.31,312221105.63,948208179.59,649605314.84,426760551.09,207164538.30,1017434861.72,757646991.39,467409796.27,225870833.14,950261477.75,684753433.80,463476811.83,212622562.60,892394018.20,455517460.01,931426276.46,487027526.33,910980238.08,963425308.42,849904661.79,0.0
4,营业成本,889151387.69,569464181.28,405291881.52,3762959202.75,2616820905.04,2297558207.17,1258757642.64,6130607917.82,3734977192.29,2179448656.39,956974069.08,1755014286.71,812159580.00,203409775.11,81049166.83,295773390.99,233530839.56,138851541.77,62015195.73,839336103.70,788504584.11,665595389.60,252049655.73,1701881021.66,1181062216.37,693347694.78,223740533.79,1724926716.82,1198200798.59,655081676.04,244659819.15,1754907093.03,1446653126.94,1047492860.19,579918241.10,1786901673.06,1343884083.98,812243123.18,351617219.08,1818237442.12,1408872677.43,924881540.58,515191489.58,2039292707.25,1533378641.36,885316615.70,424311591.10,1530608285.75,1094745470.83,656858254.99,295760007.93,1070047319.11,840453123.32,611244340.13,282432629.83,1061485152.87,838619509.61,538580218.75,262546291.41,747735403.82,511729484.07,328114535.36,169765221.09,842092105.07,646032033.55,390602859.77,191833074.34,814504472.39,594185667.57,403981497.34,186917033.20,792957022.17,405709110.24,824864206.82,424928100.54,804816024.27,851238988.70,698484381.60,0.0
5,营业税金及附加,-454463.89,-634473.98,-851165.70,5958053.27,2753160.59,2137782.92,1471767.04,6606989.95,4100014.61,1820126.14,867396.78,1691657.64,1482495.31,730726.50,155742.10,2009531.35,1755983.98,1230020.92,684144.76,4129617.46,3645797.00,3133479.13,1423025.70,7921303.25,4825674.11,2992715.48,669866.10,12828262.78,7309095.47,4254324.61,1384733.23,11121750.18,8118430.85,5226041.89,2166600.91,8940835.31,6422576.53,4143987.99,1819718.57,10056041.83,6308985.03,4425864.71,2504161.09,16010347.65,12367773.61,7427922.70,2750262.26,8139885.16,5251175.39,2866528.55,1286018.96,4221071.86,2542097.45,2108674.18,1089891.61,7747424.82,6638714.23,4854619.04,1274601.42,4803835.36,2101167.30,1232021.50,523515.37,3812629.49,3298861.17,1944700.87,930741.24,5051171.63,2510919.04,2303186.17,292507.35,4162924.71,2826064.62,5726033.00,4071663.17,6160196.48,8062466.33,5614128.37,0.0
6,销售费用,3396289.75,1857766.70,1099628.65,2919970.82,1889386.15,1133178.54,513520.53,2673470.54,1554246.37,1027061.53,390078.14,3485657.78,3032790.86,2802677.76,1933092.50,12639042.35,11067675.17,7585745.37,3897870.59,32750598.36,25842512.35,20834744.45,10208272.73,44547624.37,32243047.00,21214916.59,10040921.65,43999623.55,32568388.47,20214798.40,10608722.21,42318676.90,32230257.83,21608202.69,11312968.29,47723508.26,35023098.85,24310926.43,12932076.21,44140625.08,34056683.38,25299276.56,13673144.78,52447830.63,36576259.50,23227603.19,11698469.06,26063259.37,18055917.08,12371808.25,4941054.06,22251104.78,10698177.04,7587911.91,2475510.43,30486464.31,11422954.64,6202190.41,2683111.71,3211849.25,2582034.36,2154854.85,1385712.40,21173319.92,16161343.86,6393558.27,2241405.82,10817520.65,8004729.19,4823668.95,1520430.84,7031596.17,4644013.53,4595487.39,1310490.95,3943272.19,5385946.91,4311253.53,0.0
7,管理费用,33293755.24,21390637.83,9636586.36,56057073.30,33259161.26,18525779.03,9254605.36,67398689.21,19439452.29,4056843.48,1712663.17,38781031.48,170333827.46,165410448.20,27473084.48,204986805.23,133138769.52,90049191.65,48991608.95,447878841.42,302923408.19,193596103.74,96350940.01,375538650.96,293590641.82,197992322.84,84424894.38,349739514.84,264903138.56,198762330.38,122315815.22,301543583.80,188692771.08,124517956.72,65691684.51,285580729.88,164309921.84,113146787.37,68832666.28,258041586.64,168699065.30,127374168.52,53572059.89,283863416.09,196593063.52,151088578.98,70413714.21,287520729.17,240439865.08,166393144.30,91870702.72,232736078.56,192895509.92,159062918.95,62804448.48,223046163.64,150738487.41,116402521.20,43105871.70,173060874.95,120613095.01,87572163.47,31921578.30,139551203.18,83467359.66,62037512.89,27190376.16,108797335.63,71749652.69,46277338.16,21084479.06,77120098.86,36972434.74,79314578.34,46316302.07,76806115.87,62483909.40,104779354.30,0.0
8,财务费用,84089985.23,55654375.09,27833508.94,96582394.71,68757029.72,45404131.16,23493411.23,26592080.39,5146917.70,-19968778.01,-10555386.68,13067907.61,16004137.33,17425808.67,16667600.65,93247949.83,66555774.94,47381472.57,20442112.94,134407458.74,93857033.80,72606120.34,34943684.58,100664712.59,45420360.45,26346079.40,11608515.88,64342934.79,49345802.02,33518689.28,17243116.18,57554965.16,34693693.90,23405967.00,10648395.96,34849501.50,24290578.72,15669572.65,7212647.34,38245794.91,28967578.06,19873760.37,10752717.86,47345091.43,31592956.73,20106496.73,9769811.39,17740968.67,10264762.55,8241070.85,4529822.85,13004369.73,10868507.74,7551053.73,4026345.68,13213825.47,10726426.10,7200965.91,2611229.39,19396216.21,12579534.10,7686975.91,3568511.14,10805604.06,8687393.15,6431164.47,3675235.58,11090977.45,8302465.31,6091121.21,2808112.15,11122376.29,5365836.88,21410821.38,10400969.60,17781901.16,32466614.15,32544293.74,0.0
