,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9688216842.42,7237653423.13,3956149977.04,943060477.04,7931783953.99,5629301016.30,2971194347.10,747980970.23,7079776567.83,5033115124.21,2597011868.89,584978892.21,5001262134.11,3692280914.30,1993085010.07,397958872.69,5046650439.49,3945512219.05,2108583713.15,482277134.48,6543572553.74,5104090528.67,2912878723.79,649721853.43,7910941362.00,6163828638.94,3463818464.13,583402791.20,7699180130.82,6095844105.87,3383804443.63,659478806.75,8277788050.79,6379880109.62,3360742479.61,694697800.07,5704781356.78,3997465657.54,2047635296.23,468749816.78,4115119332.80,3154284693.72,1764541698.80,396629908.39,3493968036.77,2655598836.29,1396364728.91,287443428.58,2517818077.26,1922227847.45,931790910.05,208229044.69,1946918487.78,1540871029.63,808080645.32,161960135.80,1828428482.26,1522132166.54,857976476.55,167984995.91,1769261441.21,1397032528.00,771555692.14,219433334.75,1472383148.63,1127874466.14,568354893.97,109564451.31,885679107.28,717345133.00,369941161.13,0,707061876.07,308096937.84,404000366.24,162235417.59,305756274.90,119602559.69,190208472.15,125559963.18,135794435.73,122799891.09,0.0
2,营业收入,9688216842.42,7237653423.13,3956149977.04,943060477.04,7931783953.99,5629301016.30,2971194347.10,747980970.23,7079776567.83,5033115124.21,2597011868.89,584978892.21,5001262134.11,3692280914.30,1993085010.07,397958872.69,5046650439.49,3945512219.05,2108583713.15,482277134.48,6543572553.74,5104090528.67,2912878723.79,649721853.43,7910941362.00,6163828638.94,3463818464.13,583402791.20,7699180130.82,6095844105.87,3383804443.63,659478806.75,8277788050.79,6379880109.62,3360742479.61,694697800.07,5704781356.78,3997465657.54,2047635296.23,468749816.78,4115119332.80,3154284693.72,1764541698.80,396629908.39,3493968036.77,2655598836.29,1396364728.91,287443428.58,2517818077.26,1922227847.45,931790910.05,208229044.69,1945355899.53,1537748063.07,806429618.53,161823132.38,1829559270.90,1518396889.49,856431890.91,167592745.97,1766273827.38,1392186899.27,768850070.86,218498962.77,1465227860.30,1125841701.31,567335623.89,109772298.69,886076725.77,717652856.00,370049563.83,0,707619702.06,306859531.44,403740444.23,162230572.79,306319931.70,119733935.72,189386569.17,124938481.75,135722761.15,122736811.80,0.0
3,二、营业总成本,7393410278.02,5609426529.30,3019404700.99,811890122.41,6477183663.41,4707693445.24,2508154930.87,756938559.75,6819098714.52,4670752362.21,2570545870.39,753229645.81,5223343678.26,3764175590.88,2158630382.65,636903001.77,5951448044.35,4484192888.12,2523176736.14,797211047.71,6734244786.41,5189004591.98,2996890468.82,859896671.74,7859666455.48,5912744908.38,3443291486.83,822384757.23,7561237157.69,5784712046.32,3257978520.94,826598295.61,6976465912.18,5102219628.41,2839711308.20,728871208.91,5165805180.49,3439681079.08,1860241257.23,545137908.32,3835772226.13,2800725879.91,1606441428.98,453459781.78,3302302209.10,2381961070.10,1320529578.13,339057137.18,2467885255.24,1847395888.24,920319969.26,251471074.76,1967188229.43,1509400628.89,802457135.39,213429795.42,1893298678.78,1549073479.81,909212622.69,242999091.78,1815929871.37,1380477778.26,801465882.26,257070262.33,1457616136.55,1046595683.69,559658995.89,149447402.16,810607511.93,627064046.00,335534176.88,0,610854429.24,268344064.04,357118692.06,141853645.59,262373942.52,106040859.27,146293425.89,96642226.28,106928583.69,97445226.74,0.0
4,营业成本,6142515190.56,4777630504.89,2493088527.80,563834245.43,5062371956.86,3864419543.59,1967914389.22,490135228.78,5026540436.02,3745254404.60,1954600740.24,482769444.37,3924080677.91,2922960635.35,1596311410.68,392597583.59,4383435488.19,3381553372.07,1810439547.64,456896921.56,5197710339.31,4043057778.64,2239534176.50,508152894.54,6225229351.72,4780591134.24,2740939154.02,561063018.90,6135406026.79,4741931038.99,2606823418.35,554589348.33,5559739580.16,4129635667.56,2208344048.52,512452190.97,4056359806.19,2850138705.77,1511479252.17,401550269.47,3028664538.04,2262577747.04,1268938616.48,320954213.93,2564571160.95,1891117771.38,1016054458.63,244086412.35,1881450295.10,1418621889.62,700337941.19,172709844.75,1479748181.96,1159112450.08,603518766.63,133494882.78,1439572504.45,1192758618.96,684089406.49,149819693.43,1349409816.88,1057353910.82,596069420.30,178078981.29,1055043934.40,778648907.06,397796166.21,86225274.97,590011420.56,473464421.00,238352558.77,0,461060643.48,200239689.89,273186744.15,110418927.82,201384271.15,81931267.85,117416451.76,72051336.59,80359172.35,72422294.50,0.0
5,营业税金及附加,153680535.14,111210163.31,70479347.86,19605239.45,151203316.96,103186331.61,63656485.66,17531057.32,109125872.61,67543775.56,38664015.10,8913499.34,64789081.95,25268992.71,13752421.20,3134809.03,31253670.56,22281939.55,11429665.47,2695823.54,41949295.39,31550375.10,18374823.17,5591695.39,46955692.36,38094707.92,20336176.89,3428302.48,53270596.89,38869413.93,18254625.40,3107226.60,63143557.35,49306762.06,20319440.23,3813349.99,36819972.05,24297952.88,9352628.19,865719.84,26502776.74,20171192.24,11522254.35,1345084.62,27699258.05,21674014.47,10475620.91,1319126.72,20769169.98,16016010.89,6439487.94,874444.74,15446735.98,11565032.27,5539757.12,786171.00,9212572.51,11018664.45,8651492.32,911459.60,6857488.27,5303016.38,2870941.17,511132.61,5711476.40,3837804.81,1808425.14,281618.71,4878214.41,2321091.00,1147260.82,0,3067598.88,1429404.05,2183570.86,749263.23,1901340.52,679826.34,1746784.04,1103479.34,1448861.09,1355301.74,0.0
6,销售费用,327899128.82,213551935.69,121847484.31,38275117.93,271900000.82,175860403.01,98021915.96,35098518.64,296169215.36,193996094.18,106861749.61,36210013.71,262481279.66,184485983.49,110686333.76,36043527.11,328838754.37,256737853.77,153576403.52,55424491.83,358543303.97,277098152.04,171754174.73,56729289.80,452912240.78,327925439.29,187502859.32,53284206.07,417346648.45,306972729.13,173248872.11,53385399.28,426039540.58,299424561.05,194874250.33,47661004.25,339003270.99,222748613.20,124830346.45,43373956.92,304168032.61,219987153.48,123904891.39,34956414.91,257972250.35,193697512.88,115922083.81,29843266.60,235281978.61,169230569.76,74388460.59,22335113.25,193591612.26,145775171.19,69719441.54,18696110.63,191119910.44,139798910.27,79619060.43,22759919.34,181366334.48,125557176.61,70072512.57,22769965.53,147061605.58,107663104.01,56548667.15,15805031.98,86615067.12,60845925.00,32749226.56,6890127.15,59868154.56,25687387.19,36399756.49,11046623.03,26278413.97,9819990.44,13552938.86,10694152.76,12963773.67,11909689.05,0.0
7,管理费用,533275288.68,344618238.19,222315121.94,95643737.46,485688966.27,309783587.52,183982987.23,86436513.18,515062293.80,303595505.92,210275548.05,79144937.33,409456896.74,266009293.52,170194008.62,74630697.85,476622234.58,322665096.25,210833146.54,106415981.97,524813339.23,354453531.89,240215119.85,122710576.51,585950188.86,380087820.51,241335199.40,101919822.01,571695106.53,348575891.38,217515852.97,97159674.58,525685990.53,344555296.29,240229711.83,93002530.12,459212746.47,198656082.69,120343681.01,54084025.08,322964959.67,183158692.75,113656741.43,44790418.69,252997880.59,113818143.51,70432994.13,28621078.30,139566518.61,93259744.77,56061893.45,27377465.77,155987834.19,94996219.64,59634517.58,28648805.21,136820685.91,95455496.41,62445488.56,29548806.51,153145710.15,95679118.27,64535327.32,29549054.64,132944610.34,81789469.35,54868042.94,24158175.38,74472808.46,48486871.00,35320789.43,11972804.05,50378527.82,24126424.19,25918795.22,11402263.36,16049190.83,6302501.46,7145135.11,6076445.66,6737618.68,8556307.97,0.0
8,财务费用,195789532.94,153752899.10,109788528.10,56005620.17,293895052.76,222907181.79,161190628.97,86097352.65,426809176.71,325066113.29,229379523.01,111637755.74,461250654.85,345457745.02,240165715.02,118098593.63,553252308.91,458538499.78,301879115.26,154418066.42,581916613.55,425552893.44,287687683.45,147995871.86,452437028.07,332016904.60,211390451.18,93185181.01,352535338.65,266320273.22,186551920.87,91024632.79,282842487.49,198081729.75,127275917.48,51209708.54,184823476.29,129736503.19,85650481.49,38378272.52,151485002.07,111037373.95,77579736.52,43463143.35,178480925.34,141299333.57,83559869.35,35187253.21,129333469.43,98518759.46,63326112.50,28174206.25,122413865.04,97951755.71,64044652.52,31803825.80,116573005.47,110041789.72,74407174.89,39959212.90,125150521.59,96584556.18,67917680.90,26161128.26,116854509.83,74656398.46,48637694.45,22977301.12,54630001.38,41945738.00,27964341.30,11901222.12,36479504.50,16861158.72,19429825.34,8236568.15,16760726.05,7307273.18,6432116.12,6716811.93,5419157.90,3201633.48,0.0
