,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1696945394.92,1056618524.21,513014656.69,2164805980.82,1551413166.18,986315684.12,450058118.88,1815626791.80,1274629627.74,788419974.59,388513577.18,1589213791.43,1117924915.80,683984986.67,299010544.24,934256739.68,647940654.02,395214866.94,171945586.91,756781962.10,554629247.38,362244029.90,166138302.62,684352214.02,508981341.57,332608131.93,152679380.29,661194103.73,497207550.77,316822008.09,141292535.98,654283748.86,488944968.14,312408486.40,116403402.53,477351403.46,343968726.91,222850668.67,88828302.12,318865907.33,220375751.31,128794092.66,47056803.25,233121013.31,183430289.93,201410717.83,137682189.95,0.0
2,营业收入,1696945394.92,1056618524.21,513014656.69,2164805980.82,1551413166.18,986315684.12,450058118.88,1815626791.80,1274629627.74,788419974.59,388513577.18,1589213791.43,1117924915.80,683984986.67,299010544.24,934256739.68,647940654.02,395214866.94,171945586.91,756781962.10,554629247.38,362244029.90,166138302.62,684352214.02,508981341.57,332608131.93,152679380.29,661194103.73,497207550.77,316822008.09,141292535.98,654283748.86,488944968.14,312408486.40,116403402.53,477351403.46,343968726.91,222850668.67,88828302.12,318865907.33,220375751.31,128794092.66,47056803.25,233121013.31,183430289.93,201410717.83,137682189.95,0.0
3,二、营业总成本,1427809390.82,908112561.78,444793907.61,1872943429.95,1343075053.39,871659931.47,409720409.73,1518016726.89,1044461586.40,646579087.86,312142968.84,1299384793.37,896445534.64,538161349.56,235874087.45,787902570.45,556587446.83,350821740.04,158674766.52,605919834.97,443277067.46,285651626.20,130736474.20,551269790.85,417373744.65,276813943.58,125009705.44,512418472.15,389240746.69,249436152.69,112026813.89,509880314.13,383693819.93,243277399.19,88390886.39,368871850.88,272752866.18,174739103.13,75682231.04,248511234.50,170048667.95,99774595.39,37547333.95,197741418.28,152264579.17,172519734.40,115828802.24,0.0
4,营业成本,1088295512.65,680321123.51,336139521.69,1424553049.86,1023852463.36,655177033.72,304557887.74,1170821375.47,806008940.62,495318062.11,237887450.41,974671568.84,678680086.23,391803455.28,176520264.35,603088053.89,429457373.28,270082932.36,122455528.34,484133415.18,351355695.56,226461724.61,105533794.52,453992917.40,343902055.19,228964788.85,105673541.33,427357848.35,322729003.89,203810058.47,91220955.51,430923037.34,326596873.73,210188083.90,79267638.82,325447747.45,233879015.58,151448446.47,61619238.99,206878888.88,142290403.42,83105666.05,32165730.91,173624784.28,137562686.34,153978549.25,101609926.93,0.0
5,营业税金及附加,11536200.85,7680519.89,3469651.20,16654842.62,12134847.30,8050104.05,3847185.30,16112613.76,11269261.73,7110456.61,2990774.16,13563937.93,6824288.73,4569232.04,2128147.86,7145274.85,4737134.53,2839483.07,1112560.77,5549094.55,4039640.91,2425731.59,1097305.96,3650819.70,2434550.14,1718747.84,773786.46,4731057.33,3845805.35,2045630.63,867836.47,4310817.53,2724151.97,1173486.79,269907.44,1483159.15,744383.53,454349.26,139232.38,832588.68,585994.82,375656.49,172802.96,452526.80,319489.94,304236.02,194839.58,0.0
6,销售费用,67254046.38,41290373.49,18839213.45,99952726.96,70882397.61,44579886.86,20203887.34,75798937.51,48286382.59,29224896.21,15420899.66,54722967.71,37456477.29,24925351.22,11549224.53,40346905.32,27631621.33,17718950.69,8528206.86,30626010.95,22640255.24,15104515.72,6716978.07,25567972.68,18751719.61,12961938.83,5606217.28,23244028.76,16437262.72,10993301.42,4853751.80,20224086.10,15290049.70,9524060.62,3581266.11,17141192.38,12330383.14,8765953.14,4054335.55,12039104.91,7867042.26,4545407.01,1546443.06,7552419.89,5010609.63,4560103.25,3623878.44,0.0
7,管理费用,132996552.07,84969865.41,41970051.07,153631781.33,110594664.26,137031615.87,64210825.25,222395996.64,158204741.24,108441566.39,54181804.13,245739101.33,156880407.62,102710925.56,43751613.73,146424712.41,98920841.89,59854335.62,26353711.27,97630740.13,68848853.05,44337201.78,19613149.56,76500589.22,54676552.50,33821757.47,14378158.00,67017636.00,47593878.19,32644294.52,12662891.05,72000788.77,46962839.09,29454431.01,11688603.78,37366652.14,23213025.06,15217594.38,6947307.51,21447842.76,13192880.82,7520817.33,3800156.47,13821534.95,9586619.52,10168208.73,9207702.67,0.0
8,财务费用,8418546.50,11870811.13,9534636.91,16981729.96,11017268.21,12438909.65,12934749.25,17820566.84,12560425.64,5572029.90,1696080.49,-14425405.88,-5061378.71,-4279106.19,1308517.70,-13214736.61,-7120771.07,-3012711.11,-349699.70,-12689542.39,-3737223.24,-2629001.38,-1887067.73,-10646608.65,-3296257.04,-1281342.23,-901216.73,-13117765.83,-3844662.87,-2405836.17,610537.18,-14703391.63,-5035479.97,-3864776.91,-1295950.03,-13175159.49,-2338274.11,-1488944.20,-240439.11,429705.54,173150.11,349609.50,202484.22,1443298.77,1296829.61,613801.92,229145.35,0.0
9,研发费用,119308532.37,81979868.35,29396223.63,145480519.76,101938378.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
