,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6219610574.93,3281517591.24,1867016778.43,747545348.25,3672378142.57,1937081366.22,1259646640.19,566116612.19,3261833528.99,1686599717.74,989225648.60,409880626.33,2537631599.62,1231274922.68,930239449.88,469343121.49,3163612533.59,1866753205.55,1222223999.41,716136577.40,3765315816.33,2624610266.30,544091666.66,164520722.04,3825364871.64,610835294.89,304457734.72,111815132.40,1208119174.87,389471061.71,272646584.94,25456171.43,1141767033.45,595481853.16,408359874.02,128742862.20,931643902.23,567593457.86,364803918.44,167732271.14,1759750197.58,836603336.95,563826061.78,224667245.09,1148908607.88,574319614.14,368609250.83,167119341.39,868725142.23,543019137.82,273019576.81,49461538.95,876684678.89,479305903.89,230155153.90,40489583.95,800341847.81,407512279.86,184737916.62,40910517.84,854414454.02,496012249.13,222808726.74,56013277.15,646647458.54,255025996.93,125475187.17,4334423.88,432706011.19,224903910.08,0.0
2,营业收入,6219610574.93,3281517591.24,1867016778.43,747545348.25,3672378142.57,1937081366.22,1259646640.19,566116612.19,3261833528.99,1686599717.74,989225648.60,409880626.33,2537631599.62,1231274922.68,930239449.88,469343121.49,3163612533.59,1866753205.55,1222223999.41,716136577.40,3765315816.33,2624610266.30,544091666.66,164520722.04,3825364871.64,610835294.89,304457734.72,111815132.40,1208119174.87,389471061.71,272646584.94,25456171.43,1141767033.45,595481853.16,408359874.02,128742862.20,931643902.23,567593457.86,364803918.44,167732271.14,1759750197.58,836603336.95,563826061.78,224667245.09,1148908607.88,574319614.14,368609250.83,167119341.39,868725142.23,543019137.82,273019576.81,49461538.95,875762859.06,478540130.75,229395412.60,40426747.15,800341847.81,407340166.42,184565803.18,40860517.84,853498012.76,494929415.87,221787987.48,55183702.15,646255219.78,254642590.36,124857462.31,3539076.58,433078268.15,224802517.29,0.0
3,二、营业总成本,5943208503.25,3134415620.92,1790588692.29,707854489.63,3353200548.27,1855328794.85,1199140694.18,541568832.32,2997253452.48,1589912746.12,946227250.64,385707620.46,2355330744.21,1173963336.54,863917810.06,460181188.53,3196567360.34,1943911390.94,1299034779.45,745252616.87,3776522543.61,2673026808.07,624109663.88,207683463.85,3262373966.51,777980452.30,407674875.92,158978340.14,1123657712.19,647904364.32,458012347.40,118344255.50,1389501559.49,847495405.72,573732938.85,205221618.19,1175026744.71,741645992.15,473538088.61,181930204.24,1658798616.58,812178822.12,555383625.91,215806392.66,1132243918.66,581750341.48,354610206.02,145708988.25,835588663.00,519210889.08,270209386.46,43892708.13,844046577.94,459099151.75,222041363.05,37853730.37,0,379871694.43,171075912.94,33203395.49,821372694.54,480826460.19,217111052.80,53420859.11,605776731.94,235302304.17,117301917.93,5595953.96,392845781.36,186508083.71,0.0
4,营业成本,5628520327.61,2941091654.47,1661136884.51,667848198.01,3121414688.27,1753127066.33,1144330195.40,526203735.56,2851160001.14,1501940499.40,881472078.96,362383064.97,2154462108.77,1051206017.52,781699782.57,419365663.02,2822405074.32,1704061397.97,1121843439.56,658306293.25,3269932468.18,2300429148.16,418332025.65,130773820.67,2734466513.86,480901401.92,200167101.37,58169971.95,621957025.33,327867148.32,230799646.04,24333274.40,958101329.42,518626674.97,357890690.28,110495885.29,805956956.57,498692705.91,328606407.44,150562280.22,1517494824.94,746723791.55,514955263.71,198544543.50,1053156719.60,532383216.85,324399885.43,130467868.87,767380498.85,471509279.48,239783713.35,33287667.36,777143480.66,419445785.86,199989543.19,29691673.48,0,341171803.52,150368615.40,29676822.48,772213191.06,454994656.56,200678481.57,47104208.31,569228686.35,214735016.90,105002634.79,1155764.25,358621270.25,160430320.23,0.0
5,营业税金及附加,15347663.69,8316429.56,3578551.26,555307.01,11721858.82,5882591.75,5429840.04,2041986.11,14878161.42,8074937.75,5233634.79,3763828.49,36229988.31,24231863.02,22648894.13,17796399.89,90732312.37,49611553.02,32013699.12,20478908.25,95824655.05,59625393.97,15051815.44,3513408.65,130753981.90,12023044.31,7411649.32,4091302.05,46937334.75,9231796.12,6373290.59,305507.82,17545374.04,7417742.69,5270160.15,1774834.48,18526975.81,11736280.28,6997458.16,2546446.91,36137284.10,10825483.27,5042488.41,2234472.42,11645038.76,5052191.34,3158937.88,3398389.75,19007989.00,11795995.87,6335939.39,1297529.25,17386412.09,9801801.98,3991295.57,813463.70,0,10566279.67,4310051.66,917293.54,17877586.17,8197478.78,4137905.74,825149.65,11528845.64,5217907.81,2198753.74,-669902.73,13143191.55,6957671.90,0.0
6,销售费用,13721729.14,11129176.34,6516682.32,1478914.31,5985509.07,2904106.63,1613390.66,748077.63,8293911.72,5490522.93,721442.32,393421.80,3436537.40,2037517.34,798536.86,143404.22,4154509.44,1789874.40,618640.35,181268.85,7149354.80,4109317.72,1940273.05,183241.07,5297231.01,3281468.49,1143495.42,191901.78,4705352.77,3262045.58,2189764.20,438586.48,6506645.05,3003333.03,1583849.60,261906.75,1898719.11,820942.62,391849.51,132585.12,2937333.91,1657210.36,738182.89,180456.20,646057.16,279779.93,255000.00,60000.00,950618.42,450000.00,300000.00,0,969009.68,428221.19,290000.00,0,0,310525.92,150000.00,0,738126.40,677443.90,677443.90,0,604835.14,155314.48,155314.48,0,564332.29,696610.22,0.0
7,管理费用,93738086.07,54684474.92,33277487.52,15142589.63,67898393.92,41424795.43,54111683.58,21379082.45,120676451.29,74783321.27,51366965.29,21201963.51,134488627.89,76270754.69,51963632.87,23199994.77,170613551.07,88839451.00,54322848.38,28869716.73,172187395.96,134930279.07,67611378.05,18986024.78,137516136.89,68023163.48,46388292.01,17661375.79,97810746.28,71901322.72,55741458.16,15471954.46,89240050.91,68378527.91,40164795.15,13838068.53,76364145.29,44690894.54,27383612.53,7878114.81,69255912.47,32369207.78,21253474.12,9204852.39,49548002.89,24240176.07,16946187.14,8025727.69,33871865.09,26684678.67,17899537.05,7746775.01,39283597.76,21767549.22,12442619.42,5065587.48,0,21504613.61,13672719.12,3072960.73,27639036.75,16190047.42,10624148.53,4790028.74,21574551.29,12975359.90,8532333.77,4385875.79,18962564.29,18164406.85,0.0
8,财务费用,-44010274.93,-38131583.80,-15015529.29,-636845.94,-13656060.71,-4386679.30,-1985956.53,-2519175.41,-7935213.44,-2155581.03,3122276.20,804923.89,29892656.34,30715323.38,13920235.69,4685320.32,110405841.59,101457469.81,93566091.39,47223613.81,218414160.97,165169956.23,114843992.08,59338394.52,252473673.73,210965825.52,152443707.60,81638125.55,343112713.46,226370757.07,154729605.80,80053893.61,326913043.96,245794265.23,164448581.78,78850923.14,272440165.20,192107944.39,116561536.56,20810777.18,23924806.59,19542530.22,12291737.50,5642068.15,26876386.38,20215691.83,10145910.11,3757001.94,12974829.14,6688641.51,3807903.12,1560736.51,9264077.75,7655793.50,5327904.87,2283005.71,0,6318471.71,2574526.76,-463681.26,2904754.16,766833.53,993073.06,701472.41,2839813.52,2218705.08,1412881.15,724216.65,1554422.98,259074.51,0.0
