,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5507203828.32,4240057036.13,2772042968.95,1242537207.97,4405400549.85,3289268702.38,2137613899.99,880706509.76,3734773626.63,2824216202.45,1899508806.58,810241561.37,3059174968.39,2177231933.09,1466736477.82,827879459.79,3027805281.66,3380013408.13,2619365472.48,1268021460.92,4003543247.90,3338943803.25,2205432536.50,789820299.33,4070809046.64,3804089885.05,2455815932.38,817670776.18,4167930031.63,3341823531.18,2211386470.52,992627994.66,3845611977.06,2971335637.37,2114922911.28,949138674.68,3504905809.16,2673072876.48,1636411930.23,656550562.48,4746229143.37,3757690451.75,2765170540.99,1628543410.53,5765951418.01,4766181585.87,3468885432.49,1840216996.23,5885670581.00,4236244467.43,3003706138.87,1285941568.56,4720020788.04,3648446970.73,2556886610.08,1092583515.62,3131944165.63,2629749276.16,1958977367.70,850792821.11,2673034312.86,1903293772.75,1549212789.64,718526388.51,2148979189.42,1619692615.42,1189423686.83,533082242.72,1690911569.51,1100260732.67,882470986.19,410873927.35,1540618159.16,857215806.44,1376302880.46,807599416.59,1391625993.31,439658330.81,856281019.75,824660135.25,810133432.77,0.0
2,营业收入,5507203828.32,4240057036.13,2772042968.95,1242537207.97,4405400549.85,3289268702.38,2137613899.99,880706509.76,3734773626.63,2824216202.45,1899508806.58,810241561.37,3059174968.39,2177231933.09,1466736477.82,827879459.79,3027805281.66,3380013408.13,2619365472.48,1268021460.92,4003543247.90,3338943803.25,2205432536.50,789820299.33,4071315881.23,3804089885.05,2455815932.38,817670776.18,4167930031.63,3341823531.18,2211386470.52,992627994.66,3845611977.06,2971335637.37,2114922911.28,949138674.68,3504905809.16,2673072876.48,1636411930.23,656550562.48,4746229143.37,3757690451.75,2765170540.99,1628543410.53,5765951418.01,4766181585.87,3468885432.49,1840216996.23,5885670581.00,4236244467.43,3003706138.87,1285941568.56,4716514464.48,3639742860.70,2556547735.40,1093481609.97,3122767018.00,2622649099.85,1953675847.89,848602796.73,2669891691.08,1903357442.06,1548557110.78,718667646.25,2151847631.56,1621471782.07,1190219974.43,532887532.41,1694175491.73,1101799790.65,883574316.95,411351863.28,1540703674.31,858002203.11,1375511639.10,803959208.99,1386131584.87,439174597.41,855954014.23,824435796.84,810021024.74,0.0
3,二、营业总成本,5279386572.14,4079088740.05,2695651207.24,1238029095.47,4053543448.19,2925908453.97,1874268692.12,800256263.54,5116164016.59,2953163494.10,1946734970.61,816379356.94,3718565727.30,2559828170.72,1656551737.12,867608929.29,3257931052.73,3580844106.81,2870963437.97,1355326660.35,5363847719.71,3812115802.48,2484876585.89,892385912.68,4420977488.86,3776856319.98,2418833533.39,796124100.29,4089279550.11,3224392944.68,2067048128.42,973841605.98,3763031519.99,2876488262.43,2083163116.16,980917601.49,3719646940.57,2736124269.46,1698725499.79,654003280.85,4674842197.67,3712258111.54,2654929012.86,1522489996.05,5284824741.20,4260496778.57,3054715507.66,1630163774.67,5260754356.24,3740751460.18,2595747015.73,1080703299.91,4171302677.39,3254494396.40,2260364917.11,935048881.19,2534111972.90,2121801280.62,1580359167.42,705598479.26,2238122161.01,1611163889.75,1281185260.88,609367339.08,1923628556.01,1405866689.44,991844610.50,457390628.40,1555249530.90,987918040.49,795556354.79,377062484.63,1471205604.10,801216783.66,1248547838.95,705394935.54,1196809996.13,326558169.33,686719548.99,639845490.49,633836698.34,0.0
4,营业成本,4813051133.49,3750414525.21,2458893950.00,1105475553.04,3447111938.33,2562127149.76,1659227771.72,704045775.34,3303609376.73,2506475742.42,1662585310.83,689378745.02,2996169826.07,2093881331.78,1346576118.58,760981401.21,2742662886.94,3127508269.11,2520177779.23,1220407683.36,3908422592.28,3212972788.39,2082491033.57,721829289.90,3554767477.85,3286145351.99,2095321174.50,636019655.18,3432140482.26,2772176091.37,1798555256.88,823576743.12,3162514568.00,2505274064.61,1802210223.50,838297672.36,3107561493.24,2358032393.71,1455651910.10,524655543.78,4058041122.51,3254896012.42,2371229712.93,1377609764.98,4532888738.80,3864316025.90,2803881124.08,1507645497.50,4743710692.02,3372174073.53,2381586249.98,983724623.03,3584454533.75,2828121542.04,1971403630.46,804910704.73,2046872077.15,1781458793.72,1343897802.57,592817199.42,1861636654.01,1336429891.65,1094450233.94,494245498.34,1550183762.75,1151765624.12,819129865.93,367667347.42,1269428926.78,787163819.06,654047861.81,312773225.53,1228953324.27,679176435.13,1039727582.74,595670354.70,947963348.73,287181824.43,597802967.16,556763737.57,554585210.05,0.0
5,营业税金及附加,42693406.18,32179947.01,22865164.97,7673012.64,42704231.88,32446986.74,20696596.40,6818153.31,26925004.94,18356152.75,11602418.22,1435294.03,14090298.27,950430.30,862820.39,369145.50,3864470.22,2238063.15,1467884.24,562114.11,5238686.38,3948834.17,3108984.01,771527.25,7021500.04,4066984.69,2970244.09,899476.49,5883889.43,4622966.12,3282200.07,1518295.27,7133376.79,3634388.15,1763880.40,204663.42,6915867.18,4151823.36,3110764.06,1118831.12,8089451.40,5903456.14,3384991.28,828147.54,18827406.87,7212550.52,4825599.51,2294848.37,9678123.23,6141397.48,4773400.11,2528314.51,5956815.92,4270293.91,2810008.40,2132515.01,13095631.58,11670877.80,10904117.20,4871770.14,9484062.82,7086173.95,5893617.07,2796686.18,5053607.53,4241473.35,3836430.16,1303358.98,7571620.16,5668734.93,3859382.24,2485925.23,8040119.54,4052777.27,8179299.95,6863897.82,9301691.66,3511656.16,5391717.13,5272653.21,5892423.74,0.0
6,销售费用,47385603.17,33234212.44,22485718.56,10840312.58,42836637.48,28511190.44,18150382.69,8318004.10,40499506.99,31731505.51,22253507.88,9992331.60,39554863.06,30807075.68,20458964.51,9765994.01,50425803.56,40341874.91,31098016.03,16385071.05,67270521.43,38996488.47,27038062.30,13585906.12,54631408.82,40603106.73,25704571.99,12073083.96,53932422.97,38363538.99,27551389.19,15137891.61,49232512.55,40010590.01,29554673.27,18045761.79,61928497.66,45496868.52,28402830.44,12653418.51,72244680.82,56511910.98,37333142.63,19414221.84,66712069.88,47592751.45,33444831.10,18709603.14,60985598.22,46225050.43,34159763.86,17596038.05,239941282.81,188118834.50,130689100.27,49944036.52,189040237.05,142438628.34,94810428.12,44095293.86,158141523.97,121187636.68,86692212.97,57098028.24,165962962.99,118588256.69,82308937.27,42691399.70,100460369.74,74277063.88,61240710.00,23733982.22,62382195.45,36532914.52,34304665.55,16262122.69,22244279.57,9713705.38,11258955.52,5727504.75,2227107.36,0.0
7,管理费用,353125713.45,250428504.60,176283718.69,103990041.26,463187994.71,250446694.98,162038892.81,73951704.27,305161451.85,186128298.74,118249102.11,57152620.99,355539096.19,214792714.14,135511492.10,62401376.75,317356555.83,238530584.26,178285031.87,59964050.49,464557242.40,244134417.67,168113553.81,63630274.81,488235172.82,233918595.35,161619037.04,90982376.36,406705980.76,291804275.44,187307233.80,98198841.93,415295313.07,253668308.22,200808937.43,102821024.62,459559264.54,299462830.46,190884430.95,93622611.63,441469273.25,332169036.20,202669638.95,94176504.80,494941333.62,286530513.32,183742275.01,86531301.31,407237708.84,282330253.37,148537951.63,66032086.54,305501344.86,208666594.48,137528078.43,68598768.49,264274403.14,169480730.05,116268319.50,53181345.93,191215482.12,134126734.34,85045387.05,49412543.17,178741883.23,110372651.66,71987620.45,38129339.41,139059407.69,89857544.49,57518719.08,26986094.46,122006571.32,54636833.28,118040135.15,62175661.30,133279495.33,26821465.27,62378665.24,64434763.13,59952766.49,0.0
8,财务费用,20318768.44,10652419.53,11940330.79,7462698.79,38213392.57,50248525.53,13091039.20,6882184.94,284742767.03,210555816.72,132077668.61,58438365.30,306342064.98,220346639.48,154092341.54,34191011.82,128439853.44,167189279.99,134898691.21,58124676.33,411577463.90,312063273.78,204124952.20,92568914.60,277806143.52,212120093.53,133272111.08,56199513.61,190078462.40,144017701.52,90739850.17,35412973.24,109120583.67,69630569.24,43872669.40,22241151.10,92412948.23,33236643.50,21429006.38,22395229.51,92881045.95,64908692.39,42442523.66,30978242.42,147868439.01,67720205.37,32673380.36,12758753.55,35990573.53,27724684.32,18439491.59,9446397.38,35448700.05,25317131.47,17934099.55,9462856.44,20829623.98,16752250.71,14478500.03,10632869.91,17644438.09,12333453.13,9103809.85,5814583.15,23686339.51,20898683.62,14581756.69,7599182.89,38729206.53,30950878.13,18889681.66,11083257.19,49823393.52,26817823.46,47756128.50,24422899.03,83436568.56,-670481.91,9887243.94,7646831.83,11179190.70,0.0
