,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3039475498.09,2056314256.37,1060853388.11,4929024000.60,2848697860.63,1787614180.24,678759139.79,5729789061.37,3905719495.83,2615580054.15,1139494557.08,6987110276.27,4479662083.66,2968603126.71,1329152013.21,6221122120.34,3020248739.44,1791925104.43,791149296.78,4201373844.02,2423173122.45,1508403080.38,640517812.05,3268906436.57,1758625232.26,1122363376.82,517285701.12,1545921128.32,777403179.75,439512423.31,221550493.98,1279460762.80,968004948.52,630046660.01,259174936.11,1516409437.19,1110319472.29,743175729.55,281267275.20,1296162161.19,1040349497.33,720295894.24,275859724.87,1595724838.81,1160065817.29,705935197.87,359163915.90,1258237513.89,796671855.90,508918023.99,243335453.01,745125170.32,405438479.28,228938762.34,88858242.08,313190143.87,178637988.31,104330661.62,48437414.83,183844383.39,132283586.55,83480543.72,42345792.32,150255844.30,102892203.97,61575985.49,35429043.31,136169835.00,100350872.52,128646893.57,130040787.09,0.0
2,营业收入,3039475498.09,2056314256.37,1060853388.11,4929024000.60,2848697860.63,1787614180.24,678759139.79,5729789061.37,3905719495.83,2615580054.15,1139494557.08,6987110276.27,4479662083.66,2968603126.71,1329152013.21,6221122120.34,3020248739.44,1791925104.43,791149296.78,4201373844.02,2423173122.45,1508403080.38,640517812.05,3268906436.57,1758625232.26,1122363376.82,517285701.12,1545921128.32,777403179.75,439512423.31,221550493.98,1279460762.80,968004948.52,630046660.01,259174936.11,1516409437.19,1110319472.29,743175729.55,281267275.20,1296162161.19,1040349497.33,720295894.24,275859724.87,1595724838.81,1160065817.29,705935197.87,359163915.90,1258237513.89,796671855.90,508918023.99,243335453.01,745125170.32,405438479.28,228938762.34,88858242.08,313190143.87,178637988.31,104330661.62,48437414.83,183844383.39,132283586.55,83480543.72,42345792.32,150255844.30,102892203.97,61575985.49,35429043.31,136169835.00,100350872.52,128646893.57,128792440.11,0.0
3,二、营业总成本,3097007363.25,2113056060.01,1106479653.05,4983403278.94,3034109646.07,1903778546.82,767863586.01,5522975228.35,3826720775.95,2539164371.42,1126507031.23,6516483624.84,4175635585.08,2743587395.89,1241704799.18,5765589902.62,2915798309.76,1748105706.77,765094065.82,3818942538.83,2221913330.70,1362748998.15,572645418.80,2901677025.62,1648818759.52,1043012707.50,476573299.17,1322636955.80,676649902.04,388183161.02,199249176.68,1080179257.97,808361089.08,521995690.07,218687906.08,1090514689.21,764397594.46,499654119.27,201935368.80,943631644.14,748558403.67,531751872.50,212049215.21,1352369125.87,982443488.96,607937427.09,310563653.80,1076499256.14,684351050.36,437579982.94,211572614.35,674480781.20,354168640.00,198015229.81,80179993.48,287780296.51,163001056.73,94264116.13,42349830.27,160857253.55,115842905.78,73892236.13,36443062.47,129774967.37,86482291.04,52306243.18,29434899.67,107616211.86,78442180.84,109760550.76,110592743.63,0.0
4,营业成本,2653463379.15,1803562737.25,928461380.07,4170668838.50,2531739454.73,1589315771.54,617978866.31,4835567724.91,3387025300.63,2257585542.07,1004087399.90,5814263200.05,3752918900.12,2469433278.11,1107842673.72,5081486091.73,2617191276.19,1548678926.32,666064846.82,3431059366.16,1958781202.40,1190053284.04,498969962.09,2578499237.69,1422829757.26,905804901.99,411657888.77,1175890966.92,578955968.53,321701060.48,162896292.65,947398676.33,711579937.69,459107468.70,188387927.85,938668599.54,671878152.47,439709913.58,171206341.37,818333783.88,658279248.83,471493285.90,183643231.82,1239202467.82,905860803.41,563831189.26,287534235.03,972834103.50,620413424.77,395152312.07,186518177.28,557981924.49,286476152.33,161722272.93,62186116.88,216394662.09,120383670.28,67957457.19,31018281.46,120449310.24,86483819.37,55766337.19,27453305.06,87054671.22,57240113.81,34535942.98,20688576.28,75364377.11,54416277.19,79146160.62,86094669.12,0.0
5,营业税金及附加,15944815.33,12609008.87,6602919.68,27096499.67,15102511.10,9037730.26,4083416.90,39075071.60,22499907.86,12811538.79,5946931.98,38016200.78,9307221.08,7163494.00,4036959.47,23854529.61,10309552.76,5199454.16,2477855.49,16597029.76,9003271.96,6035622.19,2015733.41,12620279.73,4216783.93,2400383.42,1704084.76,7121563.35,3266426.73,1833074.19,839149.55,5657909.86,4266120.30,2453903.44,970837.60,10198594.18,7848242.35,5535528.24,2021141.29,6896220.05,5445205.59,3244185.77,1374949.13,5080712.78,5414365.53,3550545.24,1887567.20,6653580.41,2762392.42,2186356.29,1302108.74,2893322.52,1462603.12,531710.06,294707.28,1677886.68,851975.98,472107.14,232777.03,1036988.28,793932.39,545451.25,347105.91,1084177.89,743054.26,451650.19,260456.52,1001895.50,669313.36,798160.69,1105088.33,0.0
6,销售费用,160081451.25,112939255.88,61418231.75,237563271.85,156121039.15,100696228.56,52743814.04,221412093.82,148762810.15,91922231.15,43485569.25,191508417.81,115733200.30,78081428.28,37570587.35,195217695.32,86194436.38,60033483.15,34770959.46,146255036.97,93740381.30,56750364.29,27346609.06,105254116.49,68517544.49,42630582.13,19923433.27,35280572.16,21335247.38,17063962.01,7434571.72,34342092.53,25291080.64,16511338.15,8233501.27,32819331.07,19333431.00,11897469.09,6441602.95,24590948.98,22167116.19,14533713.23,5196940.61,25057534.52,15068812.12,10019811.55,5960498.96,31382767.01,24370966.72,19406650.74,11335295.77,58528176.10,35392057.40,17522617.06,9700680.02,30007407.48,17415488.87,11408796.19,4374993.14,11368210.23,8880571.76,4967938.26,1651754.77,10304257.30,6933051.15,5129159.12,3666978.43,8046688.82,5826403.90,7557458.88,6530598.50,0.0
7,管理费用,149709830.40,109493332.78,64959563.85,226995856.79,183545347.78,150301554.34,77375502.76,328617929.93,214813433.81,142817263.20,66064240.62,350710856.43,237570700.15,154511207.95,75102158.84,334143409.55,155301743.88,107835762.71,50698271.55,160219745.98,130822944.22,89122074.33,37635056.05,175982016.65,131054413.16,80950377.10,37615558.19,83587075.37,59080906.96,40628329.00,23385309.33,81338224.67,57802479.19,39027874.33,19403692.22,100987895.10,59798610.97,41195230.51,21548621.40,86044147.18,55164044.70,36600335.99,18248490.68,71335332.78,45360538.53,28635766.27,15096446.68,62421116.94,35861021.41,20984140.88,11123554.00,47321736.73,26770377.06,15369788.15,7632927.13,38360116.45,22482170.02,13566523.02,6205703.93,26225824.11,18435788.26,11775469.10,6650847.84,25750300.33,16602712.43,8998921.57,4093040.34,16287230.66,12251152.33,13077459.29,9005272.27,0.0
8,财务费用,42170590.70,26666699.27,11580992.76,69591698.31,52183506.71,32168644.21,11612068.70,46215503.32,28087621.56,11248903.20,4564136.67,68315518.34,42420952.77,22852042.46,11985372.28,81066816.03,44024086.44,22039557.83,11668351.99,40678615.33,27151790.23,16882111.67,5927189.39,16301300.08,11424444.15,4841491.24,3861073.46,12529779.63,11605527.88,4596281.71,2242187.14,6214681.11,4688057.35,2081555.76,1057143.58,3549146.68,2300627.82,887107.70,316467.04,5740480.38,5611324.92,4195819.63,4027402.97,7393708.63,1095381.29,-158242.02,-43186.70,2929385.56,2928152.22,1942977.66,1195412.17,3847149.20,2448857.14,1273140.27,365562.17,1340223.81,1867751.58,859232.59,518074.71,1776920.69,1248794.00,837040.33,340048.89,5581560.63,4963359.39,3190569.32,725848.10,6916019.77,5279034.06,9181311.28,7857115.41,0.0
