,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10799540358.79,7731373121.25,4315878326.11,15146563762.88,10489373312.72,6669944815.76,3166300616.54,12237789421.46,9401535420.52,6006751090.95,2806452296.75,7109916638.18,4371337853.47,2354271091.08,997448092.90,5701681763.60,594452312.79,444572868.38,250574893.58,998107008.19,667901820.61,503004034.16,300361587.30,1263366526.85,909477212.42,635002069.03,271641947.25,1193162570.77,880177335.21,609678559.51,254488063.73,1531151815.50,1211363701.77,766337943.77,361229762.36,1367852059.58,958030686.85,702782287.42,351196550.72,868897811.28,532193176.09,340480952.24,198935317.08,1711490396.85,1343419428.45,913793339.60,354265891.23,807029876.68,503300983.65,333934652.62,156505325.67,608098055.26,463048761.75,317166058.50,151314005.76,609278072.18,464018544.26,305977395.28,138094410.12,775780140.75,476236004.08,338955250.34,103161240.90,471538954.58,333231804.40,211065202.19,88597625.02,452271596.88,312432759.75,190243277.71,78907717.86,354333926.94,179796535.53,388290546.67,179725015.19,403953010.47,190098665.83,400853867.32,160729543.22,493912147.69,191026943.45,488074969.55,122979398.70,101479568.84,0.0
2,营业收入,10799540358.79,7731373121.25,4315878326.11,15146563762.88,10489373312.72,6669944815.76,3166300616.54,12237789421.46,9401535420.52,6006751090.95,2806452296.75,7109916638.18,4371337853.47,2354271091.08,997448092.90,5701681763.60,594452312.79,444572868.38,250574893.58,998107008.19,667901820.61,503004034.16,300361587.30,1263366526.85,909477212.42,635002069.03,271641947.25,1193162570.77,880177335.21,609678559.51,254488063.73,1531151815.50,1211363701.77,766337943.77,361229762.36,1367852059.58,958030686.85,702782287.42,351196550.72,868897811.28,532193176.09,340480952.24,198935317.08,1711490396.85,1343419428.45,913793339.60,354265891.23,807029876.68,503300983.65,333934652.62,156505325.67,604799058.13,460656085.46,316018839.14,150839662.26,607289805.88,462876071.66,304988396.59,137576618.13,774191149.36,475116917.24,338515274.34,102840616.31,471689764.46,333189534.84,211254784.33,88337351.42,450635177.49,310099747.23,188691094.06,77816035.69,349859516.53,177368221.77,381030420.81,176086525.72,396389187.58,187162142.54,392501540.78,159339404.56,488726207.12,191026943.45,484134859.59,122948669.48,101479568.84,0.0
3,二、营业总成本,9516361442.93,6761383558.45,3755393160.60,12357310403.39,8678289149.06,5830702474.59,2695525946.68,10593205190.25,8153496119.64,5298311422.38,2354939111.72,6067341276.19,3833996943.69,2235116064.16,1099171372.41,6285060112.40,650998644.44,480277003.40,266895204.57,982724892.21,661504853.11,508489693.19,288481149.83,1205768571.98,863774625.92,605521232.61,246302825.57,1235814954.22,913832918.66,628045690.66,264512428.58,1502140101.66,1164178657.88,752546495.06,353767265.21,1356389840.28,963644078.03,704924406.48,342112255.04,873558657.22,541998860.89,352321894.78,199267533.81,1585491969.74,1227560856.04,825388415.72,326333335.61,690285788.83,433166830.84,293550452.26,140686395.94,591074335.05,448966653.42,309473151.51,150969417.13,595683958.96,450633276.43,296644694.55,135218581.85,748599293.36,452736708.97,326062657.57,99943164.00,441131235.89,313176284.78,200511001.00,86904390.59,427160224.15,294184266.66,181555911.64,78220505.40,513178801.16,243793205.67,419053263.40,183594678.19,402357547.33,182918047.22,358007452.53,153170712.25,459845536.07,0,446977420.12,118454642.50,100423811.47,0.0
4,营业成本,8187883084.06,5869329488.52,3269649873.54,10607495291.84,7489079617.33,5127915019.13,2365845298.06,9164318110.11,7137580669.40,4662532171.96,2075626215.75,4931376732.03,3022718802.54,1653405159.15,789326101.05,5041958969.94,512477681.15,379591383.37,210922802.58,824683930.25,569746763.61,447431102.98,262862741.86,1095062184.59,790966043.33,559084936.09,225046036.88,1116547650.88,831257191.23,575575873.61,245520225.38,1401108164.55,1102722290.19,709408552.93,336181940.23,1264226865.55,894795853.00,646878130.06,315013524.62,785643713.44,480408823.16,309004748.26,175569720.08,1454093689.56,1126153726.94,761351745.84,301433718.78,612375046.18,378092313.94,249841300.86,121911895.81,497458249.90,371724494.84,255315650.96,121226774.12,488916209.46,373737530.14,248298523.89,110233109.84,641110894.91,376463138.41,275677646.31,76232413.83,342863727.31,243752812.87,156204907.70,62663369.42,324236118.08,223411357.34,138317958.88,60498385.67,300150277.65,141176978.88,326473082.59,145673664.11,320553530.63,154382086.51,286414673.21,119297534.49,389839287.21,0,377536957.22,102288329.35,84673931.99,0.0
5,营业税金及附加,189455611.66,128243498.85,62245747.65,281830553.15,201369013.28,94034894.32,36818313.68,159974716.38,121214833.06,76277065.32,38942420.86,131822972.94,77461405.74,46408879.03,19413068.56,117100060.50,1445219.15,1405427.54,645706.92,3064010.76,2451243.61,1830349.35,1496549.28,1196796.09,458551.40,308380.39,121966.10,1094770.89,367631.54,245455.37,114428.10,3829424.25,858593.41,751492.14,106440.28,2987575.78,2567076.73,2565710.22,2045877.34,1472829.32,730167.47,482591.79,356126.74,13060987.92,10283574.44,7046090.11,3547181.10,6282101.44,3471395.77,2078979.04,708252.58,2467679.26,1644951.42,1194352.25,490703.99,1625677.79,1341739.29,853993.39,405188.62,2186553.70,1611302.56,1128175.84,540751.34,3154179.71,2357354.04,1509133.55,714232.39,3658911.24,2554850.64,1363266.59,627606.35,2808335.45,1669160.77,3578152.21,1834551.73,3267447.92,1329130.67,5041419.61,1903705.13,4344002.58,0,24979807.83,560660.23,439364.71,0.0
6,销售费用,542003002.81,369441492.77,201179229.37,744173396.87,527517038.74,320870955.58,161396886.65,737358544.71,570134361.64,361835570.56,161678330.10,526934764.20,379636368.20,269211124.50,135567873.51,536377722.15,104035627.03,75904542.72,42060959.33,110540964.39,59751807.66,39728880.14,15381174.51,62050425.51,44821577.52,29753920.14,14393427.55,58142423.69,36219719.40,24674556.52,7181973.43,47141093.85,30582197.46,17795256.56,7520295.74,49132342.92,35905488.74,26023686.43,12691625.85,37513923.48,25327428.64,18111012.30,9875246.89,48829107.39,39254426.30,24513061.57,10074619.69,32714042.89,23884866.07,23769161.49,9567207.69,55180490.32,40866917.65,28627450.43,17133706.09,58999427.75,41932722.10,24564235.16,12698948.05,61626210.31,43183978.84,26582845.13,12621586.85,51950018.14,37312733.60,23955548.09,12636620.15,43594595.25,29777710.14,15372557.03,5316264.26,32320962.77,10308139.97,18845084.27,6091464.77,14583680.79,4922267.19,6671140.14,3736777.74,6504528.04,0,6831724.87,2040155.59,2433574.32,0.0
7,管理费用,403989246.08,257256410.68,114423174.53,451786555.08,271784484.37,187251818.32,91403818.69,392764259.43,242941459.36,145680389.87,63898820.70,277054433.57,194590313.66,133482406.89,50605593.20,232270394.00,29234227.21,20564682.99,11294134.17,38742440.45,28529484.95,19033043.43,9031753.17,43398662.78,25150723.31,16655701.92,8835809.97,37045232.86,24787775.82,17371262.34,10156494.90,34612318.56,26047958.10,21412982.92,9364127.60,32957764.64,22995969.14,22484730.34,10645010.92,35145125.98,23527053.71,14192934.38,8114254.68,47341809.61,40901284.52,24417858.75,6437476.27,29917140.19,18276289.87,11688799.00,397863.66,22104683.63,24641401.10,17927352.52,9067913.83,32047745.32,23701231.09,16202740.53,8901880.12,29319514.81,20690657.42,15350381.37,6852211.08,25653015.90,17294717.90,10564564.07,6730567.99,35464157.57,22510616.82,15587020.70,6442056.50,155911911.86,80162444.21,55670344.65,22008086.36,48381842.15,18826650.36,41537032.64,20663181.46,41383805.70,0,3918527.66,8894189.14,8143748.83,0.0
8,财务费用,182163696.27,131154499.88,71245440.26,198466530.95,139726412.76,57784465.51,33480582.87,98529224.41,71595947.76,48733785.48,19186059.42,91865039.10,72223803.98,49888519.53,25473802.62,158257284.68,187667.55,-428812.93,-26331.49,2678912.60,-250667.19,-183580.33,-73386.82,661236.40,838648.70,853378.23,472516.23,2842847.14,2332768.83,1989648.46,329260.54,9711908.08,4381231.02,3753462.53,1505847.45,4046021.39,3523131.53,2098869.75,1198579.52,15335737.83,13810461.57,11764869.17,5102021.84,13634724.80,9427523.43,6796131.37,3906084.66,13492517.52,10017138.88,6585867.00,3102827.81,13863231.94,10088888.41,6408345.35,3050319.10,14094898.64,9920053.81,6725201.58,2979455.22,14356119.63,10787631.74,7323608.92,3696200.90,17510294.83,12458666.37,8276847.59,4159600.64,20206442.01,15929731.72,10915108.44,5336192.62,21987313.43,10476481.84,20110009.28,7986911.22,15128061.26,3457912.49,18343186.93,7569513.43,17773912.54,0,33710402.54,4671308.19,4733191.62,0.0
