,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,348661915.77,234188485.73,115110413.66,458109105.00,349652951.61,228472570.81,105717302.57,411758330.50,309419202.70,207584113.81,280134177.25,398076096.17,294171376.19,189515427.50,90069170.41,316626488.83,232146937.01,157451004.08,62898376.92,121340952.09,88076895.95,62762464.58,36044972.94,151611757.49,118375138.80,82637634.59,42453230.96,150484583.10,108746197.79,71505447.63,35296582.59,112181641.23,77644927.55,50077674.79,23970116.19,73350078.19,43421259.26,31294746.53,0.0
2,营业收入,348661915.77,234188485.73,115110413.66,458109105.00,349652951.61,228472570.81,105717302.57,411758330.50,309419202.70,207584113.81,280134177.25,398076096.17,294171376.19,189515427.50,90069170.41,316626488.83,232146937.01,157451004.08,62898376.92,121340952.09,88076895.95,62762464.58,36044972.94,151611757.49,118375138.80,82637634.59,42453230.96,150484583.10,108746197.79,71505447.63,35296582.59,112181641.23,77644927.55,50077674.79,23970116.19,73350078.19,43421259.26,31294746.53,0.0
3,二、营业总成本,289150802.03,193593207.25,96009419.79,393535819.33,289488566.86,188031478.10,91784938.86,361441513.03,260468775.51,173705698.17,262248487.53,347882845.38,245521019.51,157115899.55,74257215.13,232938331.30,172236853.39,121899890.62,47846330.71,108857727.61,76751106.01,51129108.76,25437389.88,99427143.01,72840237.24,47808130.33,23027101.48,70390661.22,51878284.68,33690540.11,19389791.49,57675051.76,40179664.54,24233905.47,11206328.69,34082457.88,27840675.83,20320122.63,0.0
4,营业成本,188438353.92,124006039.17,58794992.01,232055680.38,170412603.31,108526490.67,52646884.00,199090816.86,139846640.45,94488155.56,204704243.03,174685998.08,120541775.44,76182990.61,35897553.57,76637894.29,55800488.80,45665206.85,11994449.93,12535115.68,9222118.60,6093960.60,3067143.73,16620742.87,12720502.81,8785176.20,4582924.30,17581422.23,13209579.60,8884034.78,4288455.89,11681268.99,8415680.30,5396824.91,2567808.50,11069826.63,10409287.08,6372976.10,0.0
5,营业税金及附加,2976618.04,2312766.28,702263.47,5476616.92,3743407.06,2322249.94,646505.20,4613798.82,3731342.97,1923353.82,1071548.24,4914738.11,2922302.40,1932204.41,774204.95,4175111.68,2929672.94,1782793.27,820175.01,1856957.55,1803660.10,1761545.53,1246730.69,5535617.41,4370355.80,3056286.16,1521281.79,5466712.53,3970845.58,2603440.00,1292693.43,3897020.29,2686770.16,1732943.21,833043.71,2517938.12,1494775.57,1073123.93,0.0
6,销售费用,10533715.81,6877400.51,3521725.01,27017031.75,17254840.99,12113558.98,6372239.89,36969037.47,22445944.38,15899823.69,20321138.87,44948257.17,26889929.32,17180977.30,7382713.07,42096827.07,33227007.98,21132632.05,9050510.32,22270996.73,12858531.76,9160561.05,4004107.23,23015142.44,16255890.74,10964768.27,3558292.57,11816392.89,7964107.47,5715825.50,2118671.89,8979979.73,5432807.26,2249318.29,203263.60,1531988.45,1313984.98,1323885.05,0.0
7,管理费用,64254040.52,44875248.46,23161061.82,82928307.55,72340559.76,62829294.87,32066185.50,118679135.52,95083555.23,62274595.03,36468994.57,125126870.33,98086548.61,64392641.43,31953939.38,107262758.76,81035975.76,53918958.41,26732527.67,82293510.76,59599921.12,38523376.81,19867248.79,64470235.13,46922479.71,29956346.22,16080493.20,45825625.34,34117863.24,21388235.32,12188151.86,34740853.10,24671493.30,15403846.43,7813023.99,19314874.90,14655324.84,11922629.63,0.0
8,财务费用,3943514.80,2576435.87,1867187.66,3422239.73,2072885.71,1522198.28,688970.01,-864090.75,-909543.67,-1005144.93,-947602.04,-4723764.84,-3972772.71,-2778013.98,-1526219.90,-6371287.89,-4540467.75,-2883797.54,-1138329.38,-9770127.60,-8054133.59,-5423557.79,-2948135.34,-10548022.16,-7837431.29,-5384692.65,-2758004.16,-10420738.19,-7630881.29,-5100697.59,-539839.79,-1693385.26,-1296281.63,-638477.43,-210811.11,-276206.73,-89522.69,-401947.01,0.0
