,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2288086106.14,1398785101.53,545451503.24,2227295005.11,1555807161.73,920760855.58,343344153.84,1829174361.35,1261817204.04,741078122.37,253264246.16,1375580880.38,925911091.90,564140439.41,223885659.40,701255899.72,352084285.69,139950649.45,22601327.27,283204434.60,239466706.97,170475521.65,64241104.93,452374198.86,282124448.16,179184735.84,35572028.75,704892393.21,426592063.98,307645666.95,71285080.05,650096227.39,394391488.50,282464773.94,67128022.19,552798811.32,306187811.54,192928365.15,35455818.09,478461412.71,410633274.05,347626941.68,211433906.46,424153449.80,301309807.19,165616415.71,47968442.51,423192133.09,328440652.09,214708147.94,70632574.97,365140245.92,277415025.79,178468729.96,41235768.85,403053946.40,342947179.61,224358370.17,61913894.45,576117962.00,484498266.02,374125976.16,107401805.07,514961848.80,415798548.72,273412614.96,427826539.80,319054314.64,0.0
2,营业收入,2288086106.14,1398785101.53,545451503.24,2227295005.11,1555807161.73,920760855.58,343344153.84,1829174361.35,1261817204.04,741078122.37,253264246.16,1375580880.38,925911091.90,564140439.41,223885659.40,701255899.72,352084285.69,139950649.45,22601327.27,283204434.60,239466706.97,170475521.65,64241104.93,452374198.86,282124448.16,179184735.84,35572028.75,704892393.21,426592063.98,307645666.95,71285080.05,650096227.39,394391488.50,282464773.94,67128022.19,552798811.32,306187811.54,192928365.15,35455818.09,478461412.71,410633274.05,345290473.68,211433906.46,424153449.80,301309807.19,165616415.71,47968442.51,423192133.09,328440652.09,214708147.94,70632574.97,362197154.40,275896525.36,178083801.80,41059962.38,401172430.82,342103361.49,223913238.48,61811660.42,568536515.32,477090532.06,368528060.15,105182790.65,502023035.65,407120056.50,267636868.14,421707618.44,314843989.73,0.0
3,二、营业总成本,1796381944.46,1155609070.01,513726082.43,2063833118.14,1423397720.12,852586624.51,344225691.99,1788530883.16,1149123716.34,672071658.64,257969430.31,1428805850.05,875870745.64,556743124.33,245215606.11,679371301.75,341653329.26,178488227.23,40211001.27,430306012.32,289632614.14,201506053.71,74716167.09,560150870.78,372207519.62,255352296.37,62831062.80,700332014.12,443511315.80,315171310.30,87362686.29,638418366.16,398788931.89,285860566.26,79673922.81,553410381.81,314862558.32,202557467.01,47461656.09,504084455.15,419882458.04,345995501.30,208058043.69,487951485.19,344163772.07,192887716.47,60645972.58,421033672.57,322689802.19,212493073.53,74580983.27,420587962.95,311722593.62,204735713.59,61536828.24,452420485.31,362258861.53,240532244.35,78623857.71,550343674.54,452632022.52,346364669.98,105688466.28,477193503.22,379182534.15,245357674.00,385721527.25,288146057.46,0.0
4,营业成本,1374888523.46,884579221.02,389274036.44,1494091660.66,1061158019.84,634778277.10,252865302.75,1288046393.17,904004612.58,544297372.50,202401417.82,987635637.57,675741900.67,426544680.15,188044110.04,500158695.79,262548989.08,115117859.07,19996383.89,240384541.36,202308015.77,141476595.24,54274620.18,406300332.81,255016997.33,160877042.36,34304908.75,537215129.60,333182095.33,232442790.02,59848442.51,506394930.46,309157561.07,223022679.26,57347077.34,448944568.40,241159830.51,151335892.01,28438986.11,410797246.06,352063458.86,309145809.97,195466449.92,400482459.19,289539253.54,155814048.04,44161545.56,344999959.96,268424886.23,177771426.18,58188526.49,321142433.08,247003104.98,162227656.26,39505906.32,345657089.03,291305986.72,188737008.45,54934660.40,452406067.48,375057748.57,292070674.01,81375901.32,386232809.83,311886478.81,201742256.85,304725987.95,226619544.17,0.0
5,营业税金及附加,12465417.23,7916699.27,2600916.47,11526812.74,7708529.01,4583992.05,1771535.43,11609744.12,7814137.02,4369747.64,1778404.46,8995357.77,4136761.70,2740841.85,1443751.93,5232217.58,2704083.37,1402087.57,122301.68,2370069.29,1627469.42,1320161.79,190393.73,3270442.46,1773918.06,993932.21,83208.48,8098598.86,3724039.85,2574377.37,106624.26,6708956.02,2785316.88,1579119.58,77443.58,4798397.92,2197308.67,1253079.50,175582.51,2481209.52,1960238.89,1106404.57,289321.30,1850974.15,596665.58,221071.65,7920.00,4239678.11,3056291.60,1784469.14,478466.36,3110397.88,2209489.84,1408924.82,138930.54,1432196.22,1135852.60,524901.43,4140.49,1852108.19,1656138.06,1656138.06,0,1618719.59,1000388.55,483935.90,2925505.05,1703730.83,0.0
6,销售费用,24134183.95,16041747.11,7824800.36,42529708.02,24964589.47,15986627.68,6653993.66,41696269.33,26155423.80,15750821.69,6542410.60,55542481.15,26658702.20,16143620.62,5785018.43,46971101.93,22812673.20,15708163.29,5037782.18,47009971.34,25285635.71,14870010.61,5855355.05,42995132.35,23449686.20,17552748.11,5905717.06,48709519.48,25511947.04,16694117.29,5833135.11,45227602.99,20915299.66,13576898.42,4319496.08,38100700.31,21620471.65,16123226.26,3023055.46,27745382.37,12831907.04,5866776.68,2119162.82,19413616.36,11519146.17,8995890.11,3964171.01,12864862.02,9411585.09,4914264.30,2408447.51,34763395.53,17428068.55,11514824.15,6058377.31,32798924.41,20960171.65,15889972.26,8792664.31,24587336.91,19152823.86,14393714.65,6875971.28,29371957.36,23244801.88,13024603.23,24190977.18,16414823.04,0.0
7,管理费用,172724501.46,112149943.58,50082281.18,220719992.96,155992594.41,134568381.14,62920725.89,226087414.09,153655143.57,100508622.32,47141231.06,197075034.06,136791088.69,89649166.41,43673150.63,112681337.85,56620027.46,25068465.35,12520836.74,58376203.87,37926809.99,25030558.33,12549147.69,60716543.24,43823950.04,29501936.07,14679589.63,51599028.56,33905743.60,23909310.91,12404988.70,47793171.21,34967507.99,22190632.02,12168355.35,47028955.96,28103069.76,18393138.66,11537887.53,38002169.97,27456865.21,17962468.99,8533553.50,35719903.02,27744391.52,18746990.73,8769020.32,30053773.90,24725049.93,16624003.20,8564994.60,39892830.56,29770011.20,20646175.98,11257438.75,50891111.29,33035494.49,24428656.78,9759338.23,51220597.43,41285615.52,27702215.85,12651111.91,43621229.20,32189452.24,22788771.62,36636237.67,28805207.83,0.0
8,财务费用,137304526.28,87070817.17,38946113.39,106057519.94,77537242.97,48620742.44,22192450.33,52534871.37,27451498.62,14986675.36,7590813.08,28300357.75,19297753.05,13267919.45,7486696.68,28031498.83,15192736.77,5785239.36,2533696.78,12008854.58,8889141.08,5213185.57,1846650.44,18732928.19,17950011.02,16233680.65,7857638.88,29242868.71,23994770.99,16357995.72,9169495.71,23627190.18,21092017.03,15620007.72,5761550.46,16222925.52,11778448.72,5448701.57,4286144.48,15660511.10,11305144.25,6458911.21,1649556.15,22822613.27,17436663.55,11782064.23,3743315.69,23191339.90,16408914.48,10735835.85,4940548.31,21678905.90,15311919.05,8938132.38,4576175.32,21641164.36,15821356.07,10951705.43,5133054.28,20277564.53,15479696.51,10541927.41,4785481.77,16348787.24,10861412.67,7318106.40,17242819.40,14602751.59,0.0
