,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5204770101.47,4200308693.56,3228463921.36,1507915686.27,6199039073.31,4523903882.42,2829432341.44,973590175.69,9705970007.56,6659592015.71,4768671816.62,1640947617.42,10948528398.44,8196041425.30,5041630913.73,2554993706.96,9500412439.87,7152518397.96,4365622706.90,1442051678.25,7749436188.59,5564217428.83,3718254518.84,1020862166.23,6626462462.42,4389020459.05,3092160769.41,1382820644.23,5424501267.94,4286439630.00,3141504412.00,1227122473.00,6247508383.00,4709564611.00,3527335994.00,1241296933.00,6760328560.00,4468115290.00,3235091477.00,938551972.00,5117055786.00,3525282164.00,2138405961.00,797145187.00,3341535492.00,2181216543.00,1302605649.00,536644261.00,2655382516.00,1881098761.00,1276004596.00,517208431.00,2191801527.00,1631519958.00,1061789071.00,511233411.00,1786982569.00,1346798131.00,866497547.00,357638356.00,1231183859.00,900918200.00,523288062.00,187870453.00,785329111.00,555545699.00,355416037.00,148352123.00,574779445.00,417756430.00,262627840.00,524400161.00,250230570.00,483461587.00,389219506.00,0.0
2,营业收入,5204770101.47,4200308693.56,3228463921.36,1507915686.27,6199039073.31,4523903882.42,2829432341.44,973590175.69,9705970007.56,6659592015.71,4768671816.62,1640947617.42,10948528398.44,8196041425.30,5041630913.73,2554993706.96,9500412439.87,7152518397.96,4365622706.90,1442051678.25,7749436188.59,5564217428.83,3718254518.84,1020862166.23,6626462462.42,4389020459.05,3092160769.41,1382820644.23,5424501267.94,4286439630.00,3141504412.00,1227122473.00,6247508383.00,4709564611.00,3527335994.00,1241296933.00,6760328560.00,4468115290.00,3235091477.00,938551972.00,5117055786.00,3525282164.00,2138405961.00,797145187.00,3341535492.00,2181216543.00,1302605649.00,536644261.00,2655382516.00,1881098761.00,1276004596.00,517208431.00,2181621505.00,1623074838.00,1055418649.00,509382146.00,1780093410.00,1341569778.00,863881806.00,356248354.00,1230183445.00,898321538.00,520694800.00,187645533.00,782926168.00,553505505.00,354097031.00,147726016.00,573960299.00,416917817.00,262305426.00,522717838.00,250001532.00,481879827.00,388651364.00,0.0
3,二、营业总成本,6411851860.92,4769172994.15,3466562448.82,1632096483.25,8225521363.75,4990141438.22,3049478022.02,1174130130.22,9710278554.33,6613655258.88,4748566493.98,1691550556.39,10971459106.02,8165998355.14,5040796486.90,2552108717.97,9503549451.65,7184329689.27,4455951131.39,1473382118.94,7776700168.00,5569344508.45,3693574846.45,1017655801.25,6625843693.58,4370567888.02,3075688055.52,1372957123.55,5684230074.57,4289511625.00,3138695331.00,1221253358.00,6139307222.00,4577070865.00,3399886400.00,1203429412.00,6562334346.00,4244912138.00,3077316120.00,901503827.00,4927584433.00,3321134744.00,2029913446.00,775914588.00,3361524865.00,2148171845.00,1285080512.00,528390229.00,2560534106.00,1816934990.00,1235466011.00,506105866.00,2096820882.00,1535707056.00,1000258561.00,484063912.00,1694929562.00,1257908237.00,810442772.00,335871518.00,1147018995.00,832918938.00,480618109.00,173511257.00,714699552.00,512947573.00,328072193.00,137221966.00,511358971.00,370717038.00,231838949.00,462704253.00,219280825.00,429305619.00,365466862.00,0.0
4,营业成本,4841114798.21,3824853990.67,2918313614.91,1370555350.55,5713088039.00,3937570081.71,2456271741.06,892912385.08,8280701696.03,5665130182.97,4105564025.19,1429563206.59,9511165180.88,7211159539.99,4412284925.02,2295272471.31,8096292034.99,6186741255.81,3830380474.58,1208545735.87,6451752832.65,4662252512.09,3115870551.19,784077640.52,5433340821.96,3530311894.93,2513874707.06,1129269442.08,4370087516.78,3509934467.00,2605167582.00,1013258136.00,5117223797.00,3850289868.00,2957647293.00,1018412857.00,5551968816.00,3553441606.00,2627333918.00,738437405.00,4161943797.00,2784561063.00,1713557010.00,645907257.00,2816116776.00,1808553594.00,1051813198.00,421807142.00,2129207575.00,1514127289.00,1031415762.00,417834299.00,1673048132.00,1233281775.00,805715912.00,391641170.00,1337925109.00,1009366352.00,654265954.00,270492122.00,917949207.00,675003443.00,389382850.00,137361940.00,560590583.00,407684356.00,259920575.00,107394531.00,392805120.00,288479823.00,182368663.00,353488618.00,180695103.00,328691256.00,267945934.00,0.0
5,营业税金及附加,36999295.43,30698507.51,19554068.00,9867176.87,38552271.65,28890549.90,19266587.52,7842004.81,46866652.43,30000937.75,20603754.62,5862090.71,31591709.18,13101730.30,9259849.92,7410969.12,41526657.18,28326597.90,14209508.47,2884840.04,42274392.58,32534626.45,20894300.38,7119595.59,27739479.46,16561886.85,10755583.87,3689463.56,27385868.76,18787713.00,11719170.00,1333992.00,30186103.00,24224837.00,19514728.00,3813176.00,42873165.00,30628780.00,22269104.00,5708557.00,17423567.00,11217614.00,7061266.00,2113496.00,9568859.00,6313202.00,3249713.00,1857201.00,7724938.00,5877894.00,4060936.00,1392052.00,9038549.00,6590090.00,3775111.00,1325751.00,7360476.00,5072948.00,3473658.00,836947.00,4895878.00,2886107.00,2098370.00,641346.00,2986484.00,1992824.00,1598990.00,958108.00,2405250.00,1915188.00,1612387.00,2275742.00,0,2665467.00,1810746.00,0.0
6,销售费用,739563645.21,332975885.28,133421006.73,60104672.46,873757047.54,226963037.64,110307504.13,51946321.43,276396611.43,196031087.02,102725385.59,52549068.29,363156369.60,226309486.94,151142201.18,59025734.32,366477992.98,248511955.87,150785376.77,60753655.73,338675017.94,222287557.32,138959131.54,51640541.05,376813055.78,234118841.07,148715436.13,64664462.07,316441539.12,209280419.00,143679736.00,44656088.00,251443666.00,215396671.00,152814197.00,57535217.00,373760561.00,234642017.00,163416948.00,58034039.00,328551263.00,203264001.00,124280875.00,48746417.00,222781123.00,127188713.00,85517336.00,42813706.00,176277585.00,127733407.00,80141790.00,36036662.00,170672473.00,116252240.00,66953157.00,30992451.00,144170719.00,92979020.00,56916183.00,25583157.00,93457360.00,56173297.00,32289340.00,10078418.00,60327328.00,32964644.00,20360842.00,9635907.00,39995009.00,28266240.00,16791855.00,33507827.00,11611666.00,30592903.00,26564549.00,0.0
7,管理费用,297675403.05,265604556.92,182136037.75,90230291.12,498844639.23,244943041.98,297345591.96,140789310.46,632159056.10,464319154.24,332636531.28,139576087.04,539558583.79,400666938.27,241677924.97,107194241.97,546785447.45,374313993.95,218352531.42,102095319.55,494721187.22,299077158.21,184793212.21,86227408.21,461032744.68,290661436.94,206698885.66,90766653.92,445777149.63,296468058.00,206232972.00,91387800.00,443526049.00,284400181.00,174136720.00,81276960.00,383157386.00,308219370.00,189990845.00,81052290.00,331738684.00,251766259.00,154380700.00,65438559.00,225922486.00,152120358.00,105059064.00,46582387.00,199278274.00,136281555.00,99472811.00,42047005.00,213815703.00,158139728.00,109696667.00,53504806.00,178980201.00,131153138.00,83416339.00,33027604.00,115357594.00,86652682.00,48948443.00,24008096.00,83599606.00,64671650.00,42514656.00,17686583.00,66945482.00,44413115.00,25256519.00,63093287.00,21990574.00,56350825.00,43814212.00,0.0
8,财务费用,334637347.36,268864443.88,186184383.17,85662683.61,366556406.38,265460758.79,159842889.82,78511044.41,302095621.82,210783179.27,139831067.35,65959459.56,356802417.77,261808606.91,175990752.81,81881519.21,400354833.17,308223125.03,207050191.16,94473765.56,473659933.13,345896092.62,226350772.55,88787732.11,381892728.55,284595741.47,188266171.04,82206105.01,384191436.86,262571928.00,180408511.00,81771991.00,275717823.00,194132429.00,89735048.00,40940680.00,96465399.00,69588765.00,29749096.00,14438728.00,66599031.00,47367765.00,30749522.00,15736194.00,64037762.00,50108917.00,35619350.00,15329793.00,38771372.00,31521099.00,18928008.00,8330088.00,30246025.00,21443223.00,14117714.00,6599734.00,26493057.00,19336779.00,12370638.00,5931688.00,15358956.00,12203409.00,7899106.00,1421457.00,7195551.00,5634099.00,3677130.00,1546837.00,9208110.00,7642672.00,5809525.00,10338779.00,4983482.00,11005168.00,25331421.00,0.0
