,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,244325200.77,1446458606.03,1033211971.55,675602739.37,299457022.51,892587882.11,531803611.03,345447493.51,161684215.11,674910097.90,482721670.16,339393529.04,153596774.83,681427926.19,474214733.09,328200853.36,155870434.19,709623004.69,462424276.61,285418564.62,129432373.73,616583168.35,422600407.77,263916686.49,119470474.98,519770246.43,370282342.23,224884287.15,109433928.43,455841075.00,340926721.09,221122752.66,110721125.51,379473572.21,237242978.52,164422020.09,72687526.01,330661489.59,215513257.91,137173574.09,65082087.65,291200470.78,199471042.36,115844075.02,56229947.01,281907795.49,209868406.42,254386771.09,179143571.33,0.0
2,营业收入,244325200.77,1446458606.03,1033211971.55,675602739.37,299457022.51,892587882.11,531803611.03,345447493.51,161684215.11,674910097.90,482721670.16,339393529.04,153596774.83,681427926.19,474214733.09,328200853.36,155870434.19,709623004.69,462424276.61,285418564.62,129432373.73,616583168.35,422600407.77,263916686.49,119470474.98,519770246.43,370282342.23,224884287.15,109433928.43,455841075.00,340926721.09,221122752.66,110721125.51,379473572.21,237242978.52,164422020.09,72687526.01,330661489.59,215513257.91,137173574.09,65082087.65,291200470.78,199471042.36,115844075.02,56229947.01,281907795.49,209868406.42,254386771.09,179143571.33,0.0
3,二、营业总成本,198157603.29,1234163849.61,839604797.43,539373063.11,256664000.12,771145167.44,453785380.73,290977173.55,138444042.93,634492516.81,445669969.24,301730819.01,136959265.49,576154967.97,398807834.71,275524853.03,133328824.33,569118508.97,384302958.94,236793872.83,104678824.25,504448912.23,348836088.11,219268361.39,98367464.38,428195397.33,303198925.25,184235530.71,88425321.41,375489719.44,279759541.52,179347792.58,87672455.89,305932186.13,187745253.68,130496636.77,56580270.85,278770361.11,179102543.91,114271321.28,54406147.60,248746796.55,169494929.65,98862240.56,48832333.45,249495268.04,185996232.95,223249422.33,158871749.82,0.0
4,营业成本,151947314.73,1014058071.83,694618981.76,451790303.14,199612823.46,630524704.64,385193696.01,248889026.86,121845230.60,533715057.01,378556121.29,254840348.04,109985509.19,481166489.21,323982487.70,223183519.74,109735331.72,483553060.56,320624155.39,192649048.16,84691908.39,436400886.65,307932385.61,190705882.57,85459186.18,375495982.13,269423395.72,163613510.40,79700251.11,340401036.48,254302320.14,164787834.94,84428142.21,281917992.02,174885833.61,121727982.62,53573101.76,247681280.05,158187747.29,101628571.91,48230503.22,222212428.17,145820496.52,85481485.51,44700204.82,225241043.04,174158764.28,207451410.63,145983506.90,0.0
5,营业税金及附加,2302483.85,13868623.42,9923384.77,7016259.41,3568718.46,10053039.11,5554213.52,3039632.00,1356489.54,7398263.85,4502596.79,2582851.16,1428211.42,6321090.74,1747589.94,1143360.73,427573.23,4232093.95,2081738.66,1506427.18,588625.17,2366058.46,977040.27,223934.90,0,1941298.57,1428687.18,562446.55,142401.48,2155059.03,1447779.15,946620.79,440966.05,1686251.74,650473.83,426008.91,313013.06,1755009.42,752462.32,548010.78,236186.05,1941980.47,1486120.35,820871.28,545522.17,1499028.39,1042758.73,1504038.13,995611.38,0.0
6,销售费用,4373169.43,22399111.89,13915658.34,7727677.79,3486930.51,8019354.50,1256440.35,1030245.47,911501.78,6386579.35,4469787.12,3029335.95,1218721.67,5220314.41,3353888.64,2324696.52,1259028.47,4815311.08,3733474.36,2761590.63,1342246.30,4475361.98,3106071.32,2049903.79,1096279.04,2147415.17,1510316.60,816585.97,237139.64,1004924.70,704483.99,439414.95,203973.73,956506.79,830072.94,419702.29,208774.63,803450.02,469560.68,306435.38,182592.87,581057.54,459958.36,397202.80,321001.68,520354.77,424861.38,429073.04,137266.59,0.0
7,管理费用,27444715.98,109545887.01,75357306.09,46098550.65,23035387.81,62855191.98,36429290.46,31949258.74,11703132.90,66974671.84,52870275.75,35550671.14,20619021.34,75981143.18,60259904.49,41719834.69,17710355.12,74590453.54,51792531.65,34934275.20,14389477.08,63722599.88,36315910.95,24377245.52,11197407.12,60162222.69,36277357.13,22724591.82,10541096.04,45803501.18,32719713.30,20095462.92,8692386.92,35855183.68,24216003.98,17119684.78,6220656.66,33170464.19,23221298.96,14553018.43,6606184.10,22175978.88,18361142.25,10323995.31,3050401.23,21029092.84,10108689.18,13880079.27,11377635.56,0.0
8,财务费用,1356989.92,7519641.23,5961202.29,3727121.64,1915355.51,194096.77,-556921.27,-1006917.81,-403952.05,-15110.52,-738650.34,-408330.93,175378.55,763069.98,322300.77,334421.00,141027.85,-1090753.37,-810567.03,-689759.16,-327656.71,-4862757.02,-3684707.37,-1498921.68,-647670.49,-12823825.11,-11405923.45,-5865486.51,-3341152.09,-15821426.29,-12501261.00,-9076068.17,-8674416.56,-16256740.86,-14361459.69,-11455840.41,-4301589.24,-4432415.41,-4004732.73,-3240922.61,-849318.64,530759.36,344326.32,206299.81,215203.55,895445.52,261159.38,-190444.92,-41118.95,0.0
