,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,107321813957.95,81981650105.56,48440980286.54,23731512297.65,91368796957.34,68782895805.34,43566919400.12,20006201802.24,76656361882.46,56151890453.52,35091940500.97,17995315822.62,49949616186.29,34561249429.90,22004818255.59,9822167461.20,41499210118.69,31971439951.01,21470076792.57,10694319302.42,55673219917.05,42998632251.40,29085979507.77,14076740617.43,59705532334.88,43598301184.12,28293877977.27,13108746797.37,59320927846.71,46248385623.89,32262328938.07,15951434547.90,73859407307.54,56634241911.10,37895984976.43,17921872091.98,60602087491.11,43537644898.99,27858417315.60,12544048565.76,41503285663.28,30720603076.11,19939992191.17,10272148860.29,56318367651.11,44135234851.49,27353904120.78,11201630122.43,43843967631.41,31379121545.03,20138925179.72,9263253687.11,32817811833.74,23753530171.66,15391795776.45,6778519018.01,28664212700.05,21934987769.94,14715164923.80,7218238444.36,23808568585.15,16155423077.86,9944413649.87,4652039039.15,12805066814.00,9069343743.17,5723685517.02,2486598706.40,9768641741.09,7225445498.38,4817130201.34,2310495286.34,8514708601.91,3863683459.97,6201771472.82,2987510687.24,4878961295.91,2478008463.28,4543807329.24,4374727426.34,3708602333.44,0.0
2,营业收入,107115634136.30,81820008878.42,48336506214.10,23698330249.59,91178778280.93,68643130134.13,43480663128.73,19982981167.04,76511413640.45,56086246290.47,35026296337.92,17975358625.69,49811470594.33,34456429367.32,21932513877.33,9796899053.22,41405527829.10,31971439951.01,21470076792.57,10694319302.42,55599736776.42,42998632251.40,29085979507.77,14076740617.43,59652066822.75,43598301184.12,28293877977.27,13108746797.37,59256134149.73,46248385623.89,32262328938.07,15951434547.90,73788688798.79,56634241911.10,37895984976.43,17921872091.98,60563424205.78,43537644898.99,27858417315.60,12544048565.76,41455886120.21,30720603076.11,19939992191.17,10272148860.29,56318367651.11,44135234851.49,27353904120.78,11201630122.43,43843967631.41,31379121545.03,20138925179.72,9263253687.11,32734011330.93,23717994977.39,15368308610.59,6750798595.68,28589488970.08,21923256112.98,14687486497.17,7211646282.28,23786086601.35,16134707560.83,9930882775.74,4649086131.03,12792226767.03,9061292071.18,5719058696.29,2486965353.79,9763977506.80,7223611750.17,4815488170.66,2310279534.19,8499551946.56,3851890881.78,6193375232.69,2983699075.65,4874224553.83,2463008195.56,4526511042.50,4372631792.08,3708256460.08,0.0
3,二、营业总成本,99612682101.33,76054809930.17,44740828095.65,21998883491.46,82136729477.93,61520456105.80,39216579463.83,18145652411.16,71494760289.22,52914618560.77,33936857032.94,17629061245.41,51794299697.75,36241574627.33,23393117702.34,11009680482.74,45893849095.26,33660036590.60,21789210303.96,10938393378.75,55693245825.03,43033598100.98,29116151379.86,14338400973.27,59810473567.29,44079063798.71,28700976145.48,13514028480.02,62701226836.93,48962683257.68,33690394512.90,16726292811.05,74867607139.72,56883922082.10,38146883218.15,18131259623.24,63323578300.61,45529438559.78,28467981169.29,12918380113.73,41445449327.89,31146918378.48,20756411407.84,10832723127.41,55170106527.14,42258443183.83,26224739045.88,11507360881.72,41507949628.27,29437295519.68,18910785470.18,8737907861.99,31280108861.10,22681632130.65,14809547685.21,6639169451.69,27787111829.11,20906920925.81,13781924698.86,6640223932.15,22470518622.08,15174680437.61,9210941525.75,4239659759.73,11595318540.79,8299844162.58,5200356215.24,2239957902.65,9037519969.14,6681299947.44,4436420689.59,2145299019.87,7887368137.27,3533335193.34,5740578075.48,2797994484.25,4515190211.23,2239052500.56,4083740416.52,3906688132.46,3251759707.67,0.0
4,营业成本,92636357794.99,70935642414.80,41739009263.93,20659124141.01,75285470077.59,56437259154.54,36156979013.33,16738755505.93,65941016189.36,49193141860.41,31600134591.48,16546630210.05,46467511556.13,32192809927.38,20492668193.28,9875907835.10,40241120101.09,29813544741.39,19504989836.06,9799427350.97,51249497850.40,39595344917.22,26813876941.39,13098357886.09,56495752876.79,41358389642.41,26778946031.70,12472628528.75,58290642731.95,45708501907.58,31612602246.70,15710512200.68,71249317250.02,53976363672.44,36167454970.92,17104403501.32,59676899975.55,43129596783.12,26865705051.21,12169470639.20,38440418129.77,28776166507.94,19062018393.58,9896974279.36,50546744126.50,39212769032.31,24321405414.09,10652226476.22,38005928578.85,27383526036.75,17579383025.15,8097807803.48,28567224827.48,20794880628.72,13628543116.08,6098395439.55,25830991543.81,19502162818.67,12973699433.02,6243058068.30,21566556716.64,14545625336.70,8844872371.65,4059710516.53,10881922240.15,7754341236.24,4854689734.13,2103544256.45,8610274748.04,6352842042.78,4214120822.93,2045256896.56,7476434912.34,3341721555.94,5457316294.10,2678953581.05,4267005578.48,2112779324.30,3820515052.35,3656689926.63,3037651641.81,0.0
5,营业税金及附加,757161022.86,544551484.33,346299422.70,171495078.76,805750392.02,585377184.86,388919086.86,202341085.28,568374128.65,402969004.57,248768766.19,117238909.99,292108205.44,135945885.89,78507046.46,23791544.69,190871227.30,142352741.17,93163159.03,34363338.24,192252700.52,143146650.26,108407038.51,50429721.06,229407477.85,185315229.32,137342818.92,78979387.14,205658068.39,156108971.31,99642483.55,63372010.00,106974863.09,59812122.78,44937723.38,17736562.48,107959084.43,81799578.49,55358965.68,24822806.63,143060083.28,100015712.41,68641247.96,33250656.48,480414644.56,358712326.18,235921499.13,110169395.58,371392624.94,205164308.69,125734804.29,65540398.31,201667009.21,151429531.41,103637103.69,47506671.47,88312456.15,68422176.65,35531704.97,17121245.53,37937462.35,27866197.77,17191551.61,13888018.35,47027725.92,34451000.50,21946991.12,10743261.77,28820594.94,21331214.73,14330397.30,5614366.41,26026972.53,15401068.92,17332274.99,10569529.46,22993470.52,13193069.34,21464824.27,19299164.92,15479399.93,0.0
6,销售费用,1550623423.04,1214819328.95,821819781.28,372917295.13,1450362869.18,1060662187.21,663225925.86,275472555.01,1009646311.41,717963995.99,444978557.02,213700195.72,884168697.62,654729830.05,445789107.71,208243976.07,856216071.13,641334589.18,399151787.04,198954180.24,749028292.51,517622744.38,341219175.06,160531812.96,581264709.31,449556321.13,295664331.34,139072896.50,609992263.98,455627564.86,303101857.99,150185362.00,721321560.14,549323787.34,363538778.39,175942891.96,591816436.87,419582788.58,274241668.10,120257188.77,572172648.36,389588798.40,258951062.94,146328732.86,714401777.60,517395328.41,327599597.93,140657791.71,606730957.62,440287250.49,288964721.28,122200581.30,494528983.40,339903962.47,191819528.77,71119281.41,339979261.60,229084180.46,155791509.83,83989866.98,210652508.46,131924128.58,78755689.18,30180767.81,127649437.91,88058091.15,57515282.59,24017942.62,62010109.07,63186675.03,36673492.93,17977581.69,65014368.04,33741763.73,56919329.79,35446003.62,44804706.41,19648824.95,32124183.68,22069420.29,11770787.65,0.0
7,管理费用,2519143124.38,1747667830.07,1084037951.88,409398178.51,2268332368.39,1770931182.89,893331667.91,545317076.52,1896651058.44,1251545867.02,738381518.48,359673743.01,1359894617.19,1053452538.97,699238425.04,355177755.41,1478076952.43,1168671838.68,804697595.09,400153475.64,1515361859.56,1176054104.66,778337636.55,393963553.10,1488963617.87,1070864439.86,817729135.28,398937228.07,1658852757.15,1197593244.08,785389631.61,431064891.64,1742224929.82,1406831002.29,930418148.31,448910540.14,1639601383.14,1127740503.21,725509112.53,336807088.44,1499283064.83,1151651659.19,849043743.46,467989732.30,1829812394.58,1397282223.61,881819695.99,391594539.12,1451296405.96,731078270.72,461243828.18,229611742.65,1281333178.16,886760592.99,585909315.48,285118687.19,1173853172.10,833686667.60,470582445.50,227969341.44,570565505.80,391789668.45,215176231.74,105941079.92,453081583.34,358314989.17,221661374.60,81699686.84,254596353.93,176871056.66,115299014.11,48454597.57,242545373.79,97352162.58,187444157.24,44819987.22,122310464.04,56442283.03,120343767.10,107930438.30,91634574.95,0.0
8,财务费用,942208307.67,681338105.35,414883016.32,229888691.44,1537903926.69,1136914158.25,798364944.13,378766777.42,1851253383.97,1292427541.48,875060917.31,392030186.64,2316171953.58,1754791950.54,1247431203.12,546559371.47,2761205420.61,1887366088.18,986933088.34,505230304.06,1893731620.34,1601440957.50,1074321861.39,635118000.06,1261044375.48,1014276460.43,670632122.68,425816271.72,1818361836.84,1438741856.39,893658293.05,371158346.73,1184481193.93,768877744.06,517819843.96,291372960.74,1052810811.79,768997886.53,548039329.52,267022390.69,864750822.04,729373747.56,517635006.92,288179726.41,1111199587.70,774124022.10,459293576.47,212715584.42,925045629.39,676865533.70,453080473.86,222747336.25,735354862.85,508657415.06,299638621.19,137029372.07,353975395.45,273565082.43,146319605.54,68085409.90,84806428.83,77475106.11,54945681.57,29939377.12,85637553.47,64678845.52,44542832.80,19952754.97,81818163.16,67068958.24,55996962.32,27995577.64,77346510.57,45118642.17,26900933.78,28205382.90,57754903.04,36988998.94,89292589.12,100699182.32,95223303.33,0.0
