,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1077719858.52,554368224.86,296365074.59,3425810666.30,4025241285.25,2925509467.46,1636368017.42,6492917442.51,4771223177.27,3428113942.44,1640445200.40,3635419161.05,2140611050.00,1009598112.29,443561675.19,1978953556.36,1283173293.18,664653678.38,325930308.68,368528198.82,280528905.05,181503287.74,100716493.35,406134119.74,303314239.95,191726689.54,98611422.12,392003107.25,290965716.96,179087654.99,95467376.75,366951439.76,272292807.41,168137767.86,91755007.60,336450460.83,243858114.29,152602094.08,82430062.85,306526150.06,217787704.92,135182685.73,74343182.02,302746802.24,215332993.13,136325887.98,76267242.74,285754574.22,205288082.16,135728465.93,70946265.91,247084853.71,176597876.28,111892018.83,58307342.00,249510866.64,199021458.93,153771982.45,95878805.27,227234920.30,165350232.91,116767733.87,62607836.14,312015362.15,235253773.34,164933810.14,93975059.14,345399260.29,256123892.49,177539012.07,95801928.49,382703956.11,210753970.94,376372156.06,185987013.50,344464326.33,159548923.11,334223673.48,384886995.98,563318727.88,241872649.85,541640877.64,262178611.86,494351907.90,239961310.77,349026000.00,146307386.44,321679373.69,280278000.00,250287000.00,245461000.00,0.0
2,营业收入,1077719858.52,554368224.86,296365074.59,3425810666.30,4025241285.25,2925509467.46,1636368017.42,6492917442.51,4771223177.27,3428113942.44,1640445200.40,3635419161.05,2140611050.00,1009598112.29,443561675.19,1978953556.36,1283173293.18,664653678.38,325930308.68,368528198.82,280528905.05,181503287.74,100716493.35,406134119.74,303314239.95,191726689.54,98611422.12,392003107.25,290965716.96,179087654.99,95467376.75,366951439.76,272292807.41,168137767.86,91755007.60,336450460.83,243858114.29,152602094.08,82430062.85,306526150.06,217787704.92,135182685.73,74343182.02,302746802.24,215332993.13,136325887.98,76267242.74,285754574.22,205288082.16,135728465.93,70946265.91,247084853.71,176597876.28,111892018.83,58307342.00,247222717.89,197709471.65,153092081.04,95555947.59,222369762.36,163370728.55,115634190.69,62192287.82,310222695.74,233894880.30,163833852.40,93616084.84,343602953.08,254632458.47,176288997.60,95540477.69,380578755.92,209745603.73,337191429.97,164372309.23,306687324.05,143047336.89,293088943.52,382746648.81,559427302.92,241330564.58,539139578.35,261280891.88,492706616.49,239213425.04,348415000.00,146205604.37,319630269.54,280120000.00,250047000.00,245322000.00,0.0
3,二、营业总成本,1455635562.20,875369042.29,442688714.49,4474305259.14,3634997754.87,2597660019.53,1390410241.46,5686754615.80,4166603431.89,3040054479.54,1406195851.02,3142156446.95,1877931010.69,846156189.91,380513068.56,1680258729.41,1104283915.86,561549340.85,280655118.57,374675662.34,280611265.36,180002666.96,98390095.06,393356658.42,292710245.02,185306883.61,94436054.78,381407140.14,279557049.59,172830281.85,91792397.59,357027817.35,265347715.75,163989099.66,88838875.83,371577016.05,266644229.85,177207768.78,79571008.89,300632174.23,212654107.98,132854900.56,73352487.19,312965664.74,214035295.37,139777654.00,75311592.89,276703938.65,196679502.32,129792530.30,70004564.29,243360059.39,160327247.02,104653775.11,56256209.69,243138818.43,191272527.67,150144897.71,91569518.47,222065284.77,162866218.14,116863809.15,63703559.36,312551633.25,237686796.94,165273610.93,91302847.76,341832109.22,252312961.39,173866831.96,92590880.41,375879820.75,196137237.28,353628220.82,170048426.90,318034825.65,151203677.76,312328943.37,372847860.87,532042010.39,0,515067613.03,0,465768145.49,0,0,0,63157483.78,258712000.00,234571000.00,229646000.00,0.0
4,营业成本,970093239.73,621277381.13,330285054.69,3006262629.48,3134093320.05,2277703537.12,1219470506.33,4957495185.37,3684672105.67,2702312208.32,1282178366.45,2648924575.73,1683002493.28,759849414.95,349144311.51,1558738883.87,1030255635.50,509179683.38,256238016.65,277915794.30,211979095.07,136153316.71,76389143.57,305282009.51,228346163.97,143394553.65,73854329.72,290453555.22,215076874.10,130704572.09,70746591.48,270853451.43,201215837.55,123246544.24,68504588.20,275120134.68,206575002.93,138763564.61,59520020.57,219506087.81,155064985.79,95156423.72,53341391.40,213627647.11,152908141.72,97296988.14,54585602.67,203887954.46,144843101.50,95746989.77,52409155.21,173451796.05,115272593.47,73843482.37,37662652.96,169533865.79,139518525.75,112058348.26,72061336.54,134194194.68,98466932.91,74426457.12,43267130.04,219489366.52,168992603.47,119277467.42,68894055.07,251500441.46,189881214.06,131104665.39,71335286.66,288039862.46,156651665.35,277339858.92,134739973.72,249266784.52,120427811.36,249149593.42,344272233.19,475683959.07,0,460882703.57,0,424093897.58,0,0,0,25943038.12,235632000.00,210257000.00,206162000.00,0.0
5,营业税金及附加,31365606.35,19319851.32,12815670.14,85624452.41,74896684.84,46882571.96,26592605.14,96764695.94,70992993.92,50492961.96,20962952.86,56214475.46,18254549.91,4099470.58,1882134.83,11842443.08,6352691.13,4643572.64,2251372.89,4968908.57,3876656.46,2473312.59,1417602.10,5995469.37,4601550.94,2865523.92,1358765.40,6164035.35,4727616.64,2863013.70,1502463.86,6138986.09,4759635.79,2729726.32,1401365.60,5291308.47,3945090.25,2313882.67,1182555.48,4312827.53,3141566.12,1820398.77,899784.43,4240904.68,2996872.05,1676070.73,896546.62,3822434.89,2853458.35,1829722.07,924525.78,3756223.81,832062.64,595250.78,262715.15,813134.61,702294.53,571302.20,305264.03,1525428.21,1197599.13,826191.09,488620.52,1732287.44,1472753.05,994784.81,620445.24,2373369.85,1813142.26,1382063.49,904589.92,2731838.26,1596039.63,3688033.41,1856775.05,2427501.98,1028267.98,1905955.31,1004579.95,2429675.82,0,1686405.25,0,1489482.48,0,0,0,12639617.48,8218000.00,7054000.00,7161000.00,0.0
6,销售费用,41809301.56,28579133.24,14423288.61,96398948.23,84228634.77,51980100.85,24298700.37,122147573.99,74273301.50,51019880.37,26400697.08,55905140.00,33786487.07,9419504.28,4994915.71,8265031.55,5008469.30,3333587.03,1537194.77,9364500.64,6972156.57,3720901.90,1919929.54,7835481.15,5333670.32,3113883.08,1875961.63,7392632.63,5529259.65,3276320.32,1789942.48,7414639.49,6070106.52,3188038.57,1814007.62,7049232.24,5561254.12,3448956.42,2253809.74,7787744.96,6085376.47,3446541.58,2135066.61,7783780.23,4768339.53,3561413.09,2132350.37,5846760.52,4210407.16,2776635.61,1123255.90,5407881.07,3599129.71,2278522.93,1333743.29,10405751.92,9097326.77,7752916.82,4138319.99,21603525.58,16409343.29,11433474.59,4983515.74,23010916.83,17995145.81,11889603.75,5644744.46,22490939.52,15870647.84,10554806.89,5301062.14,25113553.30,11582034.56,19636697.50,9406195.37,19363492.48,11308635.85,23930795.87,12257314.63,23373004.47,0,23472487.53,0,18359538.85,0,0,0,12158711.38,0,4097000.00,3524000.00,0.0
7,管理费用,122910432.44,63160731.16,42294541.60,252631247.14,137046592.52,85835629.56,42700976.04,186610877.54,173354349.57,124699555.14,43646900.41,206963248.56,77010029.12,36865447.56,18245541.88,55724946.04,36357678.42,23647492.18,10909688.51,68250004.13,47156835.28,30128270.53,14941740.17,59191455.21,43446586.84,28415620.98,13491435.24,55308501.15,40838509.65,26831484.41,13159793.74,54395194.98,39743127.07,25922347.64,12831316.11,52766567.95,37808924.66,25142806.99,12802281.29,51519808.52,37003071.68,24874708.31,13182553.70,49989122.09,36709563.77,25240305.90,12787838.09,43587147.79,31681127.70,22127320.56,11381003.88,45878411.39,33972726.38,23445034.53,13689249.62,52040462.99,33911475.23,24073415.37,12221080.35,51708354.02,36643894.86,23566000.80,11511351.13,55283867.33,39203028.01,26389551.21,12727656.16,52396730.57,35017400.42,23817730.89,11685793.40,47757959.84,19946792.53,40716470.71,18026943.44,38273308.96,14758145.43,31902204.29,12490778.25,26678258.63,0,23810296.54,0,21085510.43,0,0,0,11759690.48,13276000.00,11143000.00,10757000.00,0.0
8,财务费用,289456982.12,143031945.44,66829736.22,350608809.73,176952918.95,113964760.15,60185361.27,279015979.05,158424227.74,111863205.48,19755328.08,135968696.98,60510129.95,32677848.81,7625141.41,37410678.89,23489130.36,17976915.81,9962377.36,14144679.48,10532119.30,7436877.66,3721679.68,14440582.74,10921618.00,7456647.03,3855562.79,17226418.38,13349311.38,9119413.16,4593606.03,18156451.83,13522534.12,8865968.19,4287598.30,15222945.14,12797838.51,7582438.71,3812341.81,14854435.84,11309358.81,7543730.32,3793691.05,22311783.25,17195100.79,11760052.96,4909255.14,18601287.25,12628963.62,7311862.29,4166623.52,14534262.20,6650734.82,4491484.50,3307848.67,10345603.12,8042905.39,5688915.06,2843517.56,13033782.28,10148447.95,6611685.55,3452941.93,13035195.13,10023266.60,6722203.74,3415946.83,13070627.82,9730556.81,7007565.30,3364148.29,12236606.89,6360705.21,12247160.28,6018539.32,8703737.71,3680817.14,5440394.48,2822954.85,3877112.40,0,5215720.14,0,739716.15,0,0,0,656426.32,1586000.00,2020000.00,2042000.00,0.0
