,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9158826503.64,6892193468.44,4596659434.77,2156112564.50,7816018656.41,5775097527.85,3584825699.13,1477251373.79,6361813149.33,4499668567.89,3032730012.66,1422379682.55,5854802051.16,4364055201.31,3003037177.28,1462626423.23,4725196552.35,3473561239.68,2207161079.63,965898754.69,3491245691.06,2400556278.65,1473410037.96,706487565.72,2601763184.78,1689718813.94,1112373427.99,496445612.80,2203478363.61,1603405147.68,1064275001.49,493271747.92,1866358387.54,1423716302.15,943872095.84,424914864.01,1521207411.62,1075236063.30,656906953.31,290971726.59,1206497219.76,897451544.97,598409118.86,277106093.63,1076654027.54,773600780.83,504376888.28,224069388.57,614042741.39,468841256.15,298322304.16,188043394.48,521999423.99,396033302.92,418348477.54,232384537.22,0.0
2,营业收入,9158826503.64,6892193468.44,4596659434.77,2156112564.50,7816018656.41,5775097527.85,3584825699.13,1477251373.79,6361813149.33,4499668567.89,3032730012.66,1422379682.55,5854802051.16,4364055201.31,3003037177.28,1462626423.23,4725196552.35,3473561239.68,2207161079.63,965898754.69,3491245691.06,2400556278.65,1473410037.96,706487565.72,2601763184.78,1689718813.94,1112373427.99,496445612.80,2203478363.61,1603405147.68,1064275001.49,493271747.92,1866358387.54,1423716302.15,943872095.84,424914864.01,1521207411.62,1075236063.30,656906953.31,290971726.59,1206497219.76,897451544.97,598409118.86,277106093.63,1076654027.54,773600780.83,504376888.28,224069388.57,614042741.39,468841256.15,298322304.16,188043394.48,521999423.99,396033302.92,418348477.54,232384537.22,0.0
3,二、营业总成本,7953050547.76,5807297268.34,3877256631.56,1889660616.49,6813365105.44,4991382130.67,3059980630.11,1295259647.79,5476398934.66,3811268070.72,2531727672.91,1208618919.30,5043810780.80,3722746445.46,2541475347.43,1278607308.26,4069936682.10,2970627433.60,1911790946.99,883691052.94,3082131279.60,2117227449.42,1307656352.82,647414872.83,2319355790.64,1493392499.63,985743956.41,456521210.21,1967928604.31,1427225521.35,952142437.24,457706855.41,1637471261.90,1258366220.48,840968502.28,393419633.14,1314694946.66,932698017.13,576131426.41,268399336.66,1075411084.21,800716780.30,533665158.94,254106902.95,935613520.47,669833337.42,442094943.85,202255568.78,513626770.00,396436669.45,252330917.03,162833713.71,447778344.98,333383702.21,352570685.71,195353044.02,0.0
4,营业成本,6165619617.44,4573443446.42,3068370519.21,1450692682.27,5270981739.04,3923640501.64,2376235029.71,958890034.87,4132839616.31,2854037309.66,1917368214.21,921625810.60,3878878739.28,2888702705.24,1985454667.90,1000284662.30,3132854280.16,2304213677.84,1474434385.28,674066450.37,2345646007.33,1607201449.45,988199421.16,481646579.74,1736075818.62,1101484575.17,716026460.24,322187678.16,1490001841.29,1074013306.61,719357688.12,336981769.06,1246449183.61,965445648.07,642854794.56,288797692.94,982039606.63,689024393.80,423003148.10,185323318.10,817324269.89,615937426.14,409209597.73,186204512.08,721520042.24,514201882.04,339650036.33,158320722.11,413943910.02,318405777.15,204237172.18,123105927.34,350816828.38,266008444.07,267192879.33,138822023.09,0.0
5,营业税金及附加,32469197.21,23839489.21,16731176.18,9131224.09,31514291.97,23074185.34,15567632.11,6087656.76,34063421.34,23046477.51,15230047.99,6687406.77,28952518.33,16556631.46,10657871.16,5243151.26,16822605.48,16953915.53,12320311.85,7645879.51,10712632.95,6970719.95,4478209.72,2463076.69,8650697.45,5245254.68,3654072.40,1744739.95,6619499.44,3761898.89,2427265.76,959542.69,4758514.41,3835024.29,2838975.91,1321462.62,3593670.81,2600576.69,1529395.35,668866.98,2953442.58,1896371.80,893674.86,253774.48,3165119.91,2383835.62,1700481.16,795789.84,2569328.37,2030906.74,1152652.86,553819.89,1406852.32,1076906.82,1529021.88,953079.70,0.0
6,销售费用,373726841.61,261556924.83,175665883.32,94129037.91,359914499.46,242508793.29,143190589.02,69625475.58,298615605.06,202387418.06,136914358.69,67773901.73,282036429.40,192909665.00,130650240.98,62109314.10,255925560.36,154358880.55,100201585.84,47025100.51,215042236.50,139687416.21,93398640.29,51874971.08,173209136.14,118063341.21,82505176.54,45418588.39,162497256.66,109579566.11,74355965.32,39835253.85,122723111.41,82001994.63,54774199.94,29718006.43,123287977.63,77829539.56,51762905.24,29317570.91,90081726.88,63577020.90,44423964.56,24586042.60,72269229.41,49787392.58,31152064.79,13967115.82,38568446.19,24986957.15,15602922.10,13753247.62,28007271.84,19512775.91,27679506.74,17438394.76,0.0
7,管理费用,429120013.94,290556509.07,189864021.44,90273717.11,417755659.22,279832618.05,443192504.46,211019660.93,855783850.35,577670445.75,370213329.07,168676711.52,779796011.74,534963520.48,347546560.00,170814284.75,588576935.74,400576453.64,257334971.68,125520856.13,438612702.07,300306313.40,185742885.81,90803271.23,321730737.41,219716171.49,144526397.10,70208632.81,265371188.08,203469276.28,130845066.79,68714725.18,236362769.84,181889864.91,121035143.01,62946464.48,183674440.95,140654964.20,89558422.08,48002012.79,145175816.24,103672795.13,68216897.72,37470844.17,119662852.93,86022652.66,56592587.39,26466419.50,52590428.29,43603610.47,27116111.97,20684500.33,60237030.91,40518235.67,50948757.61,33819358.14,0.0
8,财务费用,32527791.37,5505386.92,22763576.95,32750980.23,-5494371.57,-18249471.35,6970448.47,25928526.67,79849089.46,55709316.09,33488384.90,14676549.70,23166872.66,26002559.61,16789686.05,12726042.65,42539056.80,39135787.53,28169754.19,14308253.26,36733712.88,21854251.92,12451890.06,6166677.26,40236384.86,20508734.52,17133890.32,9818097.97,25302471.06,15855765.26,8945284.79,3486092.31,18224250.53,10151459.68,6651049.53,3632862.17,14019365.24,12191426.91,1807252.65,1880845.67,10109112.60,8215621.81,5495136.20,3331611.29,8562682.83,8385345.64,5274184.34,2705521.51,3681550.02,2877166.90,1623574.10,2291033.51,3816223.61,1758968.97,2982852.58,2624370.30,0.0
