,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7166161597.37,4602120979.81,2286218238.57,8750260795.01,6739723461.48,4561977912.88,2262499202.22,7467475834.96,5439801583.90,3365844658.87,1811991272.00,5404181016.22,3723802982.91,2333020766.76,1196248971.60,4779256772.37,3585762587.94,2568305222.44,1286964669.91,6562499638.24,4979623200.33,3326737052.36,1651362972.59,7812147259.62,5615761240.85,3409831725.67,1938210577.61,8852058531.24,6532925366.62,4565761508.53,2201258046.19,8055593735.84,6072320885.89,3982177476.42,2029570770.08,7008525787.53,5403685444.02,3486002912.05,1726594245.00,4949886523.50,3734777325.48,2641497966.46,1318226688.07,5426255717.75,3875279408.22,2260093814.75,1120486836.36,3664458150.55,2881379065.29,1940278309.85,927283035.28,2948608285.99,2970064407.57,1923251307.25,0.0
2,营业收入,7166161597.37,4602120979.81,2286218238.57,8750260795.01,6739723461.48,4561977912.88,2262499202.22,7467475834.96,5439801583.90,3365844658.87,1811991272.00,5404181016.22,3723802982.91,2333020766.76,1196248971.60,4779256772.37,3585762587.94,2568305222.44,1286964669.91,6562499638.24,4979623200.33,3326737052.36,1651362972.59,7812147259.62,5615761240.85,3409831725.67,1938210577.61,8852058531.24,6532925366.62,4565761508.53,2201258046.19,8055593735.84,6072320885.89,3982177476.42,2029570770.08,7008525787.53,5403685444.02,3486002912.05,1726594245.00,4949886523.50,3734777325.48,2641497966.46,1318226688.07,5426255717.75,3875279408.22,2260093814.75,1120486836.36,3664458150.55,2881379065.29,1940278309.85,927283035.28,2948608285.99,2970064407.57,1923251307.25,0.0
3,二、营业总成本,5557139280.74,3601665103.13,1704216449.38,7699341883.65,5126009591.46,3314123001.46,1694745278.93,6848574486.93,4746098083.67,2876952958.61,1488946739.61,5258310412.82,3600913919.50,2253831402.29,1185657165.54,7400326689.56,5045979268.93,3553704771.47,1804284190.27,8483703024.98,6039541294.21,3971921561.37,1841982323.54,7870681582.13,5695162742.30,3331129576.54,1882987256.31,7042468161.80,5136170173.90,3382339636.54,1528969999.74,6175776859.20,4647464280.75,3144358185.19,1568091062.09,5244875639.47,4037755395.64,2590865046.38,1322528928.79,3863707994.57,2978368108.58,2011763531.91,877640920.48,3794277101.95,2897785724.23,1733847693.99,925039001.45,3053495510.52,2447904010.37,1630225837.56,794757427.33,2328684775.20,2381655839.02,1568907562.64,0.0
4,营业成本,4169242531.88,2711859127.13,1365452008.18,5104918921.05,3757594892.03,2441983422.34,1169509050.84,4702518157.04,3308285714.57,2016697829.48,1043804189.52,3480270432.76,2463764203.56,1587820590.27,847829179.57,5251786901.18,3981250944.96,2962131276.11,1484810028.99,6718484460.06,4907976903.01,3236070116.75,1498834245.34,6420835566.84,4645869838.85,2697475475.51,1534347730.59,5759859157.09,4218426234.77,2773997502.95,1270199465.31,5207893503.28,3930195054.47,2674660926.99,1332679860.25,4414975541.96,3411103347.74,2190120753.48,1132894977.30,3189954453.11,2431779396.80,1647556712.44,711326110.74,3043839638.56,2381098959.56,1406050340.22,746094514.84,2510420242.67,2015592631.05,1354515351.80,661543113.71,1943371675.65,2007390416.00,1289195397.28,0.0
5,营业税金及附加,221514114.75,141001895.17,72148431.51,290269564.80,226901835.31,156403339.17,80432728.11,400232064.78,229939356.04,122761894.24,64583845.85,188191656.56,104515660.16,64527194.24,30982238.57,121145825.04,89758809.84,60651854.63,29795278.90,121537180.67,90302343.40,61228939.21,30405217.58,127460408.43,91808637.73,59308141.71,32545737.73,132699725.15,113812183.09,84412291.30,39498436.57,130936903.50,101181947.54,73556362.26,33040630.26,102229091.68,82798626.87,55898845.15,27430920.16,77075710.47,60054201.79,43937540.72,23851874.29,79685576.78,52991747.96,32274377.09,16014588.60,54157213.04,41673179.76,27820956.55,13998674.58,106361797.34,62143274.16,24894617.12,0.0
6,销售费用,29939970.26,19357503.60,9917690.99,43423741.18,31605281.74,19305284.57,9032064.27,35277756.91,28301139.98,17403450.46,9111633.79,60494012.63,47248281.59,34277719.64,18897985.54,60699654.64,46947302.57,36727008.75,17365542.53,74907412.37,52982407.05,50318872.15,18431584.58,81341268.52,61485599.30,38580797.04,18296687.91,84338667.82,59276810.79,43049566.96,19243592.40,81009243.30,61891620.80,40531879.32,20330083.05,90052498.75,64504747.25,40645612.99,18105953.86,65602165.93,47954948.61,32793563.22,17333563.91,61044993.51,39512100.56,25498428.89,11078212.03,45680720.48,33846870.14,22361141.87,12148383.00,39298412.93,26656526.74,23072539.00,0.0
7,管理费用,425847431.80,250758013.88,73733980.39,588001016.25,493835011.45,313785547.01,159120524.35,597202762.95,377878094.31,213699251.62,110979181.37,548667534.16,432513389.23,245404859.59,106062062.57,429861661.58,284461150.22,198965016.34,126261783.61,572230300.98,440226634.30,294068975.88,136443609.93,572678171.46,418549487.37,223583483.96,123296220.94,472970529.96,322735295.47,218952656.35,89614870.43,412590773.96,309633670.05,205266948.37,110444283.46,370018537.28,276859414.56,175492358.47,84833757.53,278962416.34,243366573.03,150802732.14,65182030.75,344267060.42,227189753.51,140289278.72,84501553.00,222497464.65,190299915.31,126332614.93,56187124.45,129575545.82,203956075.33,78050508.18,0.0
8,财务费用,710595232.05,478688563.35,248953920.27,1022923523.92,780769372.71,518254210.15,258869246.53,1039138658.01,773600411.76,478297165.80,239028913.49,866575433.25,616122994.51,370293205.58,179157362.10,805521422.02,573559559.20,370638781.23,174056381.88,718108866.90,519632981.62,326832988.66,157867666.11,633102694.50,471077550.66,305810049.93,153835495.47,591341290.19,423186302.41,263113658.67,110422451.46,340962493.17,244353326.88,150139258.61,71659350.12,268498351.39,200582303.75,129317872.00,59239715.46,250971797.38,194797067.59,134598266.36,58764428.70,263003137.15,193993162.64,127735269.07,66148300.87,214949705.57,158750800.96,94845899.70,46079386.48,91850153.53,74214903.51,87001295.44,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-65989581.96,649805116.45,-164696801.78,-135608801.78,17781664.83,74205087.24,28093367.01,28093367.01,21438975.59,114111343.46,-63250609.55,-48492167.03,2728337.19,731311225.10,70001502.14,-75409165.59,-28004825.64,278434804.00,28420024.83,3401668.72,0,35263472.38,6371628.39,6371628.39,20665383.67,1258791.59,-1266652.63,-1186039.69,-8816.43,2383941.99,208661.01,202809.64,-63145.05,-898381.59,1906955.47,-610395.71,23604.48,1141451.34,415920.76,2074717.03,1182912.09,2436695.53,3000000.00,2000000.00,1201832.11,5790164.11,7740613.15,4349872.71,4800745.11,18227189.93,7294643.28,66693205.62,0.0
