,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,69870147000.00,47599937000.00,30256030000.00,13458154000.00,58409078000.00,37181137000.00,23653002000.00,10267637000.00,48485788000.00,30026964000.00,19842318000.00,8815250000.00,42923500000.00,27781621000.00,18689863000.00,8510893000.00,60349334000.00,36580781000.00,23121285000.00,11135608000.00,94481041000.00,11937448000.00,7924423000.00,3701693000.00,17677171000.00,13349217000.00,8717991000.00,4113880000.00,16987916000.00,12624772000.00,8328595000.00,4150775000.00,20179768000.00,15642205000.00,10332587000.00,5057074000.00,16348366000.00,11567392000.00,7596517000.00,3716988000.00,13225029000.00,9637265000.00,6135575000.00,2788794000.00,15224524000.00,12550430000.00,8548609000.00,4119583000.00,17175656000.00,12927032000.00,8482657000.00,4021799000.00,17026523000.00,12782401000.00,8046432000.00,3701143000.00,15800953000.00,11718106000.00,7679430000.00,3823858000.00,13356903000.00,9557078000.00,5940149000.00,2746105000.00,10353416000.00,7363077000.00,4701349000.00,2274208000.00,8008012000.00,5690169000.00,3680974000.00,1540196000.00,7802580000.00,3904677000.00,9003116000.00,4340030000.00,7060654000.00,3057314000.00,5634032000.00,2621397000.00,6255192000.00,2973694000.00,6999118000.00,3482034000.00,9293133000.00,4397339000.00,6218227000.00,3030501000.00,4546663000.00,4226324000.00,4043750000.00,0.0
2,营业收入,69870147000.00,47599937000.00,30256030000.00,13458154000.00,58409078000.00,37181137000.00,23653002000.00,10267637000.00,48485788000.00,30026964000.00,19842318000.00,8815250000.00,42923500000.00,27781621000.00,18689863000.00,8510893000.00,60349334000.00,36580781000.00,23121285000.00,11135608000.00,94481041000.00,11937448000.00,7924423000.00,3701693000.00,17677171000.00,13349217000.00,8717991000.00,4113880000.00,16987916000.00,12624772000.00,8328595000.00,4150775000.00,20179768000.00,15642205000.00,10332587000.00,5057074000.00,16348366000.00,11567392000.00,7596517000.00,3716988000.00,13225029000.00,9637265000.00,6135575000.00,2788794000.00,15224524000.00,12550430000.00,8548609000.00,4119583000.00,17175656000.00,12927032000.00,8482657000.00,4021799000.00,17027846000.00,12789658000.00,8051557000.00,3700449000.00,15798665000.00,11709299000.00,7663928000.00,3825896000.00,13348471000.00,9537958000.00,5936961000.00,2745738000.00,10343641000.00,7356974000.00,4697495000.00,2271095000.00,8009669000.00,5685715000.00,3687456000.00,1533730000.00,7808658000.00,3910340000.00,9014472000.00,4346542000.00,7075579000.00,3058784000.00,5633522000.00,2620541000.00,6254742000.00,2973694000.00,6999118000.00,3482034000.00,9302438000.00,4397339000.00,6216835000.00,3030501000.00,4546663000.00,4226324000.00,4043750000.00,0.0
3,二、营业总成本,69150490000.00,46998143000.00,29633673000.00,13240167000.00,58317192000.00,37227085000.00,23763099000.00,10694093000.00,58869070000.00,33247320000.00,22078518000.00,10104967000.00,58964486000.00,36619489000.00,23135964000.00,10183394000.00,60214979000.00,38564686000.00,24466476000.00,11488152000.00,93863995000.00,13835797000.00,9594302000.00,4016946000.00,18852833000.00,14127966000.00,9294370000.00,4387771000.00,17560133000.00,13010690000.00,8639341000.00,4148682000.00,19216959000.00,14623948000.00,9619455000.00,4559904000.00,15218448000.00,10991780000.00,7368077000.00,3642927000.00,12863052000.00,9267228000.00,5833400000.00,2749251000.00,16601957000.00,12912069000.00,8682950000.00,4134503000.00,17126709000.00,12843804000.00,8431367000.00,4002592000.00,16980989000.00,12678786000.00,8035951000.00,3755158000.00,15946231000.00,11742874000.00,7776608000.00,3815724000.00,12917153000.00,9105086000.00,5701816000.00,2597732000.00,10011774000.00,7198174000.00,4696242000.00,2191252000.00,7860408000.00,5597415000.00,3617710000.00,1584455000.00,7525835000.00,3763714000.00,7938806000.00,3819346000.00,6009896000.00,2712520000.00,5918617000.00,2845804000.00,6260573000.00,0,6795628000.00,0,8037917000.00,0,5184500000.00,0,0,0,0,0.0
4,营业成本,63695235000.00,43650622000.00,27487631000.00,12335871000.00,53320296000.00,34893173000.00,22258048000.00,9759665000.00,50976270000.00,29943394000.00,19868364000.00,9202543000.00,53516744000.00,33426745000.00,21069363000.00,9216491000.00,54568960000.00,35077127000.00,22305940000.00,10426926000.00,85261101000.00,11959151000.00,8046864000.00,3777370000.00,17765544000.00,13372752000.00,8812475000.00,4146411000.00,16572824000.00,12241440000.00,8130724000.00,3926374000.00,18206234000.00,13815809000.00,9095394000.00,4260817000.00,13949852000.00,10216307000.00,6913950000.00,3419765000.00,11801291000.00,8581610000.00,5358807000.00,2512800000.00,15294088000.00,12350231000.00,8305392000.00,3962725000.00,16275270000.00,12242768000.00,7998855000.00,3847099000.00,16450738000.00,12257708000.00,7761320000.00,3613523000.00,15246152000.00,11191226000.00,7415604000.00,3653896000.00,12150105000.00,8518180000.00,5303591000.00,2384053000.00,9276229000.00,6684661000.00,4398907000.00,2001376000.00,7263424000.00,5138583000.00,3284740000.00,1427101000.00,7050075000.00,3457223000.00,7132288000.00,3435926000.00,5222841000.00,2262800000.00,4945539000.00,2416145000.00,5507433000.00,0,6088427000.00,0,7401223000.00,0,4634897000.00,0,0,0,0,0.0
5,营业税金及附加,286062000.00,193048000.00,125352000.00,56221000.00,286719000.00,182943000.00,117568000.00,47064000.00,382876000.00,240478000.00,171547000.00,78542000.00,401551000.00,244847000.00,201159000.00,116352000.00,712093000.00,376022000.00,260523000.00,134586000.00,980648000.00,2784000.00,2764000.00,6000.00,150000.00,59000.00,29000.00,4000.00,913000.00,730000.00,384000.00,204000.00,39514000.00,32955000.00,22353000.00,16466000.00,41656000.00,36682000.00,19430000.00,8289000.00,31650000.00,18760000.00,16404000.00,10286000.00,29355000.00,8787000.00,6237000.00,32000.00,44141000.00,35357000.00,20912000.00,6298000.00,31170000.00,28395000.00,20687000.00,6645000.00,38555000.00,28478000.00,11504000.00,5149000.00,45548000.00,34701000.00,20044000.00,9110000.00,46485000.00,29692000.00,13025000.00,12329000.00,32389000.00,26187000.00,19892000.00,9218000.00,30493000.00,15290000.00,41324000.00,21915000.00,64021000.00,15968000.00,28135000.00,9610000.00,22523000.00,0,30682000.00,0,39771000.00,0,27085000.00,0,0,0,0,0.0
6,销售费用,63787000.00,44182000.00,25300000.00,9022000.00,64249000.00,38342000.00,23531000.00,9246000.00,59615000.00,34231000.00,21370000.00,8926000.00,58558000.00,38138000.00,24797000.00,10527000.00,62315000.00,36725000.00,25343000.00,10650000.00,312380000.00,185027000.00,120321000.00,56644000.00,226661000.00,170145000.00,109521000.00,51660000.00,209179000.00,168325000.00,110385000.00,52811000.00,220430000.00,175885000.00,108938000.00,84513000.00,212868000.00,170584000.00,98331000.00,52077000.00,183227000.00,138343000.00,98185000.00,48660000.00,187146000.00,140709000.00,98261000.00,47824000.00,198558000.00,157711000.00,108270000.00,47269000.00,200936000.00,148742000.00,99210000.00,48674000.00,210503000.00,148042000.00,98953000.00,52628000.00,177406000.00,122512000.00,82876000.00,41803000.00,167269000.00,115359000.00,69772000.00,37304000.00,167646000.00,120687000.00,79161000.00,31808000.00,138933000.00,56242000.00,112901000.00,53921000.00,129883000.00,72565000.00,132283000.00,51003000.00,82791000.00,0,56323000.00,0,23777000.00,0,46683000.00,0,0,0,0,0.0
7,管理费用,2965864000.00,1810577000.00,1060520000.00,462596000.00,3239084000.00,1743098000.00,1082012000.00,766771000.00,4134373000.00,2311763000.00,1485061000.00,690828000.00,3756029000.00,2416671000.00,1562419000.00,751718000.00,4043145000.00,2424845000.00,1560959000.00,758224000.00,5367890000.00,642093000.00,391805000.00,179364000.00,848455000.00,583789000.00,374303000.00,192189000.00,829424000.00,626732000.00,419070000.00,182650000.00,808359000.00,643951000.00,413516000.00,209252000.00,775543000.00,556857000.00,355813000.00,174563000.00,705042000.00,511851000.00,343429000.00,182419000.00,661389000.00,441354000.00,292763000.00,137998000.00,632856000.00,427700000.00,310564000.00,105830000.00,300868000.00,241231000.00,150352000.00,83935000.00,394391000.00,323143000.00,209804000.00,82398000.00,468805000.00,371402000.00,250357000.00,137412000.00,449931000.00,312775000.00,180704000.00,124828000.00,362589000.00,292044000.00,224348000.00,111828000.00,277510000.00,217471000.00,580220000.00,261542000.00,399784000.00,226961000.00,523044000.00,241656000.00,475629000.00,0,386622000.00,0,464093000.00,0,336273000.00,0,0,0,0,0.0
8,财务费用,945344000.00,615969000.00,455088000.00,282661000.00,441190000.00,223609000.00,163624000.00,111444000.00,580079000.00,433261000.00,247983000.00,124128000.00,477258000.00,335333000.00,210096000.00,88572000.00,657090000.00,539765000.00,203506000.00,157766000.00,806565000.00,22218000.00,8024000.00,3562000.00,5236000.00,1236000.00,-1943000.00,-2493000.00,-30966000.00,-28189000.00,-22874000.00,-13357000.00,-56887000.00,-41620000.00,-21634000.00,-15921000.00,-35286000.00,-23299000.00,-20865000.00,-11767000.00,-16854000.00,-10998000.00,-8882000.00,-4914000.00,-45946000.00,-31081000.00,-21772000.00,-14076000.00,-28051000.00,-20495000.00,-8401000.00,-3877000.00,-2723000.00,2710000.00,4382000.00,2381000.00,56630000.00,51985000.00,40743000.00,21653000.00,75289000.00,58291000.00,44948000.00,25354000.00,71860000.00,55687000.00,33834000.00,15415000.00,34360000.00,19914000.00,9569000.00,4500000.00,28824000.00,11825000.00,56890000.00,33259000.00,144355000.00,85214000.00,294617000.00,120456000.00,172197000.00,0,233574000.00,0,109053000.00,0,139562000.00,0,0,0,0,0.0
9,研发费用,1194198000.00,683745000.00,479782000.00,163227000.00,928586000.00,268744000.00,240196000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,0,0,0,-97000.00,2735857000.00,284193000.00,284193000.00,0.00,754346000.00,157755000.00,68130000.00,-266000.00,171376000.00,110202000.00,110205000.00,0.00,1135411000.00,1024524000.00,1024524000.00,0,6787000.00,-15000.00,-15000.00,0,-21241000.00,1652000.00,1652000.00,0,-691000.00,-3032000.00,888000.00,4777000.00,273815000.00,34649000.00,1418000.00,0,158696000.00,27662000.00,25457000.00,0,475925000.00,2069000.00,2069000.00,0,3935000.00,763000.00,1167000.00,-27000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5663000.00,15183000.00,12783000.00,49012000.00,49012000.00,-5001000.00,6934000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-310000.00,-310000.00,-310000.00,3203000.00,310000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
