,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,62204755208.32,41729497124.89,20975989649.96,84947688333.86,60829192807.47,39781682888.97,15747320144.07,64283848065.87,47089932837.59,28468877476.38,8847109209.35,32419339546.28,22134694509.04,13693621141.51,5551911532.58,30317706675.17,22199450753.71,14766673497.12,5982009064.61,28062542927.07,22149981249.40,14364913502.30,6470628573.71,30750609390.47,22557300641.99,14439741348.68,5406603215.86,32671628522.24,24609374174.38,16754332596.50,8119831221.90,31513003170.84,22852690203.90,13761671912.14,47215562.61,223114480.79,159810132.34,101731349.08,45295493.31,183895106.47,121842864.02,68985686.05,22566759.71,248500613.08,204631983.12,147453916.31,80222999.59,288901342.30,198136299.00,118821610.67,50855947.42,297911601.82,223744866.50,148015377.08,81169157.89,179394821.67,103885351.38,72963146.35,46929384.45,101057053.08,86825887.62,69438779.32,23766463.03,163969298.24,124611900.90,84997743.36,48678405.09,296977628.65,169907278.16,101908443.38,55912169.12,265494044.64,110256064.52,265220338.96,115336112.97,103779908.49,15503766.46,75938488.95,55901693.00,201533727.17,117411165.25,155595608.89,77753533.97,58856707.80,57687229.88,0.0
2,营业收入,62204755208.32,41729497124.89,20975989649.96,84947688333.86,60829192807.47,39781682888.97,15747320144.07,64283848065.87,47089932837.59,28468877476.38,8847109209.35,32419339546.28,22134694509.04,13693621141.51,5551911532.58,30317706675.17,22199450753.71,14766673497.12,5982009064.61,28062542927.07,22149981249.40,14364913502.30,6470628573.71,30750609390.47,22557300641.99,14439741348.68,5406603215.86,32671628522.24,24609374174.38,16754332596.50,8119831221.90,31513003170.84,22852690203.90,13761671912.14,47215562.61,223114480.79,159810132.34,101731349.08,45295493.31,183895106.47,121842864.02,68985686.05,22566759.71,248500613.08,204631983.12,147453916.31,80222999.59,288901342.30,198136299.00,118821610.67,50855947.42,297911601.82,223744866.50,148015377.08,81169157.89,178172885.46,103210791.68,72460430.78,46669224.81,100065449.85,85093965.99,68898467.96,23543133.34,161929863.64,123493160.02,84453003.29,48423050.13,295443178.29,168793751.29,101222576.29,55653152.00,264310519.78,109780033.40,263525680.53,113758388.04,101141377.74,13969503.63,73169627.63,54297274.27,198841379.88,115991267.38,152639265.65,77152356.27,59338075.00,57687229.88,0.0
3,二、营业总成本,60345329500.88,40707945891.86,20637911615.73,83699561647.70,59000764225.58,38961429883.36,15154242317.12,62849481129.99,46003978683.91,27804705073.15,8579388664.91,32308961883.37,22032431035.84,13579126447.68,5492288151.13,30682473054.95,22386143713.49,14615472174.31,5919877677.25,28106697656.29,22055967541.94,14321517101.58,6520901319.03,30546973746.84,22426650684.33,14453982721.86,5415469091.17,32484336825.56,24240670382.62,16340281682.86,7626498939.44,29115743424.58,20463521021.13,12268483461.55,47056409.24,223519265.16,157243428.37,102291022.55,45999153.42,206231224.19,133492527.57,78143938.08,27591846.28,263500520.99,207752976.80,147136136.71,80711073.37,298552331.12,207268395.79,135135024.77,48705749.59,288493472.94,221052438.96,149810771.41,77832476.31,196814820.84,103547658.73,68513525.44,44291656.43,98816049.09,80518869.47,64272489.41,22871226.97,177223532.35,119762360.54,85944963.88,44966572.26,269681058.82,159295972.33,92892357.38,50023485.48,231998219.03,96829752.02,223565687.75,97737138.89,73522435.68,10896130.75,47753322.68,42839343.62,147043687.31,0,113180029.71,54834870.82,36059916.40,35041381.05,0.0
4,营业成本,58595050122.98,39534134129.81,20055573978.18,81625090558.99,57750822507.61,38202747638.74,14939829862.58,61890007851.04,45288657750.38,27432666754.16,8415893853.48,31306911206.42,21421514328.07,13171575908.92,5324143474.14,28995783607.62,21170796802.38,13993660966.94,5655254609.60,26904737658.22,21154371303.29,13741062828.55,6242759078.88,29991390531.65,22032560462.52,14197483714.16,5233243897.82,31264994267.20,23187554946.63,15815732798.24,7312482933.28,28233686998.11,19873347581.11,11905128620.44,41736098.06,201723783.96,142904295.98,92922622.99,41158592.48,172857354.24,115809731.18,66222154.32,22056188.53,236281370.48,190485834.04,135897764.42,75527754.29,253915753.64,170651003.13,104224204.38,42972372.22,258924061.25,195465983.91,131855940.65,67208006.49,152894600.07,82642886.64,56415978.09,37506671.13,77538785.26,66078197.64,52984940.00,17745554.46,108077719.03,86256336.77,60390790.09,31440735.19,194887541.95,116279714.77,65397340.14,36691172.74,170785779.92,70645217.18,178381236.99,75642813.03,57227063.44,6574628.55,30890472.55,36759113.77,119257702.03,0,99817554.34,45993129.42,28092262.35,25585079.51,0.0
5,营业税金及附加,133409924.28,85662521.78,40023509.12,104966903.00,65589672.64,36336241.72,15219427.92,78852153.04,53470012.74,28138507.92,6325512.76,53466198.57,32602970.85,30004288.59,9183728.26,41004543.18,45032290.72,25288008.10,9791346.19,24118944.34,19150008.30,12570794.90,5286718.47,23564973.68,25989382.66,13884091.23,13283620.16,50250787.96,44495810.79,32184554.57,20279059.33,86063384.57,54565520.45,22931450.41,123093.78,802954.86,791340.00,324013.09,139879.16,465405.76,267028.84,134228.76,40133.99,727610.74,593873.89,417880.90,62333.72,4218833.53,1974780.08,1211948.82,1046836.97,2526160.87,1540287.35,711844.61,310104.13,3403303.16,2052260.49,1361137.88,1191000.24,219606.56,731768.80,731768.80,4166.82,130098.12,25661.20,2542.70,2220.50,250971.02,460302.79,474844.33,0,461942.55,234791.59,326557.34,197313.97,802046.50,679854.54,2588237.01,1147191.45,5221570.77,0,2160448.44,2877268.89,3259190.60,2924043.90,0.0
6,销售费用,307698316.41,193666502.55,91799660.17,317685310.53,246735197.34,156006313.72,65581011.05,160094919.58,98650910.25,51290960.45,24357505.58,132922206.16,91581721.85,63776273.70,29339304.86,328044585.93,236218678.33,168118134.33,70729211.63,325472641.02,241463580.79,154278721.06,54888450.93,226832841.86,170185347.63,107827647.96,52604239.90,247628312.58,221977434.02,123333695.00,58909556.17,190822664.84,138429641.52,59663601.98,930933.52,4076427.14,3037194.89,2044022.40,984522.45,5322206.82,3792890.25,2134239.67,727158.75,4488933.19,3241179.74,2149751.69,1017302.87,4113680.71,2292871.57,1274624.18,750706.79,6961427.84,6871576.75,4648608.91,2028212.26,6387778.71,3975569.62,2396474.57,1108430.25,2327949.18,1713009.07,998629.41,656415.38,2846836.84,1621202.36,1205600.13,639491.79,6524538.79,4001216.91,2537213.35,1248268.26,4849414.93,1237134.11,2978851.95,1321050.94,971994.13,1416938.05,5005675.78,494941.85,9393394.68,0,3968776.53,2639541.10,3366701.37,3453290.58,0.0
7,管理费用,396436569.08,265728126.58,139868725.60,501184717.61,276422473.64,230016916.50,85426988.24,404934734.99,229958826.24,152073990.87,71973413.22,377612032.45,229741271.55,135717106.78,70788728.37,347526366.86,240955016.82,161796793.25,82355715.25,324484606.65,240763989.38,160031702.65,80774992.36,316006534.65,211509649.57,140253436.87,74346377.39,274084981.50,229359164.03,130812115.71,96739376.33,269000478.21,195438074.35,138688262.64,3819759.28,12093075.58,8396117.23,5698002.36,3109975.44,13783282.57,9004552.18,6486754.53,3104085.51,12356352.53,8501896.84,5598571.46,2743450.68,11382666.82,7842631.88,5377644.81,2520712.71,22750794.35,11268613.99,8511081.86,6208817.20,26470988.58,9543684.25,4947149.24,2658255.54,9935172.29,6050091.46,4422696.41,2611196.62,57423616.26,25153210.22,19461076.32,10033142.22,56058513.78,29539441.66,18447392.42,9194643.74,47430554.93,21323652.84,36562162.47,16826090.02,14061372.01,3455856.36,9435324.57,4969874.03,10445457.95,0,8166923.38,5707735.20,2264953.94,3042753.67,0.0
8,财务费用,522608289.76,381773598.31,174550448.16,745739315.41,574723860.40,336559055.13,48185027.33,314698397.92,333189265.22,140487197.42,60838379.87,438171063.73,256804082.75,177913822.38,72592024.14,940171464.25,704594058.84,258339274.41,127966554.11,499620516.12,413427775.69,266782169.93,146846666.95,-20168838.29,-8564824.68,-4390096.44,43103043.29,645721867.39,557305731.12,352620147.57,138088014.33,339146380.80,196708906.95,136840229.33,655091.30,5024827.32,2360899.25,1543288.05,606183.89,5605072.61,4772192.90,3320428.58,1664279.50,6488207.64,4717860.61,2859836.56,1360231.81,5726428.04,4155226.80,2694720.23,1415120.90,9244164.44,5905976.96,4083295.38,2077336.23,7658150.32,5333257.73,3392785.66,1827299.27,8794535.80,5945802.50,5134454.79,1853893.69,8745262.10,6705949.99,4884954.64,2850982.56,11959493.28,9015296.20,6035567.14,2889400.74,8470526.70,3388956.30,5316879.00,3749870.93,451823.60,-1231146.75,-166387.23,-531777.48,2725561.88,0,-933672.98,-2382803.79,-923191.86,36213.39,0.0
