,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2281578242.02,16553252894.93,13041038562.59,9133162680.94,4222693607.41,17490174950.01,13248619747.37,9271509569.67,4245506565.60,16797436757.36,13179138533.81,8517794193.10,3666603957.50,12526710867.49,9997224966.94,6866631262.68,2926400488.89,10415829226.48,8369208938.79,6426917289.25,2690420998.10,10764808259.00,8785638209.63,6344389052.17,2613087698.42,10538933941.29,8510634016.09,5951444575.32,2385518958.63,9306878164.07,7550293510.93,5312610523.12,2295111500.70,9004002693.49,7442646639.08,5475018688.64,2214478744.14,8227076774.52,6898284879.75,4575759806.96,1952626496.12,6324181070.70,4099000749.46,2562440855.44,949313312.18,4335936296.54,3726261097.21,2493197467.74,1042391226.21,3904901015.03,3124210132.71,1943688639.63,821619773.49,2762428740.57,2190108025.93,1407157413.15,508079385.08,2022603104.28,1618973286.47,1001492570.55,437612172.00,1439624139.04,1171476638.55,755373967.21,357537913.98,1384439038.08,1076655990.41,730659922.04,319982198.40,1261715592.96,933876950.54,682645333.23,314982237.49,1286683288.58,780109433.76,1332316740.23,701479374.41,1333442028.08,778094572.76,1387721874.33,774589812.60,1419062252.07,790518376.84,1522700099.06,841385226.85,1270911599.60,669952899.34,1207344939.64,700358597.14,1010232319.93,487937929.00,383889682.00,318438718.00,0.0
2,营业收入,2281578242.02,16553252894.93,13041038562.59,9133162680.94,4222693607.41,17490174950.01,13248619747.37,9271509569.67,4245506565.60,16797436757.36,13179138533.81,8517794193.10,3666603957.50,12526710867.49,9997224966.94,6866631262.68,2926400488.89,10415829226.48,8369208938.79,6426917289.25,2690420998.10,10764808259.00,8785638209.63,6344389052.17,2613087698.42,10538933941.29,8510634016.09,5951444575.32,2385518958.63,9306878164.07,7550293510.93,5312610523.12,2295111500.70,9004002693.49,7442646639.08,5475018688.64,2214478744.14,8227076774.52,6898284879.75,4575759806.96,1952626496.12,6324181070.70,4099000749.46,2562440855.44,949313312.18,4335936296.54,3726261097.21,2493197467.74,1042391226.21,3904901015.03,3124210132.71,1943688639.63,821619773.49,2760792099.10,2188876089.11,1405975362.71,507704059.42,2022018592.24,1618619168.30,1001362556.65,437861529.58,1438633867.16,1170690884.78,754682407.52,356909881.00,1383809999.35,1073892430.06,727303861.09,318513068.83,1261882198.34,935581810.38,682949426.58,314311299.83,1292676068.23,781380361.57,1339023354.59,700582143.97,1326822251.40,778566399.86,1368833610.27,768375379.87,1413660338.06,785444644.55,1517178942.08,840473760.23,1271198826.41,669151379.18,1206495322.05,700100170.46,1009803539.76,487566224.00,383454862.00,318190853.00,0.0
3,二、营业总成本,2534145650.00,16579810406.62,12994783658.83,9117690815.20,4184854861.76,17494759477.68,13229567796.49,9260194700.16,4213805314.53,16900689559.48,13078726742.99,8436805983.05,3614321385.47,12355268931.56,9836805813.99,6760418778.86,2877106988.41,10300301353.51,8176833671.46,6257071584.82,2630356619.59,10467843678.53,8524489865.94,6163398022.60,2562013868.70,10262721797.36,8288241624.77,5789829787.90,2340189474.26,9205563292.06,7497562907.35,5186451911.60,2249394271.33,9033644596.54,7429703139.95,5453286578.02,2168166929.49,8232652918.41,6813465081.14,4548403958.07,1941511807.26,6235210555.41,4008400539.80,2544496725.67,942181399.86,4317005174.22,3714137905.16,2484045159.82,1038177338.92,3926008549.28,3147986583.21,1970728472.44,854353366.87,2752753776.50,2177478308.07,1398357338.88,504191743.47,2018018770.86,1596511277.44,984427279.33,428857083.34,1424765685.54,1151887278.98,740633100.38,349440097.98,1571066982.23,1071184053.17,727115498.44,317667159.94,1257584470.91,928645313.37,678994787.25,310901912.15,1562008898.86,778077179.63,1325387634.96,699189117.61,1256953032.90,737169041.24,1311294131.83,707577110.11,1326378514.09,0,1357847466.12,0,1142530079.12,0,1078150111.44,0,907249276.11,432478388.00,347338642.00,278320474.00,0.0
4,营业成本,1991759544.67,13455692376.85,10611455437.49,7490555537.25,3378498741.74,14226402020.40,10963171561.02,7758153561.09,3395348853.41,13802673137.30,10848595161.10,6996226048.85,2934581098.67,10028393422.32,8029455223.27,5432461687.10,2286732134.67,8319393949.62,6686504030.49,5084245127.90,2097474045.52,8234200354.49,6658248346.20,4780495721.56,2018641090.35,7994756769.44,6447874893.83,4526354103.23,1823896068.82,7094093334.48,5729351916.10,4043977198.26,1776374196.54,7087228804.32,5835812631.07,4301456048.50,1755361265.07,6269737662.97,5209668623.39,3448098730.82,1450614776.56,4576188841.50,2885665625.37,1839116139.42,678948588.43,3358495332.69,2909413884.53,1933983724.26,832239850.12,3350362324.49,2668444640.63,1642993216.00,711063453.06,2319051796.33,1816861615.72,1170341237.79,419816600.17,1672828152.43,1335369543.06,820453862.56,351781712.55,1149923101.45,943500231.23,609964230.33,290497212.97,1149520636.50,823268195.74,560027905.07,247333215.23,981393193.74,718483119.50,539547243.40,245629522.23,1102962192.01,622234882.51,1137347084.52,585639506.33,1084605612.80,638450176.99,1124304222.56,593907472.38,1157733952.17,0,1188106608.33,0,986972252.17,0,937394306.56,0,765384006.13,371918943.00,292771980.00,246436737.00,0.0
5,营业税金及附加,18907987.65,153065726.91,117977709.18,80639759.74,41279976.29,138915058.61,102882052.60,65046860.70,25629526.25,149482479.91,114606735.55,65836020.31,28783478.79,137857822.93,89996490.73,62141577.47,27786160.01,86988101.50,67790549.95,45299593.62,17929304.57,78871049.42,66615799.33,45651000.27,14403856.24,103778248.74,88458009.30,58543334.84,22247024.16,87050674.94,64999503.81,43172959.76,6779869.41,38767801.23,29734833.85,19453852.82,4629805.23,31061621.57,29161232.19,18442086.28,7524577.35,30437451.89,26286672.63,18519524.79,6741441.89,16871330.40,9881474.46,6850231.36,1168623.36,9389467.69,9217885.04,5876367.94,2247359.20,10449141.17,8344054.82,4560104.55,1902708.61,4941394.14,4576933.79,3415849.32,1507537.80,1936679.20,1991604.67,1616454.66,1126717.80,3700438.46,3621952.72,2401208.07,663600.00,6190102.52,4041644.43,3808184.27,2435974.18,4082426.95,2679124.51,4066697.09,2119618.53,6230178.14,3884235.46,3926626.35,1413000.00,337622.38,0,4223831.11,0,3651453.12,0,4867214.23,0,39122455.81,17738262.00,14153215.00,14764130.00,0.0
6,销售费用,371060681.20,2320362519.95,1840716388.92,1244391756.87,613574029.12,2576277169.86,1787644342.20,1189741101.32,659262709.74,2434337059.85,1772402762.84,1140172032.08,541328415.48,1855396448.81,1473707521.70,1075647750.60,451951041.92,1557328000.54,1196139995.33,945446083.20,427170446.81,1770150215.75,1545371615.68,1156472220.52,453546274.45,1829094848.49,1526147921.07,1049206682.51,407992096.94,1712681740.60,1464308941.95,937857498.97,396490340.08,1616593250.10,1356557447.90,980975553.78,351013935.30,1693152108.26,1428272370.27,986399238.84,442931732.22,1391701601.23,951735790.78,578917762.91,215908486.65,727276441.32,636530774.95,439874051.42,161861704.09,387230161.61,329921903.13,225225836.48,98631583.05,276744673.36,252115604.15,158052414.07,50911412.18,191276409.37,150175788.65,87905147.65,39822012.11,164594968.14,123879241.20,73859285.34,32537779.33,223192049.60,167086182.32,113496301.08,44977473.41,186132561.19,143790072.83,92373551.57,41286747.38,236131049.58,108835076.88,140503960.37,86142453.08,118659049.03,68249485.25,131297699.79,83791554.14,81385385.27,0,80573109.06,0,65298937.15,0,61509004.11,0,41334094.47,17895462.00,20795242.00,10624810.00,0.0
7,管理费用,66823587.40,330687143.82,240384878.24,164393042.70,83140320.57,317917548.03,228370924.33,241775084.33,117724986.27,496931743.04,352324446.71,222533091.74,112056183.22,472146980.73,306913643.31,193280424.74,97624683.46,419688882.98,275411598.49,192562243.42,97415477.98,468258865.37,306490897.12,194547455.17,85284013.66,401591306.97,273112363.51,169954161.54,88387448.11,347914988.37,246641388.13,158911541.76,83538395.24,321256188.39,231319253.25,143544164.22,62144428.52,232027041.97,138126001.93,84359075.10,36609248.69,184576986.43,118841072.25,81170269.07,31239231.66,143153165.08,102449942.19,63895456.51,29842455.43,106236152.86,80128106.61,51688445.74,23005952.42,106553680.32,77155061.97,48315041.46,23381439.37,106422872.27,75281316.78,50660219.82,25419604.58,70707284.80,54070248.15,36677568.37,16656553.07,155571692.15,50717761.37,33840669.54,15342892.57,49150624.40,33844028.93,23038867.40,11616403.70,185363283.38,24350390.70,42835558.73,22333680.46,42183754.69,22936915.46,39438484.31,24256701.31,54093980.52,0,55385708.25,0,60098510.47,0,52705261.20,0,43089549.48,16330132.00,12083608.00,957243.00,0.0
8,财务费用,4376275.14,-14216050.60,-9844161.99,17662677.78,12386522.10,-39305608.74,-33207231.05,-13460027.93,-1695567.00,-33648833.18,-39804446.21,-33454482.67,-17885269.18,-139879189.92,-69033626.17,-39699342.16,-5371504.22,-101537560.53,-64917017.50,-45802594.42,-19099709.75,-100881397.01,-66743441.16,-43840298.90,-17475765.00,-81041860.90,-61596202.21,-36240925.89,-15243237.94,-62732517.86,-49773966.57,-34586978.46,-23224251.62,-55150305.62,-33250531.86,-15240641.58,-7006958.93,-12170606.41,-11227370.55,-4425042.15,-1965245.78,19510257.18,15850330.89,12808304.94,9245618.40,50277777.99,42355874.89,26701505.27,12158030.32,32772099.34,34997230.30,24634290.39,9256569.14,39954485.32,23001971.41,17088541.01,8179583.14,42549942.65,31107695.16,21992199.98,10326216.30,37603651.95,28445953.73,18515561.68,8621834.81,39082165.52,26489961.02,17349414.68,9349978.73,34717989.06,28486447.68,20226940.61,9933264.66,33469946.94,19977705.03,2504931.86,2953859.21,2680832.53,3648228.08,2539147.26,3836888.11,32827573.75,0,29558209.37,0,26508926.21,0,21674325.34,0,18319170.22,8595589.00,7534597.00,5537554.00,0.0
