,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3673262999.03,2595317193.29,1334133506.33,4377751056.23,3299322552.69,2246794537.51,1077622203.99,3544170588.07,2400422001.56,1503666772.38,730081023.71,3091211667.26,2183867289.05,1438833419.65,326235066.69,1617674784.28,1146562932.10,757739791.06,384444295.80,1448478223.33,1039390288.21,664716947.03,290455078.62,1187666176.89,811587869.41,517615486.37,239383612.75,1041501525.71,725885249.94,471574394.95,220391913.18,993184081.34,708631826.18,450942697.15,209579378.28,843278496.37,165297125.22,104560463.86,49014811.62,203417032.55,159782696.91,103312028.99,48804862.74,190191807.02,140962597.96,87178168.82,42600808.94,182673817.77,135074186.17,85792356.73,40723160.08,170498108.17,124871842.30,79848458.19,38770156.61,152546300.53,114765389.23,72691986.26,35068957.62,133900506.08,100219184.29,62107978.86,30349856.13,127944130.45,97129968.48,60357660.05,117056262.42,109026325.66,0.0
2,营业收入,3673262999.03,2595317193.29,1334133506.33,4377751056.23,3299322552.69,2246794537.51,1077622203.99,3544170588.07,2400422001.56,1503666772.38,730081023.71,3091211667.26,2183867289.05,1438833419.65,326235066.69,1617674784.28,1146562932.10,757739791.06,384444295.80,1448478223.33,1039390288.21,664716947.03,290455078.62,1187666176.89,811587869.41,517615486.37,239383612.75,1041501525.71,725885249.94,471574394.95,220391913.18,993184081.34,708631826.18,450942697.15,209579378.28,843278496.37,165297125.22,104560463.86,49014811.62,203417032.55,159782696.91,103312028.99,48804862.74,190191807.02,140962597.96,87178168.82,42600808.94,182673817.77,135074186.17,85792356.73,40723160.08,170498108.17,124838974.50,79792960.99,38770156.61,152546300.53,114765389.23,72691986.26,35068957.62,133900506.08,100219184.29,62107978.86,30349856.13,127944130.45,97129968.48,60357660.05,117056262.42,109026325.66,0.0
3,二、营业总成本,3167001830.15,2227480934.61,1156015922.86,3909405082.51,2947798821.31,1996584090.14,925402229.50,3222596323.03,2139197461.45,1344457176.13,644918755.57,2821055116.36,1938210394.56,1275297435.76,286309576.62,1448785459.75,989556327.02,655298982.90,325361230.39,1286663782.48,908713617.71,590219284.17,264329803.53,1090518463.53,726413262.59,463778149.69,220408788.10,940462370.08,639062971.00,417063523.98,198998339.80,882658040.57,603567204.86,393597788.61,188165390.51,738093492.17,127301841.91,85102192.22,42468679.68,173507978.36,127067434.09,84772546.25,41514323.37,160110119.84,113860956.63,71701976.65,35498481.76,141467573.28,101874914.35,66741424.03,31550980.50,127779482.11,91637300.18,59931335.08,28386741.25,109304350.49,78684391.84,49225772.82,22995666.05,95972241.17,69850253.84,43935805.88,21999271.03,89345685.91,66255284.37,42776807.45,79002961.25,71871429.23,0.0
4,营业成本,2710356851.83,1944325658.38,1032688037.85,3294146090.64,2538554904.16,1736869326.80,814661452.35,2725593044.15,1801654218.55,1120130167.53,543645904.25,2335092950.24,1615716421.00,1062662904.74,218939917.43,1110709351.84,765973000.34,502517318.39,254464604.41,960453223.42,680841002.03,447345975.06,199900616.59,804020557.07,522892528.68,329123174.95,150647040.31,660711201.52,444018008.16,291350479.03,137870915.12,637634291.28,428317895.85,272724277.96,135936640.63,531036253.83,104439377.64,69321089.96,35321698.37,141472959.07,101973906.80,67216130.08,33035750.31,128972918.18,91806269.87,57981493.83,29229553.30,116347650.90,84235175.08,54707276.90,26564262.10,105871922.73,75593498.26,48455672.16,23808031.40,94398771.18,65914063.81,41889890.59,19459494.42,78883453.23,57351140.72,36567089.09,18087521.32,73125952.88,54015801.87,34813669.76,63757495.98,57717689.70,0.0
5,营业税金及附加,24309653.63,16307873.89,8193903.90,31607989.26,22133818.94,13832032.41,5755178.78,27031350.36,19349695.54,13189640.30,4599524.86,40848009.51,21934213.22,17800515.36,4784665.18,28153486.36,16087406.11,8942481.80,4911457.96,19073868.08,13040618.08,10300874.86,3171340.80,14938977.77,9314139.95,5697920.74,2407684.88,10506041.94,5680594.90,3844146.32,1626326.59,9845516.78,6224061.46,3961339.22,1364508.75,10845968.56,805815.43,505854.01,230643.12,1105652.92,805116.28,510256.24,238446.13,1063282.22,815724.65,522640.90,235493.41,1023175.73,759540.86,481456.67,228083.40,1008059.52,749033.88,478757.80,232620.95,915677.78,688992.31,436551.89,210813.73,839233.04,637145.16,372647.90,182099.17,731324.45,546439.49,325805.63,807298.52,858710.56,0.0
6,销售费用,123905423.32,82556181.76,33664215.98,171947058.72,115947355.38,74718705.07,33480160.95,148398977.43,93618484.80,62247273.08,24746888.54,122986272.56,78540026.61,48435839.16,14595665.49,69770037.83,48155503.55,30159898.94,13733032.76,62153284.51,38386303.36,24884974.72,10995130.12,49426922.43,32525905.14,20818620.78,10330813.07,42717518.51,28350515.77,17051650.23,8522093.29,34889405.84,21766093.65,14263482.13,6411360.77,26375676.57,506523.95,331128.85,179717.67,786337.97,524776.17,347453.13,176955.43,848102.41,577726.87,418158.66,175093.95,212761.19,124622.16,81504.08,40853.99,142834.56,104006.00,65949.47,34321.86,104474.53,74507.66,50603.27,26870.78,101681.59,73037.87,46599.16,22187.20,93910.05,64771.71,44655.39,250248.62,194100.55,0.0
7,管理费用,155075976.34,97585831.22,45213663.73,212759477.81,148388705.20,97822175.53,39439836.30,210019399.75,152412042.65,98280259.17,42980457.44,212187909.06,145256313.86,92111819.68,21176495.63,106491905.08,69904509.47,45838739.76,20009260.06,107159907.24,77211743.26,41751888.22,18151153.60,85569563.57,59134297.26,38701368.61,18034743.89,78599053.62,51881370.49,32369919.27,16193465.73,66228416.78,46332833.02,32149191.94,14805956.62,78166639.53,15481158.27,10986814.84,4465058.57,21044366.11,16001337.96,11312631.03,4377733.47,18789740.04,13453056.83,8623694.25,3281081.75,16932044.80,11083572.67,8047050.55,2665540.75,16358232.88,12652595.99,9033824.49,3634455.37,13402841.27,10470024.20,6283083.29,2714079.78,14952104.72,10629456.59,5461765.90,2839379.94,9948785.60,7551850.34,4597999.72,8332258.65,8386859.92,0.0
8,财务费用,109851914.74,71464258.54,35341483.81,133733289.63,96628184.28,58893713.57,27202756.87,87415283.64,69260301.66,47016466.19,27115882.57,101014108.36,76484084.74,49993651.02,24724984.48,119718030.40,90860219.20,60690092.91,30409463.43,129967888.03,96941479.75,64356481.34,32287014.64,134306091.98,101840501.75,68774500.58,37507422.95,143519273.18,107553028.40,71305582.59,34301077.07,131827142.99,98708563.77,68856676.16,28732665.17,89207625.54,5430431.57,3707126.14,1802594.22,9255796.51,7211923.10,5084992.04,2227458.85,10478268.45,7036821.25,4049698.84,2329654.92,6825648.22,5471279.11,3468030.70,2052240.26,4398432.42,2538166.05,1897131.16,677311.67,482585.73,1536803.86,565643.78,584407.34,1195768.59,1159473.50,1487703.83,868083.40,5445712.93,4076420.96,2994676.95,5855659.48,4714068.50,0.0
