,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970331,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11390430730.54,7341073726.89,4420677765.56,1841034195.71,10207518618.52,7017522692.97,4090579816.08,1725012684.65,7093811211.83,4615056244.40,2744924942.32,1159384564.67,5657765743.80,3712772907.70,2283698994.09,1039914926.01,5583028090.77,3948002875.80,2540511903.13,1216689702.22,6682758652.54,4538278347.51,2858565079.86,1270189355.60,6179002201.01,4090718116.65,2531498970.15,1104317591.63,4658432647.53,3190025131.58,2007044532.33,880332324.38,5648632923.54,4113201379.91,2576748476.22,1120325234.21,3847117455.62,2425659679.84,1368614891.62,590366781.86,2865463638.99,2013442438.93,1068668901.83,461582910.97,1918698913.01,1337358364.96,822036716.63,360589859.85,1260743280.19,863375916.67,531305740.78,246851246.25,809288221.67,534689152.03,330322464.67,152234298.13,648674139.65,436657437.45,262797712.50,115153492.68,664776720.56,485776685.57,330590073.69,152999536.89,580895105.97,339294874.55,218422814.16,103666209.35,391053782.08,269956306.76,176106244.51,88219973.43,373787249.41,166424722.15,289139883.38,135077304.01,301454848.00,138652821.59,272767461.31,123197243.56,308988374.22,78029038.00,313700837.00,306590453.00,349483413.00,0.0
2,营业收入,11390430730.54,7341073726.89,4420677765.56,1841034195.71,10207518618.52,7017522692.97,4090579816.08,1725012684.65,7093811211.83,4615056244.40,2744924942.32,1159384564.67,5657765743.80,3712772907.70,2283698994.09,1039914926.01,5583028090.77,3948002875.80,2540511903.13,1216689702.22,6682758652.54,4538278347.51,2858565079.86,1270189355.60,6179002201.01,4090718116.65,2531498970.15,1104317591.63,4658432647.53,3190025131.58,2007044532.33,880332324.38,5648632923.54,4113201379.91,2576748476.22,1120325234.21,3847117455.62,2425659679.84,1368614891.62,590366781.86,2865463638.99,2013442438.93,1068668901.83,461582910.97,1918698913.01,1337358364.96,822036716.63,360589859.85,1260743280.19,863375916.67,531305740.78,246851246.25,806059034.64,532114041.69,328448868.10,151664534.15,647796842.22,435957761.86,262633001.24,115320521.52,663322946.65,485307812.05,330295454.13,152982825.35,580720685.24,339113512.33,218231864.30,103591767.10,390743933.25,269838600.23,176039385.80,88266233.81,374280586.92,166548472.23,289449946.10,135090064.95,301477714.05,138650142.70,272849573.08,123424564.33,308197256.39,77589370.00,311498564.00,306496975.00,349534470.00,0.0
3,二、营业总成本,8830397940.25,5722871218.64,3378079873.31,1421214027.55,7838497754.20,5276394512.24,3061511895.83,1268287643.65,6093296816.64,4086919395.45,2538909172.18,1130133543.83,5223861352.84,3407803765.26,2168492607.84,1035532317.93,5195109306.13,3767380001.79,2423265754.43,1133796040.76,5705390592.63,3892050136.58,2453544573.80,1092632966.20,5327685754.66,3643159281.02,2310028588.21,1062754348.36,4394987234.04,3147280008.19,2002200190.84,875553130.17,4716015967.18,3344333341.45,2066361659.01,905057210.43,3560504569.38,2432908778.30,1413033216.64,586184586.71,2762312029.80,1993287088.18,1055493606.45,455726174.75,1831503442.42,1291481455.68,783087659.90,352296674.22,1236540645.15,863735423.59,530116107.52,246058881.95,803545494.55,533892684.27,330800254.99,152540620.83,778594080.66,533483536.72,330675361.90,145955613.42,683074593.34,477416233.25,307903379.78,133100046.54,521561714.41,321093001.08,208274876.56,98986180.82,366301276.28,253029520.82,162232047.70,82134076.90,340343614.84,144629121.73,256161021.73,112315584.15,246856478.19,105767873.93,226053488.30,101188744.92,266344739.80,77085241.00,270268276.00,259533314.00,270956664.00,0.0
4,营业成本,7797314598.12,5114968763.15,3009326735.82,1254327857.93,6884748747.76,4681546104.04,2662469079.25,1091519582.02,5223629045.28,3584592905.14,2218055099.87,983902409.81,4327023718.08,2931926912.96,1867347307.97,904526080.01,4407325972.45,3246467750.58,2082766865.34,966683529.05,4862427399.75,3371458151.98,2107436149.09,932869971.01,4566422281.43,3150033751.71,1983749774.01,902849462.76,3744239719.89,2634531642.23,1670906575.94,720687083.79,4043000824.46,2898595980.70,1771615810.89,773765166.13,3059113470.42,2101932560.44,1204129864.61,491649471.72,2345709609.61,1700637395.94,906790998.88,388815847.17,1543762446.56,1074287728.66,644692992.95,294910188.36,1033672784.85,718953571.40,434536305.26,196202434.06,656882334.42,450737328.57,275007240.16,125708373.95,628550427.84,435677988.77,264510205.07,113526284.48,551681660.84,377859733.51,235504865.72,97890556.58,405096412.28,253580864.58,164964507.37,78984769.38,293543152.51,203037638.88,127360130.29,63353318.45,267600535.67,112044257.60,192414069.81,86238312.27,190226487.56,85826829.54,175135306.07,79586630.48,204396505.04,48726011.00,199473453.00,186292897.00,188733493.00,0.0
5,营业税金及附加,92863833.08,60615950.43,37909086.12,20106946.67,102946435.34,69756896.38,42347199.92,20291258.84,54368347.36,33841140.69,21320347.38,9299823.22,46032993.08,19197745.24,11848801.88,4592571.23,32909325.42,19044474.88,11925291.90,5411775.44,43566496.55,25758978.64,16109043.83,6339439.29,38546662.48,22390387.18,13909768.05,6019925.44,34336874.75,21169659.03,13080896.37,5080865.75,39781065.65,30287287.86,19833866.55,7545682.52,17986935.59,12396597.54,6769729.52,2774126.84,10269478.61,9856985.78,3344609.62,1523577.61,9778917.70,6760138.53,4825610.11,1879971.51,4987848.83,2972369.94,1958718.47,1004422.81,3833357.56,2376210.12,1423081.51,654329.39,2587396.80,1888904.03,1190255.81,554212.14,3097233.57,2377448.10,1702664.00,763031.70,3661649.62,1968344.99,1365490.01,730423.50,2184610.98,1479586.01,833296.11,573286.61,2327326.30,1223340.29,1654134.64,898275.65,1925392.87,837924.15,1535246.11,618941.41,1735444.82,572118.00,1784541.00,1771861.00,2441257.00,0.0
6,销售费用,359322030.97,222128584.22,126763700.27,49466390.25,277108254.64,184182070.55,118549466.18,51851656.29,276730496.76,161580143.40,99717416.03,44984809.94,238755973.14,144342106.93,88751217.92,41099948.92,248688196.14,156651962.09,101081272.84,48867240.76,264702135.84,163185068.94,102950373.43,44887459.64,225927773.01,133631265.09,84125330.59,41386649.19,156633237.43,160251038.31,96063203.49,32457578.71,195714616.88,121896492.57,78416614.82,34336593.80,159469499.46,108264316.59,65296469.47,31297647.52,156521115.84,107675432.09,49563005.95,21876990.44,95827910.20,68105928.82,43457240.51,18538401.71,70969745.91,50004544.76,31626245.21,15973084.38,47334853.90,30765543.31,19169323.54,9023985.39,42750860.33,28587993.91,17639627.77,8581608.45,36506001.01,25408162.81,19490497.91,9195664.00,44430585.71,28880786.93,18690720.84,9776988.03,37330846.47,25729330.72,17104204.01,9573139.65,36717347.26,15467165.89,36215893.56,15477137.13,36200394.86,12727267.34,35327636.30,16681277.95,40487381.66,18706418.00,37017011.00,34743700.00,37197327.00,0.0
7,管理费用,533550577.10,292634597.81,181771823.67,85003260.18,460254399.08,277881909.36,188831304.50,82957169.47,326457104.16,208192253.32,138016727.48,64393164.00,298051430.64,198862330.89,131878420.79,62527466.36,304309690.85,199359108.05,130009219.66,66669139.65,305144350.04,187477187.64,126307537.82,61222939.16,277156432.56,184661073.32,122497225.12,62637099.61,243206506.45,168379679.54,116548551.83,63543009.10,216018304.03,144324203.06,99588493.41,49414097.64,161353609.43,96625992.56,67242284.50,34914545.38,122678432.89,91462086.20,47179355.95,22714798.95,82511325.47,61016807.08,40909285.83,17483735.20,56331571.00,38965969.47,25845206.66,15852056.99,40188419.64,18376293.94,14857275.39,7421331.73,56101927.84,35249081.55,24595669.78,11545861.76,55108647.71,43789250.35,35427710.29,15765149.98,45536192.11,24096619.75,16678253.55,5994483.21,20569860.96,13751838.99,10759095.42,5583981.88,23763645.31,11490312.28,26882481.43,10115062.40,15695618.53,5615665.45,16727632.24,6558577.48,19880437.29,7813387.00,26255794.00,32753011.00,40836217.00,0.0
8,财务费用,33170430.70,28979419.83,19747915.36,10953844.54,72333783.30,58594863.44,40581847.85,21570601.98,124019610.96,101408558.16,67850296.59,35029008.90,154224228.24,116369966.26,74529250.91,30504334.60,191447929.68,145516009.83,95474696.44,46338684.85,192949836.54,137073663.04,94824058.55,48316997.44,181922495.46,147464504.43,101093650.15,49862072.83,205561471.29,157504176.95,101935876.09,53732525.82,194453409.31,146574369.26,94029214.38,39324941.27,152621358.11,112851837.56,68728324.45,25339345.93,123754448.12,84075881.78,48665005.10,21002933.68,91884025.40,78771636.18,46088099.27,18879440.19,70818346.42,51945057.02,34749832.28,17026883.71,55306529.03,31637308.33,20343334.39,9732600.37,48603467.85,32079568.46,22739603.47,11747646.59,36681050.21,27981638.48,15777641.86,9485644.28,22836874.69,12566384.83,6575904.79,3499516.70,12672805.36,9031126.22,6175321.87,3050350.31,9934760.30,4404045.67,-1109562.47,-413203.30,2167918.98,760187.45,-2672332.42,-2256682.40,-155029.01,1267307.00,5737477.00,3971845.00,1748370.00,0.0
9,研发费用,14176470.28,3543903.20,2560612.08,1020348.68,3553670.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,335379.30,37552463.42,4432668.47,8732998.13,97375.05,88092212.12,-2695605.26,-6050715.17,-7475672.05,159773009.66,-2895297.01,-5862391.63,-7718082.89,10428191.59,340696.37,2008408.24,-174328.99,36600373.91,7097086.34,5917411.08,-1003840.34,37710109.72,4978299.29,4652840.29,-861.47,11009424.23,5443812.12,3665087.11,52067.00,27047746.85,2655007.99,2877658.96,670639.06,9959696.37,837473.61,866544.09,209449.32,3378944.73,-420693.61,-49369.05,-207973.10,7738817.09,2539216.41,3114431.23,604937.25,-239651.86,893911.00,1399799.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104004.76,0,640665.39,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,116159143.69,0,0,0.00,-170688.36,11466.63,-10280.42,0,45866.50,25503.36,14036.73,0,7710.32,-1581.61,-24712.56,0,-13048.84,12454.52,12454.52,0,13641.94,5931.31,5931.31,0,47052.71,-8896.52,-8896.52,0,36376.89,25898.76,0,0,-82045.69,-24317.15,-20560.84,-8105.72,5931.01,0,0,0,114895.42,63493.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,61231689.69,60607880.35,56624926.55,0.00,28620956.60,28454815.35,18333830.03,663839.03,10512139.16,10497177.56,10497177.56,501339.03,10666950.03,3666950.03,3466950.03,11862.03,10981482.11,10328114.53,10328114.54,13048.23,13225691.39,14436553.87,14436553.87,7710.32,12426817.02,9128282.24,11927415.95,5931.01,32180196.62,30713720.35,30713720.35,28000000.00,80839741.87,80839741.87,80839741.87,8986.52,46843652.05,0,0,0,3874944.58,3217421.44,3115845.41,0,20908963.89,19471664.45,19471664.45,19873275.76,4232209.16,5068121.43,3353835.72,0,806444.23,98060.37,98060.37,-2334.96,-763407.19,-629240.31,-873209.70,-483100.96,-31920812.27,213276.14,-737517.46,484061.68,-16670.34,-270381.28,149904.11,280982.16,395831.87,1174657.70,1469779.80,-285947.42,967552.10,-1055595.46,17454667.36,9803257.94,-5172654.60,3693337.88,2874206.19,2874206.19,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18537.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-401611.31,-401611.31,0,0,68121.43,68121.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,2804368829.75,1782224321.48,1181885938.73,456215509.29,2515774914.18,1848418242.90,1109274023.56,494210080.18,1097523826.41,585346620.61,250826029.04,29752359.87,444579051.31,308634510.86,118648623.72,4394470.11,398887217.91,190963443.06,127586717.76,82906709.69,990607393.24,660670696.11,419462991.24,177564099.72,863790316.08,456678221.35,233388901.37,41569174.28,295661987.00,73484742.50,35558061.84,32779194.21,1013374652.54,849683463.18,591205998.24,215268904.58,333462469.29,-7249098.46,-44418325.02,4182195.15,107141449.19,23436265.49,16291140.79,5856736.22,108104434.48,65348573.73,58420721.18,28166461.39,28434844.20,4708614.51,4543468.98,792364.30,11875665.02,3727491.68,2453233.60,1492525.11,-128873941.53,-96284820.35,-68750859.10,-31285221.70,-45614753.73,12086954.37,23670747.44,20923852.03,63418376.90,20708055.01,11202795.19,4961010.69,27308879.58,19165567.00,16082483.60,5799949.11,34741186.67,20740004.96,50537533.77,32564977.80,58956496.07,42497576.12,49838179.20,24882704.83,42643634.42,10297006.00,43432561.00,47057139.00,48526749.00,0.0
16,加:营业外收入,35384805.62,12507376.07,8881546.15,2213784.36,22356914.69,13003917.87,7158944.91,1275330.24,15306258.39,22914593.16,18009338.18,29001285.13,91255721.79,61755282.30,36373743.11,14642993.12,93341870.07,70195540.13,47269089.44,34977906.74,123483566.85,84697092.75,63055024.13,46977291.87,106939968.11,81355633.08,63546841.78,47679492.73,129497547.06,104199985.40,86669730.78,56999765.73,90073068.09,44749619.33,30661277.56,7130150.20,75936250.02,33173268.37,26367180.43,18392608.14,78091236.13,50092176.53,14479986.98,5770762.39,12363717.29,8205932.80,5447178.33,2655985.15,10474603.75,9592064.74,2025729.40,1924464.03,196695.84,808908.54,543582.95,103402.56,909451.60,735711.92,305775.00,100900.00,492364.50,470964.50,1575.00,500.00,454350.00,453000.00,250000.00,0,402714.85,292714.85,291114.85,650.00,149849.23,0,678308.74,8950.08,790100.51,0,9086634.84,39620.00,7392120.61,70000.00,329939.00,39041.00,135504.00,0.0
17,减：营业外支出,166946346.30,21709547.91,11664012.08,5711358.20,205908150.33,73348211.75,24023196.07,2905279.54,43951989.50,15369512.46,8030667.94,2083774.78,44616017.16,18676226.52,13446620.98,2264398.56,24790339.90,13803375.63,4611349.75,2507934.82,23028139.33,13503557.30,9156428.00,4930187.53,33029099.00,15264293.61,7807303.20,4631986.96,32057822.75,16231226.94,7204353.25,4022671.28,25772892.97,13713506.59,7425036.35,4463602.67,23166567.17,2114344.42,1122884.51,2811467.00,11964725.95,8629835.74,3468013.96,100583.51,5363006.15,4378310.48,3770151.24,1509716.10,1824375.20,1118260.67,532679.57,496545.51,1298687.26,172301.41,115431.41,95266.47,10463788.78,303583.86,152509.53,36652.91,2879447.35,353256.13,65600.82,59516.84,1372907.58,218112.50,65386.33,64400.00,5750293.70,458513.41,450432.60,5354.46,1082863.27,95924.15,1175668.20,30650.00,820925.34,150.00,1141057.93,210500.00,10710.00,10710.00,258224.00,1307805.00,1050944.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,12124165.58,0,0,0,7355039.20,0,144190.30,0,2438978.45,0,0,0,12323020.57,0,0,0,19766283.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29153.67,29153.67,0,0,119246.82,119246.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,2672807289.07,1773022149.64,1179103472.80,452717935.45,2332223678.54,1788073949.02,1092409772.40,492580130.88,1068878095.30,592891701.31,260804699.28,56669870.22,491218755.94,351713566.64,141575745.85,16773064.67,467438748.08,247355607.56,170244457.45,115376681.61,1091062820.76,731864231.56,473361587.37,219611204.06,937701185.19,522769560.82,289128439.95,84616680.05,393101711.31,161453500.96,115023439.37,85756288.66,1077674827.66,880719575.92,614442239.45,217935452.11,386232152.14,23809825.49,-19174029.10,19763336.29,173267959.37,64898606.28,27303113.81,11526915.10,115105145.62,69176196.05,60097748.27,29312730.44,37085072.75,13182418.58,6036518.81,2220282.82,10773673.60,4364098.81,2881385.14,1500661.20,-138428278.71,-95852692.29,-68597593.63,-31220974.61,-48001836.58,12204662.74,23606721.62,20864835.19,62499819.32,20942942.51,11387408.86,4896610.69,21961300.73,18999768.44,15923165.85,5795244.65,33808172.63,20644080.81,50040174.31,32543277.88,58925671.24,42497426.12,57783756.11,24711824.83,50025045.03,10356296.00,43504276.00,45788375.00,47611309.00,0.0
20,减：所得税费用,618235930.97,383169779.47,252697584.25,94063848.46,494431336.83,370795556.24,226169485.86,105370311.32,226856752.32,123500052.43,56719231.65,17778687.89,104616271.64,79235084.50,38607883.79,12523122.23,124521963.33,70413211.99,49562006.77,31120064.29,215049443.67,132477219.59,76345642.45,60011500.50,239711875.06,135263290.26,75203713.47,25411307.52,112094685.53,54775574.93,37739035.08,20632883.71,294610020.41,221664298.50,152748815.80,69626554.28,95810503.41,21289817.54,11002294.48,3724069.98,37191859.63,16138094.25,7818539.91,4836222.98,20994578.04,11719390.61,9432970.71,3048994.90,4385916.34,-267938.31,-267938.31,0,70431.81,3242.55,0,0,286419.87,0,0,207.96,645238.43,4331084.43,9222420.02,8011620.80,19842451.16,6896318.26,4899051.28,1664685.78,6567809.29,6008507.03,6137995.57,2384791.51,3271238.95,8266824.56,8161961.61,8863200.45,17473098.23,10852032.73,9074063.42,8154902.19,7503756.75,0,5000000.00,5000000.00,5000000.00,0.0
21,五、净利润,2054571358.10,1389852370.17,926405888.55,358654086.99,1837792341.71,1417278392.78,866240286.54,387209819.56,842021342.98,469391648.88,204085467.63,38891182.33,386602484.30,272478482.14,102967862.06,4249942.44,342916784.75,176942395.57,120682450.68,84256617.32,876013377.09,599387011.97,397015944.92,159599703.56,697989310.13,387506270.56,213924726.48,59205372.53,281007025.78,106677926.03,77284404.29,65123404.95,783064807.25,659055277.42,461693423.65,148308897.83,290421648.73,2520007.95,-30176323.58,16039266.31,136076099.74,48760512.03,19484573.90,6690692.12,94110567.58,57456805.44,50664777.56,26263735.54,32699156.41,13450356.89,6304457.12,2220282.82,10703241.79,4360856.26,2881385.14,1500661.20,-138714698.58,-95852692.29,-68597593.63,-31221182.57,-48647075.01,7873578.31,14384301.60,12853214.39,42657368.16,14046624.25,6488357.58,3231924.91,15393491.44,12991261.41,9785170.28,3410453.14,30536933.68,12377256.25,41881019.22,23680077.43,41452573.01,31645393.39,48709692.69,16556922.64,42521288.28,6938718.00,38504276.05,40788375.00,42611309.02,0.0
