,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,137397326.78,109203530.28,57619969.17,1328466998.51,527317483.66,255616709.81,78738712.30,1567214149.69,431933455.64,254078712.20,31115132.90,738552646.96,8697367.61,6194133.15,1443396.13,13435811.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10965958.04,7158354.56,7158354.56,0.00,11655383.36,3199854.25,3199854.25,841363.69,17882349.80,4487945.00,1987945.00,680000.00,552010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11045.39,11045.39,11045.39,11045.39,170979.44,143192.67,114144.73,1397030.85,33940110.52,26147501.60,25996783.82,1303465.82,69351924.27,55581557.13,45828635.50,46561482.43,674170966.44,661632450.45,435686217.79,186422372.94,983908868.01,648292507.65,409832909.77,191013736.70,535673113.64,309308706.83,239134088.53,89846233.35,330797373.55,154116650.93,300913290.86,133247331.88,245652904.05,95371676.52,229445140.13,168808906.97,134942774.46,121982573.31,0.0
2,营业收入,137397326.78,109203530.28,57619969.17,1328466998.51,527317483.66,255616709.81,78738712.30,1567214149.69,431933455.64,254078712.20,31115132.90,738552646.96,8697367.61,6194133.15,1443396.13,13435811.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10965958.04,7158354.56,7158354.56,0.00,11655383.36,3199854.25,3199854.25,841363.69,17882349.80,4487945.00,1987945.00,680000.00,552010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11045.39,11045.39,11045.39,11045.39,170979.44,143192.67,114144.73,1397030.85,33940110.52,26147501.60,25996783.82,1303465.82,66224227.32,53004622.65,43802463.49,45086072.89,671657799.97,659975712.14,434582866.95,185869784.57,981705818.13,646605860.24,408697024.83,190462974.23,532764009.35,306950365.01,237561860.65,89060119.41,326041384.03,152476526.59,259055240.61,98536745.43,224753607.92,95001402.77,229249579.65,162074649.99,131049822.21,119053713.44,0.0
3,二、营业总成本,134478974.53,88514566.17,36229733.55,982886324.79,342004582.42,203381683.09,75988906.16,1164422007.51,478045952.66,303836390.73,59945587.52,469256641.05,8609452.65,5760375.43,954932.24,10625367.62,2587038.61,1683192.10,367649.09,2403966.21,1845662.13,1116906.90,775572.36,11365552.84,7603813.84,6387734.13,654321.61,9920682.06,2581057.23,2031679.31,752872.78,16713559.38,2727116.19,1659187.79,999982.22,3552164.93,2510505.45,1609917.72,649605.19,4007356.56,2304740.84,1484183.20,430149.70,105223924.70,71349401.21,45451927.01,20546516.91,64200903.26,50058555.59,41240221.75,3848507.45,1311976935.02,129455814.95,109310825.98,17393431.99,422206384.79,190416963.17,133268455.09,84277240.25,604213527.15,561377883.63,369000041.60,163400228.53,860259221.17,543745359.87,351101244.48,166542174.33,460371426.70,240558542.10,184406857.36,64704728.31,220133438.64,102306598.93,209305319.02,91282012.74,206882279.16,97644036.97,206586756.49,147570914.95,124130508.74,107158020.92,0.0
4,营业成本,15652226.71,13334267.65,3996741.91,549220834.26,178934587.71,102062956.32,47244014.94,868913087.74,363010368.12,222583159.21,23176840.52,281606694.54,5385442.52,3337808.59,496718.43,6619775.12,0.00,0.00,0.00,0.00,9450.00,9450.00,9450.00,8434608.51,4785368.19,4775918.19,9450.00,6908238.15,76746.85,67296.85,9450.00,13512108.16,108253.36,40592.00,0.00,55000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,15030143.32,25903822.38,22917505.96,7052206.77,99261581.13,70166086.93,53107361.84,52745324.80,413291918.42,426700691.30,272274250.71,125212504.77,661243526.76,415112794.80,262681389.89,135979570.00,323590514.57,145753896.58,122598664.16,45076175.14,146226654.75,77513713.63,159106580.82,73726585.60,163321253.12,74225499.86,163055632.64,117888108.14,94067271.53,87241267.69,0.0
5,营业税金及附加,1473261.59,863204.96,487511.93,6529466.92,2001756.97,1497655.03,930730.23,11646954.57,2010445.96,1723990.24,815706.87,4534987.72,30556.58,20135.30,0,95526.40,0,0,0,0,0,0.00,0,27767.24,19465.78,19465.78,0,28614.15,11963.74,11963.74,3127.90,267386.29,240105.06,106355.06,36380.00,28980.54,0,0,0,0,0,0,0,364.50,364.50,364.50,364.50,6599.30,5682.34,4722.56,75986.24,1731577.05,792058.18,758432.15,29835.57,1395009.14,928308.18,826177.70,510832.36,14822935.94,13710461.28,9751512.01,2925349.48,19832898.92,12911317.11,7488461.45,1972837.17,12093833.46,8604952.47,6224339.83,2983580.47,3389641.66,1902286.77,3966051.94,2492007.44,11716007.20,5442021.35,8616216.54,675915.48,687933.99,902941.66,0.0
6,销售费用,56868903.75,33264034.63,14827067.94,209307629.86,98711238.09,67784008.48,12713761.85,180651350.07,80673442.75,60384752.54,29649415.32,115960089.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859.92,9859.92,9859.92,9859.92,44357.94,40857.94,33870.28,19822.21,1646598.39,946448.90,847082.00,443893.73,4979785.88,3014591.80,2678979.31,2273503.34,16506243.42,13747260.31,9598381.06,7624471.53,19399590.69,12908359.21,7738519.32,4002114.18,14172211.50,5943731.24,4175676.48,777497.09,4727945.51,3165536.63,4324933.84,3236657.80,4341869.00,4212711.14,3078462.01,3550427.23,3775235.06,2929947.23,0.0
7,管理费用,44621794.79,32258675.13,16618610.67,66328525.24,50905955.78,33311593.89,14907696.72,51668514.85,31763067.97,19711854.87,10928125.68,40999602.38,3430232.31,2590312.49,724389.46,3635199.27,2583513.28,1690361.75,372654.11,2447069.36,1871072.69,1132000.03,778573.63,2967462.23,2853515.12,1617486.13,657921.05,3072075.25,2536616.55,1992861.86,748816.93,2946645.76,2381021.18,1512293.23,963814.78,3465541.88,2509704.10,1609116.37,649605.26,4007259.17,2304677.59,1484119.95,430149.70,17606614.01,9932132.59,5722453.66,2905856.54,5975921.59,11041714.39,8000605.32,2491081.31,52740498.67,30905922.32,22552820.78,8772415.47,220324662.42,47380153.15,36085299.38,8000657.53,60883168.00,31773744.45,24486394.99,7554067.47,60870300.49,37909122.13,23902469.23,4268869.75,36857486.96,34319559.60,22179896.50,9219883.70,25966416.41,6729591.29,28002699.99,6244196.79,21432568.31,10002778.37,15590869.83,14689187.67,15881551.58,10697645.29,0.0
8,财务费用,15862787.69,8794383.80,8412938.62,11160761.39,-555747.33,2865407.62,8705290.65,8810177.82,7453736.26,3810706.72,934016.98,11045406.15,-1858.64,-1903.71,-496.15,3823.03,3525.33,-7169.65,-5005.02,-43103.15,-34860.56,-24543.13,-12451.27,-64285.14,-54535.25,-25135.97,-13049.44,-88245.49,-44269.91,-40443.14,-8522.05,-12580.83,-2263.41,-52.50,-212.56,2642.51,801.35,801.35,-0.07,97.39,63.25,63.25,0,87590248.67,61390206.60,39702411.33,17630435.95,58174024.43,38970300.92,33201023.59,1261617.69,58641462.59,70907563.17,62234985.09,1095080.45,96245346.22,68927823.11,40570636.86,20746922.22,98709261.37,75445726.29,52889502.83,20083835.28,98912904.31,64903766.62,49290404.59,20318783.23,73657380.21,45936402.21,29228280.39,6647591.91,39822780.31,12995470.61,13905052.43,5582565.11,6070581.53,3761026.25,16245575.47,10767276.43,9718516.58,5386219.05,0.0
