,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5833120582.06,3859598653.88,1917982316.64,7746817875.68,5803394924.71,3720615775.06,1723798620.17,6761550874.37,4918489181.87,3213661518.38,1583747526.69,6166683056.12,4534592334.78,2984650287.66,1442696919.48,5619735354.23,4196487790.03,2773932728.75,1389542513.23,5527678576.31,4079988837.69,2681437778.79,1288196061.04,5141313419.26,3796730790.04,2462324707.53,1184294457.58,4673315397.00,3460081754.52,2289404113.94,1111786173.66,4239351634.93,3105533447.91,2028306165.18,986571753.74,3865479479.20,2735574710.42,1772855408.44,866730658.67,3306089482.58,2349252600.06,1549833425.46,768414498.45,3049701649.16,2265222000.34,1511455848.98,754796835.01,2683440041.75,1953381247.08,1274734794.43,621061130.22,2409797561.55,1782559040.05,1187910368.91,589704365.51,2149308234.93,1520411535.90,979579514.60,446053032.57,1540782654.20,1093635054.10,714288559.48,349186247.05,1074704071.12,707547899.46,403001804.17,251104992.19,953267504.30,438115290.63,851587747.68,783349967.97,0.0
2,营业收入,5833120582.06,3859598653.88,1917982316.64,7746817875.68,5803394924.71,3720615775.06,1723798620.17,6761550874.37,4918489181.87,3213661518.38,1583747526.69,6166683056.12,4534592334.78,2984650287.66,1442696919.48,5619735354.23,4196487790.03,2773932728.75,1389542513.23,5527678576.31,4079988837.69,2681437778.79,1288196061.04,5141313419.26,3796730790.04,2462324707.53,1184294457.58,4673315397.00,3460081754.52,2289404113.94,1111786173.66,4239351634.93,3105533447.91,2028306165.18,986571753.74,3865479479.20,2735574710.42,1772855408.44,866730658.67,3306089482.58,2349252600.06,1549833425.46,768414498.45,3049701649.16,2265222000.34,1511455848.98,754796835.01,2683440041.75,1953381247.08,1274734794.43,621061130.22,2409797561.55,1782559040.05,1187910368.91,589704365.51,2149308234.93,1520411535.90,979579514.60,446053032.57,1540782654.20,1093635054.10,714288559.48,349186247.05,1061851063.57,698265414.20,395320373.35,246816885.50,939655600.10,432349125.28,838384482.12,780254893.07,0.0
3,二、营业总成本,5120955486.55,3311769030.78,1604457343.46,6306452491.29,4639023458.91,2827659086.83,1143989444.92,4676282519.90,3379648080.37,2193721979.53,1083057259.85,4297098365.89,3144787863.07,2071280099.24,987695553.56,3890342442.43,2922531397.73,1921963843.27,959915021.18,3961419574.69,3052362503.66,1980701849.98,942245089.01,3827968044.52,2875850278.28,1840802770.54,876138737.59,3531216533.52,2681512803.20,1769334812.25,872552738.76,3289189793.41,2399503923.82,1564615630.01,760778114.63,3034051569.74,2085893753.03,1379440693.94,642326171.09,2553120529.57,1806742862.18,1190660991.54,593418074.99,2341595780.97,1709630227.94,1141254015.20,565231062.00,2088946561.71,1443003437.07,968434725.99,467357823.94,1936858801.02,1414902665.26,970482777.77,469200480.32,1749645338.42,1204651242.57,764455505.87,351559523.19,1091506342.45,674923650.50,362078237.84,160408066.69,605314683.54,391289373.19,260232819.79,139095172.77,581293157.72,266415027.20,531782586.66,465476576.44,0.0
4,营业成本,4604023264.35,3009007246.22,1508669604.08,5442282964.22,4145927467.38,2524410387.14,1039236420.46,4018885671.11,3002665926.93,1945463196.18,971224272.83,3724036883.98,2749765918.66,1815901788.30,867913057.74,3366175400.38,2517395939.85,1668575136.21,838067151.17,3392685032.23,2677452727.93,1743613893.32,824476872.63,3261251903.25,2498174227.54,1592668691.73,755928102.27,2852876091.11,2168564062.78,1442906245.62,699965846.81,2654413969.41,1917839834.20,1256174881.89,593893100.21,2452525912.12,1660920523.87,1083542723.59,506191413.54,1899423599.27,1352172928.68,884672269.43,460544269.89,1763487215.68,1279522189.36,847681923.77,411365648.81,1428817493.70,1011694595.30,669408137.97,319436716.15,1261005099.50,929014676.64,634601482.57,304009835.44,1186017320.75,809111428.25,495517793.14,223402857.93,702627418.32,425396369.06,216560112.52,103015076.80,378786711.07,253324099.94,166822223.65,87977754.92,366154973.03,166437524.66,343845482.27,313875163.82,0.0
5,营业税金及附加,170560385.27,97804704.40,36689506.91,128310821.65,49920321.51,34745327.32,16911540.64,88497276.79,34517828.65,24856226.00,13498270.63,66248735.15,15786416.99,12429837.36,10726445.86,45668378.63,34357856.17,23760269.26,12043357.20,46645736.37,35792743.10,24157734.99,12220718.98,47792552.58,35097895.82,24011125.85,12174046.90,166424816.94,139283693.12,92408832.44,45573545.92,169200364.30,122723176.72,80552794.99,39214724.99,152582492.87,106783888.64,69099331.67,34029503.17,127395848.56,90368840.23,59840232.65,29863950.40,118431827.86,86587155.55,58295818.30,27824671.04,102107616.62,70643760.45,46694223.85,22359372.82,87761551.02,61597734.39,40658815.71,19622694.50,76417388.68,53116111.22,34727464.69,14936893.83,53465533.91,36805575.74,23550724.35,11140954.43,33658697.23,22267457.57,12810024.34,8041250.44,32429301.51,14596900.12,29422726.68,26973430.96,0.0
6,销售费用,8893903.94,3363192.99,2690200.81,69159987.70,21521618.90,16058592.17,13675219.71,88346033.54,51892699.42,35551715.84,17129339.45,100995007.13,61680867.38,40640309.13,20076273.86,102912919.31,64985735.95,41442020.19,21367767.33,92682716.93,61917201.15,39927187.94,18053894.47,83407246.45,57642664.75,36701262.73,17373827.65,81942323.43,52502798.22,34749475.56,16458861.56,79814451.21,48924578.80,30216828.11,15557984.37,67428980.97,43454439.25,29674073.93,12812477.40,65774131.61,42380496.23,26870669.62,12569236.40,75545843.23,46665882.57,33802889.58,29765027.51,137147759.14,78003260.71,59803642.78,35355127.97,124460487.72,78190214.44,54991117.42,31669450.59,130997928.13,86596110.73,51132273.85,32506050.20,119220500.42,68503698.09,42265455.29,21236144.39,87086378.62,60305886.82,42042691.34,21612863.42,95786708.53,44661365.22,80849191.87,68453581.04,0.0
7,管理费用,287394574.95,164921349.39,17176903.70,446386605.25,337278554.46,188584639.56,67359452.91,423106162.89,284589272.50,188651299.73,73484374.58,392988817.47,327590784.36,216845498.27,89286502.95,455666559.32,322818634.85,209557360.26,84681239.60,455870489.81,281980813.13,179989960.67,86358624.72,436353452.29,262839330.08,164194897.01,76310427.37,387062971.48,260234192.06,155355234.15,85626509.78,338756450.43,245199400.42,158370424.96,89286653.44,311857687.66,198214841.53,126727324.89,63373600.04,311473450.32,185716818.49,120528199.76,55646948.10,264302441.95,202891718.09,131828549.10,62528258.32,316943006.46,197815182.84,130839109.82,65076056.17,310538507.26,223543034.24,161455075.41,73114370.70,265805389.63,200453074.45,153442825.65,64704028.07,208076532.65,131649559.82,85028547.61,26984979.50,128960330.62,75597284.42,55702496.81,27066088.97,96118093.34,43744713.18,87647162.88,65587939.37,0.0
8,财务费用,50083358.04,36672537.78,22075964.94,157253011.97,72485135.28,32046137.95,-5158955.50,38668629.07,-2303141.86,-3117221.25,-2101679.75,-6435457.90,-20281104.28,-16399062.11,-8682249.05,-47734800.10,-28916349.99,-25955306.32,-8760256.54,-36002668.84,-16430831.49,-12277882.14,-3727444.49,3220530.02,13889266.60,15825813.43,10336895.30,54350568.46,50611229.92,37221777.19,21595824.09,68694385.09,51444733.26,30088294.53,16575824.01,50233359.19,68024574.78,56768289.77,20471371.89,69891490.42,83814293.61,59993111.18,27101058.88,97131125.26,84779381.45,62395250.95,30601963.32,101186228.40,80834009.54,57676983.34,25130550.83,153093155.52,122557005.55,78776286.66,40784129.09,90407311.23,55374517.92,29635148.54,16009693.16,8116357.15,12568447.79,-5326601.93,-1969088.43,-23177434.00,-20205355.56,-17144616.35,-5602784.98,-9195918.69,-3025475.98,-9981977.04,-9413538.75,0.0
