,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,157030328135.00,110756382807.00,71643825802.00,30500532480.00,128402625696.00,77792051806.00,45742247154.00,18766521999.00,75310819763.00,50038625981.00,31907916293.00,13638977156.00,55931900959.00,37949003202.00,23973109368.00,10607192914.00,50976036006.00,37968867949.00,24223323165.00,11229337718.00,60758500923.00,43674544719.00,28784483386.00,12629628514.00,55261676595.00,37008015255.00,23587088266.00,9905798786.00,45766203362.00,32246890064.00,20559154948.00,8859499869.00,48653808819.00,34974813908.00,22327264574.00,9314519670.00,34508281745.00,22358348958.00,13868274058.00,6070054669.00,24998006724.00,17667929572.00,11236056101.00,5145160472.00,24228268074.00,16675368340.00,10197586578.00,4614990808.00,18776097957.00,12971658546.00,8355052970.00,3565245830.00,15253501934.00,10679226595.00,6741426862.00,2886741309.00,10822696605.00,7210297738.00,4532043525.00,1894536386.00,8379749735.00,5872188877.00,3812000028.00,1871229596.00,5695341869.00,3555342230.00,2130715731.00,881120536.00,2998159921.00,1991887917.00,1246670416.00,560987290.00,2054118158.00,903798763.00,1226517842.00,1069457313.00,0.0
2,营业收入,157030328135.00,110756382807.00,71643825802.00,30500532480.00,128402625696.00,77792051806.00,45742247154.00,18766521999.00,75310819763.00,50038625981.00,31907916293.00,13638977156.00,55931900959.00,37949003202.00,23973109368.00,10607192914.00,50976036006.00,37968867949.00,24223323165.00,11229337718.00,60758500923.00,43674544719.00,28784483386.00,12629628514.00,55261676595.00,37008015255.00,23587088266.00,9905798786.00,45766203362.00,32246890064.00,20559154948.00,8859499869.00,48653808819.00,34974813908.00,22327264574.00,9314519670.00,34508281745.00,22358348958.00,13868274058.00,6070054669.00,24998006724.00,17667929572.00,11236056101.00,5145160472.00,24228268074.00,16675368340.00,10197586578.00,4614990808.00,18776097957.00,12971658546.00,8355052970.00,3565245830.00,15246276775.00,10670885206.00,6740242229.00,2887636772.00,10826214281.00,7210921542.00,4533064489.00,1895264503.00,8384947489.00,5876014508.00,3815905989.00,1871793866.00,5695032562.00,3556925214.00,2131284406.00,882235666.32,2999775744.00,1993160408.00,1247488652.00,561148305.00,2058348827.00,906245668.00,1237737448.00,1074825583.00,0.0
3,二、营业总成本,114169897486.00,81403431537.00,52613015838.00,23047194505.00,89979461109.00,51823670779.00,29423115722.00,12887112766.00,57081946767.00,39362221614.00,25071850484.00,11438089861.00,45577126474.00,30922354546.00,19942372266.00,9467233743.00,44165166621.00,32780998217.00,20667172661.00,9489982290.00,46934926233.00,33385799293.00,21391749101.00,9493606740.00,43524338528.00,30400818655.00,19945706152.00,8788509094.00,38757219860.00,27866411421.00,17431650432.00,7555585272.00,33807361927.00,23440902925.00,14752591869.00,6489164733.00,26921405136.00,18661464103.00,11813493217.00,5247397224.00,20753792311.00,15036635663.00,9737728525.00,4653885921.00,21298008658.00,14464200182.00,8800775340.00,4180448391.00,15609751420.00,10994381341.00,7128642231.00,3217813628.00,13015989479.00,9359104682.00,5937049644.00,2586314309.00,10012775538.00,6825394339.00,4357310457.00,1875567620.00,6622495016.00,4269998998.00,2420702520.00,1088817842.00,4137036991.00,2751602488.00,1682693617.00,716516381.00,2483902773.00,1661221709.00,1040763988.00,465885178.00,1764215188.00,776829412.00,1127423906.00,1043776057.00,0.0
4,营业成本,104760090086.00,74849767356.00,48398509795.00,21096640357.00,81230031437.00,45596066139.00,25511715591.00,11024891643.00,48887730288.00,33808178807.00,21580608347.00,9678495676.00,37769958978.00,25914480615.00,16690336387.00,7965581421.00,36887855177.00,27879375623.00,17392478326.00,7940717271.00,40264329986.00,28915454283.00,18472095524.00,8131708364.00,37018082240.00,25894190792.00,16923764494.00,7427780088.00,33061916236.00,24024069872.00,15026219320.00,6501971557.00,29245825357.00,20438110944.00,12844766161.00,5610280022.00,23436669946.00,16381175942.00,10369312651.00,4604443067.00,17865402794.00,12971296075.00,8381406566.00,4007125225.00,18191656430.00,12220630605.00,7327569535.00,3446904573.00,12925705599.00,9104401175.00,5911568269.00,2678821458.00,10744249860.00,7735467235.00,4892171181.00,2085819407.00,8314129546.00,5689829848.00,3650628853.00,1575221512.00,5582758630.00,3562367494.00,1985604679.00,884329950.00,3305703943.00,2227128174.00,1343555379.00,562524641.00,1961170514.00,1312370785.00,807633914.00,358092714.00,1306913463.00,568295974.00,770106166.00,693229678.00,0.0
5,营业税金及附加,1403049105.00,993956524.00,669551643.00,314671182.00,1457667777.00,1025818333.00,688602987.00,311203737.00,946987748.00,664072826.00,460384905.00,236349230.00,672450031.00,209624960.00,123859824.00,45243503.00,425261228.00,351605447.00,265128810.00,47720217.00,339994757.00,229936228.00,148170135.00,58022957.00,296787586.00,189171149.00,119057351.00,46217359.00,240507673.00,159912762.00,102595079.00,32474184.00,278345034.00,193708694.00,122869661.00,44289815.00,162729684.00,93807246.00,58392245.00,27413391.00,133951683.00,91690758.00,57749413.00,25819546.00,148435452.00,103452397.00,63003488.00,29643149.00,134079155.00,91815755.00,0,20008341.00,95107184.00,60649879.00,39667697.00,23354139.00,65958736.00,36863086.00,19648226.00,6235156.00,50136110.00,37353320.00,26989565.00,13907799.00,41047077.00,23984606.00,14294260.00,5455077.00,19344748.00,17452260.00,14007726.00,3672009.00,14360349.00,6605383.00,9568805.00,8241263.00,0.0
6,销售费用,4416574602.00,3137157395.00,1983124621.00,893204798.00,3733294706.00,2659319836.00,1669270151.00,728080936.00,3571929955.00,2483700152.00,1591726643.00,743982438.00,3276413657.00,2315111112.00,1505219579.00,680319498.00,3105093847.00,2124203172.00,1370135669.00,597803138.00,2936834685.00,2002737060.00,1319471623.00,558269750.00,2684504697.00,1872833885.00,1209471206.00,554710004.00,2279765928.00,1562861255.00,962855719.00,402067678.00,1859205282.00,1248828365.00,800614875.00,358779760.00,1546450567.00,1110084962.00,711730658.00,329114658.00,1419568657.00,1065883684.00,704118231.00,333154241.00,1366424936.00,986488988.00,633919088.00,305561271.00,1219227715.00,884220180.00,52415942.00,259728890.00,1148673297.00,847704643.00,541069483.00,242163818.00,832756435.00,561852983.00,335412159.00,134218476.00,443763104.00,287096437.00,158561769.00,64194648.00,303202618.00,209874418.00,137393982.00,60168855.00,216922865.00,149630968.00,95344589.00,46179951.00,194735897.00,90206825.00,159066896.00,146764394.00,0.0
7,管理费用,4741154188.00,3339818897.00,2165012403.00,993821377.00,3752167303.00,2694763541.00,1590730671.00,763982244.00,3459690531.00,2228271432.00,1363731907.00,727605038.00,3143599769.00,2240857926.00,1440940771.00,705412367.00,3177596052.00,1942627686.00,1314465116.00,668299758.00,2679857666.00,1746529554.00,1081259352.00,549286468.00,2395766518.00,1545809625.00,1000615834.00,485055968.00,2173046077.00,1400325530.00,889886036.00,410257321.00,1789413283.00,1125685360.00,702229165.00,344616528.00,1254145660.00,730915144.00,443025643.00,185311349.00,976170262.00,622221829.00,410131421.00,197278293.00,841233249.00,546901582.00,344218188.00,175473542.00,720756694.00,470625082.00,579422438.00,116389511.00,498708312.00,326112321.00,208583841.00,105380123.00,354670618.00,228390654.00,149289842.00,70091340.00,274444185.00,196438116.00,133418079.00,54555772.00,298848780.00,157378751.00,104106809.00,51519892.00,190969658.00,108641055.00,71207026.00,31070038.00,137293265.00,59306642.00,92747953.00,88668179.00,0.0
8,财务费用,-1338169232.00,-957424965.00,-629722766.00,-266766693.00,-474090826.00,-197771405.00,-65547293.00,58954206.00,215619749.00,177998397.00,75398682.00,51657479.00,336856697.00,242364383.00,182100155.00,70676954.00,569500729.00,483326702.00,324964740.00,235441906.00,714489131.00,491196080.00,370806379.00,196319201.00,968510019.00,738125736.00,532109799.00,274248915.00,1002059060.00,719262002.00,450114278.00,208814532.00,629089295.00,434597538.00,282139983.00,131218608.00,480986016.00,349055580.00,232320170.00,101415343.00,356469405.00,285543317.00,184322894.00,90508616.00,751235928.00,606726610.00,432065041.00,222865856.00,607127022.00,443319149.00,284159492.00,142865428.00,529250826.00,389170604.00,255557442.00,129596822.00,445260203.00,308457768.00,202331377.00,89801136.00,271392987.00,186743631.00,116128428.00,0,188234573.00,133236539.00,83343187.00,36847916.00,95494988.00,73126641.00,52570733.00,26870466.00,110912214.00,52414588.00,95934086.00,106872543.00,0.0
