,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9351439510.07,6254990267.26,4186970321.87,1798604618.75,8168708704.23,5438132763.32,3639589109.46,1568115691.64,7247524855.71,5065883183.18,3268813950.45,1485448286.03,7314804589.33,5034289662.06,3310004420.33,1642780841.91,7060089115.10,5015787441.91,3166625456.50,1416951061.40,5943513348.38,4174603890.39,2634286922.33,1162870526.89,5328121623.61,3762579364.75,2487358094.92,1165556678.89,4941836029.16,3677657774.53,2479065462.63,1256355671.40,5199331120.79,4006626750.13,2596159695.69,1224631597.84,5346505242.06,3998717868.47,2407587167.19,846299087.34,4636424794.75,3364435349.93,2181122166.10,963326920.47,4323444775.48,2734495961.94,1614051367.56,701754356.18,1942805380.28,1197849805.04,701639224.75,328138362.52,933814768.40,750377431.17,0.0
2,营业收入,9351439510.07,6254990267.26,4186970321.87,1798604618.75,8168708704.23,5438132763.32,3639589109.46,1568115691.64,7247524855.71,5065883183.18,3268813950.45,1485448286.03,7314804589.33,5034289662.06,3310004420.33,1642780841.91,7060089115.10,5015787441.91,3166625456.50,1416951061.40,5943513348.38,4174603890.39,2634286922.33,1162870526.89,5328121623.61,3762579364.75,2487358094.92,1165556678.89,4941836029.16,3677657774.53,2479065462.63,1256355671.40,5199331120.79,4006626750.13,2596159695.69,1224631597.84,5346505242.06,3998717868.47,2407587167.19,846299087.34,4636424794.75,3364435349.93,2181122166.10,963326920.47,4323444775.48,2734495961.94,1614051367.56,701754356.18,1942805380.28,1197849805.04,701639224.75,328138362.52,933814768.40,750377431.17,0.0
3,二、营业总成本,8528502513.52,5610254295.47,3768206998.34,1607146424.56,7576751239.76,4964679124.39,3349058455.55,1393952547.62,6574596174.82,4501626003.49,2892730188.05,1323613533.87,6594003145.66,4440629695.86,2904046374.24,1467388769.27,6353682110.26,4442172270.84,2785398968.93,1266988983.70,5261980961.91,3570657547.64,2251388338.95,1014767682.08,4665930025.09,3205174100.40,2138415534.67,1001515075.85,4306169424.43,3120220702.91,2107443676.12,1082276600.63,4502771827.53,3388180743.30,2206432913.98,1055943971.61,4533306414.10,3335926942.06,2024410268.68,746077303.73,3903934628.37,2738111609.37,1772181390.00,791909083.78,3589233610.72,2188856250.40,1294072838.12,566712157.03,1537205761.32,958172971.77,557246233.33,254419204.65,890758248.38,706866626.55,0.0
4,营业成本,6310180384.09,4232274875.55,2833173297.47,1209993845.99,5544215117.74,3676560204.15,2437735567.55,1073681497.16,4855286572.27,3404461141.18,2215185411.72,1030828261.85,4922954425.09,3391675578.05,2228368230.21,1125309842.89,4808845747.72,3411770783.05,2154103694.21,987438850.92,4003145392.28,2790202683.09,1755559819.53,787048352.84,3495965363.62,2461632548.92,1655145048.33,787580375.60,3209849474.70,2395190775.01,1626994711.91,840133226.70,3358923758.24,2589836378.29,1667249617.64,801738909.25,3402944132.38,2516794574.53,1513989553.89,560025855.29,2844982800.00,2039137472.89,1311971737.17,594809286.71,2674227267.21,1691095566.23,1023390799.78,457592573.97,1235544296.72,772816650.86,443017497.97,210822487.98,784073264.45,620793406.79,0.0
5,营业税金及附加,47037809.14,23713750.95,16541883.21,9878273.44,48762937.54,30556132.81,24810557.53,10387740.16,61130310.44,39840991.35,25865261.82,11058972.09,54388863.65,31864279.68,20018465.31,11921552.17,45672755.68,32608840.35,20653816.81,10526313.69,31830320.14,23258170.02,14099682.97,6733916.81,33609379.69,23169010.32,15633570.03,6433107.03,30734206.15,21732450.72,13878163.41,7179150.47,39110012.38,33183026.82,24950579.55,5547132.12,8974644.04,5560553.58,3452778.88,1383151.24,5294021.27,3796093.60,1832760.97,565146.41,2627887.89,1951181.07,1112142.28,577044.14,1033905.85,621821.49,313250.71,92119.10,0,270516.59,0.0
6,销售费用,1476528474.62,895668685.52,620178122.30,238262381.10,1376709104.23,888198333.95,632323849.16,203499242.51,1092858447.20,698552924.80,427420749.60,189669153.81,1103306058.27,657469710.71,424011562.04,213674019.49,988915582.62,622228389.67,388296479.98,175455583.53,773397287.26,487538972.51,322719832.58,151288487.80,722082864.97,474361482.44,316982383.54,128400491.31,681720577.60,465142540.25,304591377.61,151265271.63,782929056.93,550350961.42,365824714.57,152509627.34,791432429.53,585319953.15,372224456.21,113771443.88,746007178.21,466863171.10,301937166.13,127310710.00,695847054.13,343370690.61,165435628.55,69689588.63,189673210.11,116457932.08,69133074.59,26017359.83,84171309.28,66725970.33,0.0
7,管理费用,388885835.59,254647689.31,159545262.23,61100660.84,310303579.98,179761212.35,238082674.98,99316117.64,553312102.58,339334927.27,215955075.58,88944349.69,498750428.44,351233073.04,226940253.53,109221086.76,514830833.90,370441467.47,221357314.04,94119168.94,464607887.67,272631206.55,162816527.26,72974067.90,413571347.83,257295534.18,160202877.93,84716598.07,406273845.55,260935873.47,176522551.39,91405848.24,357366575.50,240564563.61,164702260.27,97478529.37,367015763.36,257429492.86,161035657.62,74607600.35,326751472.09,262241857.12,184470099.34,70163375.52,240520537.77,162086989.16,102522212.84,39750224.04,107431254.12,69889280.02,39369740.51,16903079.18,23765817.56,18775634.92,0.0
8,财务费用,-24508795.89,-6979286.19,-4285099.99,6556838.69,-10793017.19,-16077864.78,-1781766.58,4085495.12,-490938.58,1672253.28,418578.20,-1135807.90,-8634059.63,-9331012.58,-3976901.43,-751100.34,-8688675.64,-9719582.85,-6083096.72,-6388699.10,-15821940.07,-9994972.73,-8776911.72,-3427699.61,-18540477.98,-15521259.38,-13285819.04,-6452600.03,-33066533.68,-25452017.26,-17791564.58,-8372029.93,-40677143.74,-28497264.56,-19089881.53,-2639655.99,-41575979.81,-27498625.13,-19012174.08,-3798067.66,-42854081.25,-31534608.17,-28080033.90,-2392666.47,-23808220.97,-5917100.94,-2010405.68,-520110.19,-2640157.49,-1879702.51,-957688.98,-391947.11,-2292269.08,-202576.44,0.0
