,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5861722442.51,39608340979.04,27982305505.27,18328682761.12,8611390241.19,36683290538.29,25369930686.59,16278444549.52,8132656395.75,33713780563.65,23624063714.27,15616538352.60,7781911663.38,29103942295.17,20628759196.44,13080757884.10,6322404901.76,30909319882.88,22401080450.47,17029480332.57,6326180490.88,36082035587.69,27470750416.78,17923337872.57,8294109901.20,41557911422.06,30842596800.55,21343118886.85,10606708220.72,36008701061.16,24690845430.39,18725360311.01,9734430972.21,37557034131.85,27747948840.26,17975388629.11,8827201915.77,23927330309.23,15305662684.24,10309097041.51,3376055419.98,2748902640.45,2177821377.75,1530278890.41,783504696.33,3668803151.78,2898172810.01,2005899642.23,1051545586.31,3352139948.23,2351641188.99,1407315526.53,748316555.09,2482921482.59,1751172442.99,1206153686.63,471127960.34,1849997072.60,1389134969.88,892311660.13,440264402.80,1656982091.80,1195143526.83,764524012.20,385353036.09,1559082692.82,1195328183.80,768590639.58,359947757.31,1353658827.75,1004009706.62,683173491.95,309028117.77,1062288028.01,458393246.06,1117932597.92,610531882.31,1391618677.66,699641312.39,1251065617.71,583221321.44,1355980861.76,706641723.42,685209562.60,592088050.45,522590337.69,419244917.13,0.0
2,营业收入,5861722442.51,39608340979.04,27982305505.27,18328682761.12,8611390241.19,36683290538.29,25369930686.59,16278444549.52,8132656395.75,33713780563.65,23624063714.27,15616538352.60,7781911663.38,29103942295.17,20628759196.44,13080757884.10,6322404901.76,30909319882.88,22401080450.47,17029480332.57,6326180490.88,36082035587.69,27470750416.78,17923337872.57,8294109901.20,41557911422.06,30842596800.55,21343118886.85,10606708220.72,36008701061.16,24690845430.39,18725360311.01,9734430972.21,37557034131.85,27747948840.26,17975388629.11,8827201915.77,23927330309.23,15305662684.24,10309097041.51,3376055419.98,2748902640.45,2177821377.75,1530278890.41,783504696.33,3668803151.78,2898172810.01,2005899642.23,1051545586.31,3352139948.23,2351641188.99,1407315526.53,748316555.09,2480360012.51,1751537428.54,1204113187.94,470581190.43,1856455533.01,1383066086.97,887580999.53,439215545.25,1662707568.23,1196228426.26,764891232.99,375767170.30,1564008463.29,1201825766.60,773542966.90,361807589.75,1361209655.56,1008835616.95,686074186.77,309221293.70,1067034365.57,460082117.86,1120968649.30,613013383.11,1396901701.98,703386375.20,1253496410.99,585012169.23,1355386143.41,707360156.77,681987736.77,592088050.45,522590337.69,419244917.13,0.0
3,二、营业总成本,6536790027.00,37979107669.28,26521274252.76,17394339532.27,8149752867.06,35383337056.38,23948209164.74,15206947600.95,7698896894.31,31327314908.84,21934879219.35,14419642439.13,7178219170.64,26980386493.46,19327494239.38,12048124945.58,5850495278.65,30915104277.49,22349089966.27,16787624486.36,6483637099.02,37743486214.70,28465126112.98,18676285901.46,8603389244.17,41680250716.76,31343381194.38,21625106523.10,10654173773.37,35811332301.57,25137993436.84,18685980106.87,9515069442.61,36523041886.95,27160370020.41,17425654551.79,8366161726.26,23460367644.61,15283643705.07,10061203271.52,3263354751.32,2502828567.85,1906298446.90,1288755675.82,673910865.58,3201932529.51,2483214299.59,1735318413.17,902428804.29,3019300135.65,2109389337.88,1206575383.53,633206214.76,2345012596.33,1654013878.72,1116270898.73,429946226.90,1523841548.76,1125502299.82,722115607.34,347043502.92,1483332644.16,1036732706.69,698303816.04,366002589.41,1539344365.15,1183086107.14,757399730.55,346804576.89,1442275487.13,1007541818.23,685313784.30,302109816.72,1080719463.68,440143370.93,1110312644.73,603927716.81,1282510447.41,672634299.58,1293871356.00,505978933.53,1079590441.76,0,439264931.84,402993354.68,348916405.60,262545209.70,0.0
4,营业成本,5901003066.95,33842254831.21,23492585647.94,15216469720.93,7038973753.08,30368798713.09,20448554098.29,12774170532.15,6498934685.12,25683264309.83,18154913520.48,12101890096.98,5927638468.18,20900931148.41,15132892495.24,9109409863.75,4734772856.74,25999024905.32,19191774701.47,14490709014.42,5530642327.66,33492370295.26,25553684793.58,16706871331.30,7700992767.52,37330148359.98,27876266898.72,19366030217.29,9466486020.67,31675887751.61,22015525017.34,16591362905.34,8305764323.75,32174718956.40,23871494241.00,15208323577.53,7265970279.56,19984310722.54,12900956395.54,8493998122.84,2610669757.65,1847707455.86,1419113899.11,962734491.88,510218921.94,2528399907.37,1999717387.24,1385559624.01,737117387.15,2355410826.26,1780672478.20,1014446231.73,539291804.75,1972773904.91,1387893690.55,933808542.35,367870950.95,1357845872.86,1020558702.82,652031061.94,309292181.68,1213686115.96,880075958.52,596797932.52,321299932.31,1283861576.94,1000229603.72,629953717.32,304729107.09,1187345340.40,841728442.27,558403198.25,259160377.51,943538507.23,410148229.72,989674889.44,520755111.32,1153535447.97,575706608.26,1052032967.37,444136682.01,998944089.06,0,393335919.04,364854846.94,317633692.71,212041586.14,0.0
5,营业税金及附加,114988307.49,1760378793.37,1425111652.34,1087912180.36,460411166.44,2070625995.56,1211475336.57,867254696.74,436943855.65,2552516069.46,1694994072.73,1063306724.33,427245594.84,2379801473.44,1651819884.07,1084674925.40,344719514.25,1550214693.66,972766090.17,700989571.93,339428170.79,1468779415.92,1027900162.86,667545716.61,278944323.20,1720524677.91,1298500008.31,831097091.18,434396239.13,1602046247.27,961792323.98,710496674.95,447224665.46,1943927214.29,1447418214.13,970355157.09,462356768.28,1573182050.06,1084298549.77,709135796.95,271261190.02,3120523.70,1844885.14,961581.39,444785.20,6768319.99,4929684.69,3317313.80,1424457.42,7371783.83,5249236.14,2509851.82,1218976.44,5382252.63,3768596.40,2707075.83,512114.40,7839167.71,6579798.17,5784556.66,2492984.78,9126462.99,6312147.69,3761258.96,1933883.74,7484802.15,5438170.39,3855925.99,1603672.59,7180206.82,4549304.75,3530193.01,1985370.69,7164420.16,2469802.81,5866860.40,2820992.41,15449896.62,4121266.46,7333819.21,2849018.15,7747298.37,0,5051827.73,3621764.33,3136474.20,24280336.64,0.0
6,销售费用,69888112.92,300064834.96,232733346.90,164796481.52,88410725.97,252593519.69,226136594.62,160208595.58,71317278.62,305089149.16,246067802.93,167143056.76,81376032.34,327655563.10,267535722.86,190307172.53,93851812.02,291885867.75,260163519.27,194477954.17,99465057.05,225178966.88,273746696.60,182950438.04,80413129.00,389095068.74,347656267.11,217600489.09,99476730.43,274376306.64,192383062.30,127157611.88,74994431.26,205570947.99,131682118.28,102773031.32,39721910.99,111558218.03,77695039.93,55285597.49,23650721.55,27157843.99,23763022.57,15981204.97,10180345.03,28561930.43,24830726.81,15595398.19,6187752.55,26594344.05,18446349.51,12315899.95,7023473.20,26521259.15,19645983.05,13733610.56,4310716.88,22494654.97,20824456.07,16035465.83,9296198.46,36275297.81,23119585.53,15495294.30,10388908.09,25273331.04,19737877.32,13639088.82,5513084.31,23006067.84,13318624.10,9659642.27,4422510.22,18947605.32,4726071.71,19158015.40,4104777.80,3142762.87,190915.78,2148156.83,2703255.42,5456957.15,0,1964552.33,1076421.20,1034601.47,838489.83,0.0
7,管理费用,340037659.65,1530137862.71,982306280.72,665222219.13,342707218.27,1642410977.26,1394889389.07,1170278818.37,547968782.26,1622667089.30,1248035712.26,713324216.94,570250930.36,1596461696.83,1676785947.42,1246541967.79,469666916.51,1514430335.14,1131003184.27,878026402.31,305349883.81,1272920832.72,920181454.53,604777053.81,270652061.13,1531331695.97,1237720253.73,794973072.26,378350125.50,1262557334.80,1191226296.24,781453814.67,448355209.01,1402245161.07,1057588782.90,714951359.78,380386227.76,1030493045.53,644290595.13,444805622.95,205918020.74,462921563.95,337328225.22,221547572.05,108338249.74,458326243.39,312300210.54,231091497.68,106698459.98,464691464.11,189440775.44,110880508.02,55508529.30,194308879.53,134070498.07,89359162.25,25801953.37,145717012.69,92844072.22,65132120.54,30831729.35,145370819.93,82878508.23,59270387.75,29219567.14,111268688.59,85145773.24,50113018.80,22336812.56,119036867.42,71390673.90,49005958.50,24175261.35,93100398.53,37722472.81,93290331.01,45520341.24,133513510.54,55278828.02,117624067.31,46203209.12,109921269.53,0,32913998.02,27838264.02,21193197.69,21723348.55,0.0
8,财务费用,98745490.36,446061864.53,319335118.86,220221472.35,109282363.09,465363625.25,349502227.72,230154619.64,120007646.46,589277283.36,456469022.75,303375570.13,142053782.57,750029632.16,539336295.32,365198544.46,188247378.09,841406211.85,639596961.97,411633711.79,201626430.06,918071391.57,685382322.78,527423988.53,273833998.46,650914510.10,539975790.55,373973690.82,246859549.89,983134809.43,779706981.22,482959643.98,245959842.48,774511428.09,634590626.31,415986756.92,216998080.08,756493874.32,576316505.96,352394322.80,137307273.84,162295207.73,122108952.60,86928980.59,44728563.67,126048523.84,132498238.14,90816527.32,51000747.19,154975369.37,115580498.59,66517901.48,30163431.07,146026300.11,108635110.65,76662507.74,31450491.30,-10055159.47,-15304729.46,-16867597.63,-4869591.35,78873947.47,44346506.72,22978942.51,3160298.13,111455966.43,72534682.47,59837979.62,12621900.34,105707004.65,76554773.21,64714792.27,12366296.95,17968532.44,-14923206.12,2322548.48,30726494.04,-25485337.51,37336681.06,114732345.28,10086768.83,-42479172.35,0,5998634.72,5602058.19,5918439.53,3661448.54,0.0
