,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6382822629.01,4981268464.13,3804787671.67,1916636440.38,7292338602.01,5035937894.65,3698812698.24,1468804849.73,5991041367.69,4403442291.37,3110919854.30,1379654854.91,4047348588.81,2528745588.42,1674783379.61,666639554.32,3542663727.70,2826405957.00,2290739666.52,877956278.99,4997362298.64,4080959786.97,3040129810.22,1413166460.89,6560504694.55,4991093497.93,3756115526.57,1387079133.47,4475499426.58,3402315378.67,2378847037.99,1066862123.73,6853693880.97,5692515684.07,2468826538.42,1080933230.84,3974464361.93,3252712460.70,2074891708.67,809332161.89,2650204628.03,1895558748.09,1273238415.06,412289842.24,1876569031.23,1609818995.14,1304135960.47,474042347.14,2116863263.72,1605308066.69,1114335801.28,382039907.08,1725753678.72,1286476744.22,898221518.09,340376949.36,1186632030.20,854647275.38,591539773.39,254667834.88,1371919547.16,1019577479.47,771413903.32,353896425.88,1697850128.81,1317693668.08,868342021.13,340376731.97,1186816321.03,900317199.47,536875930.21,518183516.84,253019234.08,0.0
2,营业收入,6382822629.01,4981268464.13,3804787671.67,1916636440.38,7292338602.01,5035937894.65,3698812698.24,1468804849.73,5991041367.69,4403442291.37,3110919854.30,1379654854.91,4047348588.81,2528745588.42,1674783379.61,666639554.32,3542663727.70,2826405957.00,2290739666.52,877956278.99,4997362298.64,4080959786.97,3040129810.22,1413166460.89,6560504694.55,4991093497.93,3756115526.57,1387079133.47,4475499426.58,3402315378.67,2378847037.99,1066862123.73,6853693880.97,5692515684.07,2468826538.42,1080933230.84,3974464361.93,3252712460.70,2074891708.67,809332161.89,2650204628.03,1895558748.09,1273238415.06,412289842.24,1876569031.23,1609818995.14,1304135960.47,474042347.14,2116863263.72,1605308066.69,1114335801.28,382039907.08,1719913413.79,1281357121.25,894955909.86,339478703.58,1173180338.75,845915650.80,583577505.49,251503307.96,1354152309.64,1015619819.11,767595031.47,353670288.86,1691228640.88,1316176760.65,866690972.62,338944799.87,1184457060.66,899095436.91,536090213.62,517035878.67,250471871.84,0.0
3,二、营业总成本,6286378137.68,4877875314.60,3689745469.34,1917576394.06,7276005111.50,5050658967.32,3674547443.67,1474631635.64,5961997982.40,4398451893.08,3092672036.60,1383870807.24,4310479390.48,2857452821.76,1981055123.52,780560704.79,4367156920.85,3226385035.66,2524349625.98,995606433.39,5465138289.82,3967840457.02,2938912275.94,1366167861.05,6324820197.63,4803967944.64,3614913441.67,1327903732.77,4382131337.49,3346758729.23,2302976988.45,1007113570.47,6292972121.39,5148235426.72,2271553857.12,994769070.89,3662973130.68,2985801670.29,1901515486.38,757453886.26,2546635756.56,1829677422.94,1231062907.30,405600632.80,1841909153.92,1567857040.17,1259103653.34,460980034.80,2052574964.48,1551735354.08,1075921779.68,370660434.05,1677546508.22,1243261624.05,865311017.93,330668443.45,1152538798.57,829509446.69,574753346.67,246575239.25,1342713815.65,972794963.61,737995395.96,340318197.67,1637179950.34,1243131629.43,820590747.41,325343493.31,1064813510.34,817653383.61,479233166.36,460879834.96,235188258.06,0.0
4,营业成本,5468920500.38,4280702215.80,3262511087.71,1644564887.18,6319186742.07,4362053858.62,3162600494.90,1258047701.18,5122190056.19,3785835560.94,2656842014.14,1182700408.78,3532669528.53,2259220286.46,1506534158.69,633635643.40,3332895335.15,2631111076.16,2075930684.59,798913029.23,4493432441.47,3431434084.14,2550009504.60,1188695542.24,5642127905.03,4266414379.45,3198247549.14,1185733772.96,3886304914.65,2995162022.00,2049298809.47,894049085.76,5716419055.17,4695313464.95,2146934966.18,942293168.69,3488184835.65,2836361015.64,1791410390.83,711438968.41,2377740527.46,1684016735.59,1144796467.17,373424430.76,1686868733.41,1444961085.44,1165192958.57,423021621.26,1930881483.22,1451753824.50,1015822001.99,353371652.33,1568172532.87,1152043134.83,803170974.90,300013358.97,1080086962.95,772387012.72,535069467.93,227609558.67,1276988654.20,927339618.92,704160245.47,322730612.25,1575317374.98,1195678409.43,789142147.80,309494953.98,1004650100.50,772567777.51,459388214.90,426639065.12,212565343.94,0.0
5,营业税金及附加,59707259.95,40875047.42,29004405.89,14705309.81,54494459.62,38501021.00,28399797.64,15301505.66,67380510.73,50449944.07,33042070.70,15224504.61,38562119.39,5980610.10,3543290.69,887882.90,7450197.63,5581161.91,4031888.36,1457990.39,11915012.10,9796499.29,8126814.75,3084784.28,21260219.76,15478724.86,8144064.09,5952800.03,11597596.42,10265582.95,5823171.91,2481986.99,22276216.53,16159620.63,4833856.94,196659.07,6765770.23,5226518.65,3830015.43,1143444.68,6660287.04,4850096.14,2021813.55,17801.05,1135517.50,862626.25,321719.22,2770.52,3572312.40,2310610.47,2293948.29,0,4095379.59,3372135.64,2189443.91,818901.90,3279896.02,3279896.02,2520041.89,2413054.93,1832061.77,702827.82,639396.31,0,1572915.84,1572915.84,1572915.84,775407.10,2398375.53,1984481.21,902189.38,1963812.45,832006.81,0.0
6,销售费用,282050762.04,201361220.92,139880713.33,66638925.04,283350041.85,192721600.31,126520137.53,53145246.72,230615011.48,187833874.55,115692904.21,58574760.64,204580438.10,158068009.42,108823513.16,50985194.64,220367777.48,158075374.22,118749881.91,61014272.34,269661024.00,200731066.76,143808375.76,61335294.54,228008842.11,166871448.61,111202956.12,43949256.62,185518959.33,131515661.69,96162691.42,42964564.92,203598906.38,165606176.79,41582666.72,19128284.02,64942244.46,45123615.26,28865226.23,15132245.52,51903553.54,37200265.97,24154523.93,7524495.64,42185553.82,29857688.72,26650959.89,14035597.42,35355822.99,36712675.02,17865739.72,4902362.83,32857934.25,27980953.13,15446187.43,9387181.22,16889814.91,13835293.90,13091789.89,2575021.60,19687707.10,12611054.60,8269852.87,5015428.54,15188477.12,12907372.88,6767984.19,3210010.59,10782560.14,10577073.37,4024175.93,6485509.24,4998622.44,0.0
7,管理费用,214770484.09,161211746.88,111883220.46,53530379.68,215329637.04,189497317.63,181546316.40,76497728.19,345231351.77,255248486.74,177912864.32,77037011.70,334661734.04,243619859.73,179184547.51,59494856.99,421446452.30,291742037.04,197404097.67,81456203.16,404951591.66,244582195.66,171718354.85,90928787.56,329488929.95,238277612.93,160673493.04,64214740.27,237153461.12,158806474.65,108596514.95,49035534.42,297314585.05,201725264.46,40474639.72,18361328.55,70832290.50,46276182.18,32193446.80,14075159.92,63075062.17,50496037.94,31462333.39,12218318.79,63011101.12,52400355.91,33531784.30,14542542.98,46763717.68,32190960.06,20213517.31,7656906.53,43646127.11,36376715.43,26475452.76,9912226.89,35912972.89,21355257.92,13242752.32,5813032.97,45298636.42,33816413.37,25652097.24,9814831.61,32666932.93,30965626.89,21228158.02,10381274.16,41944528.94,28768712.49,13218586.48,24106216.32,13814200.30,0.0
8,财务费用,83627460.15,75144174.32,57761740.63,42478970.75,93352066.24,81482722.35,65127833.48,25048194.71,70781039.65,57527500.43,45006526.69,18423259.83,79160260.72,72382014.84,58069973.72,30699371.41,145148735.55,92897398.69,67980868.56,34541738.27,56759068.94,37170550.78,16211493.27,7122276.39,60752425.91,53828044.62,40859991.87,18053162.89,45245662.54,33847505.81,22392705.87,8582398.38,27610822.45,11603172.59,-2725770.31,-2357589.36,16138869.78,13417637.43,7319705.96,3164067.73,28755356.50,29804613.80,17276355.63,10915586.56,46189197.00,34301206.51,22432154.02,9377502.62,33441875.94,24034478.05,14993766.39,4729512.36,28774534.40,23488685.02,18028958.93,10536774.47,16369151.80,18651986.13,10829294.64,8164571.08,-1093243.84,-1674951.10,-726195.93,2757325.27,12434249.47,2007304.39,1879541.56,1481847.48,5037945.23,3755339.03,1699999.67,1685231.83,2978084.57,0.0
