,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,229821240.55,156676026.13,96037960.56,397762506.41,295148118.40,215527047.23,91972185.07,341860367.45,247826090.45,166631485.24,78837399.27,335811133.36,267482594.42,197229554.94,101919767.47,407924061.92,308252601.55,196041474.89,88643922.14,383296950.49,259715671.84,194799307.14,103237808.53,315446560.75,200072893.90,130222912.98,50690616.65,276925254.50,158767538.06,98578149.73,36364186.86,257848900.29,198171981.49,156469523.56,97313642.26,278413976.43,177407525.91,123609741.03,43145328.16,174861678.92,118836480.94,77547655.41,47271449.70,188623183.04,141182204.29,95407671.38,36631516.24,255611379.77,156782473.32,108926680.57,43972005.65,246815845.37,178462952.53,131147874.74,83224824.89,149012506.15,103631070.25,71893419.83,43535151.60,262980529.65,182294421.52,125847120.91,45636227.56,367494101.33,260537286.74,150203576.81,65219263.85,366306649.85,258077150.55,173332663.41,301144011.05,133789467.72,193864321.74,133096671.20,131826964.40,0.0
2,营业收入,229821240.55,156676026.13,96037960.56,397762506.41,295148118.40,215527047.23,91972185.07,341860367.45,247826090.45,166631485.24,78837399.27,335811133.36,267482594.42,197229554.94,101919767.47,407924061.92,308252601.55,196041474.89,88643922.14,383296950.49,259715671.84,194799307.14,103237808.53,315446560.75,200072893.90,130222912.98,50690616.65,276925254.50,158767538.06,98578149.73,36364186.86,257848900.29,198171981.49,156469523.56,97313642.26,278413976.43,177407525.91,123609741.03,43145328.16,174861678.92,118836480.94,77547655.41,47271449.70,188623183.04,141182204.29,95407671.38,36631516.24,255611379.77,156782473.32,108926680.57,43972005.65,233524358.49,171302957.68,126768888.34,81530018.08,142019409.70,99295596.11,69066297.27,42882468.48,257302383.68,179609347.30,124677623.60,44911809.60,363191410.98,257441211.45,148187533.39,64177478.66,363082838.80,256251320.03,172795007.74,295454117.26,132855911.59,192410232.15,132655937.42,131590451.29,0.0
3,二、营业总成本,243786700.47,166460569.18,94745235.60,397235688.85,284701766.81,203233377.43,92635592.48,412561424.06,262193143.47,176247354.75,82613652.57,341328976.46,273275599.57,199290122.55,98463320.33,514697349.25,365639213.88,252767413.41,88737679.04,385051213.77,268542034.95,195001627.78,105722364.42,400860919.88,241073929.25,169400544.62,75354241.91,289543763.79,188436735.79,120471328.75,49339333.87,294582447.50,216818975.07,158929041.14,95330922.03,269327437.36,171661088.90,121723666.76,45657638.03,354804369.40,165217501.42,111233844.91,55512571.97,270524073.84,165032516.00,113683847.22,51434025.42,256852220.60,165897092.94,108059052.11,48585208.50,254868362.96,188441313.85,134415192.16,81973757.09,267237653.05,162961382.30,116470076.28,61189201.36,265632666.01,182396903.76,126537130.51,48721476.37,322574021.60,230424105.87,138862472.40,55131750.68,267161830.58,194470117.76,128412458.53,199759304.01,83146565.69,120662649.29,88705523.08,89473618.31,0.0
4,营业成本,168545735.75,115029743.34,72969285.41,294070769.75,218077332.59,158435915.64,68156874.22,257541871.59,185605005.79,125657397.03,55410801.78,248507897.39,203619339.93,151158681.26,78103698.03,293358176.47,221804591.92,140808961.55,64125142.02,281391713.21,191226307.86,139113301.61,76808685.74,231715760.28,151724883.48,105062347.98,42561306.13,189839014.91,119353033.08,74711209.10,29150684.93,193370160.71,147285756.39,115658235.44,74274190.82,190953769.60,122118037.56,89348426.73,30627317.20,132509098.37,83772423.91,53500736.53,31589229.00,126621926.79,96697330.99,66331335.19,24810685.95,163522039.54,97122282.34,63021335.84,28678109.49,154624277.75,114745932.49,84635550.65,56143972.66,106281630.50,70227524.59,50478765.62,31067359.10,149691583.31,99578496.50,67403943.18,22452242.91,194609981.50,135163170.42,80547892.90,31879474.08,169581016.33,115007714.82,70819803.84,114864649.81,52677603.62,72937466.61,68521035.98,71355058.46,0.0
5,营业税金及附加,2614877.24,1896415.53,1215531.34,4696901.20,3698494.90,2591893.29,1051517.89,4600216.72,3508481.97,2477515.92,1532215.67,4673707.57,1510011.10,1122320.72,624249.43,3036369.50,2616332.49,1576451.28,881439.09,2068469.63,1574932.48,1445370.42,745583.47,1210178.48,716304.53,603303.43,301062.46,2535114.40,1252472.95,899317.20,454078.54,2090544.09,1421638.87,1354969.35,903619.49,1227165.39,562222.59,414651.27,162183.32,2063375.42,1044604.04,533526.22,276887.63,1967893.85,528148.91,297135.97,131397.99,1094240.65,594730.64,476071.41,344703.61,1396619.48,797412.40,664317.28,706094.79,1009544.90,336029.21,144185.23,84985.53,2705233.03,1287757.02,954485.58,212606.24,2868190.93,1732463.93,1020476.13,258587.63,4009006.93,2981500.95,2195509.61,3607370.08,1284723.80,1894208.62,1082627.84,834670.33,0.0
6,销售费用,14403757.61,10471232.83,5245895.13,22045180.78,15620610.95,10883715.19,5745532.24,21287247.44,13030861.97,9033174.12,4614701.88,19070135.89,15849302.02,10768644.73,3553504.96,35421026.95,22204345.58,10528068.24,4325969.49,23975768.51,20807583.76,16253621.88,9066006.93,55456349.81,26790344.86,18639965.60,11130476.01,34461748.47,24657652.50,16276151.36,7942564.37,31317054.99,22864171.58,14269864.78,6869844.48,28837073.84,16955574.29,11901254.34,6985631.21,37180759.11,20581749.20,14339458.14,6627518.54,37617321.65,24061637.83,17066480.89,9309133.76,35459810.02,25710089.10,18085206.26,7973032.31,31924454.66,22909705.74,14017860.98,6351820.22,45981863.17,30280307.59,23030673.47,9497714.80,47056549.15,32734096.27,21819259.80,9482100.15,47829542.45,34780949.15,18377154.19,6297688.55,35365391.50,25767419.85,18493127.95,33569223.61,13465899.22,21130258.17,10183047.68,9375649.86,0.0
7,管理费用,26071730.64,16069292.10,7411272.41,27312295.72,19861675.73,26765708.55,16668920.58,85923361.66,53476384.26,34829521.51,19310910.39,64292461.91,48208768.34,33540225.43,15103926.57,151370272.37,118235765.00,100070593.75,19137799.67,68547835.54,52364514.79,37096992.95,19797470.29,88866169.46,57993692.50,41553389.34,21993725.61,53981570.29,38151575.32,24813567.68,12379614.41,63084244.68,41282225.51,24951865.35,11857869.73,42655954.45,30544498.11,20082091.27,10002626.49,101098199.32,44759185.91,29946129.01,14961336.76,83470300.04,45196102.96,31938176.22,18887875.74,54406653.04,43749082.45,27868556.17,14317340.71,68857136.21,51806060.99,36654873.40,19766923.27,115564394.85,64098372.10,44639368.70,22034069.01,74168415.79,54296900.08,39555164.32,19257493.25,81955128.02,63570816.57,42203583.25,18098631.83,62007704.16,49754165.34,35768595.68,43124610.91,15161949.36,22457215.80,8244138.91,7576706.26,0.0
8,财务费用,1318455.97,1143480.56,1089107.26,2460751.91,1980476.33,1229881.86,589163.51,88285.35,9828.73,74812.30,208802.53,1201175.32,826734.59,436489.12,166311.63,1332214.23,903924.91,637661.52,525471.12,1915899.11,1921200.77,392120.43,169068.26,-391276.33,-406820.23,-245295.27,-89252.37,-823039.53,-11784.64,-44664.99,-96210.26,-389763.75,-373797.58,-618445.13,-720806.45,629968.30,432659.41,192013.85,61288.41,1515540.88,1009237.14,479064.09,365708.69,1120991.88,505472.30,259761.81,-14421.75,210229.65,165925.55,-289303.17,-274828.72,-1934125.14,-1817797.77,-1557410.15,-995053.85,-1599780.37,-1980851.19,-1822916.74,-1494927.08,-7989115.27,-5500346.11,-3195722.37,-2682966.18,-4688821.30,-4823294.20,-3286634.07,-1402631.41,-3801288.34,959316.80,1135421.45,4593449.60,556389.69,2243500.09,674672.67,331533.40,0.0
