,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,25098930248.66,16392949645.27,8316045246.67,38983380463.38,28383030168.22,17446063391.42,7619634147.79,36799957717.58,22745878404.44,14324831094.19,6706119243.11,31983215682.72,21292309208.47,13416819276.55,6153291749.82,39140100335.89,30249078784.87,4799911301.58,2173853416.47,9232034007.82,6816540472.23,4524796319.54,2127642574.80,8565619370.78,5589201324.03,3345947213.90,1569705177.00,6821588758.12,4982835558.11,3313123241.33,1704272287.75,7469736480.29,5112153270.44,3253235641.91,1527294731.21,5522168688.84,4111063209.56,2766079438.61,1333908844.53,4877515783.90,3393297268.58,2212639517.87,956792314.29,5259590384.90,3956479708.62,2631953894.98,1217951360.53,4626184723.11,3323229412.12,2045030576.59,817674392.31,3697801236.65,2478772935.21,1591715858.35,659371517.71,2781073886.39,2041389417.03,1249803503.83,533534712.30,2665843397.24,1981860430.78,1337724835.89,2398465170.81,1205456671.31,1886018834.65,1772655541.04,0.0
2,营业收入,25098930248.66,16392949645.27,8316045246.67,38983380463.38,28383030168.22,17446063391.42,7619634147.79,36799957717.58,22745878404.44,14324831094.19,6706119243.11,31983215682.72,21292309208.47,13416819276.55,6153291749.82,39140100335.89,30249078784.87,4799911301.58,2173853416.47,9232034007.82,6816540472.23,4524796319.54,2127642574.80,8565619370.78,5589201324.03,3345947213.90,1569705177.00,6821588758.12,4982835558.11,3313123241.33,1704272287.75,7469736480.29,5112153270.44,3253235641.91,1527294731.21,5522168688.84,4111063209.56,2766079438.61,1333908844.53,4877515783.90,3393297268.58,2212639517.87,956792314.29,5259590384.90,3956479708.62,2631953894.98,1217951360.53,4626184723.11,3323229412.12,2045030576.59,817674392.31,3681970825.13,2466522261.89,1584031950.38,654220439.31,2764801457.33,2028567067.50,1240483482.26,529822285.87,2654073323.50,1975062636.65,1332557317.22,2389870011.76,1203912081.79,1879740930.10,1768340514.46,0.0
3,二、营业总成本,25197624152.97,16444138449.53,8409040373.20,40074870425.73,28646852966.64,17656353321.72,7736285190.21,37235876301.98,23093188009.73,14539961613.40,6766377751.38,32388654111.22,21637989308.82,13550180853.32,6194696168.41,39556409507.42,30626691003.97,4830647130.98,2193424656.35,9251507677.58,6812671225.33,4515595620.08,2123810087.91,8576380551.22,5576913719.98,3329241985.31,1565160521.13,6819020699.57,4978871996.97,3312115945.94,1698044441.96,7410196607.34,5078595458.45,3220941256.93,1518279452.65,5461267054.84,4092194497.09,2755084812.07,1321379248.58,4785695641.04,3359876580.18,2185815882.10,944757221.51,5201829595.67,3902317622.41,2589163464.61,1199723294.99,4552462075.52,3286333554.41,2009148040.20,795954364.68,3599033948.95,2424549598.94,1555887621.28,642264220.71,2717590704.35,1999588171.11,1218764066.30,519789062.05,2622548167.39,1940395898.12,1306365897.58,2329768994.09,1160669840.23,1830894125.00,1731578259.48,0.0
4,营业成本,23636789077.81,15430893349.79,7822806221.75,37041931585.86,27063851337.74,16671456386.68,7253444164.81,34913691269.39,21552302043.66,13532397862.75,6324977232.00,30296321483.48,20232721693.67,12669251202.77,5771717931.87,37243391745.75,28965756666.29,4616866067.27,2095233786.44,8881969508.70,6550094124.61,4336051269.76,2043681974.98,8155814082.40,5350600852.96,3188085854.12,1492872603.67,6481336200.13,4732582517.50,3147545375.61,1624063912.61,7135221503.90,4900522182.25,3108489693.17,1459958757.70,5237848083.05,3923010616.26,2634245737.40,1268415251.77,4593292913.46,3193793944.27,2078228942.58,900403158.29,4997738095.70,3756628746.93,2517549910.72,1164461498.86,4317815403.29,3102864831.99,1900324353.39,755448615.43,3415376447.28,2308683489.37,1497939778.27,608587188.33,2582243654.58,1895960382.21,1152062520.44,489892095.89,2473993590.05,1837201187.07,1235492025.23,2179842541.02,1085834925.52,1717416176.49,1623461102.97,0.0
5,营业税金及附加,58455115.96,43851506.06,21294599.61,115515052.93,69275983.54,44112818.05,15378445.41,102895607.51,25693461.37,14018926.61,5580383.06,123743472.16,38909816.27,28284394.09,16214228.48,123277673.57,72090825.15,16600583.68,1726333.10,16047253.67,9703215.11,8524961.59,3050215.16,49773048.30,3693355.28,3044667.61,1316115.95,5772857.94,6167808.92,4457972.35,1820165.67,13370331.19,5169743.56,4341680.80,2799317.28,9214208.79,3797032.67,2161081.30,1708972.36,10727616.86,9206934.66,6391097.35,791175.06,15088959.91,4844330.02,2487762.00,891451.56,38759726.60,35065694.64,29103094.98,4569784.32,15328605.49,3906945.64,745256.79,1657493.42,1739313.26,1142459.39,867259.99,3272288.74,5411858.51,4968705.74,4846883.47,10974221.38,10219956.96,406326.39,564191.29,0.0
6,销售费用,648055745.14,422784372.76,216600603.19,973080638.19,663081643.28,433401830.07,217971675.21,856294646.82,590873624.00,377570997.34,191987306.20,795380449.13,558215871.42,358962649.74,173842052.37,791452488.79,575167491.70,102437540.62,46898358.02,170707084.99,133317584.98,94489990.55,48244871.74,180886042.91,135249935.53,86059050.78,44044594.27,173591452.41,132753988.41,86709782.61,41121173.83,169461181.37,120440984.20,76974799.13,38297936.78,133524918.85,104388496.33,76518421.86,35352943.49,127902459.74,94893693.15,57661553.14,23612574.48,107666606.01,81964339.86,50477314.91,22118790.20,125711200.99,84977753.49,46561758.76,21412483.99,104293431.55,69032863.71,35832171.36,18840949.15,81899470.36,56417308.77,35765854.75,15576006.36,83600757.36,53288317.90,32956249.15,85970109.96,32812259.19,68358605.33,63492248.22,0.0
7,管理费用,507642324.87,337128952.32,186286448.90,688306448.03,425851639.57,272059933.04,137914464.10,591976683.99,392133090.55,252994010.67,124087815.24,541938828.44,363616521.12,226321049.72,112006703.35,593978187.04,402100014.16,49077050.44,25176231.53,96410187.55,65700111.11,39554491.80,20818752.74,97097693.71,67093034.71,43992035.87,19445338.80,96919451.60,59348973.24,41769796.04,20042030.93,75088604.57,48909205.53,29963190.11,12311203.38,73467460.03,51872354.16,33811700.92,11926302.31,65918329.46,52081295.55,33451001.96,13594081.20,67417816.11,49924691.95,29652418.50,13916546.34,68728122.30,48553397.99,34393791.15,19576047.86,66470234.40,43350018.16,24917387.18,12326292.24,52317414.06,44060758.93,28452839.39,9829922.76,57321247.06,37954941.60,26682858.14,45673946.43,25939346.12,38465889.37,30958271.16,0.0
8,财务费用,324396631.29,202612042.76,120206217.12,502446166.89,312819640.28,184886832.83,107330705.00,513483249.20,371137705.26,261212659.64,109679159.92,429565652.63,345681518.22,206653383.00,102452720.12,649892181.17,474868075.77,43611120.78,24803094.31,75683333.18,49133263.32,30823118.66,10495104.90,16587546.27,9816882.84,7468184.82,8733399.14,46774169.64,43575323.38,26468213.05,10569432.83,1072100.17,541905.25,-676772.16,3427266.18,2151827.15,7842194.51,5813989.05,2648619.81,-24130493.85,5070197.55,5818356.49,5799442.34,12100886.60,10685828.36,-8103801.44,-1182744.47,10182127.53,10063089.62,9407650.49,6214521.62,-2434769.77,-423717.94,-3546972.32,852297.57,-609147.91,2007261.81,1615591.73,1218748.30,2220714.41,6982745.81,6387881.59,7308175.30,5863352.44,6247127.42,13102445.84,0.0
9,研发费用,22285257.90,6868225.84,8247409.68,19221095.60,8130204.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,33598872.95,734369438.23,103842517.35,50435521.05,4245735.68,257534845.07,161048084.89,101767156.39,10065854.96,201704225.38,98843888.12,60708174.00,18462532.22,154417231.10,136707930.90,2054768.19,-413147.05,10690309.49,4722926.20,6151787.72,-2480831.61,76222137.63,10459658.66,592192.11,-1251530.70,14626567.85,4443385.52,5164806.28,427726.09,15982886.14,3011437.66,1848665.88,1484971.33,5060556.97,1283803.16,2533881.54,1327158.84,11984815.37,4830515.00,4264930.58,556790.14,1817231.34,-1730314.71,-2900140.08,-482247.50,-8734505.19,4808786.68,-10642608.57,-11267088.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,498797320.04,370480596.56,465380750.38,-27302885.00,-35169386.95,-22438813.18,-2605872.10,-3710614.44,18704441.71,1683020.85,-4620354.17,-1914172.85,-6507864.34,-13752554.01,-30534008.13,35975623.55,9972309.51,3868081.44,4954108.90,2838193.82,3878210.76,672148.88,1039183.56,3300316.26,2977216.17,-739236.75,-727378.84,-157034.10,-5278500.56,-1132794.92,-146616.94,-3185857.60,-2863790.38,-365997.06,578069.40,-385485.80,3040.00,-33705.00,-13620.00,99635.00,22861.75,73141.75,25815.00,-170420.00,-140995.00,-102610.00,27394.59,88555.00,-1012438.68,-3575350.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,77262502.02,77404957.89,6050394.39,2826468905.43,1589598507.95,484306636.32,238698511.23,1527731908.78,833199576.53,576087498.37,305281446.24,1292225313.43,1024839775.06,542118306.01,145965824.64,1459711581.64,1406869948.56,65149076.36,20903932.11,59749618.36,18043399.81,6133364.75,2857157.81,33629226.22,9434605.31,7929104.77,5177710.64,48566852.44,44412103.03,37737642.38,9012842.92,31930996.38,25373211.37,19740166.03,8181628.54,58642191.18,39261293.77,39152242.69,3961369.13,28273217.54,22766204.39,19179022.50,6529975.72,26559265.13,8625642.74,7024794.77,7444296.02,31126970.74,24470338.95,17809291.28,4488444.78,3991862.71,3696371.29,3154482.28,2122527.70,1031660.24,151183.72,1427743.74,55928.95,2690994.29,1633535.75,1651981.75,1513713.56,1173835.94,3557484.91,10634725.44,0.0
