,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,767815148.25,515585368.50,252539215.94,1478663128.23,1186172510.42,803992379.53,388686400.95,1542429345.10,1153427117.02,771080911.27,349817482.17,1612560471.81,1157258003.84,789349696.28,334895668.53,1474339102.16,993890803.06,627430470.56,273030051.72,1086153433.63,758009896.84,490558832.19,208870584.30,854372322.70,596577535.96,380839221.34,160499025.12,582692342.29,420398753.92,261559751.90,114097300.53,457560392.71,325065863.39,206917322.47,92188307.50,369967649.01,271319434.86,170621417.68,76654993.43,319601082.41,224905611.26,140362361.28,61535835.85,239204077.43,179145155.89,115065616.59,50605262.36,207275582.57,154334087.37,97794465.05,39311012.88,172564891.97,122439288.17,77609039.73,38482136.37,162541542.34,117882767.53,73116419.46,35688686.26,155862029.26,114469166.09,75466119.38,34358996.56,132490092.40,99681583.39,66965016.15,102154839.88,72082754.41,0.0
2,营业收入,767815148.25,515585368.50,252539215.94,1478663128.23,1186172510.42,803992379.53,388686400.95,1542429345.10,1153427117.02,771080911.27,349817482.17,1612560471.81,1157258003.84,789349696.28,334895668.53,1474339102.16,993890803.06,627430470.56,273030051.72,1086153433.63,758009896.84,490558832.19,208870584.30,854372322.70,596577535.96,380839221.34,160499025.12,582692342.29,420398753.92,261559751.90,114097300.53,457560392.71,325065863.39,206917322.47,92188307.50,369967649.01,271319434.86,170621417.68,76654993.43,319601082.41,224755611.26,140362361.28,61535835.85,239204077.43,179145155.89,114815616.59,50605262.36,207138122.57,154232087.37,97752465.05,39311012.88,172538691.29,122029598.69,77256179.69,38105706.35,162471891.67,117885429.53,73116419.46,35688686.26,155862029.26,114469166.09,75466119.38,34358996.56,132490092.40,99681583.39,66965016.15,102154839.88,72082754.41,0.0
3,二、营业总成本,669593375.40,432725770.56,217422293.45,1442803038.68,1118651563.69,744964861.81,355463158.78,1484146901.16,1077858928.82,713568222.74,324606909.55,1528113637.54,1071588697.80,731804947.05,313779879.09,1393059583.51,924064768.53,569838816.14,250539001.72,997759966.68,674896645.91,431641308.30,194360110.08,774077433.71,554475711.16,347930524.78,161974284.78,557995901.00,380258705.81,239138921.86,104680996.66,412018458.12,289539327.05,185034239.89,86194429.44,328264979.11,232488301.03,147783616.92,68870765.91,278954050.32,191337369.10,119035325.96,54815930.55,212413160.95,157573314.49,101533606.57,42077823.33,168868352.52,130075382.58,84274407.26,33712860.72,136923715.05,99583674.74,64062599.98,32362795.14,130079033.32,96125796.46,61727570.88,30225300.82,125826934.07,92882526.45,60536480.42,29060079.85,105134884.67,78879704.24,52804500.53,80156206.03,55134046.73,0.0
4,营业成本,372464796.54,252891879.04,133025988.13,863367098.47,698326378.48,472553161.16,226301814.03,877020416.56,638827098.23,426150193.41,188837819.03,912261462.63,658730804.55,454526219.22,201099032.56,919511726.09,587778564.29,355214842.23,162253152.09,631273687.09,402738287.70,244506131.61,119252592.73,436395105.01,300558246.36,188769887.22,90089631.05,259831677.62,174929256.46,104826895.31,46001167.47,204336493.24,143775455.16,90552560.28,37662819.22,152876580.54,111788715.84,69984244.57,29131256.33,133292096.00,90750156.36,52818657.44,20941983.58,86949319.33,67831868.28,47080085.21,17312919.43,83125693.77,62421562.86,40867909.12,14686318.82,73698994.71,52067723.07,31274908.84,14307425.97,71523145.43,52784114.00,35901172.37,15516257.14,71985090.92,53213100.67,38383256.04,17223476.00,73626264.36,55802929.45,37988838.84,61721710.22,44090103.97,0.0
5,营业税金及附加,4622605.38,2882003.92,1389425.88,7992492.07,5099987.88,3225607.08,1713538.55,6675275.46,4328853.59,3054345.92,1145561.33,8676106.97,3207969.41,2376348.68,1470743.86,5947353.63,3206746.33,1931431.69,798918.04,4516595.36,2728805.49,1887651.25,852643.67,3625008.65,2393307.18,1615895.44,870625.23,3860938.00,2554423.70,1410839.91,565354.93,2534898.18,1623187.59,976786.68,388239.09,-1143854.08,-1739461.43,676846.85,379367.69,4514770.00,3599865.90,2226027.53,908930.12,4214243.63,3043592.26,1764255.69,766956.23,3754202.33,2581884.57,1604368.77,621443.37,259719.50,-610550.03,-1335197.88,567575.75,3335894.00,2348139.79,1408082.00,642929.38,370291.65,2023943.78,1264373.30,568284.91,3209899.99,2502407.03,1822750.81,3398211.60,576351.15,0.0
6,销售费用,128806040.21,72161366.25,28277378.49,208165543.00,185140629.82,118676398.27,58988653.79,274590587.52,209990274.33,134003255.32,64736853.51,289092385.02,201812998.16,130693877.33,51728853.18,230631498.32,160210652.68,101575770.59,40556031.64,169264668.81,135782693.19,103138327.80,37634154.03,162556325.19,133945905.53,82277963.80,34846955.30,132834561.09,91688953.50,59971419.20,28067590.86,90966677.57,64267156.19,39830893.80,22374146.93,68479485.57,50604419.17,30775767.10,17212093.54,52962595.78,41924856.45,29253549.63,14272540.51,52738965.82,37930022.88,21052809.94,8778089.24,37197594.72,30341815.14,21155175.69,8978062.43,32024035.46,24359837.27,19116844.47,9390256.70,27368112.97,20289053.18,12040036.88,8677434.81,29722120.54,21410985.04,11024882.42,5515561.40,7629860.96,5562633.70,3713833.08,2205757.57,1031443.83,0.0
7,管理费用,74867122.93,45520391.39,20680844.63,200185366.74,125785017.99,128841670.12,56538416.35,284032770.92,187128935.12,127290938.11,57207099.13,260325565.48,177045803.00,126602937.05,53299924.73,203493373.58,154484742.26,99798974.05,41638967.79,168061165.94,118937871.28,76048379.03,33840592.04,155324988.76,107362313.55,69263695.77,34239324.82,150221406.44,104878864.99,69559571.26,29167975.32,105484986.36,75755684.44,52114138.19,25495742.16,101184529.46,66628851.24,42887058.32,20598827.26,81682467.13,52251229.36,33556923.96,17061481.18,60448539.12,44760368.60,28711137.77,14599891.93,40396799.58,34807720.61,20073914.69,8881546.73,32033193.89,24579183.56,15805005.41,8639880.83,29399196.38,21836521.03,12757889.62,5809146.01,21507755.33,14319818.17,8557382.10,5224696.11,18463253.29,13517982.00,8346640.36,11251566.32,8184512.11,0.0
8,财务费用,32428504.11,21817744.37,10947467.08,35963355.82,24587332.29,15595202.89,7874452.38,23077302.62,31188846.01,19169514.17,8801082.69,37634582.63,25011595.58,14110588.13,5882675.30,21340785.53,13689833.80,8356841.64,5095496.61,17214601.24,10652392.77,5138029.93,2407369.31,12453018.29,9125538.83,5953307.63,2698617.27,7686895.45,5139738.59,3291137.87,1532165.26,4724267.66,3216101.09,1942290.24,975275.05,4524102.67,3565522.47,2433888.05,1118711.16,5250417.50,2012786.00,1270146.99,1313109.46,7293035.94,3241717.75,1748114.66,515536.21,2372092.63,-541634.53,-169905.18,135699.37,-1092228.51,-812519.13,-798960.86,-542344.11,-1547315.46,-1132031.54,-379609.99,-420466.52,2241675.63,1914678.79,1306586.56,528061.43,2205606.07,1493752.06,932437.44,1578960.32,1251635.67,0.0
