,报表日期,20191231,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、营业总收入,513371895.61,381778100.00,239604002.42,432192234.81,344327400.00,343857919.47,306753672.57,0.0
2,营业收入,513371895.61,381778100.00,239604002.42,432192234.81,344327400.00,343857919.47,306753672.57,0.0
3,二、营业总成本,410609255.43,0,188547317.62,348773034.02,0,312756727.99,262246815.05,0.0
4,营业成本,304032397.19,0,136020900.39,233966023.77,0,176983452.04,167278858.39,0.0
5,营业税金及附加,664777.27,0,259628.10,393672.09,0,304123.86,98328.48,0.0
6,销售费用,24378482.71,0,10649568.22,26481454.55,0,27564029.98,17216862.85,0.0
7,管理费用,29112835.78,0,15175903.57,32914007.16,0,46115406.31,30951973.35,0.0
8,财务费用,-5286957.45,0,-1471203.69,-8393582.10,0,2572714.98,-2125084.81,0.0
9,研发费用,57707719.93,0,27912521.03,63411458.55,0,59217000.82,48825876.79,0.0
10,资产减值损失,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0.0
12,投资收益,-1359000.00,0,-1359000.00,1924072.25,0,3294373.98,2053533.49,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0.0
15,三、营业利润,99954837.83,82567000.00,49710513.61,85075218.72,73922200.00,33171792.20,44034520.45,0.0
16,加:营业外收入,2338804.01,0,6183.47,1673086.98,0,5671.51,681130.00,0.0
17,减：营业外支出,39471.07,0,39471.07,415377.87,0,3816.16,3495560.08,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0.0
19,四、利润总额,102254170.77,84859300.00,49677226.01,86332927.83,75347000.00,33173647.55,41220090.37,0.0
20,减：所得税费用,7148019.29,0,5151905.86,10217585.53,0,8291481.81,6100862.66,0.0
21,五、净利润,95106151.48,76251100.00,44525320.15,76115342.30,65188500.00,24882165.74,35119227.71,0.0
22,归属于母公司所有者的净利润,95106151.48,76251100.00,44525320.15,76115342.30,65188500.00,24882165.74,35119227.71,0.0
23,少数股东损益,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,
25,基本每股收益(元/股),1.050000,0,0.490000,0.840000,0,0,0,0.0
26,稀释每股收益(元/股),1.050000,0,0.490000,0.840000,0,0,0,0.0
27,七、其他综合收益,-384714.54,0,-224043.93,520499.89,0,-1094.43,1338072.17,0.0
28,八、综合收益总额,94721436.94,0,44301276.22,76635842.19,0,24881071.31,36457299.88,0.0
29,归属于母公司所有者的综合收益总额,94721436.94,0,44301276.22,76635842.19,0,24881071.31,36457299.88,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0.0
