,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,44580426.16,449126882.11,341574954.12,258574260.51,136239922.02,908278511.40,758953428.05,535960522.22,248968792.05,1119560848.98,782832241.08,573310054.63,304863015.83,2099195141.22,1582815337.66,769618005.24,290958781.64,1796986622.77,1346368667.47,808242100.15,310595676.61,1195650528.36,763819917.96,528908419.33,252254683.61,1180616405.67,910410831.00,597013202.22,257042413.09,1383905244.26,929885070.77,673905823.21,315799540.84,1417257149.14,1086764333.83,747120168.40,349294386.49,1224797032.52,844702073.49,515411730.68,251146866.84,927529214.85,635584150.80,402457521.47,185059945.18,1215864776.69,968238087.52,722228949.56,362639241.26,1725014946.70,1140290715.46,706618502.98,279976003.96,1160320963.47,801278149.02,519703946.11,233610927.98,902248559.32,504043961.03,314106216.47,119024889.14,590387262.11,389657643.42,193822061.08,75361113.57,503556659.07,330854540.64,228297279.43,120354650.63,780537504.28,565865798.14,364620772.35,156985005.88,733934186.08,338562002.54,451065176.57,156801473.63,391321254.26,175838009.56,362215546.02,168492845.39,319789429.58,135863003.32,291177701.25,134962662.81,457525722.15,219425000.00,319461100.00,141909521.64,292791669.19,176575202.00,158716942.00,91510042.00,0.0
2,营业收入,20637061.38,293213790.80,217540625.05,172394145.27,89290483.32,701307906.44,613637083.74,440214516.73,203709255.32,991942254.22,701180948.14,519437598.23,281967880.37,1992172229.52,1508605879.22,716257809.79,269874125.51,1700936530.44,1271505778.26,752963278.49,283174270.95,1091324246.89,686158363.52,476219353.92,226730912.17,1074105503.22,830353527.78,540917563.22,233190916.24,1273534894.65,844443181.56,615480246.97,287497702.56,1302088872.31,1002089088.59,691206307.51,324449380.21,1137897731.04,788083337.68,482701631.79,237715743.54,853373435.33,597613809.99,372597012.16,165781208.78,1102722892.81,872625626.01,644390784.44,318994725.93,1563771259.18,1028909862.74,639058741.62,279976003.96,1139049112.19,787906313.05,512228236.16,229216390.85,880227668.73,491142011.58,303804842.01,113113271.12,572605611.64,375526237.77,185133183.39,70293021.02,489593396.71,319629509.67,221505372.11,116216368.89,766636802.92,553500830.70,357731833.52,153344818.05,723014134.86,334325793.19,442655000.10,153172084.52,367898758.67,162550312.27,352698776.14,164609852.23,309273889.75,133693506.27,285191557.73,132903487.01,454037964.68,216982000.00,318555060.00,141302759.67,292717475.85,176575202.00,158716942.00,91510042.00,0.0
3,二、营业总成本,28466103.60,363063654.12,311383319.44,247157089.51,122150960.61,858583650.41,710096591.43,523830795.50,215432878.31,1002923007.90,711381538.63,525460468.70,284347023.69,2014023782.17,1535670147.89,754017681.38,272240795.74,1703157958.38,1252460109.44,745755196.31,276169652.11,1054650259.23,662456164.20,462522337.40,220119258.13,1023964030.24,764864318.49,528964435.32,220421683.33,1227222970.69,807395839.34,593559311.01,273858784.79,1259525456.30,955061267.30,657339535.85,310795793.17,1104775823.35,755878010.73,459059226.72,226655617.45,867894325.76,597555280.24,380229616.09,163690718.69,1154339421.95,901871196.02,667450687.29,322968367.92,1582635799.57,1047067691.79,650312058.98,256055939.67,1081709800.63,749845578.97,487629592.95,217473540.89,853653908.24,473663202.78,295393355.77,111005854.76,567537401.96,375840472.99,185296781.67,74766251.71,504167442.10,330569121.67,228768354.02,120961115.35,773431630.51,555818701.23,357338544.89,152799355.41,738026746.71,335480814.66,444202995.98,151496734.03,381642613.55,167145374.19,326526871.85,137157363.35,278073531.69,0,272152780.54,0,436196592.89,0,0,0,281079340.77,165054464.00,148086909.00,84166323.00,0.0
4,营业成本,10376427.53,214266258.40,169614120.41,138734700.35,71842037.96,558089574.61,510223450.89,357957923.63,172380123.98,784360412.56,568209931.32,409821974.44,240776928.79,1785069069.55,1386109866.24,635308629.32,238241506.10,1487440453.60,1120678052.81,652810200.54,243935072.31,867596135.91,548450375.66,380276694.62,183568290.98,798111002.33,614460055.31,419335561.36,178521705.88,1021182269.80,662111375.45,486704984.29,224254394.82,1056138177.84,823084842.71,569602851.11,263425050.86,951652331.13,651431982.58,393259806.43,195584566.84,719503062.62,494708773.27,307697283.63,127919362.56,964446716.79,767822358.29,574027059.19,284912367.18,1436823891.94,951810536.86,587560719.76,228834038.12,975014694.28,669140125.00,436795818.40,194556757.67,748421163.71,400791827.12,251529037.20,91507795.73,491511631.75,321661273.45,151472807.16,57603704.79,425212474.09,276339011.26,192959252.71,101859311.35,694371459.96,498447475.65,319280641.98,135457805.35,651678769.34,298777947.40,375286170.07,117064919.28,288815370.44,130648257.08,258063377.82,111423920.77,235458173.78,0,237324026.75,0,408123186.31,0,0,0,266200698.82,162630599.00,145971729.00,82969165.00,0.0
5,营业税金及附加,2161762.93,6564957.75,4422936.93,2908841.69,1361969.44,7009799.02,5036431.88,3433595.24,1583962.86,7152175.05,5028815.04,3334826.10,1581966.52,10257344.79,6827967.08,5382781.81,3158399.14,17973753.42,12812832.24,9067840.17,4698689.91,17594713.65,13444339.45,9294657.02,5003607.44,24774187.22,19767985.16,12944749.81,5550533.66,23861584.27,17892143.62,12302500.61,6415358.86,25171517.79,18615718.77,12487329.83,6533869.20,19385183.36,14254994.13,9225954.66,4427997.32,15456143.86,11191140.01,7424936.32,4122020.87,19450656.42,13841548.91,9830336.72,5088278.93,19197043.39,13276657.16,8179925.27,3719439.58,10808818.02,7350501.30,4831185.36,2443007.00,8726888.87,6392892.49,3977568.92,1454521.41,5307034.92,3930165.10,2763874.66,1422271.34,5190240.27,3890312.46,2681150.22,1519906.13,5527546.41,3731425.82,2480976.83,1189936.73,5563315.94,2935887.20,5387199.96,2666737.83,5843977.38,2163193.01,8516808.42,3996412.95,2882861.21,0,3616036.95,0,3869365.20,0,0,0,6396483.14,2423865.00,2115180.00,1197158.00,0.0
6,销售费用,1426981.49,8684057.69,3457037.89,5027428.94,3213086.04,24443597.27,18215668.95,10652668.52,6638806.15,19427161.48,11750032.43,9020610.69,6364837.71,19253550.92,11066147.34,6728395.47,4413132.74,16366358.03,10808355.60,6067979.00,2086228.39,20746182.12,15634252.56,9286938.23,3996036.05,21023532.94,16652346.65,10817955.74,5924543.20,32085518.57,23599031.53,15626119.10,6918191.39,36484197.94,24288135.38,14777695.17,6746965.20,26286012.68,18819008.55,10391917.04,4958299.47,21369761.02,18046928.80,12544421.60,7950347.67,27822745.42,20111315.81,15743651.40,9849611.77,32887714.75,19687891.25,13669881.36,6276417.56,22357198.43,23174902.89,13548300.10,4301511.96,21065284.16,17394624.01,9173156.52,4213128.77,17238081.52,12503499.30,8033959.40,3723851.22,24251859.46,17744464.80,11398889.01,6670503.77,31949310.20,24225061.98,16750676.72,6837951.54,29245801.67,13305771.77,24107325.22,10619414.56,30249345.70,17698268.08,28047106.08,12066361.83,17820909.55,0,19565948.34,0,15793618.33,0,0,0,4070001.28,0,0,0,0.0
7,管理费用,15196440.64,85736419.33,67879468.70,45198812.35,23888656.56,93860415.50,64803969.97,46351570.78,22393120.42,104684583.03,70485428.18,45895029.21,24165130.11,107815322.04,71396187.45,46762859.57,24338268.89,104666351.83,76233643.91,44886920.02,24468637.52,108709929.42,76654260.22,52442191.90,28630808.89,115712658.31,79516333.65,50324348.93,25313732.29,108337291.04,80578743.74,55809057.17,30324951.11,107216758.74,70661007.83,44989700.99,27520642.18,94990873.87,64294457.57,41019964.14,20354421.97,74789514.14,56043414.52,36627163.81,22634506.16,66647490.98,52378765.49,30250178.87,18441458.90,67811642.16,46870820.73,32422199.10,14470186.54,63366256.73,41803624.61,26418578.29,13685679.67,67705120.27,46462163.53,28377089.03,12569913.93,50366520.62,35637637.95,22122012.61,11452154.01,43190258.03,27605181.14,18159439.00,9428878.80,35862295.47,25617239.19,16637542.83,8643870.72,46925836.01,17985446.80,34404840.37,18238293.59,41511513.53,15150678.05,26118570.11,9205109.21,22657498.82,0,17387497.18,0,10668547.54,0,0,0,6622927.48,0,0,0,0.0
8,财务费用,-3992891.30,-3589530.12,2461756.28,4444596.36,4969024.75,21028189.37,14963122.74,11095910.91,5488127.51,26612880.37,17589229.53,13366026.16,7407455.49,8802233.96,5565850.44,3715812.36,1166821.89,1144542.44,399357.53,447295.20,464100.07,-8393767.76,-4034564.75,-3722036.30,-1162151.96,-2788177.23,-1311339.99,333101.42,861522.90,-2976658.86,-2440682.41,-1882501.11,-87039.71,-3517453.15,-1591380.75,-722092.96,440812.44,-308062.33,978675.95,792149.60,89292.73,-2582666.25,-868952.16,-839355.74,-906794.52,5350326.63,8348170.66,4527074.83,638894.33,4891579.64,10103594.52,5131725.81,2755857.87,10162833.17,8376425.17,6035710.80,2486584.59,7735451.23,2621695.63,2336504.10,1260494.92,3114133.15,2107897.19,904127.84,564270.35,6322610.25,4990152.01,3569623.08,1482515.30,5721018.47,3797498.59,2188706.53,669791.07,4613023.75,2475761.49,3830024.66,3026939.27,14624649.70,1484977.97,5781009.42,465558.59,-745911.67,0,-5740728.68,0,-2258124.49,0,0,0,-2210769.95,0,0,0,0.0
